Dates,ULTA
2018-06-20,251.27999877929688
2018-06-21,250.35000610351562
2018-06-25,249.75999450683594
2018-06-22,241.61000061035156
2018-06-26,238.75
2018-06-27,236.0500030517578
2018-06-28,239.6699981689453
2018-06-29,233.4600067138672
2018-07-02,232.5399932861328
2018-07-03,235.27999877929688
2018-07-05,237.86000061035156
2018-07-16,242.61000061035156
2018-09-18,250.6999969482422
2019-01-24,254.61000061035156
2019-09-05,252.1999969482422
2018-11-21,252.8699951171875
2020-01-13,259.8699951171875
2020-04-01,255.5
2020-06-19,253.0800018310547
2019-10-29,250.63999938964844
2020-01-16,257.4100036621094
2020-06-22,254.52000427246094
2018-10-03,255.0500030517578
2018-07-31,249.24000549316406
2019-03-12,253.38999938964844
2019-02-08,251.8800048828125
2019-01-07,249.99000549316406
2018-12-06,243.5399932861328
2019-08-19,244.38999938964844
2019-07-18,238.0
2019-05-15,234.80999755859375
2019-09-20,235.02000427246094
2019-11-01,236.10000610351562
2020-04-07,239.0500030517578
2020-06-25,236.0
2020-06-16,236.14999389648438
2019-11-04,236.52000427246094
2020-01-22,233.44000244140625
2019-11-07,236.02000427246094
2020-04-13,231.97999572753906
2019-07-01,233.1699981689453
2019-05-30,235.0399932861328
2018-08-15,239.32000732421875
2018-10-18,242.17999267578125
2019-03-27,234.6999969482422
2019-01-22,239.39999389648438
2018-12-21,241.6699981689453
2019-09-03,240.83999633789062
2018-11-19,242.47000122070312
2019-08-02,241.72999572753906
2020-01-28,244.41000366210938
2020-04-16,260.0
2019-11-13,274.3699951171875
2020-01-31,274.92999267578125
2018-12-04,275.6600036621094
2018-11-02,285.79998779296875
2019-07-16,285.9599914550781
2018-08-30,286.7300109863281
2018-10-01,283.6300048828125
2019-06-14,280.5199890136719
2019-05-13,279.1000061035156
2019-04-11,281.45001220703125
2019-02-06,282.8699951171875
2019-09-18,287.1600036621094
2020-02-03,284.760009765625
2020-04-22,280.7699890136719
2019-11-19,280.989990234375
2020-02-06,277.4599914550781
2019-11-22,278.3299865722656
2019-03-25,279.2799987792969
2019-02-21,282.1199951171875
2018-12-19,282.9599914550781
2018-07-12,279.9700012207031
2018-09-14,278.8699951171875
2018-08-13,275.0
2018-10-16,269.8500061035156
2019-07-31,273.489990234375
2019-05-28,275.67999267578125
2019-04-26,268.1300048828125
2020-04-28,267.57000732421875
2019-11-25,275.6400146484375
2020-02-12,281.7300109863281
2020-05-01,285.4100036621094
2020-05-04,281.9200134277344
2019-06-12,273.44000244140625
2019-04-09,270.7799987792969
2019-03-08,274.6099853515625
2019-02-04,272.04998779296875
2018-07-27,267.0299987792969
2018-08-28,272.239990234375
2019-01-03,274.8900146484375
2019-08-15,278.5
2018-10-31,266.989990234375
2019-09-16,274.5199890136719
2020-02-18,272.95001220703125
2020-05-07,281.95001220703125
2018-08-17,285.1300048828125
2019-12-04,291.7900085449219
2020-02-21,290.510009765625
2018-12-17,304.489990234375
2019-08-30,308.1199951171875
2018-11-15,308.989990234375
2019-07-29,314.25
2019-06-27,313.1300048828125
2019-04-24,311.80999755859375
2018-07-10,313.55999755859375
2018-09-12,313.2799987792969
2019-02-19,302.1400146484375
2019-01-18,303.760009765625
2020-02-24,303.32000732421875
2020-05-13,301.1099853515625
2019-12-10,296.8299865722656
2020-02-27,295.1400146484375
2019-12-13,300.3699951171875
2020-05-19,297.7900085449219
2019-03-06,306.489990234375
2018-11-30,291.1300048828125
2019-08-13,292.9200134277344
2019-07-12,254.47000122070312
2019-06-10,251.10000610351562
2019-05-09,247.86000061035156
2018-07-25,255.14999389648438
2018-09-27,251.52000427246094
2018-10-29,246.85000610351562
2019-10-16,241.9499969482422
2019-12-16,240.91000366210938
2020-03-04,239.22999572753906
2020-05-22,234.00999450683594
2019-10-01,230.49000549316406
2019-12-19,229.05999755859375
2018-09-10,242.1999969482422
2019-05-24,242.27000427246094
2018-08-09,239.4499969482422
2019-04-22,244.83999633789062
2019-03-21,247.97000122070312
2019-01-16,243.36000061035156
2019-08-28,255.02999877929688
2018-11-13,271.0
2018-10-12,276.0
2019-06-25,281.19000244140625
2020-03-10,277.0299987792969
2020-05-28,284.1099853515625
2019-10-07,274.8999938964844
2020-03-13,278.489990234375
2019-10-10,282.010009765625
2020-03-16,283.8999938964844
2020-06-03,291.5
2018-11-28,288.8500061035156
2018-09-25,288.20001220703125
2018-07-23,287.989990234375
2018-08-24,290.7200012207031
2019-07-10,290.2799987792969
2019-05-07,288.82000732421875
2019-04-05,288.6000061035156
2019-03-04,291.9200134277344
2019-01-31,291.3599853515625
2019-09-12,289.0400085449219
2019-12-31,294.0400085449219
2020-03-19,293.45001220703125
2020-01-03,293.6400146484375
2020-06-09,296.05999755859375
2019-02-15,298.1000061035156
2019-01-14,302.5
2018-07-06,303.95001220703125
2018-08-07,305.0
2018-10-10,306.3599853515625
2018-12-13,304.6499938964844
2019-08-26,306.30999755859375
2019-07-25,308.0199890136719
2019-05-22,310.7200012207031
2019-03-19,309.04998779296875
2020-01-06,310.0
2020-03-25,307.1099853515625
2020-06-12,312.489990234375
2019-10-22,315.29998779296875
2020-01-09,311.5
2020-06-15,312.239990234375
2019-10-25,312.510009765625
2020-03-31,305.45001220703125
2020-06-18,306.3900146484375
2019-04-03,309.75
2018-08-22,311.4100036621094
2018-10-25,315.44000244140625
2019-01-29,312.510009765625
2018-12-28,338.4100036621094
2018-11-26,342.2200012207031
2019-08-09,334.45001220703125
2019-07-08,330.7900085449219
2019-06-06,335.1300048828125
2019-09-10,330.5199890136719
2020-01-15,336.6700134277344
2020-04-03,342.8999938964844
2019-10-31,346.04998779296875
2020-04-06,345.2300109863281
2020-06-24,348.7300109863281
2018-11-09,352.54998779296875
2019-07-23,347.29998779296875
2019-06-21,350.5299987792969
2019-05-20,350.1400146484375
2019-04-18,353.6300048828125
2018-09-06,354.4700012207031
2018-10-08,348.20001220703125
2019-02-13,350.2799987792969
2018-12-11,350.2200012207031
2019-09-25,344.8299865722656
2020-01-21,353.94000244140625
2020-04-09,355.0799865722656
2019-11-06,354.3299865722656
2020-01-24,350.8800048828125
2020-01-27,347.4100036621094
2020-04-15,351.6300048828125
2018-12-26,355.8399963378906
2019-08-07,353.70001220703125
2019-06-04,357.94000244140625
2018-09-21,350.8999938964844
2018-07-19,348.9800109863281
2018-08-20,334.94000244140625
2018-10-23,343.67999267578125
2019-05-03,341.9599914550781
2019-04-01,346.67999267578125
2019-02-28,342.3599853515625
2019-11-12,348.1499938964844
2020-01-30,348.04998779296875
2019-11-15,343.239990234375
2020-04-21,330.2300109863281
2019-04-16,335.32000732421875
2019-03-15,340.70001220703125
2019-02-11,343.239990234375
2019-01-10,342.45001220703125
2019-08-22,347.8900146484375
2018-11-07,353.1600036621094
2018-08-03,349.0899963378906
2018-09-04,337.8299865722656
2019-06-19,335.0899963378906
2019-09-23,334.8500061035156
2019-11-18,322.07000732421875
2020-02-05,328.4599914550781
2020-04-24,333.3800048828125
2019-03-29,330.6000061035156
2019-11-21,335.5299987792969
2020-04-27,337.4800109863281
2020-02-11,340.3299865722656
2020-04-30,338.1600036621094
2019-05-01,337.04998779296875
2019-02-26,340.010009765625
2019-01-25,342.82000732421875
2018-12-24,349.80999755859375
2019-09-06,354.6199951171875
2018-07-17,350.19000244140625
2018-09-19,347.2099914550781
2019-08-05,357.8399963378906
2019-10-08,358.3399963378906
2019-12-11,355.80999755859375
2019-11-27,346.5400085449219
2020-02-14,348.69000244140625
2020-05-06,344.82000732421875
2019-01-08,344.2200012207031
2018-12-07,346.8900146484375
2019-08-20,340.3800048828125
2018-11-05,341.3299865722656
2019-07-19,345.42999267578125
2018-10-04,344.95001220703125
2019-06-17,352.69000244140625
2019-05-16,348.4800109863281
2018-08-01,347.20001220703125
2019-03-13,346.9800109863281
2019-12-03,356.3900146484375
