Dates,ULTA
2018-06-20,248.0500030517578
2018-06-21,250.1300048828125
2018-06-25,251.52000427246094
2018-06-22,248.4199981689453
2018-06-26,242.36000061035156
2018-06-27,239.5
2018-06-28,236.5
2018-06-29,242.0500030517578
2018-07-02,231.1199951171875
2018-07-03,233.85000610351562
2018-07-05,235.80999755859375
2018-07-16,238.0
2018-09-18,243.27999877929688
2019-01-24,251.3300018310547
2019-09-05,253.41000366210938
2018-11-21,253.2100067138672
2020-01-13,253.6300048828125
2020-04-01,260.3299865722656
2020-06-19,254.35000610351562
2019-10-29,252.0800018310547
2020-01-16,250.8699951171875
2020-06-22,256.739990234375
2018-10-03,254.50999450683594
2018-07-31,255.2899932861328
2019-03-12,249.24000549316406
2019-02-08,254.02999877929688
2019-01-07,251.38999938964844
2018-12-06,247.88999938964844
2019-08-19,245.02999877929688
2019-07-18,243.9199981689453
2019-05-15,233.64999389648438
2019-09-20,235.60000610351562
2019-11-01,234.83999633789062
2020-04-07,236.27000427246094
2020-06-25,238.66000366210938
2020-06-16,236.50999450683594
2019-11-04,234.25
2020-01-22,236.5
2019-11-07,233.9499969482422
2020-04-13,234.5
2019-07-01,233.89999389648438
2019-05-30,234.42999267578125
2018-08-15,236.0
2018-10-18,239.85000610351562
2019-03-27,240.05999755859375
2019-01-22,236.11000061035156
2018-12-21,240.10000610351562
2019-09-03,242.0
2018-11-19,241.6699981689453
2019-08-02,241.77000427246094
2020-01-28,240.72999572753906
2020-04-16,247.2100067138672
2019-11-13,260.0
2020-01-31,272.95001220703125
2018-12-04,274.989990234375
2018-11-02,276.4100036621094
2019-07-16,287.05999755859375
2018-08-30,285.44000244140625
2018-10-01,287.4100036621094
2019-06-14,284.29998779296875
2019-05-13,280.1099853515625
2019-04-11,278.7099914550781
2019-02-06,281.04998779296875
2019-09-18,284.8699951171875
2020-02-03,288.1400146484375
2020-04-22,285.8299865722656
2019-11-19,280.54998779296875
2020-02-06,281.1000061035156
2019-11-22,278.3900146484375
2019-03-25,279.2099914550781
2019-02-21,278.9700012207031
2018-12-19,284.1199951171875
2018-07-12,283.5799865722656
2018-09-14,280.239990234375
2018-08-13,277.7200012207031
2018-10-16,273.7300109863281
2019-07-31,270.3699951171875
2019-05-28,274.32000732421875
2019-04-26,275.2699890136719
2020-04-28,268.760009765625
2019-11-25,272.0799865722656
2020-02-12,276.1499938964844
