Dates,WHR
2018-06-20,760200.0
2018-06-21,698800.0
2018-06-25,669900.0
2018-06-22,965700.0
2018-06-26,801500.0
2018-06-27,643400.0
2018-06-28,1084900.0
2018-06-29,674500.0
2018-07-02,703400.0
2018-07-03,302000.0
2018-07-05,639300.0
2018-07-16,488300.0
2018-09-18,828400.0
2019-01-24,640300.0
2019-09-05,644700.0
2018-11-21,675500.0
2020-01-13,876400.0
2020-04-01,886100.0
2020-06-19,1276500.0
2019-10-29,946200.0
2020-01-16,937100.0
2020-06-22,1190400.0
2018-10-03,1274200.0
2018-07-31,12449800.0
2019-03-12,4794400.0
2019-02-08,2266400.0
2019-01-07,1778200.0
2018-12-06,2091100.0
2019-08-19,1154200.0
2019-07-18,898600.0
2019-05-15,817000.0
2019-09-20,1170200.0
2019-11-01,1116700.0
2020-04-07,977400.0
2020-06-25,696900.0
2020-06-16,719000.0
2019-11-04,999900.0
2020-01-22,1303500.0
2019-11-07,647900.0
2020-04-13,1148500.0
2019-07-01,826300.0
2019-05-30,484400.0
2018-08-15,481800.0
2018-10-18,624000.0
2019-03-27,790400.0
2019-01-22,776600.0
2018-12-21,506400.0
2019-09-03,925100.0
2018-11-19,1398500.0
2019-08-02,596800.0
2020-01-28,617000.0
2020-04-16,1132800.0
2019-11-13,752300.0
2020-01-31,825300.0
2018-12-04,407100.0
2018-11-02,403500.0
2019-07-16,475400.0
2018-08-30,458500.0
2018-10-01,980300.0
2019-06-14,845200.0
2019-05-13,969200.0
2019-04-11,1090600.0
2019-02-06,1150000.0
2019-09-18,929100.0
2020-02-03,953800.0
2020-04-22,2028600.0
2019-11-19,1095200.0
2020-02-06,789700.0
2019-11-22,1003100.0
2019-03-25,636400.0
2019-02-21,577900.0
2018-12-19,806600.0
2018-07-12,1200100.0
2018-09-14,1244700.0
2018-08-13,666800.0
2018-10-16,1076000.0
2019-07-31,864400.0
2019-05-28,1662000.0
2019-04-26,1523400.0
2020-04-28,1093500.0
2019-11-25,1022200.0
2020-02-12,929800.0
2020-05-01,1273400.0
2020-05-04,1263500.0
2019-06-12,1321600.0
2019-04-09,1231700.0
2019-03-08,1150100.0
2019-02-04,1818800.0
2018-07-27,2222000.0
2018-08-28,2837700.0
2019-01-03,2501400.0
2019-08-15,1520200.0
2018-10-31,1417400.0
2019-09-16,1114600.0
2020-02-18,1204200.0
2020-05-07,1148700.0
2018-08-17,824300.0
2019-12-04,604800.0
2020-02-21,824900.0
2018-12-17,698700.0
2019-08-30,673200.0
2018-11-15,801900.0
2019-07-29,835800.0
2019-06-27,1180900.0
2019-04-24,1187400.0
2018-07-10,1120700.0
2018-09-12,1108400.0
2019-02-19,1001200.0
2019-01-18,1153500.0
2020-02-24,371500.0
2020-05-13,1301400.0
2019-12-10,938500.0
2020-02-27,1324100.0
2019-12-13,892900.0
2020-05-19,744700.0
2019-03-06,731800.0
2018-11-30,1100200.0
2019-08-13,907400.0
2019-07-12,539500.0
2019-06-10,1188000.0
2019-05-09,827600.0
2018-07-25,917700.0
2018-09-27,836900.0
2018-10-29,1151600.0
2019-10-16,1097900.0
2019-12-16,743000.0
2020-03-04,783100.0
2020-05-22,889800.0
2019-10-01,1325200.0
2019-12-19,506600.0
2018-09-10,943700.0
2019-05-24,765700.0
2018-08-09,877700.0
2019-04-22,816700.0
2019-03-21,726100.0
2019-01-16,694500.0
2019-08-28,792500.0
2018-11-13,757300.0
2018-10-12,742500.0
2019-06-25,791700.0
2020-03-10,719400.0
2020-05-28,536500.0
2019-10-07,886700.0
2020-03-13,606600.0
2019-10-10,466800.0
2020-03-16,451800.0
2020-06-03,779300.0
2018-11-28,933800.0
2018-09-25,1266100.0
2018-07-23,876100.0
2018-08-24,669600.0
2019-07-10,1265800.0
2019-05-07,7414900.0
2019-04-05,2201400.0
2019-03-04,1492500.0
2019-01-31,1027500.0
2019-09-12,763200.0
2019-12-31,822100.0
2020-03-19,607500.0
2020-01-03,544700.0
2020-06-09,541200.0
2019-02-15,705900.0
2019-01-14,819900.0
2018-07-06,694900.0
2018-08-07,759200.0
2018-10-10,897000.0
2018-12-13,658100.0
2019-08-26,752100.0
2019-07-25,601100.0
2019-05-22,650300.0
2019-03-19,789300.0
2020-01-06,632800.0
2020-03-25,640200.0
2020-06-12,929700.0
2019-10-22,517100.0
2020-01-09,662300.0
2020-06-15,575000.0
2019-10-25,594000.0
2020-03-31,590400.0
2020-06-18,420100.0
2019-04-03,541900.0
2018-08-22,985800.0
2018-10-25,1256200.0
2019-01-29,726000.0
2018-12-28,2006200.0
2018-11-26,957700.0
2019-08-09,869800.0
2019-07-08,893500.0
2019-06-06,1534700.0
2019-09-10,964000.0
2020-01-15,953600.0
2020-04-03,816100.0
2019-10-31,612000.0
2020-04-06,347700.0
2020-06-24,645200.0
2018-11-09,572200.0
2019-07-23,563700.0
2019-06-21,785400.0
2019-05-20,610100.0
2019-04-18,614700.0
2018-09-06,569000.0
2018-10-08,553200.0
2019-02-13,568200.0
2018-12-11,582100.0
2019-09-25,865300.0
2020-01-21,1141100.0
2020-04-09,749100.0
2019-11-06,562600.0
2020-01-24,675000.0
2020-01-27,1789500.0
2020-04-15,2971000.0
2018-12-26,1216300.0
2019-08-07,991600.0
2019-06-04,902800.0
2018-09-21,709600.0
2018-07-19,656300.0
2018-08-20,852100.0
2018-10-23,659100.0
2019-05-03,561600.0
2019-04-01,812300.0
2019-02-28,737700.0
2019-11-12,433200.0
2020-01-30,833000.0
2019-11-15,777700.0
2020-04-21,1091900.0
2019-04-16,761800.0
2019-03-15,796700.0
2019-02-11,705900.0
2019-01-10,531600.0
2019-08-22,544300.0
2018-11-07,667900.0
2018-08-03,683800.0
2018-09-04,933600.0
2019-06-19,630600.0
2019-09-23,612300.0
2019-11-18,651000.0
2020-02-05,486700.0
2020-04-24,884400.0
2019-03-29,706800.0
2019-11-21,1036700.0
2020-04-27,545600.0
2020-02-11,776600.0
2020-04-30,465600.0
2019-05-01,558400.0
2019-02-26,454800.0
2019-01-25,507200.0
2018-12-24,762300.0
2019-09-06,744100.0
2018-07-17,762900.0
2018-09-19,1063000.0
2019-08-05,831700.0
2019-10-08,645000.0
2019-12-11,834600.0
2019-11-27,562900.0
2020-02-14,617300.0
2020-05-06,805300.0
2019-01-08,559100.0
2018-12-07,671200.0
2019-08-20,779200.0
2018-11-05,404700.0
2019-07-19,191500.0
2018-10-04,379100.0
2019-06-17,381100.0
2019-05-16,610500.0
2018-08-01,545700.0
2019-03-13,452200.0
2019-12-03,852800.0
2020-02-20,659900.0
2019-12-06,992400.0
2020-05-12,979100.0
2019-12-09,859700.0
2020-02-26,612900.0
2020-05-15,1589200.0
2019-03-28,3045600.0
2018-09-17,1314500.0
2018-08-16,612500.0
2018-10-19,630400.0
2019-04-29,587400.0
2019-01-23,568800.0
2019-09-04,1157600.0
2018-11-20,905900.0
2019-07-02,900700.0
2019-05-31,910500.0
2019-12-12,787700.0
2020-05-18,617800.0
2019-09-27,580000.0
2020-03-03,640000.0
2020-05-21,379200.0
2019-05-14,580100.0
2018-08-31,754300.0
2018-07-30,434500.0
2018-10-02,467200.0
2019-04-12,488500.0
2019-03-11,657400.0
2019-02-07,889200.0
2019-07-17,407800.0
2019-09-19,650900.0
2019-10-21,471800.0
2019-12-18,577100.0
2020-03-06,491600.0
2019-10-03,419900.0
2020-03-09,556100.0
2020-05-27,574500.0
2019-12-24,550700.0
2020-03-12,696600.0
2018-12-20,542400.0
2019-08-01,803200.0
2018-08-14,1145800.0
2018-07-13,645100.0
2018-10-17,599700.0
2019-05-29,353500.0
2019-03-26,334400.0
2019-02-22,768500.0
2019-10-04,621800.0
2019-11-05,526800.0
2019-12-27,651600.0
2020-06-02,386200.0
2019-12-30,449700.0
2020-03-18,508200.0
2020-06-05,1383600.0
2019-07-15,972200.0
2018-12-03,745100.0
2019-06-13,581300.0
2019-01-04,557900.0
2018-08-29,608300.0
2019-02-05,618700.0
2018-11-01,786000.0
2019-08-16,676800.0
2019-04-10,566000.0
2019-09-17,337300.0
2019-10-15,614100.0
2020-01-02,596500.0
2020-06-08,712300.0
2019-10-18,600400.0
2020-03-24,323200.0
2020-06-11,694000.0
2020-01-08,874700.0
2019-04-25,1293300.0
2019-07-30,1974600.0
2019-02-20,777900.0
2018-07-11,706000.0
2018-09-13,894900.0
2018-10-15,796500.0
2019-06-28,581800.0
2018-12-18,567600.0
2018-11-16,1853900.0
2019-10-02,877700.0
2020-03-27,928900.0
2020-01-10,563100.0
2019-10-24,451800.0
2020-03-30,551800.0
2020-06-17,500300.0
2020-01-14,864200.0
2020-04-02,1173500.0
2019-01-02,957800.0
2019-08-14,2743300.0
2018-10-30,1773300.0
2019-06-11,1696500.0
2019-05-10,1528300.0
2019-04-08,876000.0
2018-08-27,522700.0
2018-07-26,669700.0
2018-09-28,1113500.0
2019-03-07,832200.0
2019-10-30,335100.0
2020-01-17,878700.0
2020-06-23,699900.0
2020-04-08,607200.0
2020-06-26,463700.0
2019-03-22,661700.0
2019-01-17,476000.0
2019-08-29,724700.0
2018-11-14,472700.0
2019-06-26,1800000.0
2018-09-11,1760900.0
2018-07-09,975400.0
2018-08-10,823100.0
2019-04-23,422600.0
2019-09-30,712800.0
2020-01-23,1451000.0
2019-11-08,444500.0
2020-04-14,190900.0
2019-11-11,232700.0
2020-01-29,353700.0
2020-04-17,451200.0
2018-07-24,415700.0
2018-09-26,806200.0
2019-05-08,521100.0
2019-03-05,560300.0
2019-02-01,786500.0
2018-12-31,540100.0
2018-11-29,721400.0
2019-08-12,839700.0
2019-07-11,1087100.0
2019-09-13,726900.0
2019-11-14,1012400.0
2020-04-20,833700.0
2020-02-04,784500.0
2020-04-23,968200.0
2018-12-14,1233400.0
2019-08-27,908200.0
2018-08-08,1026100.0
2018-10-11,1542300.0
2018-11-12,3026200.0
2019-07-26,944800.0
2019-06-24,760500.0
2019-05-23,1084200.0
2019-03-20,742600.0
2019-01-15,697200.0
2019-11-20,856300.0
2020-02-07,599000.0
2020-02-10,699000.0
2020-04-29,431900.0
2019-11-26,643900.0
2020-02-13,537100.0
2019-01-30,498200.0
2018-08-23,528800.0
2018-09-24,1154400.0
2018-11-27,671900.0
2018-10-26,650800.0
2019-07-09,531500.0
2019-06-07,1100400.0
2019-05-06,1452000.0
2019-04-04,1104300.0
2019-09-11,1643800.0
2019-11-29,1907100.0
2020-05-05,1481000.0
2019-12-02,1125000.0
2020-02-19,701000.0
2020-05-08,892500.0
2019-05-21,1931900.0
2019-03-18,1814700.0
2018-09-07,1128800.0
2018-08-06,1090100.0
2018-10-09,1625900.0
2019-02-14,2187000.0
2018-12-12,2274200.0
2019-07-24,1816100.0
2019-09-26,1869400.0
2019-10-28,1840500.0
2019-12-05,1614600.0
2020-05-11,1829600.0
2019-07-03,2602400.0
2020-02-25,1688100.0
2020-05-14,1915100.0
2020-02-28,1363000.0
2019-08-08,1498900.0
2019-06-05,1281400.0
2018-07-20,806900.0
2018-08-21,1139200.0
2018-10-24,1071500.0
2019-04-02,1422400.0
2019-03-01,1108000.0
2019-01-28,850200.0
2018-12-27,1229700.0
2019-09-09,866700.0
2020-03-02,908000.0
2020-05-20,1144500.0
2019-12-17,1000900.0
2020-03-05,1023400.0
2019-02-12,761100.0
2019-01-11,734000.0
2018-12-10,662200.0
2019-08-23,727200.0
2018-11-08,914400.0
2019-07-22,816000.0
2019-06-20,889600.0
2018-09-05,1268600.0
2019-04-17,1534300.0
2019-09-24,1996800.0
2019-12-20,1445200.0
2020-05-26,1082800.0
2019-04-30,808700.0
2019-12-23,693800.0
2020-03-11,703500.0
2020-05-29,583700.0
2019-12-26,613300.0
2020-06-01,821300.0
2019-05-02,1631000.0
2019-02-27,639600.0
2018-11-23,1102300.0
2019-08-06,1112700.0
2018-07-18,767600.0
2018-09-20,352900.0
2018-10-22,535900.0
2019-07-05,891100.0
2019-06-03,763000.0
2019-10-09,992000.0
2019-10-11,782600.0
2020-03-17,469900.0
2020-06-04,527900.0
2019-10-14,624200.0
2020-03-20,1129800.0
2018-11-06,983000.0
2019-06-18,805800.0
2019-05-17,640800.0
2019-04-15,730900.0
2019-03-14,1058500.0
2019-01-09,966800.0
2018-08-02,805900.0
2018-10-05,659800.0
2019-08-21,487900.0
2019-10-17,479800.0
2020-03-23,1447900.0
2020-06-10,548100.0
2019-02-25,650900.0
2020-01-07,669500.0
2020-03-26,440800.0
2019-10-23,718800.0
