Dates,WHR
2018-06-20,135.5543212890625
2018-06-21,133.77049255371094
2018-06-25,134.39297485351562
2018-06-22,133.68687438964844
2018-06-26,134.14212036132812
2018-06-27,134.39297485351562
2018-06-28,135.2384490966797
2018-06-29,135.8609619140625
2018-07-02,136.52059936523438
2018-07-03,135.78662109375
2018-07-05,138.25799560546875
2018-07-16,140.1719207763672
2018-09-18,143.9161376953125
2019-01-24,143.12643432617188
2019-09-05,143.23789978027344
2018-11-21,144.27850341796875
2020-01-13,144.72445678710938
2020-04-01,142.55967712402344
2020-06-19,140.06973266601562
2019-10-29,139.77243041992188
2020-01-16,141.54698181152344
2020-06-22,141.03598022460938
2018-10-03,140.02330017089844
2018-07-31,119.68547821044922
2019-03-12,115.4023666381836
2019-02-08,118.58914184570312
2019-01-07,118.8214111328125
2018-12-06,118.83069610595703
2019-08-19,121.80380249023438
2019-07-18,121.66442108154297
2019-05-15,122.83509826660156
2019-09-20,125.22284698486328
2019-11-01,123.22531127929688
2020-04-07,122.77005767822266
2020-06-25,122.37983703613281
2020-06-16,121.52506256103516
2019-11-04,118.29182434082031
2020-01-22,115.75540924072266
2019-11-07,115.53244018554688
2020-04-13,115.70895385742188
2019-07-01,118.60773468017578
2019-05-30,118.21751403808594
2018-08-15,118.9886703491211
2018-10-18,121.12554931640625
2019-03-27,119.68547821044922
2019-01-22,117.62287902832031
2018-12-21,118.10601806640625
2019-09-03,121.52506256103516
2018-11-19,120.69817352294922
2019-08-02,120.64244079589844
2020-01-28,118.5333023071289
2020-04-16,117.15532684326172
2019-11-13,116.23668670654297
2020-01-31,118.86137390136719
2018-12-04,118.55205535888672
2018-11-02,117.80213165283203
2019-07-16,118.5333023071289
2018-08-30,117.97086334228516
2018-10-01,116.71475219726562
2019-06-14,117.47404479980469
2019-05-13,115.49613952636719
2019-04-11,115.36491394042969
2019-02-06,114.45563507080078
2019-09-18,115.27116394042969
2020-02-03,115.28990936279297
2020-04-22,116.00233459472656
2019-11-19,113.91194152832031
2020-02-06,113.72447204589844
2019-11-22,111.8871841430664
2019-03-25,111.49349212646484
2019-02-21,111.31537628173828
2018-12-19,111.16539001464844
2018-07-12,108.22196197509766
2018-09-14,107.2095947265625
2018-08-13,107.0408706665039
2018-10-16,104.53801727294922
2019-07-31,105.51290893554688
2019-05-28,99.64483642578125
2019-04-26,98.39810943603516
2020-04-28,97.8169174194336
2019-11-25,97.34822082519531
2020-02-12,98.77306365966797
2020-05-01,101.58524322509766
2020-05-04,101.55711364746094
2019-06-12,100.30101013183594
2019-04-09,100.1978988647461
2019-03-08,99.67295837402344
2019-02-04,102.85072326660156
2018-07-27,97.7419204711914
2018-08-28,104.3692855834961
2019-01-03,97.98564147949219
2019-08-15,97.72319030761719
2018-10-31,104.30367279052734
2019-09-16,102.88821411132812
2020-02-18,106.96587371826172
2020-05-07,108.2969741821289
2018-08-17,108.88753509521484
2019-12-04,108.66254425048828
2020-02-21,109.77806091308594
2018-12-17,109.9374008178711
2019-08-30,109.07499694824219
2018-11-15,108.14698028564453
2019-07-29,109.62806701660156
2019-06-27,106.80651092529297
2019-04-24,107.26105499267578
2018-07-10,110.88787078857422
2018-09-12,112.30829620361328
2019-02-19,112.46926879882812
2019-01-18,113.88970184326172
2020-02-24,114.61885070800781
2020-05-13,118.25513458251953
2019-12-10,118.61498260498047
2020-02-27,119.52406311035156
2019-12-13,119.69451141357422
2020-05-19,119.43882751464844
2019-03-06,119.81761169433594
2018-11-30,114.59044647216797
2019-08-13,115.10179901123047
2019-07-12,113.9843978881836
2019-06-10,110.45227813720703
2019-05-09,109.30645751953125
2018-07-25,111.14353942871094
2018-09-27,110.97309875488281
2018-10-29,107.19476318359375
2019-10-16,105.55654907226562
2019-12-16,106.76864624023438
2020-03-04,104.27816009521484
2020-05-22,103.36907958984375
2019-10-01,99.36348724365234
2019-12-19,96.32378387451172
2018-09-10,100.38618469238281
2019-05-24,101.03958892822266
2018-08-09,101.57935333251953
2019-04-22,101.2005615234375
2019-03-21,102.19486236572266
2019-01-16,101.85397338867188
2019-08-28,106.83492279052734
2018-11-13,109.95039367675781
2018-10-12,112.42192840576172
2019-06-25,115.04498291015625
2020-03-10,116.01087188720703
2020-05-28,116.56009674072266
2019-10-07,117.35554504394531
2020-03-13,117.27978515625
2019-10-10,116.64532470703125
2020-03-16,118.86119079589844
2020-06-03,120.31949615478516
2018-11-28,119.52406311035156
2018-09-25,113.47303771972656
2018-07-23,116.38018798828125
2018-08-24,118.43505859375
2019-07-10,117.857421875
2019-05-07,129.24923706054688
2019-04-05,125.13945770263672
2019-03-04,125.95384216308594
2019-01-31,125.93492126464844
2019-09-12,128.311767578125
2019-12-31,128.28335571289062
2020-03-19,127.18488311767578
2020-01-03,126.97654724121094
2020-06-09,126.218994140625
2019-02-15,125.8591537475586
2019-01-14,129.20188903808594
2018-07-06,130.63177490234375
2018-08-07,130.2719268798828
2018-10-10,131.96697998046875
2018-12-13,134.04078674316406
2019-08-26,135.12979125976562
2019-07-25,135.2244873046875
2019-05-22,137.8570098876953
2019-03-19,136.99526977539062
2020-01-06,135.6790313720703
2020-03-25,135.35707092285156
2020-06-12,135.08975219726562
2019-10-22,134.8988494873047
2020-01-09,136.46444702148438
2020-06-15,135.47161865234375
2019-10-25,132.60772705078125
2020-03-31,131.22349548339844
2020-06-18,131.30941772460938
2019-04-03,130.40252685546875
2018-08-22,134.61244201660156
2018-10-25,134.6983642578125
2019-01-29,133.71511840820312
2018-12-28,127.1376953125
2018-11-26,127.26179504394531
2019-08-09,126.21170806884766
2019-07-08,124.57928466796875
2019-06-06,127.93003845214844
2019-09-10,123.18551635742188
2020-01-15,123.21417236328125
2020-04-03,125.00885772705078
2019-10-31,125.80120849609375
2020-04-06,126.05895233154297
2020-06-24,126.86085510253906
2018-11-09,128.36917114257812
2019-07-23,128.4837188720703
2019-06-21,126.74629211425781
2019-05-20,128.36917114257812
2019-04-18,129.9347686767578
2018-09-06,131.61489868164062
2018-10-08,128.66510009765625
2019-02-13,130.81301879882812
2018-12-11,133.3809814453125
2019-09-25,133.53372192382812
2020-01-21,130.18295288085938
2020-04-09,131.1185302734375
2019-11-06,130.6698455810547
2020-01-24,132.75091552734375
2020-01-27,133.0373077392578
2020-04-15,133.58143615722656
2018-12-26,132.89413452148438
2019-08-07,128.91331481933594
2019-06-04,130.84164428710938
2018-09-21,132.27359008789062
2018-07-19,132.52182006835938
2018-08-20,133.41917419433594
2018-10-23,135.8534698486328
2019-05-03,135.9966583251953
2019-04-01,133.62916564941406
2019-02-28,131.50035095214844
2019-11-12,130.76528930664062
2020-01-30,127.7582015991211
2019-11-15,128.22598266601562
2020-04-21,122.26908111572266
2019-04-16,123.22370910644531
2019-03-15,124.75111389160156
2019-02-11,125.17505645751953
2019-01-10,123.93216705322266
2019-08-22,124.78966522216797
2018-11-07,127.66082000732422
2018-08-03,126.21560668945312
2018-09-04,121.44639587402344
2019-06-19,120.3287582397461
2019-09-23,118.02603912353516
2019-11-18,115.90638732910156
2020-02-05,115.4150161743164
2020-04-24,110.68433380126953
2019-03-29,113.02558898925781
2019-11-21,121.21515655517578
2020-04-27,121.0031967163086
2020-02-11,123.48896026611328
2020-04-30,124.03815460205078
2019-05-01,125.48336791992188
2019-02-26,125.55081176757812
2019-01-25,125.4159164428711
2018-12-24,130.14659118652344
2019-09-06,130.72467041015625
2018-07-17,133.0177459716797
2018-09-19,136.6115264892578
2019-08-05,136.79457092285156
2019-10-08,136.0816192626953
2019-12-11,136.49591064453125
2019-11-27,134.98326110839844
2020-02-14,132.57456970214844
2020-05-06,134.6363983154297
