Dates,WHR
2018-06-20,145.89999389648438
2018-06-21,143.97999572753906
2018-06-25,144.64999389648438
2018-06-22,143.88999938964844
2018-06-26,144.3800048828125
2018-06-27,144.64999389648438
2018-06-28,145.55999755859375
2018-06-29,146.22999572753906
2018-07-02,146.94000244140625
2018-07-03,146.14999389648438
2018-07-05,148.80999755859375
2018-07-16,150.8699951171875
2018-09-18,154.89999389648438
2019-01-24,154.0500030517578
2019-09-05,154.1699981689453
2018-11-21,155.2899932861328
2020-01-13,155.77000427246094
2020-04-01,153.44000244140625
2020-06-19,150.75999450683594
2019-10-29,150.44000244140625
2020-01-16,152.35000610351562
2020-06-22,151.8000030517578
2018-10-03,150.7100067138672
2018-07-31,128.82000732421875
2019-03-12,124.20999908447266
2019-02-08,127.63999938964844
2019-01-07,127.88999938964844
2018-12-06,127.9000015258789
2019-08-19,131.10000610351562
2019-07-18,130.9499969482422
2019-05-15,132.2100067138672
2019-09-20,134.77999877929688
2019-11-01,132.6300048828125
2020-04-07,132.13999938964844
2020-06-25,131.72000122070312
2020-06-16,130.8000030517578
2019-11-04,127.31999969482422
2020-01-22,124.58999633789062
2019-11-07,124.3499984741211
2020-04-13,124.54000091552734
2019-07-01,127.66000366210938
2019-05-30,127.23999786376953
2018-08-15,128.07000732421875
2018-10-18,130.3699951171875
2019-03-27,128.82000732421875
2019-01-22,126.5999984741211
2018-12-21,127.12000274658203
2019-09-03,130.8000030517578
2018-11-19,129.91000366210938
2019-08-02,129.85000610351562
2020-01-28,126.44999694824219
2020-04-16,124.9800033569336
2019-11-13,124.0
2020-01-31,126.80000305175781
2018-12-04,126.47000122070312
2018-11-02,125.66999816894531
2019-07-16,126.44999694824219
2018-08-30,125.8499984741211
2018-10-01,124.51000213623047
2019-06-14,125.31999969482422
2019-05-13,123.20999908447266
2019-04-11,123.06999969482422
2019-02-06,122.0999984741211
2019-09-18,122.97000122070312
2020-02-03,122.98999786376953
2020-04-22,123.75
2019-11-19,121.5199966430664
2020-02-06,121.31999969482422
2019-11-22,119.36000061035156
2019-03-25,118.94000244140625
2019-02-21,118.75
2018-12-19,118.58999633789062
2018-07-12,115.44999694824219
2018-09-14,114.37000274658203
2018-08-13,114.19000244140625
2018-10-16,111.5199966430664
2019-07-31,112.55999755859375
2019-05-28,106.30000305175781
2019-04-26,104.97000122070312
2020-04-28,104.3499984741211
2019-11-25,103.8499984741211
2020-02-12,105.37000274658203
2020-05-01,108.37000274658203
2020-05-04,108.33999633789062
2019-06-12,107.0
2019-04-09,106.88999938964844
2019-03-08,106.33000183105469
2019-02-04,109.72000122070312
2018-07-27,104.2699966430664
2018-08-28,111.33999633789062
2019-01-03,104.52999877929688
2019-08-15,104.25
2018-10-31,111.2699966430664
2019-09-16,109.76000213623047
2020-02-18,114.11000061035156
2020-05-07,115.52999877929688
2018-08-17,116.16000366210938
2019-12-04,115.91999816894531
2020-02-21,117.11000061035156
2018-12-17,117.27999877929688
2019-08-30,116.36000061035156
2018-11-15,115.37000274658203
2019-07-29,116.94999694824219
2019-06-27,113.94000244140625
2019-04-24,113.2699966430664
2018-07-10,117.0999984741211
2018-09-12,118.5999984741211
2019-02-19,118.7699966430664
2019-01-18,120.2699966430664
2020-02-24,121.04000091552734
2020-05-13,124.87999725341797
2019-12-10,125.26000213623047
2020-02-27,126.22000122070312
2019-12-13,126.4000015258789
2020-05-19,126.12999725341797
2019-03-06,126.52999877929688
2018-11-30,121.01000213623047
2019-08-13,121.55000305175781
2019-07-12,120.37000274658203
2019-06-10,116.63999938964844
2019-05-09,115.43000030517578
2018-07-25,117.37000274658203
2018-09-27,117.19000244140625
2018-10-29,113.19999694824219
2019-10-16,111.47000122070312
2019-12-16,112.75
2020-03-04,110.12000274658203
2020-05-22,109.16000366210938
2019-10-01,104.93000030517578
2019-12-19,101.72000122070312
2018-09-10,106.01000213623047
2019-05-24,106.69999694824219
2018-08-09,107.2699966430664
2019-04-22,106.87000274658203
2019-03-21,107.91999816894531
2019-01-16,107.55999755859375
2019-08-28,112.81999969482422
2018-11-13,116.11000061035156
2018-10-12,118.72000122070312
2019-06-25,121.48999786376953
2020-03-10,122.51000213623047
2020-05-28,123.08999633789062
2019-10-07,123.93000030517578
2020-03-13,123.8499984741211
2019-10-10,123.18000030517578
2020-03-16,125.5199966430664
2020-06-03,127.05999755859375
2018-11-28,126.22000122070312
2018-09-25,119.83000183105469
2018-07-23,122.9000015258789
2018-08-24,125.06999969482422
2019-07-10,124.45999908447266
2019-05-07,136.49000549316406
2019-04-05,132.14999389648438
2019-03-04,133.00999450683594
2019-01-31,132.99000549316406
2019-09-12,135.5
2019-12-31,135.47000122070312
2020-03-19,134.30999755859375
2020-01-03,134.08999633789062
2020-06-09,133.2899932861328
2019-02-15,132.91000366210938
2019-01-14,136.44000244140625
2018-07-06,137.9499969482422
2018-08-07,137.57000732421875
2018-10-10,139.36000061035156
2018-12-13,141.5500030517578
2019-08-26,142.6999969482422
2019-07-25,142.8000030517578
2019-05-22,145.5800018310547
2019-03-19,144.6699981689453
2020-01-06,143.27999877929688
2020-03-25,142.94000244140625
2020-06-12,141.50999450683594
2019-10-22,141.30999755859375
2020-01-09,142.9499969482422
2020-06-15,141.91000366210938
2019-10-25,138.91000366210938
2020-03-31,137.4600067138672
2020-06-18,137.5500030517578
2019-04-03,136.60000610351562
2018-08-22,141.00999450683594
2018-10-25,141.10000610351562
2019-01-29,140.07000732421875
2018-12-28,133.17999267578125
2018-11-26,133.30999755859375
2019-08-09,132.2100067138672
2019-07-08,130.5
2019-06-06,134.00999450683594
2019-09-10,129.0399932861328
2020-01-15,129.07000732421875
2020-04-03,130.9499969482422
2019-10-31,131.77999877929688
2020-04-06,132.0500030517578
2020-06-24,132.88999938964844
2018-11-09,134.47000122070312
2019-07-23,134.58999633789062
2019-06-21,132.77000427246094
2019-05-20,134.47000122070312
2019-04-18,136.11000061035156
2018-09-06,137.8699951171875
2018-10-08,134.77999877929688
2019-02-13,137.02999877929688
2018-12-11,139.72000122070312
2019-09-25,139.8800048828125
2020-01-21,136.3699951171875
2020-04-09,137.35000610351562
2019-11-06,136.8800048828125
2020-01-24,139.05999755859375
2020-01-27,139.36000061035156
2020-04-15,139.92999267578125
2018-12-26,139.2100067138672
2019-08-07,135.0399932861328
2019-06-04,137.05999755859375
2018-09-21,138.55999755859375
2018-07-19,138.82000732421875
2018-08-20,139.75999450683594
2018-10-23,142.30999755859375
2019-05-03,142.4600067138672
2019-04-01,139.97999572753906
2019-02-28,137.75
2019-11-12,136.97999572753906
2020-01-30,133.8300018310547
2019-11-15,134.32000732421875
2020-04-21,128.0800018310547
2019-04-16,129.0800018310547
2019-03-15,130.67999267578125
2019-02-11,129.9199981689453
2019-01-10,128.6300048828125
2019-08-22,129.52000427246094
2018-11-07,132.5
2018-08-03,131.0
2018-09-04,126.05000305175781
2019-06-19,124.88999938964844
2019-09-23,122.5
2019-11-18,120.30000305175781
2020-02-05,119.79000091552734
2020-04-24,114.87999725341797
2019-03-29,117.30999755859375
2019-11-21,125.80999755859375
2020-04-27,125.58999633789062
2020-02-11,128.1699981689453
2020-04-30,128.74000549316406
2019-05-01,130.24000549316406
2019-02-26,130.30999755859375
2019-01-25,130.1699981689453
2018-12-24,135.0800018310547
2019-09-06,135.67999267578125
2018-07-17,138.05999755859375
2018-09-19,141.7899932861328
2019-08-05,141.97999572753906
2019-10-08,141.24000549316406
2019-12-11,141.6699981689453
2019-11-27,140.10000610351562
2020-02-14,137.60000610351562
2020-05-06,139.74000549316406
2019-01-08,142.30999755859375
2018-12-07,142.36000061035156
2019-08-20,145.5800018310547
2018-11-05,144.83999633789062
2019-07-19,146.22999572753906
2018-10-04,144.66000366210938
2019-06-17,144.52999877929688
2019-05-16,142.8000030517578
2018-08-01,142.0800018310547
2019-03-13,142.6300048828125
2019-12-03,146.4199981689453
2020-02-20,143.89999389648438
2019-12-06,148.57000732421875
2020-05-12,149.1999969482422
2019-12-09,150.3800048828125
2020-02-26,148.19000244140625
2020-05-15,148.35000610351562
2019-03-28,142.47000122070312
2018-09-17,146.57000732421875
2018-08-16,146.99000549316406
2018-10-19,148.94000244140625
2019-04-29,149.00999450683594
2019-01-23,150.75
2019-09-04,145.47999572753906
2018-11-20,139.9199981689453
2019-07-02,135.5800018310547
2019-05-31,133.16000366210938
2019-12-12,136.30999755859375
2020-05-18,138.52999877929688
2019-09-27,141.99000549316406
2020-03-03,136.60000610351562
2020-05-21,135.00999450683594
2019-05-14,135.6999969482422
2018-08-31,129.82000732421875
2018-07-30,129.1699981689453
2018-10-02,131.77000427246094
2019-04-12,135.32000732421875
2019-03-11,137.1699981689453
2019-02-07,140.16000366210938
2019-07-17,139.2899932861328
2019-09-19,134.5500030517578
2019-10-21,135.86000061035156
2019-12-18,134.10000610351562
2020-03-06,137.32000732421875
2019-10-03,137.52000427246094
2020-03-09,139.08999633789062
2020-05-27,134.47000122070312
2019-12-24,137.67999267578125
2020-03-12,142.9600067138672
2018-12-20,143.8800048828125
2019-08-01,147.8699951171875
2018-08-14,150.6199951171875
2018-07-13,152.77999877929688
2018-10-17,150.8300018310547
2019-05-29,149.86000061035156
2019-03-26,148.77000427246094
2019-02-22,152.1999969482422
2019-10-04,149.02999877929688
2019-11-05,148.57000732421875
2019-12-27,148.58999633789062
2020-06-02,149.44000244140625
2019-12-30,149.17999267578125
2020-03-18,150.36000061035156
2020-06-05,154.83999633789062
2019-07-15,155.5
2018-12-03,158.36000061035156
2019-06-13,154.7899932861328
2019-01-04,152.92999267578125
2018-08-29,153.1300048828125
2019-02-05,155.3300018310547
2018-11-01,156.9499969482422
2019-08-16,155.0500030517578
2019-04-10,156.0800018310547
2019-09-17,157.32000732421875
2019-10-15,158.22000122070312
2020-01-02,158.47000122070312
2020-06-08,158.6199951171875
2019-10-18,159.5399932861328
2020-03-24,160.1699981689453
2020-06-11,161.05999755859375
2020-01-08,160.66000366210938
2019-04-25,160.6199951171875
2019-07-30,162.16000366210938
2019-02-20,160.52999877929688
2018-07-11,159.36000061035156
2018-09-13,154.5399932861328
2018-10-15,155.47999572753906
2019-06-28,154.75
2018-12-18,152.1199951171875
2018-11-16,150.07000732421875
2019-10-02,154.44000244140625
2020-03-27,157.77000427246094
2020-01-10,156.4600067138672
2019-10-24,156.30999755859375
2020-03-30,154.77000427246094
