Dates,WHR
2018-06-20,144.77999877929688
2018-06-21,143.69000244140625
2018-06-25,143.60000610351562
2018-06-22,143.16000366210938
2018-06-26,142.30999755859375
2018-06-27,144.27999877929688
2018-06-28,143.67999267578125
2018-06-29,145.38999938964844
2018-07-02,143.7899932861328
2018-07-03,146.02000427246094
2018-07-05,146.19000244140625
2018-07-16,148.61000061035156
2018-09-18,150.74000549316406
2019-01-24,152.52000427246094
2019-09-05,152.4199981689453
2018-11-21,153.49000549316406
2020-01-13,154.00999450683594
2020-04-01,152.3000030517578
2020-06-19,149.6699981689453
2019-10-29,148.14999389648438
2020-01-16,149.5399932861328
2020-06-22,151.44000244140625
2018-10-03,150.39999389648438
2018-07-31,128.25
2019-03-12,122.80999755859375
2019-02-08,123.02999877929688
2019-01-07,127.45999908447266
2018-12-06,127.4800033569336
2019-08-19,128.0
2019-07-18,129.4199981689453
2019-05-15,130.1999969482422
2019-09-20,132.58999633789062
2019-11-01,131.67999267578125
2020-04-07,131.52000427246094
2020-06-25,130.3699951171875
2020-06-16,130.69000244140625
2019-11-04,127.02999877929688
2020-01-22,123.94999694824219
2019-11-07,123.97000122070312
2020-04-13,122.19999694824219
2019-07-01,125.02999877929688
2019-05-30,126.0199966430664
2018-08-15,127.41999816894531
2018-10-18,128.6199951171875
2019-03-27,128.35000610351562
2019-01-22,126.08999633789062
2018-12-21,126.16999816894531
2019-09-03,128.22999572753906
2018-11-19,129.6300048828125
2019-08-02,128.1999969482422
2020-01-28,126.05999755859375
2020-04-16,124.11000061035156
2019-11-13,123.12999725341797
2020-01-31,123.91000366210938
2018-12-04,126.0199966430664
2018-11-02,125.38999938964844
2019-07-16,126.02999877929688
2018-08-30,124.7300033569336
2018-10-01,124.26000213623047
2019-06-14,124.11000061035156
2019-05-13,122.54000091552734
2019-04-11,122.70999908447266
2019-02-06,121.12000274658203
2019-09-18,122.13999938964844
2020-02-03,122.80000305175781
2020-04-22,122.62999725341797
2019-11-19,121.48999786376953
2020-02-06,120.94999694824219
2019-11-22,118.9800033569336
2019-03-25,118.72000122070312
2019-02-21,118.3499984741211
2018-12-19,118.4000015258789
2018-07-12,114.91000366210938
2018-09-14,114.0199966430664
2018-08-13,113.76000213623047
2018-10-16,111.19000244140625
2019-07-31,110.33000183105469
2019-05-28,106.05999755859375
2019-04-26,104.81999969482422
2020-04-28,104.0999984741211
2019-11-25,102.8499984741211
2020-02-12,103.0999984741211
2020-05-01,105.30000305175781
2020-05-04,107.36000061035156
2019-06-12,106.0199966430664
2019-04-09,106.4000015258789
2019-03-08,105.69999694824219
2019-02-04,104.54000091552734
2018-07-27,103.66000366210938
2018-08-28,107.56999969482422
2019-01-03,102.12999725341797
2019-08-15,103.2300033569336
2018-10-31,104.18000030517578
2019-09-16,109.31999969482422
2020-02-18,109.76000213623047
2020-05-07,114.33000183105469
2018-08-17,114.87999725341797
2019-12-04,115.0999984741211
2020-02-21,114.79000091552734
2018-12-17,115.02999877929688
2019-08-30,115.26000213623047
2018-11-15,114.69999694824219
2019-07-29,115.13999938964844
2019-06-27,113.45999908447266
2019-04-24,110.11000061035156
2018-07-10,113.36000061035156
2018-09-12,116.5
2019-02-19,116.27999877929688
2019-01-18,118.16999816894531
2020-02-24,119.69999694824219
2020-05-13,121.41000366210938
2019-12-10,123.23999786376953
2020-02-27,121.41000366210938
2019-12-13,125.45999908447266
2020-05-19,124.91999816894531
2019-03-06,124.63999938964844
2018-11-30,120.5199966430664
2019-08-13,117.58999633789062
2019-07-12,119.9000015258789
2019-06-10,113.27999877929688
2019-05-09,114.41000366210938
2018-07-25,115.30999755859375
2018-09-27,116.44999694824219
2018-10-29,112.69999694824219
2019-10-16,110.5999984741211
2019-12-16,111.5199966430664
2020-03-04,109.55999755859375
2020-05-22,107.19000244140625
2019-10-01,104.11000061035156
2019-12-19,100.37000274658203
2018-09-10,99.4000015258789
2019-05-24,102.51000213623047
2018-08-09,106.41999816894531
2019-04-22,104.08999633789062
2019-03-21,103.80999755859375
2019-01-16,105.62000274658203
2019-08-28,109.45999908447266
2018-11-13,111.97000122070312
2018-10-12,116.4800033569336
2019-06-25,118.52999877929688
2020-03-10,120.04000091552734
2020-05-28,120.97000122070312
2019-10-07,121.83999633789062
2020-03-13,122.23999786376953
2019-10-10,122.69999694824219
2020-03-16,121.77999877929688
2020-06-03,125.41000366210938
2018-11-28,124.9000015258789
2018-09-25,118.69000244140625
2018-07-23,120.05000305175781
2018-08-24,124.02999877929688
2019-07-10,122.7300033569336
2019-05-07,116.7699966430664
2019-04-05,128.8300018310547
2019-03-04,131.3000030517578
2019-01-31,131.14999389648438
2019-09-12,132.7899932861328
2019-12-31,134.41000366210938
2020-03-19,134.22000122070312
2020-01-03,132.75
2020-06-09,131.47999572753906
2019-02-15,131.6699981689453
2019-01-14,133.32000732421875
2018-07-06,136.22000122070312
2018-08-07,136.39999389648438
