Dates,WHR
2018-06-20,147.2100067138672
2018-06-21,144.99000549316406
2018-06-25,144.27999877929688
2018-06-22,144.27000427246094
2018-06-26,144.83999633789062
2018-06-27,145.10000610351562
2018-06-28,144.91000366210938
2018-06-29,145.94000244140625
2018-07-02,144.75
2018-07-03,147.77999877929688
2018-07-05,146.4600067138672
2018-07-16,148.61000061035156
2018-09-18,151.99000549316406
2019-01-24,154.92999267578125
2019-09-05,153.2899932861328
2018-11-21,154.8300018310547
2020-01-13,154.8699951171875
2020-04-01,154.14999389648438
2020-06-19,153.1999969482422
2019-10-29,149.9199981689453
2020-01-16,150.47999572753906
2020-06-22,152.17999267578125
2018-10-03,151.6999969482422
2018-07-31,135.3699951171875
2019-03-12,128.27000427246094
2019-02-08,123.77999877929688
2019-01-07,128.0
2018-12-06,127.88999938964844
2019-08-19,128.61000061035156
2019-07-18,131.2100067138672
2019-05-15,130.1999969482422
2019-09-20,132.9199981689453
2019-11-01,134.39999389648438
2020-04-07,132.77999877929688
2020-06-25,132.25999450683594
2020-06-16,132.00999450683594
2019-11-04,130.0
2020-01-22,127.0
2019-11-07,124.69000244140625
2020-04-13,123.31999969482422
2019-07-01,125.02999877929688
2019-05-30,126.9800033569336
2018-08-15,127.80000305175781
2018-10-18,129.1199951171875
2019-03-27,130.08999633789062
2019-01-22,128.35000610351562
2018-12-21,127.5199966430664
2019-09-03,128.63999938964844
2018-11-19,130.5500030517578
2019-08-02,129.8000030517578
2020-01-28,128.69000244140625
2020-04-16,125.9800033569336
2019-11-13,124.43000030517578
2020-01-31,124.13999938964844
2018-12-04,127.0199966430664
2018-11-02,126.08999633789062
2019-07-16,126.2699966430664
2018-08-30,125.86000061035156
2018-10-01,125.9000015258789
2019-06-14,125.06999969482422
2019-05-13,124.12999725341797
2019-04-11,123.0
2019-02-06,122.83999633789062
2019-09-18,122.63999938964844
2020-02-03,123.98999786376953
2020-04-22,123.0
2019-11-19,123.75
2020-02-06,121.93000030517578
2019-11-22,121.75
2019-03-25,119.4800033569336
2019-02-21,118.9000015258789
2018-12-19,119.27999877929688
2018-07-12,116.5999984741211
2018-09-14,116.16999816894531
2018-08-13,114.16999816894531
2018-10-16,114.27999877929688
2019-07-31,111.11000061035156
2019-05-28,110.45999908447266
2019-04-26,105.77999877929688
2020-04-28,105.27999877929688
2019-11-25,105.72000122070312
2020-02-12,103.20999908447266
2020-05-01,105.94000244140625
2020-05-04,107.70999908447266
2019-06-12,107.68000030517578
2019-04-09,106.9800033569336
2019-03-08,107.08000183105469
2019-02-04,105.25
2018-07-27,109.01000213623047
2018-08-28,109.83000183105469
2019-01-03,108.77999877929688
2019-08-15,106.38999938964844
2018-10-31,104.5999984741211
2019-09-16,112.5199966430664
2020-02-18,110.91999816894531
2020-05-07,115.5199966430664
2018-08-17,115.87999725341797
2019-12-04,115.62999725341797
2020-02-21,116.83999633789062
2018-12-17,116.11000061035156
2019-08-30,116.31999969482422
2018-11-15,115.56999969482422
2019-07-29,115.3499984741211
2019-06-27,116.9000015258789
2019-04-24,111.4800033569336
2018-07-10,113.36000061035156
2018-09-12,116.5
2019-02-19,116.87999725341797
2019-01-18,119.26000213623047
2020-02-24,119.69999694824219
2020-05-13,122.0
2019-12-10,124.05999755859375
2020-02-27,123.33000183105469
2019-12-13,125.66999816894531
2020-05-19,126.4000015258789
2019-03-06,128.13999938964844
2018-11-30,125.68000030517578
2019-08-13,119.81999969482422
2019-07-12,121.72000122070312
2019-06-10,120.0
2019-05-09,118.0999984741211
2018-07-25,116.68000030517578
2018-09-27,117.61000061035156
2018-10-29,115.12999725341797
2019-10-16,112.29000091552734
2019-12-16,112.58999633789062
2020-03-04,112.88999938964844
2020-05-22,110.08000183105469
2019-10-01,109.45999908447266
2019-12-19,104.01000213623047
2018-09-10,102.41000366210938
2019-05-24,104.5199966430664
2018-08-09,107.33000183105469
2019-04-22,107.94999694824219
2019-03-21,104.20999908447266
2019-01-16,107.1500015258789
2019-08-28,109.45999908447266
2018-11-13,113.63999938964844
2018-10-12,117.27999877929688
2019-06-25,118.94999694824219
2020-03-10,120.87999725341797
2020-05-28,121.5
2019-10-07,122.55000305175781
2020-03-13,123.69999694824219
2019-10-10,124.11000061035156
2020-03-16,122.08999633789062
2020-06-03,126.58999633789062
2018-11-28,127.2300033569336
2018-09-25,125.52999877929688
2018-07-23,120.29000091552734
2018-08-24,124.70999908447266
2019-07-10,123.13999938964844
2019-05-07,117.94000244140625
2019-04-05,134.67999267578125
2019-03-04,132.13999938964844
2019-01-31,133.5800018310547
2019-09-12,133.07000732421875
2019-12-31,135.27999877929688
2020-03-19,134.91000366210938
2020-01-03,134.3300018310547
2020-06-09,133.91000366210938
2019-02-15,133.55999755859375
2019-01-14,133.8000030517578
2018-07-06,136.72000122070312
2018-08-07,137.30999755859375
2018-10-10,138.55999755859375
2018-12-13,138.47000122070312
2019-08-26,141.57000732421875
2019-07-25,141.8300018310547
2019-05-22,143.7100067138672
2019-03-19,146.14999389648438
2020-01-06,144.0
2020-03-25,143.52000427246094
2020-06-12,141.49000549316406
2019-10-22,142.16000366210938
2020-01-09,141.6699981689453
2020-06-15,143.0
2019-10-25,141.44000244140625
2020-03-31,138.75
2020-06-18,137.08999633789062
2019-04-03,137.33999633789062
2018-08-22,137.47999572753906
2018-10-25,141.52000427246094
2019-01-29,141.30999755859375
2018-12-28,138.64999389648438
2018-11-26,133.08999633789062
2019-08-09,134.30999755859375
2019-07-08,131.97000122070312
2019-06-06,130.72999572753906
2019-09-10,133.3800048828125
2020-01-15,128.64999389648438
2020-04-03,130.13999938964844
2019-10-31,132.1300048828125
2020-04-06,131.7899932861328
2020-06-24,132.77000427246094
2018-11-09,133.64999389648438
2019-07-23,134.41000366210938
2019-06-21,134.86000061035156
2019-05-20,132.7100067138672
2019-04-18,134.66000366210938
