Dates,VMC
2019-06-25,103.41999816894531
2020-03-10,103.02999877929688
2020-05-28,101.62000274658203
2019-10-07,102.0199966430664
2020-03-13,100.41000366210938
2019-10-10,100.22000122070312
2020-03-16,101.19000244140625
2020-06-03,103.61000061035156
2018-11-28,101.83999633789062
2018-09-25,99.47000122070312
2018-07-23,100.04000091552734
2018-08-24,100.7699966430664
2019-07-10,102.6500015258789
2019-05-07,101.95999908447266
2019-04-05,101.0
2019-03-04,101.6500015258789
2019-01-31,104.41000366210938
2019-09-12,104.19999694824219
2019-12-31,105.29000091552734
2020-03-19,101.2699966430664
2020-01-03,101.86000061035156
2020-06-09,103.47000122070312
2019-02-15,105.61000061035156
2019-01-14,106.76000213623047
2018-07-06,105.88999938964844
2018-08-07,112.69000244140625
2018-10-10,113.13999938964844
2018-12-13,113.16000366210938
2019-08-26,114.2699966430664
2019-07-25,112.98999786376953
2019-05-22,112.68000030517578
2019-03-19,111.41000366210938
2020-01-06,113.25
2020-03-25,112.11000061035156
2020-06-12,111.45999908447266
2019-10-22,113.02999877929688
2020-01-09,115.12000274658203
2020-06-15,113.18000030517578
2019-10-25,114.58999633789062
2020-03-31,114.08999633789062
2020-06-18,113.52999877929688
2019-04-03,114.01000213623047
2018-08-22,111.48999786376953
2018-10-25,109.87000274658203
2019-01-29,111.2300033569336
2018-12-28,112.58999633789062
2018-11-26,113.97000122070312
2019-08-09,115.2699966430664
2019-07-08,115.3499984741211
2019-06-06,117.48999786376953
2019-09-10,113.44999694824219
2020-01-15,114.98999786376953
2020-04-03,114.48999786376953
2019-10-31,115.0999984741211
2020-04-06,115.91999816894531
2020-06-24,118.4000015258789
2018-11-09,120.19000244140625
2019-07-23,120.56999969482422
2019-06-21,119.19999694824219
2019-05-20,119.6500015258789
2019-04-18,120.20999908447266
2018-09-06,120.69000244140625
2018-10-08,119.69999694824219
2019-02-13,119.76000213623047
2018-12-11,120.48999786376953
2019-09-25,122.1500015258789
2020-01-21,122.11000061035156
2020-04-09,122.58000183105469
2019-11-06,122.0999984741211
2020-01-24,122.80000305175781
2020-01-27,123.2699966430664
2020-04-15,123.12000274658203
2018-12-26,124.61000061035156
2019-08-07,121.75
2019-06-04,122.91999816894531
2018-09-21,123.05999755859375
2018-07-19,126.11000061035156
2018-08-20,123.76000213623047
2018-10-23,129.1999969482422
2019-05-03,128.5
2019-04-01,128.47000122070312
2019-02-28,129.77999877929688
2019-11-12,128.5500030517578
2020-01-30,128.41000366210938
2019-11-15,128.94000244140625
2020-04-21,127.7300033569336
2019-04-16,129.1699981689453
2019-03-15,129.8300018310547
2019-02-11,130.52000427246094
2019-01-10,129.9499969482422
2019-08-22,129.99000549316406
2018-11-07,131.55999755859375
2018-08-03,127.94000244140625
2018-09-04,125.02999877929688
2019-06-19,126.25
2019-09-23,125.81999969482422
2019-11-18,125.76000213623047
2020-02-05,127.08999633789062
2020-04-24,124.91000366210938
2019-03-29,128.32000732421875
2019-11-21,131.8699951171875
2020-04-27,133.38999938964844
2020-02-11,135.05999755859375
2020-04-30,134.3800048828125
2019-05-01,135.55999755859375
2019-02-26,130.97000122070312
2019-01-25,130.7899932861328
2018-12-24,132.22000122070312
2019-09-06,132.58999633789062
2018-07-17,133.52000427246094
2018-09-19,132.39999389648438
2019-08-05,131.5500030517578
2019-10-08,133.7100067138672
2019-12-11,134.9199981689453
2019-11-27,134.44000244140625
2020-02-14,134.38999938964844
2020-05-06,134.3000030517578
2019-01-08,135.41000366210938
2018-12-07,137.30999755859375
2019-08-20,137.50999450683594
2018-11-05,137.05999755859375
2019-07-19,139.9499969482422
2018-10-04,139.75999450683594
2019-06-17,138.05999755859375
2019-05-16,137.92999267578125
2018-08-01,136.9199981689453
2019-03-13,136.80999755859375
2019-12-03,135.7899932861328
2020-02-20,134.77000427246094
2019-12-06,137.6300048828125
2020-05-12,137.58999633789062
2019-12-09,136.4199981689453
2020-02-26,136.00999450683594
2020-05-15,134.5500030517578
2019-03-28,135.72000122070312
2018-09-17,137.5399932861328
2018-08-16,134.5
2018-10-19,136.8000030517578
2019-04-29,136.0500030517578
2019-01-23,140.32000732421875
2019-09-04,138.35000610351562
2018-11-20,136.75
2019-07-02,137.7100067138672
2019-05-31,137.5800018310547
2019-12-12,138.1199951171875
2020-05-18,137.99000549316406
2019-09-27,139.33999633789062
2020-03-03,140.0
2020-05-21,139.3800048828125
2019-05-14,140.69000244140625
2018-08-31,139.13999938964844
2018-07-30,138.86000061035156
2018-10-02,141.72999572753906
2019-04-12,142.36000061035156
2019-03-11,141.9499969482422
2019-02-07,143.27999877929688
2019-07-17,143.36000061035156
2019-09-19,139.72999572753906
2019-10-21,138.8300018310547
2019-12-18,139.82000732421875
2020-03-06,139.82000732421875
2019-10-03,140.55999755859375
2020-03-09,141.25
2020-05-27,143.8699951171875
2019-12-24,143.1300048828125
2020-03-12,142.86000061035156
2018-12-20,145.00999450683594
2019-08-01,142.05999755859375
2018-08-14,142.13999938964844
2018-07-13,145.25999450683594
2018-10-17,144.91000366210938
2019-05-29,147.5800018310547
2019-03-26,145.6300048828125
2019-02-22,148.11000061035156
2019-10-04,148.64999389648438
2019-11-05,150.3000030517578
2019-12-27,149.8000030517578
2020-06-02,149.77999877929688
2019-12-30,149.66000366210938
2020-03-18,150.8800048828125
2020-06-05,151.6199951171875
2019-07-15,149.0399932861328
2018-12-03,151.24000549316406
2019-06-13,149.05999755859375
2019-01-04,145.49000549316406
2018-08-29,145.3000030517578
2019-02-05,147.07000732421875
2018-11-01,147.6300048828125
2019-08-16,147.35000610351562
2019-04-10,148.25999450683594
2019-09-17,148.5
2019-10-15,147.44000244140625
2020-01-02,146.6699981689453
2020-06-08,146.99000549316406
2019-10-18,147.2100067138672
2020-03-24,147.72999572753906
2020-06-11,146.0399932861328
2020-01-08,146.6300048828125
2019-04-25,145.75
2019-07-30,144.49000549316406
2019-02-20,145.39999389648438
2018-07-11,147.0800018310547
2018-09-13,145.7100067138672
2018-10-15,144.27000427246094
2019-06-28,144.63999938964844
2018-12-18,142.8699951171875
2018-11-16,143.64999389648438
2019-10-02,142.0
2020-03-27,141.02999877929688
2020-01-10,138.1199951171875
2019-10-24,137.41000366210938
2020-03-30,136.44000244140625
2020-06-17,136.52999877929688
2020-01-14,136.50999450683594
2020-04-02,138.55999755859375
2019-01-02,141.58999633789062
2019-08-14,140.52000427246094
2018-10-30,140.39999389648438
2019-06-11,141.14999389648438
2019-05-10,140.75
2019-04-08,140.6300048828125
2018-08-27,138.47000122070312
2018-07-26,140.2899932861328
2018-09-28,142.02000427246094
2019-03-07,143.75999450683594
2019-10-30,141.8699951171875
2020-01-17,141.5800018310547
2020-06-23,141.97000122070312
2020-04-08,141.41000366210938
2020-06-26,143.94000244140625
2019-03-22,143.5
2019-01-17,142.4600067138672
2019-08-29,140.05999755859375
2018-11-14,142.39999389648438
2019-06-26,142.49000549316406
2018-09-11,143.0
2018-07-09,142.35000610351562
2018-08-10,143.02999877929688
2019-04-23,143.42999267578125
2019-09-30,141.7100067138672
2020-01-23,141.77000427246094
2019-11-08,140.36000061035156
2020-04-14,142.64999389648438
2019-11-11,143.64999389648438
2020-01-29,143.88999938964844
2020-04-17,142.52999877929688
2018-07-24,143.99000549316406
2018-09-26,142.72000122070312
2019-05-08,142.10000610351562
2019-03-05,141.85000610351562
2019-02-01,140.25
2018-12-31,141.3699951171875
2018-11-29,142.3000030517578
2019-08-12,143.16000366210938
2019-07-11,142.22000122070312
2019-09-13,139.39999389648438
2019-11-14,139.66000366210938
2020-04-20,139.8699951171875
2020-02-04,141.11000061035156
2020-04-23,141.77999877929688
2018-12-14,141.6999969482422
2019-08-27,142.55999755859375
2018-08-08,140.52000427246094
2018-10-11,138.8800048828125
2018-11-12,141.3000030517578
2019-07-26,139.33999633789062
2019-06-24,142.38999938964844
2019-05-23,141.6300048828125
2019-03-20,144.5500030517578
2019-01-15,144.5399932861328
2019-11-20,148.41000366210938
2020-02-07,147.02999877929688
2020-02-10,147.72000122070312
2020-04-29,147.1199951171875
2019-11-26,144.1999969482422
2020-02-13,145.16000366210938
2019-01-30,145.0800018310547
2018-08-23,146.97000122070312
2018-09-24,137.1699981689453
2018-11-27,135.39999389648438
2018-10-26,135.7899932861328
2019-07-09,133.9499969482422
2019-06-07,130.22000122070312
2019-05-06,124.83999633789062
2019-04-04,121.0199966430664
2019-09-11,118.72000122070312
2019-11-29,120.26000213623047
2020-05-05,125.83999633789062
2019-12-02,128.0800018310547
2020-02-19,134.72999572753906
2020-05-08,129.75
2019-05-21,127.44000244140625
2019-03-18,118.73999786376953
2018-09-07,123.0
2018-08-06,117.61000061035156
2018-10-09,107.12000274658203
2019-02-14,109.7699966430664
2018-12-12,95.0
2019-07-24,92.98999786376953
2019-09-26,76.61000061035156
2019-10-28,90.22000122070312
2019-12-05,84.6500015258789
2020-05-11,82.0199966430664
2019-07-03,85.44000244140625
2020-02-25,95.73999786376953
2020-05-14,102.22000122070312
2020-02-28,99.20999908447266
2019-08-08,101.86000061035156
2019-06-05,108.06999969482422
2018-07-20,107.12000274658203
2018-08-21,107.30000305175781
2018-10-24,99.20999908447266
2019-04-02,103.16999816894531
2019-03-01,107.91999816894531
2019-01-28,112.97000122070312
2018-12-27,113.0999984741211
2019-09-09,109.43000030517578
2020-03-02,112.47000122070312
2020-05-20,110.18000030517578
2019-12-17,106.2300033569336
2020-03-05,112.02999877929688
2019-02-12,108.0
2019-01-11,106.0
2018-12-10,104.9000015258789
2019-08-23,101.19999694824219
2018-11-08,102.02999877929688
2019-07-22,108.27999877929688
2019-06-20,110.7699966430664
2018-09-05,116.6500015258789
2019-04-17,112.97000122070312
2019-09-24,110.68000030517578
2019-12-20,111.7300033569336
2020-05-26,108.04000091552734
2019-04-30,100.30999755859375
2019-12-23,102.18000030517578
2020-03-11,101.11000061035156
2020-05-29,97.11000061035156
2019-12-26,98.7300033569336
2020-06-01,93.05000305175781
2019-05-02,96.86000061035156
2019-02-27,96.06999969482422
2018-11-23,101.23999786376953
2019-08-06,99.05999755859375
2018-07-18,101.47000122070312
2018-09-20,100.62999725341797
2018-10-22,99.83999633789062
2019-07-05,104.7300033569336
2019-06-03,111.51000213623047
2019-10-09,110.37000274658203
2019-10-11,108.31999969482422
2020-03-17,107.33999633789062
2020-06-04,110.58999633789062
2019-10-14,118.33000183105469
2020-03-20,120.63999938964844
2018-11-06,124.12999725341797
2019-06-18,124.05999755859375
2019-05-17,118.02999877929688
2019-04-15,116.06999969482422
2019-03-14,109.08999633789062
2019-01-09,112.08999633789062
2018-08-02,113.2300033569336
2018-10-05,123.1500015258789
2019-08-21,118.98999786376953
2019-10-17,121.02999877929688
2020-03-23,120.05000305175781
2020-06-10,119.70999908447266
2019-02-25,119.63999938964844
2020-01-07,118.05999755859375
2020-03-26,116.91000366210938
2019-10-23,112.80000305175781
