Dates,VMC
2018-06-20,132.0
2018-06-21,132.52999877929688
2018-06-25,130.69000244140625
2018-06-22,130.25999450683594
2018-06-26,128.2100067138672
2018-06-27,127.93000030517578
2018-06-28,127.73999786376953
2018-06-29,127.93000030517578
2018-07-02,127.66999816894531
2018-07-03,128.07000732421875
2018-07-05,129.39999389648438
2018-07-16,129.35000610351562
2018-09-18,130.52000427246094
2019-01-24,129.02999877929688
2019-09-05,126.20999908447266
2018-11-21,128.38999938964844
2020-01-13,127.62999725341797
2020-04-01,125.88999938964844
2020-06-19,122.6500015258789
2019-10-29,123.91000366210938
2020-01-16,124.25
2020-06-22,124.43000030517578
2018-10-03,123.16000366210938
2018-07-31,124.2699966430664
2019-03-12,121.93000030517578
2019-02-08,121.0
2019-01-07,117.30999755859375
2018-12-06,117.93000030517578
2019-08-19,115.58999633789062
2019-07-18,113.91000366210938
2019-05-15,112.94000244140625
2019-09-20,114.54000091552734
2019-11-01,114.19999694824219
2020-04-07,114.5
2020-06-25,116.05000305175781
2020-06-16,113.83999633789062
2019-11-04,112.18000030517578
2020-01-22,110.51000213623047
2019-11-07,110.3499984741211
2020-04-13,111.0
2019-07-01,110.5
2019-05-30,109.75
2018-08-15,110.0199966430664
2018-10-18,110.11000061035156
2019-03-27,111.80999755859375
2019-01-22,112.56999969482422
2018-12-21,111.43000030517578
2019-09-03,113.08999633789062
2018-11-19,113.54000091552734
2019-08-02,111.91999816894531
2020-01-28,113.3499984741211
2020-04-16,111.80000305175781
2019-11-13,110.0
2020-01-31,110.36000061035156
2018-12-04,110.5
2018-11-02,109.73999786376953
2019-07-16,110.44000244140625
2018-08-30,106.69999694824219
2018-10-01,109.19000244140625
2019-06-14,109.79000091552734
2019-05-13,109.69999694824219
2019-04-11,112.02999877929688
2019-02-06,110.83999633789062
2019-09-18,112.63999938964844
2020-02-03,114.63999938964844
2020-04-22,115.41000366210938
2019-11-19,114.8499984741211
2020-02-06,114.5
2019-11-22,112.72000122070312
2019-03-25,113.38999938964844
2019-02-21,112.4000015258789
2018-12-19,111.86000061035156
2018-07-12,111.7699966430664
2018-09-14,112.43000030517578
2018-08-13,112.44999694824219
2018-10-16,111.73999786376953
2019-07-31,110.30999755859375
2019-05-28,110.37999725341797
2019-04-26,108.3499984741211
2020-04-28,104.51000213623047
2019-11-25,101.94999694824219
2020-02-12,100.30999755859375
2020-05-01,99.83000183105469
2020-05-04,97.38999938964844
2019-06-12,94.51000213623047
2019-04-09,94.58999633789062
2019-03-08,93.23999786376953
2019-02-04,89.48999786376953
2018-07-27,92.38999938964844
2018-08-28,92.62000274658203
2019-01-03,89.5
2019-08-15,89.69999694824219
2018-10-31,94.55000305175781
2019-09-16,99.91000366210938
2020-02-18,101.7699966430664
2020-05-07,103.12999725341797
2018-08-17,101.54000091552734
2019-12-04,100.36000061035156
2020-02-21,109.97000122070312
2018-12-17,108.38999938964844
2019-08-30,106.73999786376953
2018-11-15,105.58999633789062
2019-07-29,103.87000274658203
2019-06-27,106.41000366210938
2019-04-24,104.58999633789062
2018-07-10,105.95999908447266
2018-09-12,106.18000030517578
2019-02-19,101.56999969482422
2019-01-18,104.05999755859375
2020-02-24,103.0199966430664
2020-05-13,104.66999816894531
2019-12-10,105.55999755859375
2020-02-27,105.55999755859375
2019-12-13,107.83000183105469
2020-05-19,106.5199966430664
2019-03-06,107.7699966430664
2018-11-30,105.26000213623047
2019-08-13,100.08000183105469
2019-07-12,103.5
2019-06-10,100.94000244140625
2019-05-09,103.5999984741211
2018-07-25,101.36000061035156
2018-09-27,101.56999969482422
2018-10-29,97.79000091552734
2019-10-16,100.88999938964844
2019-12-16,98.66000366210938
2020-03-04,98.5
2020-05-22,95.51000213623047
2019-10-01,95.66000366210938
2019-12-19,92.30000305175781
2018-09-10,92.11000061035156
2019-05-24,95.37000274658203
2018-08-09,97.91000366210938
2019-04-22,97.43000030517578
2019-03-21,97.5
2019-01-16,98.48999786376953
2019-08-28,98.12000274658203
2018-11-13,101.08000183105469
2018-10-12,104.66000366210938
2019-06-25,103.80000305175781
2020-03-10,103.06999969482422
2020-05-28,101.80999755859375
2019-10-07,100.7699966430664
2020-03-13,101.55000305175781
2019-10-10,100.38999938964844
2020-03-16,99.7699966430664
2020-06-03,102.12000274658203
2018-11-28,103.06999969482422
2018-09-25,101.6500015258789
2018-07-23,99.31999969482422
2018-08-24,100.80999755859375
2019-07-10,100.04000091552734
2019-05-07,102.55999755859375
2019-04-05,102.37999725341797
2019-03-04,100.76000213623047
2019-01-31,102.20999908447266
2019-09-12,104.26000213623047
2019-12-31,104.87999725341797
2020-03-19,105.62999725341797
2020-01-03,101.0999984741211
2020-06-09,101.86000061035156
2019-02-15,104.12999725341797
2019-01-14,105.62999725341797
2018-07-06,107.62000274658203
2018-08-07,113.62000274658203
2018-10-10,113.68000030517578
2018-12-13,113.0
2019-08-26,113.80999755859375
2019-07-25,113.30999755859375
2019-05-22,113.62999725341797
2019-03-19,113.44000244140625
2020-01-06,111.01000213623047
2020-03-25,112.95999908447266
2020-06-12,112.0
2019-10-22,111.88999938964844
2020-01-09,113.1500015258789
2020-06-15,114.83999633789062
2019-10-25,114.73999786376953
2020-03-31,114.19000244140625
2020-06-18,113.37999725341797
2019-04-03,113.52999877929688
2018-08-22,114.2699966430664
2018-10-25,112.08999633789062
2019-01-29,109.6500015258789
2018-12-28,111.37999725341797
2018-11-26,112.94000244140625
2019-08-09,114.72000122070312
2019-07-08,115.0
2019-06-06,115.55000305175781
2019-09-10,117.08999633789062
2020-01-15,113.55000305175781
2020-04-03,116.1500015258789
2019-10-31,114.43000030517578
2020-04-06,115.55999755859375
2020-06-24,117.26000213623047
2018-11-09,119.0999984741211
2019-07-23,119.93000030517578
2019-06-21,120.98999786376953
2019-05-20,119.1500015258789
2019-04-18,119.45999908447266
2018-09-06,119.52999877929688
2018-10-08,119.76000213623047
2019-02-13,119.87000274658203
2018-12-11,119.37000274658203
2019-09-25,121.38999938964844
2020-01-21,121.91000366210938
2020-04-09,122.16999816894531
2019-11-06,123.0199966430664
2020-01-24,122.63999938964844
2020-01-27,122.13999938964844
2020-04-15,123.2300033569336
2018-12-26,123.55999755859375
2019-08-07,124.16999816894531
2019-06-04,121.87999725341797
2018-09-21,123.26000213623047
2018-07-19,125.0
2018-08-20,126.9800033569336
2018-10-23,128.5
2019-05-03,129.72999572753906
2019-04-01,126.26000213623047
2019-02-28,126.86000061035156
2019-11-12,129.2899932861328
2020-01-30,127.27999877929688
2019-11-15,128.1999969482422
2020-04-21,126.63999938964844
2019-04-16,128.0
2019-03-15,128.1199951171875
2019-02-11,129.72999572753906
2019-01-10,129.3000030517578
2019-08-22,129.38999938964844
2018-11-07,130.3000030517578
2018-08-03,130.72000122070312
2018-09-04,126.70999908447266
2019-06-19,125.54000091552734
2019-09-23,125.88999938964844
2019-11-18,125.43000030517578
2020-02-05,126.23999786376953
2020-04-24,125.55000305175781
2019-03-29,125.29000091552734
2019-11-21,129.32000732421875
