Dates,VMC
2018-06-20,133.5500030517578
2018-06-21,133.58999633789062
2018-06-25,132.3300018310547
2018-06-22,130.72000122070312
2018-06-26,129.36000061035156
2018-06-27,129.75999450683594
2018-06-28,128.2899932861328
2018-06-29,130.07000732421875
2018-07-02,128.64999389648438
2018-07-03,129.27000427246094
2018-07-05,129.5800018310547
2018-07-16,131.52000427246094
2018-09-18,130.85000610351562
2019-01-24,129.60000610351562
2019-09-05,128.9499969482422
2018-11-21,128.38999938964844
2020-01-13,128.19000244140625
2020-04-01,125.9000015258789
2020-06-19,124.47000122070312
2019-10-29,124.98999786376953
2020-01-16,125.05999755859375
2020-06-22,124.94000244140625
2018-10-03,124.30000305175781
2018-07-31,124.66000366210938
2019-03-12,121.93000030517578
2019-02-08,121.0
2019-01-07,119.5199966430664
2018-12-06,118.37000274658203
2019-08-19,115.68000030517578
2019-07-18,114.8499984741211
2019-05-15,115.05999755859375
2019-09-20,115.56999969482422
2019-11-01,114.9800033569336
2020-04-07,117.43000030517578
2020-06-25,116.08000183105469
2020-06-16,114.44999694824219
2019-11-04,112.4800033569336
2020-01-22,111.2300033569336
2019-11-07,111.83999633789062
2020-04-13,111.0
2019-07-01,110.95999908447266
2019-05-30,110.7300033569336
2018-08-15,110.4800033569336
2018-10-18,112.22000122070312
2019-03-27,113.18000030517578
2019-01-22,112.79000091552734
2018-12-21,112.12999725341797
2019-09-03,114.69000244140625
2018-11-19,114.13999938964844
2019-08-02,113.6500015258789
2020-01-28,113.3499984741211
2020-04-16,112.1500015258789
2019-11-13,111.0
2020-01-31,111.19000244140625
2018-12-04,111.44000244140625
2018-11-02,111.08999633789062
2019-07-16,110.62999725341797
2018-08-30,109.87999725341797
2018-10-01,109.81999969482422
2019-06-14,111.31999969482422
2019-05-13,111.5
2019-04-11,112.48999786376953
2019-02-06,113.08999633789062
2019-09-18,114.9000015258789
2020-02-03,117.56999969482422
2020-04-22,115.9000015258789
2019-11-19,115.08999633789062
2020-02-06,115.04000091552734
2019-11-22,113.93000030517578
2019-03-25,115.66000366210938
2019-02-21,112.83999633789062
2018-12-19,113.0
2018-07-12,113.23999786376953
