Dates,VMC
2018-06-20,131.10000610351562
2018-06-21,129.77999877929688
2018-06-25,130.02999877929688
2018-06-22,127.54000091552734
2018-06-26,126.70999908447266
2018-06-27,127.44999694824219
2018-06-28,125.62000274658203
2018-06-29,127.5
2018-07-02,126.26000213623047
2018-07-03,127.70999908447266
2018-07-05,127.58000183105469
2018-07-16,129.25999450683594
2018-09-18,128.86000061035156
2019-01-24,127.0
2019-09-05,125.51000213623047
2018-11-21,125.58999633789062
2020-01-13,125.87999725341797
2020-04-01,121.7699966430664
2020-06-19,122.36000061035156
2019-10-29,123.72000122070312
2020-01-16,123.52999877929688
2020-06-22,123.55999755859375
2018-10-03,122.87999725341797
2018-07-31,122.18000030517578
2019-03-12,117.6500015258789
2019-02-08,116.0199966430664
2019-01-07,116.91999816894531
2018-12-06,115.43000030517578
2019-08-19,111.08000183105469
2019-07-18,112.01000213623047
2019-05-15,112.13999938964844
2019-09-20,114.05999755859375
2019-11-01,113.54000091552734
2020-04-07,114.5
2020-06-25,113.87999725341797
2020-06-16,112.81999969482422
2019-11-04,110.41999816894531
2020-01-22,109.45999908447266
2019-11-07,110.01000213623047
2020-04-13,109.1500015258789
2019-07-01,109.6500015258789
2019-05-30,109.6500015258789
2018-08-15,109.37999725341797
2018-10-18,110.11000061035156
2019-03-27,111.66000366210938
2019-01-22,110.29000091552734
2018-12-21,111.0
2019-09-03,111.91000366210938
2018-11-19,111.95999908447266
2019-08-02,111.26000213623047
2020-01-28,112.0
2020-04-16,110.0
2019-11-13,109.33000183105469
2020-01-31,109.2300033569336
2018-12-04,109.41999816894531
2018-11-02,109.25
2019-07-16,106.0999984741211
2018-08-30,106.23999786376953
2018-10-01,107.6500015258789
2019-06-14,108.98999786376953
2019-05-13,109.69999694824219
2019-04-11,110.70999908447266
2019-02-06,110.83999633789062
2019-09-18,112.55999755859375
2020-02-03,114.62000274658203
2020-04-22,112.79000091552734
2019-11-19,113.62999725341797
2020-02-06,112.70999908447266
2019-11-22,111.27999877929688
2019-03-25,112.94000244140625
2019-02-21,110.41999816894531
2018-12-19,111.19999694824219
2018-07-12,111.63999938964844
2018-09-14,112.43000030517578
2018-08-13,111.43000030517578
2018-10-16,109.44999694824219
2019-07-31,109.52999877929688
2019-05-28,109.04000091552734
2019-04-26,105.12999725341797
2020-04-28,98.69999694824219
2019-11-25,100.5
2020-02-12,98.98999786376953
2020-05-01,99.0199966430664
2020-05-04,95.45999908447266
2019-06-12,93.4000015258789
2019-04-09,92.79000091552734
2019-03-08,90.81999969482422
2019-02-04,87.69000244140625
2018-07-27,91.04000091552734
2018-08-28,90.80999755859375
2019-01-03,86.08999633789062
2019-08-15,82.5199966430664
2018-10-31,89.98999786376953
2019-09-16,99.91000366210938
2020-02-18,100.06999969482422
2020-05-07,101.55999755859375
2018-08-17,98.56999969482422
2019-12-04,98.12999725341797
2020-02-21,108.69999694824219
2018-12-17,105.66000366210938
2019-08-30,104.20999908447266
2018-11-15,102.63999938964844
2019-07-29,103.75
2019-06-27,104.87000274658203
2019-04-24,104.26000213623047
2018-07-10,104.4800033569336
2018-09-12,103.08999633789062
2019-02-19,100.94000244140625
2019-01-18,103.0999984741211
2020-02-24,102.38999938964844
2020-05-13,104.55999755859375
2019-12-10,104.27999877929688
2020-02-27,103.31999969482422
2019-12-13,106.81999969482422
2020-05-19,105.56999969482422
2019-03-06,105.77999877929688
2018-11-30,100.43000030517578
2019-08-13,99.5999984741211
2019-07-12,101.11000061035156
2019-06-10,99.55999755859375
2019-05-09,99.5199966430664
2018-07-25,99.3499984741211
2018-09-27,97.5199966430664
2018-10-29,97.02999877929688
2019-10-16,97.62000274658203
2019-12-16,97.81999969482422
2020-03-04,95.58000183105469
2020-05-22,91.94000244140625
2019-10-01,92.9800033569336
2019-12-19,90.9800033569336
2018-09-10,90.04000091552734
2019-05-24,94.19999694824219
2018-08-09,96.5
2019-04-22,97.0
2019-03-21,96.5999984741211
2019-01-16,95.30999755859375
2019-08-28,98.12000274658203
2018-11-13,101.08000183105469
2018-10-12,101.26000213623047
2019-06-25,102.1500015258789
2020-03-10,102.25
2020-05-28,100.8499984741211
2019-10-07,100.70999908447266
2020-03-13,99.19000244140625
2019-10-10,99.76000213623047
2020-03-16,99.5
2020-06-03,101.9800033569336
2018-11-28,99.4800033569336
2018-09-25,97.44999694824219
2018-07-23,99.31999969482422
2018-08-24,100.0999984741211
2019-07-10,100.04000091552734
2019-05-07,101.72000122070312
2019-04-05,100.54000091552734
2019-03-04,98.93000030517578
2019-01-31,101.66000366210938
2019-09-12,103.87000274658203
2019-12-31,103.76000213623047
2020-03-19,101.11000061035156
2020-01-03,100.5
2020-06-09,101.30000305175781
2019-02-15,103.47000122070312
2019-01-14,105.43000030517578
2018-07-06,105.62000274658203
2018-08-07,109.55999755859375
2018-10-10,112.01000213623047
2018-12-13,112.26000213623047
2019-08-26,113.44000244140625
2019-07-25,112.87000274658203
2019-05-22,112.13999938964844
2019-03-19,111.30999755859375
2020-01-06,110.9000015258789
2020-03-25,111.62999725341797
2020-06-12,110.80000305175781
2019-10-22,111.88999938964844
2020-01-09,112.81999969482422
2020-06-15,113.06999969482422
2019-10-25,113.80000305175781
2020-03-31,113.41999816894531
2020-06-18,112.68000030517578
2019-04-03,113.52999877929688
2018-08-22,111.12000274658203
2018-10-25,109.6500015258789
2019-01-29,109.19000244140625
2018-12-28,111.37999725341797
