Dates,EXC
2018-06-20,39.168453216552734
2018-06-21,38.82174301147461
2018-06-25,38.88733673095703
2018-06-22,39.21529769897461
2018-06-26,39.38397216796875
2018-06-27,39.54326629638672
2018-06-28,39.61822509765625
2018-06-29,39.91808319091797
2018-07-02,40.19920349121094
2018-07-03,40.114864349365234
2018-07-05,40.21793746948242
2018-07-16,40.377235412597656
2018-09-18,39.21529769897461
2019-01-24,39.5151481628418
2019-09-05,39.77752685546875
2018-11-21,39.68383026123047
2020-01-13,39.72130584716797
2020-04-01,39.49641799926758
2020-06-19,39.28089904785156
2019-10-29,39.28089904785156
2020-01-16,39.580753326416016
2020-06-22,39.4027099609375
2018-10-03,38.99040603637695
2018-07-31,39.02789306640625
2019-03-12,39.24341583251953
2019-02-08,39.608863830566406
2019-01-07,39.54326629638672
2018-12-06,39.168453216552734
2019-08-19,39.82438278198242
2019-07-18,39.35586166381836
2019-05-15,39.627601623535156
2019-09-20,39.81501388549805
2019-11-01,39.927459716796875
2020-04-07,40.07738494873047
2020-06-25,40.152347564697266
2020-06-16,40.639610290527344
2019-11-04,40.41472244262695
2020-01-22,40.58338928222656
2019-11-07,40.94704055786133
2020-04-13,41.21152877807617
2019-07-01,41.87272262573242
2019-05-30,42.0616340637207
2018-08-15,41.80659866333008
2018-10-18,41.646026611328125
2019-03-27,41.494895935058594
2019-01-22,41.4665641784668
2018-12-21,41.58934783935547
2019-09-03,41.23041915893555
2018-11-19,40.99427795410156
2019-08-02,41.3909912109375
2020-01-28,41.504337310791016
2020-04-16,41.287086486816406
2019-11-13,41.55156707763672
2020-01-31,41.74993133544922
2018-12-04,41.90106201171875
2018-11-02,41.62713623046875
2019-07-16,42.146644592285156
2018-08-30,41.74993133544922
2018-10-01,41.67435836791992
2019-06-14,41.976627349853516
2019-05-13,41.63657760620117
2019-04-11,42.004966735839844
2019-02-06,41.74993133544922
2019-09-18,40.84314727783203
2020-02-03,40.98482894897461
2020-04-22,41.23041915893555
2019-11-19,40.805362701416016
2020-02-06,40.2197265625
2019-11-22,39.86079406738281
2019-03-25,40.43697738647461
2019-02-21,41.2398567199707
2018-12-19,41.003719329833984
2018-07-12,41.57046127319336
2018-09-14,40.710899353027344
2018-08-13,40.84314727783203
2018-10-16,41.38154602050781
2019-07-31,41.57046127319336
2019-05-28,41.57991027832031
2019-04-26,41.14540481567383
2020-04-28,40.36140823364258
2019-11-25,40.531436920166016
2020-02-12,40.6447868347168
2020-05-01,41.05094909667969
2020-05-04,40.60700225830078
2019-06-12,40.692012786865234
2019-04-09,41.68381118774414
2019-03-08,41.08872604370117
2019-02-04,41.11707305908203
2018-07-27,42.052188873291016
2018-08-28,41.41932678222656
2019-01-03,41.20207977294922
2019-08-15,41.63657760620117
2018-10-31,41.91995620727539
2019-09-16,41.38154602050781
2020-02-18,41.23041915893555
2020-05-07,40.99427795410156
2018-08-17,41.73103713989258
2019-12-04,41.85383605957031
2020-02-21,42.19387435913086
2018-12-17,42.269439697265625
2019-08-30,42.54336929321289
2018-11-15,43.18567657470703
2019-07-29,43.36513900756836
2019-06-27,43.036800384521484
2019-04-24,43.350868225097656
2018-07-10,43.66493225097656
2018-09-12,43.87431335449219
2019-02-19,43.246177673339844
2019-01-18,42.77983474731445
2020-02-24,42.684661865234375
2020-05-13,43.017765045166016
2019-12-10,43.33182907104492
2020-02-27,43.607826232910156
2019-12-13,43.465065002441406
2020-05-19,44.15031433105469
2019-03-06,44.2359619140625
2018-11-30,44.68327713012695
2019-08-13,44.63568878173828
2019-07-12,44.69279479980469
2019-06-10,44.73086166381836
2019-05-09,44.62617111206055
2018-07-25,44.62617111206055
2018-09-27,44.68327713012695
2018-10-29,44.7879638671875
2019-10-16,43.40796661376953
2019-12-16,43.58879470825195
2020-03-04,43.51266098022461
2020-05-22,43.59831619262695
2019-10-01,43.67444610595703
2019-12-19,41.71390914916992
2018-09-10,42.332523345947266
2019-05-24,42.6180419921875
2018-08-09,42.57997512817383
2019-04-22,42.92259216308594
2019-03-21,41.94232177734375
2019-01-16,41.989906311035156
2019-08-28,42.465763092041016
2018-11-13,42.54190444946289
2018-10-12,43.19858932495117
2019-06-25,42.84645462036133
2020-03-10,43.57927322387695
2020-05-28,43.57927322387695
2019-10-07,42.8654899597168
2020-03-13,43.57927322387695
2019-10-10,43.58879470825195
2020-03-16,43.79817199707031
2020-06-03,43.85527801513672
2018-11-28,44.01707458496094
2018-09-25,44.60713577270508
2018-07-23,44.69279479980469
2018-08-24,44.188377380371094
2019-07-10,43.92190170288086
2019-05-07,43.969482421875
2019-04-05,44.39775848388672
2019-03-04,45.454166412353516
2019-01-31,45.16865158081055
2019-09-12,45.054443359375
2019-12-31,45.006858825683594
2020-03-19,45.0354118347168
2020-01-03,45.806304931640625
2020-06-09,45.416099548339844
2019-02-15,45.49223709106445
2019-01-14,45.60643768310547
2018-07-06,45.587406158447266
2018-08-07,45.54934310913086
2018-10-10,45.930030822753906
2018-12-13,46.172637939453125
2019-08-26,46.153465270996094
2019-07-25,46.49867630004883
2019-05-22,46.73841094970703
2019-03-19,46.43154525756836
2020-01-06,46.565799713134766
2020-03-25,46.31647491455078
2020-06-12,46.59457015991211
2019-10-22,46.54662322998047
2020-01-09,46.46031951904297
2020-06-15,46.43154525756836
2019-10-25,46.44114303588867
2020-03-31,46.556209564208984
2020-06-18,46.776763916015625
2019-04-03,47.064449310302734
2018-08-22,47.428836822509766
2018-10-25,47.59185791015625
2019-01-29,47.582271575927734
2018-12-28,47.94666290283203
2018-11-26,47.63021469116211
2019-08-09,47.064449310302734
2019-07-08,47.083621978759766
2019-06-06,47.620628356933594
2019-09-10,48.21516036987305
2020-01-15,48.31106185913086
2020-04-03,48.59873580932617
2019-10-31,48.45489501953125
2020-04-06,47.716522216796875
2020-06-24,48.07132339477539
2018-11-09,47.79323959350586
2019-07-23,48.22475814819336
2019-06-21,47.88913345336914
2019-05-20,47.60144805908203
2019-04-18,47.85077667236328
2018-09-06,47.582271575927734
2018-10-08,47.48637390136719
2019-02-13,47.52473449707031
