Dates,EXC
2018-06-20,41.40999984741211
2018-06-21,41.189998626708984
2018-06-25,41.349998474121094
2018-06-22,41.4900016784668
2018-06-26,41.79999923706055
2018-06-27,41.900001525878906
2018-06-28,42.11000061035156
2018-06-29,42.029998779296875
2018-07-02,42.349998474121094
2018-07-03,42.58000183105469
2018-07-05,42.63999938964844
2018-07-16,42.779998779296875
2018-09-18,41.68000030517578
2019-01-24,41.459999084472656
2019-09-05,41.20000076293945
2018-11-21,41.959999084472656
2020-01-13,42.040000915527344
2020-04-01,41.959999084472656
2020-06-19,41.88999938964844
2019-10-29,41.599998474121094
2020-01-16,42.0
2020-06-22,41.77000045776367
2018-10-03,41.459999084472656
2018-07-31,40.970001220703125
2019-03-12,41.599998474121094
2019-02-08,41.939998626708984
2019-01-07,42.029998779296875
2018-12-06,41.650001525878906
2019-08-19,41.72999954223633
2019-07-18,41.720001220703125
2019-05-15,41.959999084472656
2019-09-20,42.13999938964844
2019-11-01,42.369998931884766
2020-04-07,42.25
2020-06-25,42.5
2020-06-16,42.75
2019-11-04,43.060001373291016
2020-01-22,43.0099983215332
2019-11-07,43.0
2020-04-13,43.380001068115234
2019-07-01,43.56999969482422
2019-05-30,44.2400016784668
2018-08-15,44.09000015258789
2018-10-18,43.81999969482422
2019-03-27,43.630001068115234
2019-01-22,43.779998779296875
2018-12-21,43.61000061035156
2019-09-03,43.41999816894531
2018-11-19,43.27000045776367
2019-08-02,43.58000183105469
2020-01-28,43.75
2020-04-16,43.45000076293945
2019-11-13,43.849998474121094
2020-01-31,43.9900016784668
2018-12-04,44.18000030517578
2018-11-02,43.86000061035156
2019-07-16,44.16999816894531
2018-08-30,43.970001220703125
2018-10-01,44.060001373291016
2019-06-14,43.86000061035156
2019-05-13,43.84000015258789
2019-04-11,44.16999816894531
2019-02-06,44.029998779296875
2019-09-18,42.95000076293945
2020-02-03,42.91999816894531
2020-04-22,43.130001068115234
2019-11-19,43.16999816894531
2020-02-06,42.439998626708984
2019-11-22,42.189998626708984
2019-03-25,42.20000076293945
2019-02-21,42.84000015258789
2018-12-19,43.20000076293945
2018-07-12,43.5
2018-09-14,42.72999954223633
2018-08-13,42.560001373291016
2018-10-16,43.13999938964844
2019-07-31,43.47999954223633
2019-05-28,43.630001068115234
2019-04-26,43.54999923706055
2020-04-28,42.5
2019-11-25,42.439998626708984
2020-02-12,42.83000183105469
2020-05-01,42.88999938964844
2020-05-04,42.83000183105469
2019-06-12,42.79999923706055
2019-04-09,43.150001525878906
2019-03-08,43.400001525878906
2019-02-04,43.20000076293945
2018-07-27,43.59000015258789
2018-08-28,43.5
2019-01-03,43.2400016784668
2019-08-15,43.560001373291016
2018-10-31,43.93000030517578
2019-09-16,43.529998779296875
2020-02-18,43.31999969482422
2020-05-07,43.02000045776367
2018-08-17,43.560001373291016
2019-12-04,43.689998626708984
2020-02-21,44.13999938964844
2018-12-17,44.189998626708984
2019-08-30,44.61000061035156
2018-11-15,44.779998779296875
2019-07-29,45.4900016784668
2019-06-27,45.040000915527344
2019-04-24,44.560001373291016
2018-07-10,45.58000183105469
2018-09-12,45.79999923706055
2019-02-19,45.290000915527344
2019-01-18,44.77000045776367
2020-02-24,44.529998779296875
2020-05-13,44.65999984741211
2019-12-10,45.06999969482422
2020-02-27,45.18000030517578
2019-12-13,45.06999969482422
2020-05-19,45.630001068115234
2019-03-06,46.02000045776367
2018-11-30,46.52000045776367
2019-08-13,46.09000015258789
2019-07-12,46.279998779296875
2019-06-10,46.0
2019-05-09,46.65999984741211
2018-07-25,46.81999969482422
2018-09-27,46.790000915527344
2018-10-29,46.77000045776367
2019-10-16,45.470001220703125
2019-12-16,45.59000015258789
2020-03-04,45.47999954223633
2020-05-22,45.25
2019-10-01,45.68000030517578
2019-12-19,43.650001525878906
2018-09-10,43.099998474121094
2019-05-24,43.5
2018-08-09,44.61000061035156
2019-04-22,44.45000076293945
2019-03-21,43.849998474121094
2019-01-16,43.880001068115234
2019-08-28,43.5099983215332
2018-11-13,44.18000030517578
2018-10-12,44.529998779296875
2019-06-25,44.83000183105469
2020-03-10,44.90999984741211
2020-05-28,45.4900016784668
2019-10-07,44.54999923706055
2020-03-13,44.93000030517578
2019-10-10,45.290000915527344
2020-03-16,45.599998474121094
2020-06-03,45.900001525878906
2018-11-28,45.779998779296875
2018-09-25,46.2599983215332
2018-07-23,46.5
2018-08-24,46.2400016784668
2019-07-10,45.810001373291016
2019-05-07,46.040000915527344
2019-04-05,46.11000061035156
2019-03-04,46.459999084472656
2019-01-31,47.119998931884766
2019-09-12,46.79999923706055
2019-12-31,47.029998779296875
2020-03-19,46.9900016784668
2020-01-03,47.16999816894531
2020-06-09,46.029998779296875
2019-02-15,47.59000015258789
2019-01-14,47.4900016784668
2018-07-06,47.77000045776367
2018-08-07,47.529998779296875
2018-10-10,47.93000030517578
2018-12-13,47.709999084472656
2019-08-26,47.79999923706055
2019-07-25,47.83000183105469
2019-05-22,48.45000076293945
2019-03-19,48.189998626708984
2020-01-06,48.279998779296875
2020-03-25,48.2400016784668
2020-06-12,48.09000015258789
2019-10-22,48.33000183105469
2020-01-09,48.099998474121094
2020-06-15,48.2599983215332
2019-10-25,48.15999984741211
2020-03-31,48.47999954223633
2020-06-18,48.310001373291016
2019-04-03,48.689998626708984
2018-08-22,49.13999938964844
2018-10-25,49.349998474121094
2019-01-29,49.41999816894531
2018-12-28,49.43000030517578
2018-11-26,49.470001220703125
2019-08-09,48.84000015258789
2019-07-08,48.900001525878906
2019-06-06,48.97999954223633
2019-09-10,49.630001068115234
2020-01-15,50.060001373291016
2020-04-03,50.31999969482422
2019-10-31,50.209999084472656
2020-04-06,49.599998474121094
2020-06-24,49.59000015258789
2018-11-09,49.439998626708984
2019-07-23,49.900001525878906
2019-06-21,49.810001373291016
2019-05-20,49.4900016784668
2019-04-18,49.52000045776367
2018-09-06,49.439998626708984
2018-10-08,49.349998474121094
2019-02-13,49.52000045776367
2018-12-11,49.380001068115234
2019-09-25,49.20000076293945
2020-01-21,49.709999084472656
2020-04-09,49.099998474121094
2019-11-06,48.790000915527344
2020-01-24,48.81999969482422
2020-01-27,49.310001373291016
2020-04-15,49.310001373291016
2018-12-26,49.72999954223633
2019-08-07,49.79999923706055
