Dates,REGN
2018-06-20,327.6600036621094
2018-06-21,323.6700134277344
2018-06-25,326.8999938964844
2018-06-22,321.739990234375
2018-06-26,321.7699890136719
2018-06-27,333.0
2018-06-28,332.9599914550781
2018-06-29,343.1499938964844
2018-07-02,342.5799865722656
2018-07-03,347.0
2018-07-05,353.5
2018-07-16,358.80999755859375
2018-09-18,366.20001220703125
2019-01-24,364.20001220703125
2019-09-05,362.5299987792969
2018-11-21,359.3399963378906
2020-01-13,364.6600036621094
2020-04-01,359.760009765625
2020-06-19,362.0400085449219
2019-10-29,360.7200012207031
2020-01-16,362.5799865722656
2020-06-22,363.69000244140625
2018-10-03,363.19000244140625
2018-07-31,366.2099914550781
2019-03-12,369.57000732421875
2019-02-08,369.2200012207031
2019-01-07,361.6499938964844
2018-12-06,363.1600036621094
2019-08-19,365.44000244140625
2019-07-18,365.82000732421875
2019-05-15,367.5199890136719
2019-09-20,390.75
2019-11-01,389.5199890136719
2020-04-07,388.2200012207031
2020-06-25,367.6300048828125
2020-06-16,363.25
2019-11-04,364.8599853515625
2020-01-22,362.30999755859375
2019-11-07,364.9599914550781
2020-04-13,361.19000244140625
2019-07-01,361.760009765625
2019-05-30,370.1700134277344
2018-08-15,371.3900146484375
2018-10-18,374.1499938964844
2019-03-27,372.0299987792969
2019-01-22,376.5899963378906
2018-12-21,374.6000061035156
2019-09-03,377.0400085449219
2018-11-19,387.04998779296875
2019-08-02,388.9100036621094
2020-01-28,405.1499938964844
2020-04-16,406.29998779296875
2019-11-13,399.4700012207031
2020-01-31,403.0
2018-12-04,392.7099914550781
2018-11-02,388.0199890136719
2019-07-16,392.1000061035156
2018-08-30,389.6300048828125
2018-10-01,382.44000244140625
2019-06-14,389.25
2019-05-13,388.1099853515625
2019-04-11,386.04998779296875
2019-02-06,375.2099914550781
2019-09-18,381.94000244140625
2020-02-03,383.0
2020-04-22,387.3900146484375
2019-11-19,385.95001220703125
2020-02-06,388.6700134277344
2019-11-22,388.9100036621094
2019-03-25,390.010009765625
2019-02-21,400.2699890136719
2018-12-19,392.0
2018-07-12,395.010009765625
2018-09-14,397.9800109863281
2018-08-13,387.8399963378906
2018-10-16,386.75
2019-07-31,386.42999267578125
2019-05-28,388.67999267578125
2019-04-26,381.0
2020-04-28,367.7300109863281
2019-11-25,373.1000061035156
2020-02-12,374.3999938964844
2020-05-01,380.7799987792969
2020-05-04,392.45001220703125
2019-06-12,389.989990234375
2019-04-09,387.5199890136719
2019-03-08,383.6099853515625
2019-02-04,377.0899963378906
2018-07-27,350.7799987792969
2018-08-28,330.7300109863281
2019-01-03,329.1000061035156
2019-08-15,327.5799865722656
2018-10-31,332.3999938964844
2019-09-16,335.44000244140625
2020-02-18,339.0
2020-05-07,347.739990234375
2018-08-17,352.6199951171875
2019-12-04,349.5899963378906
2020-02-21,355.8900146484375
2018-12-17,358.0199890136719
2019-08-30,352.5799865722656
2018-11-15,344.6300048828125
2019-07-29,341.0799865722656
2019-06-27,335.79998779296875
2019-04-24,332.0
2018-07-10,338.57000732421875
2018-09-12,333.92999267578125
2019-02-19,331.5400085449219
2019-01-18,339.2099914550781
2020-02-24,339.9200134277344
2020-05-13,341.8399963378906
2019-12-10,348.2699890136719
2020-02-27,350.45001220703125
2019-12-13,357.55999755859375
2020-05-19,359.5
2019-03-06,372.239990234375
2018-11-30,371.6499938964844
2019-08-13,364.8900146484375
2019-07-12,370.3500061035156
2019-06-10,367.3500061035156
2019-05-09,372.3900146484375
2018-07-25,376.8299865722656
2018-09-27,372.6499938964844
2018-10-29,379.0
2019-10-16,370.6000061035156
2019-12-16,364.7300109863281
2020-03-04,355.45001220703125
2020-05-22,354.3299865722656
2019-10-01,344.17999267578125
2019-12-19,340.3399963378906
2018-09-10,339.1300048828125
2019-05-24,352.6000061035156
2018-08-09,361.5400085449219
2019-04-22,364.6400146484375
2019-03-21,366.010009765625
2019-01-16,371.5799865722656
2019-08-28,377.6499938964844
2018-11-13,393.94000244140625
2018-10-12,389.0
2019-06-25,395.6099853515625
2020-03-10,395.9800109863281
2020-05-28,403.54998779296875
2019-10-07,399.1099853515625
2020-03-13,399.6300048828125
2019-10-10,402.8500061035156
2020-03-16,402.7200012207031
2020-06-03,410.0
2018-11-28,404.0
2018-09-25,393.1700134277344
2018-07-23,399.1600036621094
2018-08-24,406.1000061035156
2019-07-10,408.80999755859375
2019-05-07,413.0
2019-04-05,412.6300048828125
2019-03-04,419.45001220703125
2019-01-31,425.32000732421875
2019-09-12,422.489990234375
2019-12-31,419.6300048828125
2020-03-19,406.3999938964844
2020-01-03,404.2699890136719
2020-06-09,399.2900085449219
2019-02-15,403.0
2019-01-14,408.0199890136719
2018-07-06,411.510009765625
2018-08-07,408.57000732421875
2018-10-10,415.7200012207031
2018-12-13,420.3500061035156
2019-08-26,417.0799865722656
2019-07-25,415.5799865722656
2019-05-22,416.0
2019-03-19,415.760009765625
2020-01-06,415.8299865722656
2020-03-25,424.0
2020-06-12,428.6199951171875
2019-10-22,431.92999267578125
2020-01-09,428.3599853515625
2020-06-15,430.489990234375
2019-10-25,421.30999755859375
2020-03-31,409.19000244140625
2020-06-18,399.5799865722656
2019-04-03,402.25
2018-08-22,411.19000244140625
2018-10-25,408.5299987792969
2019-01-29,406.3399963378906
2018-12-28,408.3999938964844
2018-11-26,404.8399963378906
2019-08-09,404.3999938964844
2019-07-08,402.82000732421875
2019-06-06,396.8399963378906
2019-09-10,391.42999267578125
2020-01-15,388.489990234375
2020-04-03,398.5199890136719
2019-10-31,398.3599853515625
2020-04-06,402.29998779296875
2020-06-24,406.739990234375
2018-11-09,408.0
2019-07-23,407.55999755859375
2019-06-21,400.8399963378906
2019-05-20,400.8299865722656
2019-04-18,406.54998779296875
2018-09-06,396.0
2018-10-08,395.1400146484375
2019-02-13,394.3299865722656
2018-12-11,391.7300109863281
2019-09-25,381.17999267578125
2020-01-21,375.20001220703125
2020-04-09,366.3599853515625
2019-11-06,342.0199890136719
2020-01-24,332.2200012207031
2020-01-27,329.0
2020-04-15,334.4599914550781
2018-12-26,338.6700134277344
2019-08-07,337.6600036621094
2019-06-04,339.6099853515625
2018-09-21,338.6199951171875
2018-07-19,337.9599914550781
2018-08-20,338.9100036621094
2018-10-23,331.25
2019-05-03,334.6700134277344
2019-04-01,332.20001220703125
2019-02-28,318.70001220703125
2019-11-12,319.3299865722656
2020-01-30,320.739990234375
2019-11-15,311.3500061035156
2020-04-21,299.1099853515625
2019-04-16,303.5899963378906
2019-03-15,297.32000732421875
2019-02-11,304.0
2019-01-10,303.70001220703125
2019-08-22,297.2699890136719
2018-11-07,304.8800048828125
2018-08-03,302.7300109863281
2018-09-04,310.3699951171875
2019-06-19,308.4700012207031
2019-09-23,307.70001220703125
2019-11-18,302.7799987792969
2020-02-05,302.8800048828125
2020-04-24,295.7300109863281
2019-03-29,301.1300048828125
2019-11-21,300.5799865722656
2020-04-27,295.2699890136719
2020-02-11,298.7300109863281
2020-04-30,297.8599853515625
2019-05-01,303.510009765625
2019-02-26,306.2300109863281
2019-01-25,305.25
2018-12-24,302.32000732421875
2019-09-06,304.0
2018-07-17,301.760009765625
2018-09-19,305.760009765625
2019-08-05,303.7699890136719
2019-10-08,315.25
2019-12-11,312.0
2019-11-27,311.260009765625
2020-02-14,311.8399963378906
2020-05-06,300.5199890136719
2019-01-08,304.07000732421875
2018-12-07,311.239990234375
2019-08-20,313.1499938964844
2018-11-05,313.0
2019-07-19,312.5299987792969
2018-10-04,306.0799865722656
2019-06-17,296.80999755859375
2019-05-16,300.0
2018-08-01,291.6600036621094
2019-03-13,288.0
2019-12-03,287.6600036621094
2020-02-20,289.5299987792969
2019-12-06,295.7799987792969
2020-05-12,297.0799865722656
2019-12-09,297.20001220703125
2020-02-26,296.3500061035156
2020-05-15,294.70001220703125
2019-03-28,296.9100036621094
2018-09-17,303.5899963378906
2018-08-16,302.9200134277344
2018-10-19,300.6099853515625
2019-04-29,302.80999755859375
2019-01-23,303.5199890136719
2019-09-04,301.20001220703125
2018-11-20,304.6099853515625
2019-07-02,303.05999755859375
2019-05-31,296.5199890136719
2019-12-12,293.3999938964844
2020-05-18,294.010009765625
2019-09-27,303.1199951171875
2020-03-03,299.9800109863281
2020-05-21,295.6099853515625
2019-05-14,296.94000244140625
2018-08-31,292.4200134277344
2018-07-30,290.4700012207031
