Dates,REGN
2018-06-20,338.4800109863281
2018-06-21,336.8800048828125
2018-06-25,334.5299987792969
2018-06-22,332.17999267578125
2018-06-26,330.25
2018-06-27,342.6600036621094
2018-06-28,343.3399963378906
2018-06-29,349.239990234375
2018-07-02,351.4700012207031
2018-07-03,355.9800109863281
2018-07-05,362.7699890136719
2018-07-16,370.5
2018-09-18,374.8399963378906
2019-01-24,371.32000732421875
2019-09-05,366.5199890136719
2018-11-21,367.5899963378906
2020-01-13,370.1400146484375
2020-04-01,368.55999755859375
2020-06-19,366.6700134277344
2019-10-29,367.2300109863281
2020-01-16,368.20001220703125
2020-06-22,368.79998779296875
2018-10-03,368.2300109863281
2018-07-31,374.4800109863281
2019-03-12,376.1099853515625
2019-02-08,376.75
2019-01-07,373.6600036621094
2018-12-06,375.760009765625
2019-08-19,375.0
2019-07-18,373.2200012207031
2019-05-15,401.5
2019-09-20,399.0
2019-11-01,395.8399963378906
2020-04-07,395.32000732421875
2020-06-25,380.0
2020-06-16,374.4100036621094
2019-11-04,371.8500061035156
2020-01-22,368.57000732421875
2019-11-07,369.3999938964844
2020-04-13,369.0
2019-07-01,373.9200134277344
2019-05-30,377.8599853515625
2018-08-15,377.5400085449219
2018-10-18,381.3500061035156
2019-03-27,382.19000244140625
2019-01-22,382.1400146484375
2018-12-21,380.19000244140625
2019-09-03,389.0799865722656
2018-11-19,392.260009765625
2019-08-02,408.75
2020-01-28,416.489990234375
2020-04-16,412.1700134277344
2019-11-13,410.739990234375
2020-01-31,409.6700134277344
2018-12-04,405.94000244140625
2018-11-02,397.6700134277344
2019-07-16,398.4700012207031
2018-08-30,396.0199890136719
2018-10-01,396.54998779296875
2019-06-14,398.57000732421875
2019-05-13,400.0
2019-04-11,394.5299987792969
2019-02-06,392.4700012207031
2019-09-18,386.9800109863281
2020-02-03,389.32000732421875
2020-04-22,393.32000732421875
2019-11-19,393.79998779296875
2020-02-06,394.7699890136719
2019-11-22,396.54998779296875
2019-03-25,407.1000061035156
2019-02-21,410.0
2018-12-19,410.0
2018-07-12,405.75
2018-09-14,403.5899963378906
2018-08-13,401.42999267578125
2018-10-16,400.75
2019-07-31,396.2300109863281
2019-05-28,396.6400146484375
2019-04-26,397.94000244140625
2020-04-28,384.17999267578125
2019-11-25,385.94000244140625
2020-02-12,385.7799987792969
2020-05-01,399.3999938964844
2020-05-04,401.0
2019-06-12,399.8999938964844
2019-04-09,400.2200012207031
2019-03-08,398.2799987792969
2019-02-04,387.19000244140625
2018-07-27,386.0899963378906
2018-08-28,348.989990234375
2019-01-03,342.7900085449219
2019-08-15,343.42999267578125
2018-10-31,347.9800109863281
2019-09-16,347.0
2020-02-18,355.5299987792969
2020-05-07,361.17999267578125
2018-08-17,360.6000061035156
2019-12-04,367.0
2020-02-21,365.67999267578125
2018-12-17,365.4700012207031
2019-08-30,362.54998779296875
2018-11-15,357.9200134277344
2019-07-29,352.67999267578125
2019-06-27,349.8500061035156
2019-04-24,344.489990234375
2018-07-10,347.3299865722656
2018-09-12,345.239990234375
2019-02-19,343.6700134277344
2019-01-18,345.5799865722656
2020-02-24,349.6300048828125
2020-05-13,355.1400146484375
2019-12-10,356.989990234375
2020-02-27,363.7200012207031
2019-12-13,364.8900146484375
2020-05-19,368.239990234375
2019-03-06,394.9800109863281
2018-11-30,396.32000732421875
2019-08-13,381.9700012207031
2019-07-12,389.29998779296875
2019-06-10,380.30999755859375
2019-05-09,385.2200012207031
2018-07-25,385.9800109863281
2018-09-27,381.9800109863281
2018-10-29,386.8999938964844
2019-10-16,386.3500061035156
2019-12-16,381.489990234375
2020-03-04,373.3999938964844
2020-05-22,363.82000732421875
2019-10-01,363.0
2019-12-19,347.8900146484375
2018-09-10,363.5299987792969
2019-05-24,364.8699951171875
2018-08-09,371.2099914550781
2019-04-22,374.75
2019-03-21,376.7900085449219
2019-01-16,385.94000244140625
2019-08-28,399.70001220703125
2018-11-13,400.79998779296875
2018-10-12,401.0899963378906
2019-06-25,401.4599914550781
2020-03-10,410.0
2020-05-28,412.2900085449219
2019-10-07,408.1600036621094
2020-03-13,405.1600036621094
2019-10-10,410.6300048828125
2020-03-16,420.2900085449219
2020-06-03,420.4800109863281
2018-11-28,421.989990234375
2018-09-25,406.7900085449219
2018-07-23,408.8800048828125
2018-08-24,418.95001220703125
2019-07-10,416.489990234375
2019-05-07,418.510009765625
2019-04-05,420.44000244140625
2019-03-04,430.5799865722656
2019-01-31,431.32000732421875
2019-09-12,429.05999755859375
2019-12-31,427.5
2020-03-19,429.8999938964844
2020-01-03,414.2200012207031
2020-06-09,408.0
2019-02-15,413.3500061035156
2019-01-14,418.1000061035156
2018-07-06,421.6600036621094
2018-08-07,416.260009765625
2018-10-10,424.3900146484375
2018-12-13,426.4100036621094
2019-08-26,423.3999938964844
2019-07-25,422.6099853515625
2019-05-22,423.6499938964844
2019-03-19,426.5299987792969
2020-01-06,428.05999755859375
2020-03-25,433.739990234375
2020-06-12,434.3500061035156
2019-10-22,440.04998779296875
2020-01-09,442.0
2020-06-15,439.6499938964844
2019-10-25,438.0199890136719
2020-03-31,422.8999938964844
2020-06-18,407.510009765625
2019-04-03,413.2099914550781
2018-08-22,421.79998779296875
2018-10-25,419.6000061035156
2019-01-29,412.3599853515625
2018-12-28,415.0
2018-11-26,413.760009765625
2019-08-09,409.7200012207031
2019-07-08,409.67999267578125
2019-06-06,405.1199951171875
2019-09-10,402.5899963378906
2020-01-15,397.6099853515625
2020-04-03,406.2300109863281
2019-10-31,407.45001220703125
2020-04-06,408.30999755859375
2020-06-24,412.6000061035156
2018-11-09,412.8999938964844
2019-07-23,415.8900146484375
2019-06-21,415.1600036621094
2019-05-20,410.79998779296875
2019-04-18,412.6300048828125
2018-09-06,410.94000244140625
2018-10-08,400.3399963378906
2019-02-13,408.4800109863281
2018-12-11,410.19000244140625
2019-09-25,394.5
2020-01-21,385.989990234375
2020-04-09,383.0
2019-11-06,368.0199890136719
2020-01-24,347.54998779296875
2020-01-27,336.0
2020-04-15,346.6400146484375
2018-12-26,346.32000732421875
2019-08-07,351.8999938964844
2019-06-04,351.6700134277344
2018-09-21,345.9800109863281
2018-07-19,345.0400085449219
2018-08-20,345.44000244140625
2018-10-23,344.2900085449219
2019-05-03,339.7099914550781
2019-04-01,344.9200134277344
2019-02-28,336.5
2019-11-12,329.75
2020-01-30,327.3599853515625
2019-11-15,323.80999755859375
2020-04-21,309.29998779296875
2019-04-16,309.19000244140625
2019-03-15,306.2699890136719
2019-02-11,314.05999755859375
2019-01-10,309.2099914550781
2019-08-22,304.57000732421875
2018-11-07,314.2900085449219
2018-08-03,321.489990234375
2018-09-04,318.6600036621094
2019-06-19,318.80999755859375
2019-09-23,315.7900085449219
2019-11-18,310.6700134277344
2020-02-05,310.3599853515625
2020-04-24,306.45001220703125
2019-03-29,309.739990234375
2019-11-21,309.4200134277344
2020-04-27,304.95001220703125
2020-02-11,304.5299987792969
2020-04-30,307.0
2019-05-01,310.9200134277344
2019-02-26,309.6199951171875
2019-01-25,309.4700012207031
2018-12-24,308.19000244140625
2019-09-06,315.20001220703125
2018-07-17,312.9200134277344
2018-09-19,317.8399963378906
2019-08-05,311.8999938964844
2019-10-08,327.8299865722656
2019-12-11,324.260009765625
2019-11-27,320.32000732421875
2020-02-14,317.4200134277344
2020-05-06,316.6499938964844
2019-01-08,311.57000732421875
2018-12-07,316.25
2019-08-20,318.6000061035156
2018-11-05,320.42999267578125
2019-07-19,320.3599853515625
2018-10-04,320.760009765625
2019-06-17,305.8599853515625
2019-05-16,308.3900146484375
2018-08-01,309.8399963378906
2019-03-13,296.989990234375
2019-12-03,295.489990234375
2020-02-20,300.3399963378906
2019-12-06,299.69000244140625
2020-05-12,303.29998779296875
2019-12-09,304.20001220703125
2020-02-26,303.67999267578125
2020-05-15,300.32000732421875
2019-03-28,310.8699951171875
2018-09-17,314.2900085449219
2018-08-16,311.5199890136719
2018-10-19,309.7300109863281
2019-04-29,314.95001220703125
2019-01-23,311.2699890136719
2019-09-04,312.260009765625
2018-11-20,313.92999267578125
2019-07-02,311.1099853515625
2019-05-31,304.0
2019-12-12,306.0
2020-05-18,304.6099853515625
2019-09-27,310.0799865722656
2020-03-03,310.17999267578125
2020-05-21,305.1000061035156
2019-05-14,307.6700134277344
2018-08-31,304.29998779296875
2018-07-30,296.9100036621094
2018-10-02,297.3500061035156
2019-04-12,300.82000732421875
2019-03-11,301.0
2019-02-07,300.510009765625
2019-07-17,298.95001220703125
2019-09-19,296.260009765625
2019-10-21,290.3699951171875
2019-12-18,291.1400146484375
2020-03-06,290.2900085449219
2019-10-03,292.70001220703125
2020-03-09,293.4599914550781
2020-05-27,290.3900146484375
2019-12-24,288.989990234375
2020-03-12,293.6400146484375
2018-12-20,293.20001220703125
2019-08-01,291.92999267578125
2018-08-14,285.04998779296875
2018-07-13,287.4800109863281
2018-10-17,288.8800048828125
2019-05-29,287.0
2019-03-26,287.2799987792969
2019-02-22,288.8900146484375
2019-10-04,288.54998779296875
2019-11-05,287.95001220703125
2019-12-27,297.6400146484375
2020-06-02,299.9800109863281
2019-12-30,296.0
2020-03-18,291.8999938964844
2020-06-05,287.70001220703125
2019-07-15,282.80999755859375
2018-12-03,280.04998779296875
2019-06-13,279.4100036621094
2019-01-04,277.8599853515625
2018-08-29,281.70001220703125
2019-02-05,284.0400085449219
2018-11-01,287.7699890136719
2019-08-16,288.6300048828125
2019-04-10,292.25
2019-09-17,299.95001220703125
2019-10-15,306.4200134277344
2020-01-02,310.1499938964844
2020-06-08,306.9599914550781
2019-10-18,303.3900146484375
2020-03-24,302.7099914550781
2020-06-11,303.510009765625
2020-01-08,301.9700012207031
2019-04-25,306.92999267578125
2019-07-30,307.07000732421875
2019-02-20,306.0899963378906
2018-07-11,308.010009765625
2018-09-13,310.5299987792969
2018-10-15,313.3900146484375
