Dates,REGN
2018-06-20,336.92999267578125
2018-06-21,329.0400085449219
2018-06-25,331.9700012207031
2018-06-22,327.1099853515625
2018-06-26,327.2300109863281
2018-06-27,336.6099853515625
2018-06-28,341.82000732421875
2018-06-29,344.989990234375
2018-07-02,351.1400146484375
2018-07-03,353.8599853515625
2018-07-05,360.95001220703125
2018-07-16,369.5899963378906
2018-09-18,371.30999755859375
2019-01-24,366.2699890136719
2019-09-05,365.2099914550781
2018-11-21,366.42999267578125
2020-01-13,367.6400146484375
2020-04-01,364.75
2020-06-19,365.42999267578125
2019-10-29,365.9800109863281
2020-01-16,367.739990234375
2020-06-22,367.1099853515625
2018-10-03,366.2099914550781
2018-07-31,372.7699890136719
2019-03-12,374.489990234375
2019-02-08,373.5899963378906
2019-01-07,367.6000061035156
2018-12-06,371.510009765625
2019-08-19,368.010009765625
2019-07-18,371.0299987792969
2019-05-15,397.0
2019-09-20,394.8800048828125
2019-11-01,390.04998779296875
2020-04-07,391.4200134277344
2020-06-25,374.2699890136719
2020-06-16,372.1400146484375
2019-11-04,368.7799987792969
2020-01-22,366.45001220703125
2019-11-07,366.2300109863281
2020-04-13,361.8699951171875
2019-07-01,371.7799987792969
2019-05-30,374.260009765625
2018-08-15,374.79998779296875
2018-10-18,378.55999755859375
2019-03-27,380.1700134277344
2019-01-22,379.19000244140625
2018-12-21,376.3299865722656
2019-09-03,388.44000244140625
2018-11-19,390.04998779296875
2019-08-02,406.6199951171875
2020-01-28,408.510009765625
2020-04-16,406.75
2019-11-13,403.92999267578125
2020-01-31,406.94000244140625
2018-12-04,397.92999267578125
2018-11-02,395.4200134277344
2019-07-16,395.0400085449219
2018-08-30,393.7699890136719
2018-10-01,388.8800048828125
2019-06-14,397.7099914550781
2019-05-13,392.1700134277344
2019-04-11,386.489990234375
2019-02-06,388.3299865722656
2019-09-18,383.70001220703125
2020-02-03,387.25
2020-04-22,390.2799987792969
2019-11-19,390.19000244140625
2020-02-06,390.04998779296875
2019-11-22,391.5299987792969
2019-03-25,406.0
2019-02-21,404.0400085449219
2018-12-19,394.2300109863281
2018-07-12,400.57000732421875
2018-09-14,403.0400085449219
2018-08-13,392.04998779296875
2018-10-16,391.7699890136719
2019-07-31,394.1499938964844
2019-05-28,392.5299987792969
2019-04-26,381.94000244140625
2020-04-28,371.6700134277344
2019-11-25,384.1600036621094
2020-02-12,377.54998779296875
2020-05-01,398.5199890136719
2020-05-04,399.05999755859375
2019-06-12,395.2200012207031
2019-04-09,389.8299865722656
2019-03-08,387.79998779296875
2019-02-04,380.69000244140625
2018-07-27,351.3900146484375
2018-08-28,336.94000244140625
2019-01-03,335.82000732421875
2019-08-15,336.17999267578125
2018-10-31,339.70001220703125
2019-09-16,339.239990234375
2020-02-18,355.1099853515625
2020-05-07,352.5899963378906
2018-08-17,354.92999267578125
2019-12-04,357.6099853515625
2020-02-21,364.25
2018-12-17,363.3399963378906
2019-08-30,356.6600036621094
2018-11-15,346.55999755859375
2019-07-29,342.1000061035156
2019-06-27,337.2900085449219
2019-04-24,341.6499938964844
2018-07-10,345.3299865722656
2018-09-12,338.989990234375
2019-02-19,337.2900085449219
2019-01-18,343.1700134277344
2020-02-24,340.8599853515625
2020-05-13,353.17999267578125
2019-12-10,353.5899963378906
2020-02-27,363.6400146484375
2019-12-13,359.57000732421875
2020-05-19,365.6499938964844
2019-03-06,382.6099853515625
2018-11-30,372.79998779296875
2019-08-13,381.69000244140625
2019-07-12,372.8299865722656
2019-06-10,377.5899963378906
2019-05-09,375.7200012207031
2018-07-25,377.9599914550781
2018-09-27,378.510009765625
2018-10-29,381.1700134277344
2019-10-16,375.5
2019-12-16,369.0
2020-03-04,360.70001220703125
2020-05-22,356.2300109863281
2019-10-01,344.6000061035156
2019-12-19,340.6400146484375
2018-09-10,363.2900085449219
2019-05-24,364.7900085449219
2018-08-09,362.6199951171875
2019-04-22,373.5
2019-03-21,372.44000244140625
2019-01-16,372.0799865722656
2019-08-28,397.54998779296875
2018-11-13,396.6300048828125
2018-10-12,397.260009765625
2019-06-25,399.5799865722656
2020-03-10,408.05999755859375
2020-05-28,408.6300048828125
2019-10-07,400.7300109863281
2020-03-13,405.0199890136719
2019-10-10,404.5400085449219
2020-03-16,417.3800048828125
2020-06-03,418.8399963378906
2018-11-28,404.75
2018-09-25,401.2099914550781
2018-07-23,407.92999267578125
2018-08-24,418.2900085449219
2019-07-10,413.95001220703125
2019-05-07,417.1499938964844
2019-04-05,419.9100036621094
2019-03-04,429.2699890136719
2019-01-31,430.1499938964844
2019-09-12,425.3999938964844
2019-12-31,421.0400085449219
2020-03-19,406.55999755859375
2020-01-03,406.4599914550781
2020-06-09,406.8599853515625
2019-02-15,408.510009765625
2019-01-14,416.3399963378906
2018-07-06,412.0899963378906
2018-08-07,414.9700012207031
2018-10-10,423.9700012207031
2018-12-13,420.6000061035156
2019-08-26,422.510009765625
2019-07-25,418.6199951171875
2019-05-22,422.5199890136719
2019-03-19,420.3800048828125
2020-01-06,426.1499938964844
2020-03-25,433.3299865722656
2020-06-12,430.739990234375
2019-10-22,439.57000732421875
2020-01-09,433.8299865722656
2020-06-15,437.1300048828125
2019-10-25,423.69000244140625
2020-03-31,409.5799865722656
2020-06-18,402.6400146484375
2019-04-03,412.04998779296875
2018-08-22,417.6199951171875
2018-10-25,409.010009765625
2019-01-29,407.5
2018-12-28,414.4700012207031
2018-11-26,407.6000061035156
2019-08-09,406.989990234375
2019-07-08,405.5
2019-06-06,402.5899963378906
2019-09-10,391.79998779296875
2020-01-15,395.0
2020-04-03,405.6199951171875
2019-10-31,402.8699951171875
2020-04-06,404.8299865722656
2020-06-24,410.6199951171875
2018-11-09,410.04998779296875
2019-07-23,414.82000732421875
2019-06-21,407.0
2019-05-20,406.5299987792969
2019-04-18,408.94000244140625
2018-09-06,401.260009765625
2018-10-08,395.7300109863281
2019-02-13,408.2300109863281
2018-12-11,393.4800109863281
2019-09-25,382.94000244140625
2020-01-21,375.5
2020-04-09,367.69000244140625
2019-11-06,342.9700012207031
2020-01-24,333.3399963378906
2020-01-27,334.0299987792969
2020-04-15,344.1400146484375
2018-12-26,340.4599914550781
2019-08-07,349.989990234375
2019-06-04,343.6600036621094
2018-09-21,344.1499938964844
2018-07-19,343.1400146484375
2018-08-20,340.7900085449219
2018-10-23,335.4100036621094
2019-05-03,336.8900146484375
2019-04-01,344.2300109863281
2019-02-28,322.3999938964844
2019-11-12,329.0
2020-01-30,324.1700134277344
2019-11-15,312.8599853515625
2020-04-21,305.1499938964844
2019-04-16,304.6199951171875
2019-03-15,305.8500061035156
2019-02-11,308.0400085449219
2019-01-10,304.94000244140625
2019-08-22,302.57000732421875
2018-11-07,309.95001220703125
2018-08-03,320.0899963378906
2018-09-04,315.260009765625
2019-06-19,312.55999755859375
2019-09-23,307.92999267578125
2019-11-18,307.7799987792969
2020-02-05,307.9599914550781
2020-04-24,301.7200012207031
2019-03-29,303.95001220703125
2019-11-21,302.05999755859375
2020-04-27,300.0
2020-02-11,299.6000061035156
2020-04-30,306.7200012207031
2019-05-01,304.25
2019-02-26,306.8399963378906
2019-01-25,306.1600036621094
2018-12-24,307.4200134277344
2019-09-06,305.239990234375
2018-07-17,310.9800109863281
2018-09-19,306.6300048828125
2019-08-05,310.8299865722656
2019-10-08,320.4800109863281
2019-12-11,320.260009765625
2019-11-27,312.54998779296875
2020-02-14,312.8999938964844
2020-05-06,305.0799865722656
2019-01-08,310.6700134277344
2018-12-07,313.0
2019-08-20,316.55999755859375
2018-11-05,315.5299987792969
2019-07-19,318.3900146484375
2018-10-04,307.0
2019-06-17,302.8399963378906
2019-05-16,307.9700012207031
2018-08-01,301.42999267578125
2019-03-13,291.82000732421875
2019-12-03,292.55999755859375
2020-02-20,298.20001220703125
2019-12-06,298.3699951171875
2020-05-12,299.4200134277344
2019-12-09,303.0899963378906
2020-02-26,298.1099853515625
2020-05-15,296.5199890136719
2019-03-28,309.260009765625
2018-09-17,313.6300048828125
2018-08-16,303.4200134277344
2018-10-19,309.17999267578125
2019-04-29,306.0400085449219
2019-01-23,311.1300048828125
2019-09-04,304.760009765625
2018-11-20,309.42999267578125
2019-07-02,305.239990234375
2019-05-31,299.57000732421875
2019-12-12,300.260009765625
2020-05-18,302.2200012207031
2019-09-27,309.8699951171875
2020-03-03,304.8900146484375
2020-05-21,295.8699951171875
2019-05-14,304.8599853515625
2018-08-31,293.5299987792969
2018-07-30,293.1099853515625
2018-10-02,296.8500061035156
2019-04-12,298.3800048828125
2019-03-11,296.0299987792969
2019-02-07,297.7799987792969
2019-07-17,295.0199890136719
2019-09-19,286.8500061035156
2019-10-21,284.7300109863281
2019-12-18,281.4100036621094
2020-03-06,287.6400146484375
2019-10-03,290.57000732421875
2020-03-09,290.04998779296875
2020-05-27,285.1199951171875
2019-12-24,286.5
2020-03-12,289.3699951171875
