Dates,REGN
2018-06-20,327.6600036621094
2018-06-21,336.8699951171875
2018-06-25,330.04998779296875
2018-06-22,328.95001220703125
2018-06-26,327.8900146484375
2018-06-27,336.69000244140625
2018-06-28,336.6300048828125
2018-06-29,343.6000061035156
2018-07-02,344.95001220703125
2018-07-03,352.0
2018-07-05,356.3699951171875
2018-07-16,364.0
2018-09-18,370.29998779296875
2019-01-24,371.2799987792969
2019-09-05,365.0799865722656
2018-11-21,366.5899963378906
2020-01-13,366.29998779296875
2020-04-01,368.55999755859375
2020-06-19,364.0299987792969
2019-10-29,365.5199890136719
2020-01-16,363.6400146484375
2020-06-22,367.0400085449219
2018-10-03,367.19000244140625
2018-07-31,369.8800048828125
2019-03-12,370.9800109863281
2019-02-08,376.0
2019-01-07,373.1400146484375
2018-12-06,365.55999755859375
2019-08-19,372.6400146484375
2019-07-18,366.739990234375
2019-05-15,372.4800109863281
2019-09-20,395.17999267578125
2019-11-01,394.0
2020-04-07,391.2900085449219
2020-06-25,380.0
2020-06-16,372.7699890136719
2019-11-04,371.2200012207031
2020-01-22,367.0
2019-11-07,367.04998779296875
2020-04-13,365.0
2019-07-01,364.4800109863281
2019-05-30,373.0
2018-08-15,375.92999267578125
2018-10-18,374.54998779296875
2019-03-27,376.239990234375
2019-01-22,378.8399963378906
2018-12-21,378.3500061035156
2019-09-03,378.69000244140625
2018-11-19,390.0
2019-08-02,392.5
2020-01-28,405.9599914550781
2020-04-16,407.20001220703125
2019-11-13,405.5
2020-01-31,404.1199951171875
2018-12-04,405.94000244140625
2018-11-02,395.4200134277344
2019-07-16,396.25
2018-08-30,394.1600036621094
2018-10-01,394.8399963378906
2019-06-14,390.2799987792969
2019-05-13,397.7799987792969
2019-04-11,392.760009765625
2019-02-06,382.7300109863281
2019-09-18,386.8399963378906
2020-02-03,385.05999755859375
2020-04-22,389.7300109863281
2019-11-19,387.2900085449219
2020-02-06,391.6000061035156
2019-11-22,389.7099914550781
2019-03-25,391.1099853515625
2019-02-21,405.9200134277344
2018-12-19,406.4100036621094
2018-07-12,395.8500061035156
2018-09-14,401.3699951171875
2018-08-13,401.3599853515625
2018-10-16,393.9200134277344
2019-07-31,391.57000732421875
2019-05-28,394.0
2019-04-26,390.6000061035156
2020-04-28,382.6499938964844
2019-11-25,377.1199951171875
2020-02-12,384.1600036621094
2020-05-01,381.30999755859375
2020-05-04,398.07000732421875
2019-06-12,399.8999938964844
2019-04-09,396.5799865722656
2019-03-08,393.2900085449219
2019-02-04,384.1700134277344
2018-07-27,380.2799987792969
2018-08-28,342.5799865722656
2019-01-03,329.989990234375
2019-08-15,343.42999267578125
2018-10-31,335.8599853515625
2019-09-16,344.82000732421875
2020-02-18,339.0
2020-05-07,358.2099914550781
2018-08-17,354.3599853515625
