Dates,WFC
2007-12-31,30.56999969482422
2008-01-02,30.479999542236328
2008-01-04,29.3700008392334
2008-01-07,28.31999969482422
2008-01-03,28.040000915527344
2008-01-08,28.110000610351562
2008-01-09,27.1200008392334
2008-01-10,28.459999084472656
2008-01-11,28.639999389648438
2008-01-14,28.420000076293945
2008-01-15,27.389999389648438
2008-03-14,28.110000610351562
2008-06-18,27.690000534057617
2009-01-28,26.989999771118164
2008-04-15,28.270000457763672
2008-11-25,30.100000381469727
2009-04-02,31.440000534057617
2008-10-07,32.040000915527344
2008-01-25,31.93000030517578
2008-02-26,32.83000183105469
2008-04-30,34.0
2008-09-05,34.25
2008-08-04,34.560001373291016
2008-07-03,32.54999923706055
2009-03-16,30.969999313354492
2009-02-12,30.989999771118164
2008-12-10,30.8700008392334
2009-04-08,30.469999313354492
2008-03-12,29.899999618530273
2008-10-22,30.350000381469727
2008-08-19,30.65999984741211
2008-07-18,30.639999389648438
2008-06-16,29.790000915527344
2009-02-27,30.770000457763672
2008-05-15,30.81999969482422
2009-01-26,31.15999984741211
2009-03-31,31.579999923706055
2009-04-14,31.860000610351562
2009-04-17,31.979999542236328
2009-04-20,32.310001373291016
2008-07-01,31.43000030517578
2008-05-30,30.399999618530273
2009-02-10,29.25
2009-01-09,29.06999969482422
2008-01-23,30.0
2008-03-27,28.809999465942383
2008-04-28,29.389999389648438
2008-12-08,28.549999237060547
2008-11-06,30.81999969482422
2008-09-03,31.59000015258789
2009-04-23,29.81999969482422
2008-09-18,30.059999465942383
2008-07-16,29.309999465942383
2009-02-25,31.579999923706055
2008-03-10,32.43000030517578
2008-02-07,32.79999923706055
2008-04-11,33.529998779296875
2008-05-13,32.47999954223633
2008-12-23,31.790000915527344
2008-11-21,31.200000762939453
2008-10-20,30.520000457763672
2009-04-29,29.75
2009-05-05,31.530000686645508
2008-11-04,31.75
2008-10-03,31.0
2008-07-31,31.139999389648438
2008-03-25,31.770000457763672
2008-02-22,30.329999923706055
2009-03-12,30.149999618530273
2008-05-28,29.559999465942383
2009-01-07,28.84000015258789
2009-04-13,27.90999984741211
2009-05-15,27.979999542236328
2009-05-08,30.34000015258789
2008-06-12,29.90999984741211
2009-02-23,31.040000915527344
2009-01-22,29.940000534057617
2008-11-19,29.59000015258789
2008-09-16,29.639999389648438
2008-02-05,30.139999389648438
2008-04-09,30.799999237060547
2008-08-15,30.68000030517578
2008-07-14,30.43000030517578
2009-03-27,30.59000015258789
2009-05-14,31.770000457763672
2008-09-22,32.400001525878906
2008-07-29,31.389999389648438
2008-06-27,31.59000015258789
2009-03-10,31.260000228881836
2009-02-06,30.110000610351562
2009-01-05,29.950000762939453
2008-12-04,29.899999618530273
2008-02-20,29.959999084472656
2008-04-24,29.43000030517578
2008-10-01,29.600000381469727
2009-05-13,29.649999618530273
2009-05-26,29.440000534057617
