Dates,AAL
2018-06-20,42.34000015258789
2018-06-21,42.5
2018-06-25,42.40999984741211
2018-06-22,41.27000045776367
2018-06-26,39.959999084472656
2018-06-27,39.18000030517578
2018-06-28,38.529998779296875
2018-06-29,38.75
2018-07-02,38.400001525878906
2018-07-03,38.33000183105469
2018-07-05,38.18000030517578
2018-07-16,38.38999938964844
2018-09-18,39.40999984741211
2019-01-24,39.400001525878906
2019-09-05,38.34000015258789
2018-11-21,36.77000045776367
2020-01-13,37.2599983215332
2020-04-01,37.58000183105469
2020-06-19,38.04999923706055
2019-10-29,39.20000076293945
2020-01-16,38.380001068115234
2020-06-22,38.380001068115234
2018-10-03,38.220001220703125
2018-07-31,38.38999938964844
2019-03-12,38.34000015258789
2019-02-08,40.45000076293945
2019-01-07,40.86000061035156
2018-12-06,40.290000915527344
2019-08-19,39.869998931884766
2019-07-18,39.470001220703125
2019-05-15,38.119998931884766
2019-09-20,38.619998931884766
2019-11-01,38.4900016784668
2020-04-07,38.7400016784668
2020-06-25,38.86000061035156
2020-06-16,38.7400016784668
2019-11-04,37.790000915527344
2020-01-22,37.33000183105469
2019-11-07,37.560001373291016
2020-04-13,37.5099983215332
2019-07-01,38.459999084472656
2019-05-30,38.209999084472656
2018-08-15,40.099998474121094
2018-10-18,40.709999084472656
2019-03-27,40.189998626708984
2019-01-22,39.38999938964844
2018-12-21,39.150001525878906
2019-09-03,39.81999969482422
2018-11-19,40.70000076293945
2019-08-02,41.040000915527344
2020-01-28,40.84000015258789
2020-04-16,40.54999923706055
2019-11-13,41.34000015258789
2020-01-31,41.369998931884766
2018-12-04,39.689998626708984
2018-11-02,39.27000045776367
2019-07-16,39.4900016784668
2018-08-30,40.310001373291016
2018-10-01,40.400001525878906
2019-06-14,40.060001373291016
2019-05-13,39.970001220703125
2019-04-11,40.54999923706055
2019-02-06,40.86000061035156
2019-09-18,41.77000045776367
2020-02-03,42.16999816894531
2020-04-22,43.88999938964844
2019-11-19,43.29999923706055
2020-02-06,42.189998626708984
2019-11-22,41.47999954223633
2019-03-25,42.20000076293945
2019-02-21,41.959999084472656
2018-12-19,41.75
2018-07-12,39.599998474121094
2018-09-14,39.2599983215332
2018-08-13,39.0099983215332
2018-10-16,38.130001068115234
2019-07-31,36.849998474121094
2019-05-28,36.38999938964844
2019-04-26,33.400001525878906
2020-04-28,32.75
2019-11-25,32.130001068115234
2020-02-12,32.2400016784668
2020-05-01,33.439998626708984
2020-05-04,35.400001525878906
2019-06-12,33.7599983215332
2019-04-09,32.650001525878906
2019-03-08,32.52000045776367
