Dates,AAL
2018-06-20,42.029998779296875
2018-06-21,41.4900016784668
2018-06-25,41.349998474121094
2018-06-22,39.68000030517578
2018-06-26,39.09000015258789
2018-06-27,38.2599983215332
2018-06-28,38.20000076293945
2018-06-29,37.959999084472656
2018-07-02,38.36000061035156
2018-07-03,37.75
2018-07-05,37.9900016784668
2018-07-16,38.09000015258789
2018-09-18,39.310001373291016
2019-01-24,39.119998931884766
2019-09-05,35.959999084472656
2018-11-21,36.33000183105469
2020-01-13,37.119998931884766
2020-04-01,37.279998779296875
2020-06-19,37.380001068115234
2019-10-29,38.369998931884766
2020-01-16,38.130001068115234
2020-06-22,37.880001068115234
2018-10-03,38.040000915527344
2018-07-31,37.45000076293945
2019-03-12,38.189998626708984
2019-02-08,40.02000045776367
2019-01-07,39.689998626708984
2018-12-06,38.970001220703125
2019-08-19,39.540000915527344
2019-07-18,38.13999938964844
2019-05-15,37.93000030517578
2019-09-20,38.41999816894531
2019-11-01,38.40999984741211
2020-04-07,38.2599983215332
2020-06-25,38.380001068115234
2020-06-16,37.91999816894531
2019-11-04,37.2599983215332
2020-01-22,36.790000915527344
2019-11-07,37.09000015258789
2020-04-13,37.439998626708984
2019-07-01,38.15999984741211
2019-05-30,37.790000915527344
2018-08-15,39.9900016784668
2018-10-18,40.33000183105469
2019-03-27,39.189998626708984
2019-01-22,38.83000183105469
2018-12-21,38.81999969482422
2019-09-03,39.52000045776367
2018-11-19,40.689998626708984
2019-08-02,40.5
2020-01-28,40.400001525878906
2020-04-16,40.47999954223633
2019-11-13,40.77000045776367
2020-01-31,39.66999816894531
2018-12-04,38.47999954223633
2018-11-02,38.43000030517578
2019-07-16,39.43000030517578
2018-08-30,40.18000030517578
2018-10-01,39.2599983215332
2019-06-14,39.47999954223633
2019-05-13,39.7400016784668
2019-04-11,40.31999969482422
2019-02-06,40.790000915527344
2019-09-18,41.599998474121094
2020-02-03,41.88999938964844
2020-04-22,43.599998474121094
2019-11-19,41.97999954223633
2020-02-06,40.810001373291016
2019-11-22,41.040000915527344
2019-03-25,41.5
2019-02-21,41.33000183105469
2018-12-19,39.61000061035156
2018-07-12,38.5
2018-09-14,38.79999923706055
2018-08-13,37.91999816894531
2018-10-16,36.439998626708984
2019-07-31,35.900001525878906
2019-05-28,33.54999923706055
2019-04-26,31.610000610351562
2020-04-28,31.270000457763672
2019-11-25,30.90999984741211
2020-02-12,31.780000686645508
2020-05-01,33.279998779296875
2020-05-04,33.56999969482422
2019-06-12,32.060001373291016
2019-04-09,32.040000915527344
2019-03-08,32.15999984741211
2019-02-04,32.380001068115234
2018-07-27,30.34000015258789
2018-08-28,32.369998931884766
2019-01-03,32.459999084472656
2019-08-15,32.599998474121094
2018-10-31,34.65999984741211
2019-09-16,35.08000183105469
2020-02-18,36.369998931884766
