Dates,AAL
2018-06-20,41.349998474121094
2018-06-21,41.369998931884766
2018-06-25,41.02000045776367
2018-06-22,39.290000915527344
2018-06-26,38.9900016784668
2018-06-27,38.25
2018-06-28,37.060001373291016
2018-06-29,37.81999969482422
2018-07-02,37.439998626708984
2018-07-03,36.7599983215332
2018-07-05,37.52000045776367
2018-07-16,37.7599983215332
2018-09-18,38.06999969482422
2019-01-24,38.5
2019-09-05,35.900001525878906
2018-11-21,35.63999938964844
2020-01-13,36.13999938964844
2020-04-01,36.93000030517578
2020-06-19,37.08000183105469
2019-10-29,38.0
2020-01-16,37.54999923706055
2020-06-22,37.810001373291016
2018-10-03,37.36000061035156
2018-07-31,37.040000915527344
2019-03-12,37.31999969482422
2019-02-08,37.599998474121094
2019-01-07,39.5099983215332
2018-12-06,38.93000030517578
2019-08-19,39.13999938964844
2019-07-18,37.689998626708984
2019-05-15,37.349998474121094
2019-09-20,38.04999923706055
2019-11-01,37.869998931884766
2020-04-07,38.189998626708984
2020-06-25,38.220001220703125
2020-06-16,37.88999938964844
2019-11-04,36.45000076293945
2020-01-22,36.68000030517578
2019-11-07,36.83000183105469
2020-04-13,36.41999816894531
2019-07-01,37.439998626708984
2019-05-30,37.720001220703125
2018-08-15,37.9900016784668
2018-10-18,39.84000015258789
2019-03-27,39.13999938964844
2019-01-22,38.720001220703125
2018-12-21,38.529998779296875
2019-09-03,39.02000045776367
2018-11-19,39.599998474121094
2019-08-02,40.25
2020-01-28,40.150001525878906
2020-04-16,40.18000030517578
2019-11-13,40.31999969482422
2020-01-31,38.880001068115234
2018-12-04,38.25
2018-11-02,38.150001525878906
2019-07-16,38.4900016784668
2018-08-30,39.06999969482422
2018-10-01,39.22999954223633
2019-06-14,39.41999816894531
2019-05-13,39.31999969482422
2019-04-11,39.70000076293945
2019-02-06,39.650001525878906
2019-09-18,40.70000076293945
2020-02-03,41.189998626708984
2020-04-22,41.9900016784668
2019-11-19,41.849998474121094
2020-02-06,40.27000045776367
2019-11-22,40.779998779296875
2019-03-25,41.150001525878906
2019-02-21,40.70000076293945
2018-12-19,39.599998474121094
2018-07-12,38.400001525878906
2018-09-14,38.41999816894531
2018-08-13,37.47999954223633
2018-10-16,36.209999084472656
2019-07-31,35.599998474121094
2019-05-28,33.40999984741211
2019-04-26,31.59000015258789
2020-04-28,30.75
2019-11-25,30.809999465942383
2020-02-12,30.81999969482422
2020-05-01,31.979999542236328
2020-05-04,33.529998779296875
2019-06-12,31.8700008392334
2019-04-09,31.809999465942383
2019-03-08,31.81999969482422
2019-02-04,30.600000381469727
2018-07-27,30.239999771118164
2018-08-28,31.1200008392334
2019-01-03,31.299999237060547
2019-08-15,31.950000762939453
2018-10-31,32.33000183105469
2019-09-16,34.810001373291016
2020-02-18,35.06999969482422
2020-05-07,35.63999938964844
2018-08-17,35.130001068115234
2019-12-04,34.84000015258789
2020-02-21,35.47999954223633
2018-12-17,35.970001220703125
2019-08-30,36.029998779296875
2018-11-15,35.779998779296875
2019-07-29,37.099998474121094
2019-06-27,37.45000076293945
2019-04-24,36.310001373291016
2018-07-10,36.5
2018-09-12,35.310001373291016
2019-02-19,34.86000061035156
2019-01-18,35.970001220703125
2020-02-24,36.65999984741211
2020-05-13,37.70000076293945
2019-12-10,37.810001373291016
2020-02-27,37.779998779296875
2019-12-13,38.400001525878906
2020-05-19,38.41999816894531
2019-03-06,39.13999938964844
2018-11-30,36.66999816894531
2019-08-13,35.790000915527344
2019-07-12,33.380001068115234
2019-06-10,32.61000061035156
2019-05-09,33.61000061035156
2018-07-25,34.09000015258789
2018-09-27,32.380001068115234
2018-10-29,32.08000183105469
2019-10-16,31.700000762939453
2019-12-16,32.470001220703125
2020-03-04,32.22999954223633
2020-05-22,30.950000762939453
2019-10-01,30.649999618530273
2019-12-19,29.670000076293945
2018-09-10,29.59000015258789
2019-05-24,30.8700008392334
2018-08-09,31.510000228881836
2019-04-22,31.68000030517578
2019-03-21,31.049999237060547
2019-01-16,28.809999465942383
2019-08-28,30.399999618530273
2018-11-13,31.239999771118164
2018-10-12,32.20000076293945
2019-06-25,32.29999923706055
2020-03-10,29.780000686645508
2020-05-28,31.100000381469727
2019-10-07,30.700000762939453
2020-03-13,31.6299991607666
2019-10-10,32.7400016784668
2020-03-16,32.630001068115234
2020-06-03,33.150001525878906
2018-11-28,32.45000076293945
2018-09-25,31.389999389648438
2018-07-23,32.83000183105469
2018-08-24,33.7599983215332
2019-07-10,34.5
2019-05-07,36.06999969482422
2019-04-05,36.16999816894531
2019-03-04,35.54999923706055
2019-01-31,35.77000045776367
2019-09-12,36.119998931884766
2019-12-31,36.70000076293945
2020-03-19,36.61000061035156
2020-01-03,35.939998626708984
2020-06-09,35.38999938964844
2019-02-15,36.08000183105469
2019-01-14,35.66999816894531
2018-07-06,35.810001373291016
2018-08-07,35.66999816894531
2018-10-10,34.959999084472656
2018-12-13,35.0
2019-08-26,34.77000045776367
2019-07-25,34.83000183105469
2019-05-22,35.0
2019-03-19,35.66999816894531
2020-01-06,35.75
2020-03-25,35.27000045776367
2020-06-12,35.16999816894531
2019-10-22,34.369998931884766
2020-01-09,33.5
2020-06-15,33.16999816894531
2019-10-25,32.52000045776367
2020-03-31,31.6200008392334
2020-06-18,31.3700008392334
2019-04-03,31.56999969482422
2018-08-22,30.8799991607666
2018-10-25,31.0
2019-01-29,31.8799991607666
2018-12-28,31.420000076293945
2018-11-26,31.030000686645508
2019-08-09,31.3799991607666
2019-07-08,30.770000457763672
2019-06-06,30.790000915527344
2019-09-10,30.530000686645508
2020-01-15,30.15999984741211
2020-04-03,29.969999313354492
2019-10-31,30.149999618530273
2020-04-06,30.440000534057617
2020-06-24,30.84000015258789
2018-11-09,31.700000762939453
2019-07-23,32.459999084472656
2019-06-21,33.209999084472656
2019-05-20,33.349998474121094
2019-04-18,33.880001068115234
2018-09-06,33.439998626708984
2018-10-08,32.599998474121094
2019-02-13,33.09000015258789
2018-12-11,33.90999984741211
2019-09-25,34.5
2020-01-21,33.68000030517578
2020-04-09,33.59000015258789
2019-11-06,34.099998474121094
2020-01-24,33.900001525878906
2020-01-27,33.41999816894531
2020-04-15,33.41999816894531
2018-12-26,33.900001525878906
2019-08-07,33.130001068115234
2019-06-04,32.099998474121094
2018-09-21,33.310001373291016
2018-07-19,33.54999923706055
2018-08-20,33.880001068115234
2018-10-23,33.84000015258789
2019-05-03,34.150001525878906
2019-04-01,33.720001220703125
2019-02-28,33.40999984741211
2019-11-12,33.560001373291016
2020-01-30,33.060001373291016
2019-11-15,32.939998626708984
2020-04-21,31.979999542236328
2019-04-16,32.0099983215332
2019-03-15,31.549999237060547
2019-02-11,32.02000045776367
2019-01-10,31.690000534057617
2019-08-22,30.219999313354492
2018-11-07,31.1299991607666
2018-08-03,29.809999465942383
2018-09-04,29.309999465942383
2019-06-19,28.979999542236328
2019-09-23,28.5
2019-11-18,27.920000076293945
2020-02-05,27.989999771118164
2020-04-24,27.110000610351562
2019-03-29,27.020000457763672
2019-11-21,27.5
2020-04-27,29.459999084472656
2020-02-11,29.8799991607666
2020-04-30,30.43000030517578
2019-05-01,30.719999313354492
2019-02-26,30.510000228881836
2019-01-25,30.450000762939453
2018-12-24,31.40999984741211
2019-09-06,32.220001220703125
