Dates,AAL
2019-04-24,8296700.0
2018-07-10,10645700.0
2018-09-12,9421000.0
2019-02-19,7059600.0
2019-01-18,8701500.0
2020-02-24,6121300.0
2020-05-13,9203100.0
2019-12-10,8143000.0
2020-02-27,6673800.0
2019-12-13,5178100.0
2020-05-19,10015700.0
2019-03-06,6578000.0
2018-11-30,12315100.0
2019-08-13,9378900.0
2019-07-12,14380100.0
2019-06-10,8569100.0
2019-05-09,8055400.0
2018-07-25,7630500.0
2018-09-27,10279700.0
2018-10-29,8558600.0
2019-10-16,7638100.0
2019-12-16,9117600.0
2020-03-04,8120500.0
2020-05-22,9439600.0
2019-10-01,11800600.0
2019-12-19,5902000.0
2018-09-10,8621300.0
2019-05-24,7751300.0
2018-08-09,6379400.0
2019-04-22,5334700.0
2019-03-21,5229500.0
2019-01-16,16822000.0
2019-08-28,9369600.0
2018-11-13,8010700.0
2018-10-12,7107700.0
2019-06-25,6179400.0
2020-03-10,19726300.0
2020-05-28,6900100.0
2019-10-07,5878500.0
2020-03-13,7643100.0
2019-10-10,9141600.0
2020-03-16,5917500.0
2020-06-03,5817700.0
2018-11-28,14598200.0
2018-09-25,14317900.0
2018-07-23,15531100.0
2018-08-24,15811300.0
2019-07-10,14843500.0
2019-05-07,8744300.0
2019-04-05,7435600.0
2019-03-04,7706600.0
2019-01-31,6611900.0
2019-09-12,9089300.0
2019-12-31,6003200.0
2020-03-19,5802800.0
2020-01-03,5857300.0
2020-06-09,4973300.0
2019-02-15,4932600.0
2019-01-14,6883200.0
2018-07-06,5837900.0
2018-08-07,4070000.0
2018-10-10,11471900.0
2018-12-13,6436100.0
2019-08-26,6969900.0
2019-07-25,5900700.0
2019-05-22,5393300.0
2019-03-19,10905900.0
2020-01-06,7565000.0
2020-03-25,5874900.0
2020-06-12,7873800.0
2019-10-22,8654000.0
2020-01-09,6998100.0
2020-06-15,7405700.0
2019-10-25,6420800.0
2020-03-31,7112400.0
2020-06-18,6200500.0
2019-04-03,8944000.0
2018-08-22,10887500.0
2018-10-25,11092900.0
2019-01-29,6454500.0
2018-12-28,9645100.0
2018-11-26,6832700.0
2019-08-09,6824500.0
2019-07-08,6250200.0
2019-06-06,5725100.0
2019-09-10,7488900.0
2020-01-15,5172000.0
2020-04-03,4583400.0
2019-10-31,6406900.0
2020-04-06,6687200.0
2020-06-24,6980800.0
2018-11-09,7438200.0
2019-07-23,10406100.0
2019-06-21,10047400.0
2019-05-20,6192300.0
2019-04-18,5164700.0
2018-09-06,6219800.0
2018-10-08,8119100.0
2019-02-13,7159500.0
2018-12-11,7352400.0
2019-09-25,4610500.0
2020-01-21,6390600.0
2020-04-09,4498400.0
2019-11-06,3772100.0
2020-01-24,3318200.0
2020-01-27,3884200.0
2020-04-15,3329800.0
2018-12-26,3739800.0
2019-08-07,6156500.0
2019-06-04,9623100.0
2018-09-21,5558200.0
2018-07-19,5719600.0
2018-08-20,4466600.0
2018-10-23,5320300.0
2019-05-03,5181400.0
2019-04-01,4156800.0
2019-02-28,6957800.0
2019-11-12,4374100.0
2020-01-30,4500100.0
2019-11-15,4949800.0
2020-04-21,7040900.0
2019-04-16,5503900.0
2019-03-15,4518600.0
2019-02-11,4739700.0
2019-01-10,4751600.0
2019-08-22,7576200.0
2018-11-07,4986900.0
2018-08-03,10258700.0
2018-09-04,11324600.0
2019-06-19,5764000.0
2019-09-23,8362800.0
2019-11-18,6248100.0
2020-02-05,4734100.0
2020-04-24,7441400.0
2019-03-29,6796300.0
2019-11-21,10218500.0
2020-04-27,8713700.0
2020-02-11,5507600.0
2020-04-30,4843600.0
2019-05-01,5449400.0
2019-02-26,3461800.0
2019-01-25,5144200.0
2018-12-24,10856500.0
2019-09-06,6128000.0
2018-07-17,3420700.0
2018-09-19,3789300.0
2019-08-05,5535500.0
2019-10-08,8969200.0
2019-12-11,7481800.0
2019-11-27,8425700.0
2020-02-14,6523600.0
2020-05-06,4089700.0
2019-01-08,4274500.0
2018-12-07,5238500.0
2019-08-20,8985600.0
2018-11-05,4765100.0
2019-07-19,2747700.0
2018-10-04,2583900.0
2019-06-17,5328800.0
2019-05-16,5450600.0
2018-08-01,8869700.0
2019-03-13,6842900.0
2019-12-03,5012200.0
2020-02-20,3483600.0
2019-12-06,6353600.0
2020-05-12,5881900.0
2019-12-09,3049300.0
2020-02-26,4249000.0
2020-05-15,4005600.0
2019-03-28,4524100.0
2018-09-17,7315300.0
2018-08-16,13152300.0
2018-10-19,7875200.0
2019-04-29,6963900.0
2019-01-23,5290200.0
2019-09-04,6269400.0
2018-11-20,8013000.0
2019-07-02,6475900.0
2019-05-31,8948900.0
2019-12-12,6010100.0
2020-05-18,6771500.0
2019-09-27,5028200.0
2020-03-03,4031300.0
2020-05-21,8015000.0
2019-05-14,12950000.0
2018-08-31,10104400.0
2018-07-30,10057900.0
2018-10-02,8826800.0
2019-04-12,9034800.0
2019-03-11,7658800.0
2019-02-07,6227500.0
2019-07-17,5957900.0
2019-09-19,8900100.0
2019-10-21,6722600.0
2019-12-18,7503700.0
2020-03-06,9079100.0
2019-10-03,7205600.0
2020-03-09,5076200.0
2020-05-27,6730000.0
2019-12-24,5653300.0
2020-03-12,6254600.0
2018-12-20,5791900.0
2019-08-01,8561600.0
2018-08-14,6377300.0
2018-07-13,10842600.0
2018-10-17,5808800.0
2019-05-29,7131900.0
2019-03-26,15507800.0
2019-02-22,12683400.0
2019-10-04,6129400.0
2019-11-05,5102700.0
2019-12-27,6885400.0
2020-06-02,5324400.0
2019-12-30,5558300.0
2020-03-18,6369400.0
2020-06-05,4831300.0
2019-07-15,5155100.0
2018-12-03,5109800.0
2019-06-13,6547000.0
2019-01-04,14178200.0
2018-08-29,8586400.0
2019-02-05,6446100.0
2018-11-01,5725400.0
2019-08-16,9028100.0
2019-04-10,8095500.0
2019-09-17,7057600.0
2019-10-15,7492400.0
2020-01-02,3167100.0
2020-06-08,7019200.0
2019-10-18,6353300.0
2020-03-24,6709600.0
2020-06-11,5689100.0
2020-01-08,6746400.0
2019-04-25,8022000.0
2019-07-30,8396900.0
2019-02-20,17890900.0
2018-07-11,13835700.0
2018-09-13,10298500.0
2018-10-15,6843200.0
2019-06-28,10356100.0
2018-12-18,8779400.0
2018-11-16,8270900.0
2019-10-02,5888600.0
2020-03-27,5500000.0
2020-01-10,4270300.0
2019-10-24,6342400.0
2020-03-30,6352900.0
2020-06-17,4109100.0
2020-01-14,8662900.0
2020-04-02,7152300.0
2019-01-02,4393200.0
2019-08-14,4552000.0
2018-10-30,5368800.0
2019-06-11,5965500.0
2019-05-10,9936100.0
2019-04-08,6071800.0
2018-08-27,4827100.0
2018-07-26,5171200.0
2018-09-28,5932800.0
2019-03-07,3381800.0
2019-10-30,2970800.0
2020-01-17,6850800.0
2020-06-23,7736600.0
2020-04-08,4805300.0
2020-06-26,4994500.0
2019-03-22,6093100.0
2019-01-17,4474400.0
2019-08-29,7538700.0
2018-11-14,5434600.0
2019-06-26,9645300.0
2018-09-11,5965200.0
2018-07-09,6997300.0
2018-08-10,5920300.0
2019-04-23,4633800.0
2019-09-30,6295100.0
2020-01-23,12277100.0
2019-11-08,9291100.0
2020-04-14,2373600.0
2019-11-11,4746500.0
2020-01-29,8416500.0
2020-04-17,4940300.0
2018-07-24,4396800.0
2018-09-26,6451100.0
2019-05-08,14008900.0
2019-03-05,6105800.0
2019-02-01,6105900.0
2018-12-31,10496800.0
2018-11-29,6898900.0
2019-08-12,8106800.0
2019-07-11,5874400.0
2019-09-13,8888900.0
2019-11-14,5689900.0
2020-04-20,6442800.0
2020-02-04,7379400.0
2020-04-23,16409400.0
2018-12-14,9852600.0
2019-08-27,25611100.0
2018-08-08,18067800.0
2018-10-11,21573800.0
2018-11-12,11939200.0
2019-07-26,9088700.0
2019-06-24,10685500.0
2019-05-23,11027900.0
2019-03-20,7631900.0
2019-01-15,10832900.0
2019-11-20,8959700.0
2020-02-07,8335800.0
2020-02-10,6231800.0
2020-04-29,15134300.0
2019-11-26,8977700.0
2020-02-13,9315400.0
2019-01-30,9119400.0
2018-08-23,5524800.0
2018-09-24,10485100.0
2018-11-27,8400700.0
2018-10-26,10093400.0
2019-07-09,11253600.0
2019-06-07,21713200.0
2019-05-06,22296900.0
2019-04-04,19610300.0
2019-09-11,31833600.0
2019-11-29,37166400.0
2020-05-05,38738000.0
2019-12-02,35402500.0
2020-02-19,44362100.0
2020-05-08,44656800.0
2019-05-21,54505000.0
2019-03-18,42558000.0
2018-09-07,56972700.0
2018-08-06,43705800.0
2018-10-09,53968500.0
2019-02-14,58376100.0
2018-12-12,84916800.0
2019-07-24,58055800.0
2019-09-26,78458800.0
2019-10-28,71584500.0
2019-12-05,62681800.0
2020-05-11,56427300.0
2019-07-03,101553100.0
2020-02-25,93795100.0
2020-05-14,77530600.0
2020-02-28,50783500.0
2019-08-08,50516800.0
2019-06-05,44851400.0
2018-07-20,56854400.0
2018-08-21,65534600.0
2018-10-24,87018900.0
2019-04-02,94272300.0
2019-03-01,138061000.0
2019-01-28,82718700.0
2018-12-27,117592800.0
2019-09-09,73385500.0
2020-03-02,68039500.0
2020-05-20,124719900.0
2019-12-17,83627000.0
2020-03-05,61279500.0
2019-02-12,58984900.0
2019-01-11,49882300.0
2018-12-10,76320100.0
2019-08-23,54598500.0
2018-11-08,67234900.0
2019-07-22,67378800.0
2019-06-20,114643000.0
2018-09-05,113669400.0
2019-04-17,94567100.0
2019-09-24,99441400.0
2019-12-20,125580000.0
2020-05-26,86943900.0
2019-04-30,68991000.0
2019-12-23,61817000.0
2020-03-11,59649800.0
2020-05-29,48499000.0
2019-12-26,46833100.0
2020-06-01,68704600.0
2019-05-02,72320500.0
2019-02-27,39560500.0
2018-11-23,76624400.0
2019-08-06,62242500.0
2018-07-18,44006700.0
2018-09-20,45785700.0
2018-10-22,37596800.0
2019-07-05,101717000.0
2019-06-03,99314800.0
2019-10-09,70488800.0
2019-10-11,59054700.0
2020-03-17,50313500.0
2020-06-04,49148600.0
2019-10-14,86685300.0
2020-03-20,399432600.0
2018-11-06,428617100.0
2019-06-18,175418900.0
2019-05-17,111234400.0
2019-04-15,163952500.0
2019-03-14,124220800.0
2019-01-09,160744900.0
2018-08-02,122904100.0
2018-10-05,127369700.0
2019-08-21,71397600.0
2019-10-17,64265300.0
2020-03-23,92320200.0
2020-06-10,118994500.0
2019-02-25,204022300.0
2020-01-07,140975500.0
2020-03-26,117383400.0
2019-10-23,108813000.0
