Dates,AAL
2018-06-20,41.13998031616211
2018-06-21,40.61142349243164
2018-06-25,40.47438430786133
2018-06-22,38.83974838256836
2018-06-26,38.26224136352539
2018-06-27,37.4498176574707
2018-06-28,37.39108657836914
2018-06-29,37.15617370605469
2018-07-02,37.54770278930664
2018-07-03,36.95061492919922
2018-07-05,37.1855354309082
2018-07-16,37.283416748046875
2018-09-18,38.47758483886719
2019-01-24,38.291603088378906
2019-09-05,35.19852066040039
2018-11-21,35.560691833496094
2020-01-13,36.333953857421875
2020-04-01,36.490562438964844
2020-06-19,36.58845138549805
2019-10-29,37.55748748779297
2020-01-16,37.32257080078125
2020-06-22,37.07786560058594
2018-10-03,37.234474182128906
2018-07-31,36.6569709777832
2019-03-12,37.38129806518555
2019-02-08,39.172542572021484
2019-01-07,38.84953689575195
2018-12-06,38.14478302001953
2019-08-19,38.70271301269531
2019-07-18,37.33235168457031
2019-05-15,37.12680435180664
2019-09-20,37.6064338684082
2019-11-01,37.69475173950195
2020-04-07,37.54754638671875
2020-06-25,37.66530990600586
2020-06-16,37.21387481689453
2019-11-04,36.566165924072266
2020-01-22,36.10491943359375
2019-11-07,36.399330139160156
2020-04-13,36.7428092956543
2019-07-01,37.449405670166016
2019-05-30,37.08629608154297
2018-08-15,39.245338439941406
2018-10-18,39.57899856567383
2019-03-27,38.46022415161133
2019-01-22,38.106937408447266
2018-12-21,38.09711837768555
2019-09-03,38.784088134765625
2018-11-19,39.932289123535156
2019-08-02,39.74583435058594
2020-01-28,39.64769744873047
2020-04-16,39.72620391845703
2019-11-13,40.010807037353516
2020-01-31,38.93128967285156
2018-12-04,37.763450622558594
2018-11-02,37.714378356933594
2019-07-16,38.69575881958008
2018-08-30,39.43178939819336
2018-10-01,38.5289192199707
2019-06-14,38.74482345581055
2019-05-13,38.9999885559082
2019-04-11,39.569183349609375
2019-02-06,40.030433654785156
2019-09-18,40.825347900390625
2020-02-03,41.109947204589844
2020-04-22,42.78810501098633
2019-11-19,41.19827651977539
2020-02-06,40.0500602722168
2019-11-22,40.275779724121094
2019-03-25,40.727210998535156
2019-02-21,40.56038284301758
2018-12-19,38.87240219116211
2018-07-12,37.78307342529297
2018-09-14,38.07748794555664
2018-08-13,37.21387481689453
2018-10-16,35.761436462402344
2019-07-31,35.23149490356445
2019-05-28,32.92525100708008
2019-04-26,31.021377563476562
2020-04-28,30.687707901000977
2019-11-25,30.334413528442383
2020-02-12,31.188215255737305
2020-05-01,32.660274505615234
2020-05-04,32.94488525390625
2019-06-12,31.46299934387207
2019-04-09,31.443370819091797
2019-03-08,31.561134338378906
2019-02-04,31.777042388916016
2018-07-27,29.775028228759766
2018-08-28,31.767223358154297
2019-01-03,31.855548858642578
2019-08-15,31.99294090270996
2018-10-31,34.01457977294922
2019-09-16,34.42676544189453
2020-02-18,35.69274139404297
2020-05-07,35.65349197387695
2018-08-17,35.15160369873047
2019-12-04,34.6103515625
2020-02-21,36.381710052490234
2018-12-17,36.27346420288086
2019-08-30,35.643646240234375
2018-11-15,36.27346420288086
2019-07-29,37.1788215637207
2019-06-27,37.50356674194336
2019-04-24,37.21818542480469
2018-07-10,36.16521453857422
2018-09-12,35.25000762939453
2019-02-19,35.02367401123047
2019-01-18,35.732208251953125
2020-02-24,37.34611511230469
2020-05-13,37.49372482299805
2019-12-10,37.68070602416992
2020-02-27,38.32035827636719
2019-12-13,37.80863952636719
2020-05-19,39.52094650268555
2019-03-06,39.019065856933594
2018-11-30,36.106163024902344
2019-08-13,36.3521842956543
2019-07-12,33.03581237792969
2019-06-10,33.301517486572266
2019-05-09,33.557376861572266
2018-07-25,33.803401947021484
2018-09-27,31.9434757232666
2018-10-29,31.894269943237305
2019-10-16,31.530160903930664
2019-12-16,33.006290435791016
2020-03-04,31.904109954833984
2020-05-22,31.382545471191406
2019-10-01,30.290210723876953
2019-12-19,29.2470760345459
2018-09-10,31.776180267333984
2019-05-24,31.530160903930664
2018-08-09,31.323497772216797
2019-04-22,31.599044799804688
2019-03-21,31.963159561157227
2019-01-16,29.5816650390625
2019-08-28,31.530160903930664
2018-11-13,32.42567825317383
2018-10-12,31.904109954833984
2019-06-25,32.88819885253906
2020-03-10,31.530160903930664
2020-05-28,31.29397964477539
2019-10-07,31.20541000366211
2020-03-13,31.589204788208008
2019-10-10,32.31742858886719
2020-03-16,33.045654296875
2020-06-03,33.42945098876953
2018-11-28,32.219024658203125
2018-09-25,31.146364212036133
2018-07-23,33.124385833740234
2018-08-24,34.423377990722656
2019-07-10,35.988075256347656
2019-05-07,35.71253204345703
2019-04-05,35.76173400878906
2019-03-04,35.2008056640625
2019-01-31,35.535396575927734
2019-09-12,36.194732666015625
2019-12-31,36.44142532348633
2020-03-19,36.2736701965332
2020-01-03,35.69147872924805
2020-06-09,35.52372360229492
2019-02-15,36.10592269897461
2019-01-14,35.277034759521484
2018-07-06,35.73094940185547
2018-08-07,35.63227462768555
2018-10-10,34.58629608154297
2018-12-13,35.00074005126953
2019-08-26,34.596168518066406
2019-07-25,34.5172233581543
2019-05-22,35.020477294921875
2019-03-19,35.42505645751953
2020-01-06,35.77042007446289
2020-03-25,35.21782684326172
2020-06-12,35.158626556396484
2019-10-22,34.18171691894531
2020-01-09,33.273895263671875
2020-06-15,32.790374755859375
2019-10-25,32.32659149169922
2020-03-31,31.793739318847656
2020-06-18,31.487838745117188
2019-04-03,31.625986099243164
2018-08-22,30.510934829711914
2018-10-25,31.418764114379883
2019-01-29,31.704927444458008
2018-12-28,31.014190673828125
2018-11-26,30.964847564697266
2019-08-09,31.172075271606445
2019-07-08,30.550405502319336
2019-06-06,31.033924102783203
2019-09-10,30.16556739807129
2020-01-15,29.810327529907227
2020-04-03,29.810327529907227
2019-10-31,30.530672073364258
2020-04-06,30.491201400756836
2020-06-24,31.33982276916504
2018-11-09,31.92201805114746
2019-07-23,32.553550720214844
2019-06-21,33.26402282714844
2019-05-20,33.481117248535156
2019-04-18,33.609397888183594
2018-09-06,33.43177795410156
2018-10-08,32.869319915771484
2019-02-13,33.56992721557617
2018-12-11,34.34947204589844
2019-09-25,34.23106384277344
2020-01-21,33.303497314453125
2020-04-09,33.57978820800781
2019-11-06,33.92516326904297
2020-01-24,33.91529083251953
2020-01-27,33.037071228027344
2020-04-15,33.52058792114258
2018-12-26,33.54032516479492
2019-08-07,32.967994689941406
2019-06-04,32.622623443603516
2018-09-21,33.32323455810547
2018-07-19,33.72780227661133
2018-08-20,33.46137619018555
2018-10-23,33.5008544921875
2019-05-03,34.329734802246094
2019-04-01,34.29026412963867
2019-02-28,33.557952880859375
2019-11-12,33.39960861206055
2020-01-30,33.5975341796875
2019-11-15,33.63711929321289
2020-04-21,31.806325912475586
2019-04-16,32.00425338745117
2019-03-15,31.82611846923828
