Dates,ES=F
2019-03-19,2824.0
2019-09-27,2829.0
2020-01-06,2817.25
2020-03-25,2813.75
2020-06-12,2805.25
2019-10-22,2789.5
2020-01-09,2806.0
2020-06-15,2791.75
2019-10-25,2795.0
2020-03-31,2820.25
2020-06-18,2844.5
2019-04-03,2862.25
2018-08-22,2865.25
2018-10-25,2871.0
2019-01-29,2880.5
2018-12-28,2884.25
2018-11-26,2877.25
2019-08-09,2878.0
2019-07-08,2885.25
2019-06-06,2890.75
2019-09-10,2900.5
2019-10-28,2904.5
2020-01-15,2898.5
2020-04-03,2889.5
2020-03-29,2899.0
2020-06-21,2908.0
2019-10-31,2927.75
2020-04-06,2914.25
2020-06-24,2917.25
2018-11-09,2937.75
2019-07-23,2926.0
2019-06-21,2916.0
2019-05-20,2901.0
2019-04-18,2916.5
2018-09-06,2883.5
2018-10-08,2862.5
2019-02-13,2868.75
2018-12-11,2836.25
2019-09-25,2826.0
2019-11-03,2802.0
2020-01-21,2799.75
2020-04-09,2815.0
2019-11-06,2840.5
2020-01-24,2852.5
2020-04-12,2832.5
2020-01-27,2846.25
2020-04-15,2848.25
2018-12-26,2805.75
2019-08-07,2819.25
2019-06-04,2800.5
2018-09-21,2766.25
2018-07-19,2776.5
2018-08-20,2750.0
2018-10-23,2728.75
2019-05-03,2744.0
2019-04-01,2801.0
2019-02-28,2812.75
2019-11-12,2838.0
2020-01-30,2880.5
2019-11-15,2879.25
2020-02-02,2875.25
2020-04-21,2867.25
2019-04-16,2880.5
2019-03-15,2887.75
2019-02-11,2884.5
2019-01-10,2909.0
2019-08-22,2926.0
2018-11-07,2944.0
2019-07-21,2947.25
2018-08-03,2920.0
2018-09-04,2914.5
2019-06-19,2914.75
2019-11-18,2930.0
2020-02-05,2968.5
2020-04-24,2955.5
2019-03-29,2958.5
2019-11-21,2971.25
2020-04-27,2988.5
2019-11-24,2973.25
2020-02-11,2963.5
2020-04-30,2971.25
2019-05-01,2992.5
2019-02-26,3002.25
2019-01-25,3013.25
2018-07-17,3010.75
2018-09-19,3004.5
2019-08-05,2980.5
2019-09-06,2974.5
2019-10-08,2969.5
2019-12-11,2972.5
2020-01-12,2972.5
2019-09-09,2987.5
2019-11-27,2996.0
2020-02-14,2998.0
2020-05-03,3006.0
2019-09-12,3022.0
2020-05-06,3015.5
2019-01-08,3001.5
2018-12-07,2958.0
2019-08-20,2944.5
2018-11-05,2913.5
2019-07-19,2925.25
2018-10-04,2820.5
2019-06-17,2775.75
2019-05-16,2823.25
2018-08-01,2870.5
2019-03-13,2899.0
2019-09-15,2914.5
2019-12-03,2872.5
2020-02-20,2866.75
2019-12-06,2835.75
2020-02-23,2817.75
2020-05-12,2849.5
2019-12-09,2892.5
2020-02-26,2892.5
2020-05-15,2894.25
2019-03-28,2893.0
2018-09-17,2904.25
2018-08-16,2834.0
2018-10-19,2810.25
2019-04-29,2810.25
2019-01-23,2860.0
2018-11-20,2851.75
2019-07-02,2875.25
2019-05-31,2913.25
2019-09-04,2895.25
2019-12-12,2889.0
2020-05-18,2902.0
2019-12-15,2936.5
2020-03-03,2970.25
2020-05-21,2980.0
2019-05-14,2969.5
2018-08-31,2957.25
2018-07-30,2972.0
2018-10-02,3001.0
2019-04-12,3003.5
2019-03-11,2985.25
2019-02-07,2981.25
2019-08-18,2991.5
2019-07-17,2978.5
2019-09-19,2988.75
2019-09-30,3001.75
2019-12-18,2995.75
2020-03-06,2982.0
2020-05-24,2958.5
2019-10-03,2953.75
2020-03-09,2964.25
2020-05-27,2946.25
2019-10-06,2965.5
2020-03-12,2964.5
2018-12-20,2937.0
2019-08-01,2874.0
2019-06-30,2855.0
2018-08-14,2896.75
2018-07-13,2928.0
2018-10-17,2928.0
2019-05-29,2890.5
2019-03-26,2888.25
2019-02-22,2881.75
2019-10-04,2941.75
2019-12-27,2967.5
2020-03-15,2953.75
2020-06-02,2966.5
2019-12-30,2984.75
2020-03-18,2985.25
2020-06-05,2975.0
2019-07-15,2983.75
2018-12-03,2983.75
2019-06-13,2988.25
2019-01-04,2982.0
2018-08-29,2998.75
2019-02-05,3000.0
2018-11-01,3022.75
2019-08-16,3022.75
2019-04-10,3029.5
2019-09-17,3023.25
2019-10-15,3020.25
2020-01-02,3033.0
2020-06-08,3064.75
2019-10-18,3064.75
2020-01-05,3069.75
2020-03-24,3063.0
2020-06-11,3070.25
2019-10-21,3072.5
2020-01-08,3089.25
2019-04-25,3074.5
2019-07-30,3081.25
2019-02-20,3075.75
2018-07-11,3081.75
2018-09-13,3095.75
2018-10-15,3114.0
2019-06-28,3111.0
2018-12-18,3112.75
2018-11-16,3090.75
2019-10-02,3091.25
2020-03-27,3097.75
2020-06-14,3116.5
2020-01-10,3116.5
2019-10-24,3128.0
2020-03-30,3141.75
2020-06-17,3144.25
2019-10-27,3110.25
2020-01-14,3069.5
2020-04-02,3081.75
2019-01-02,3103.25
2019-08-14,3117.0
2018-10-30,3146.0
2019-06-11,3131.25
2019-05-10,3116.25
2019-04-08,3129.5
2018-08-27,3137.25
2018-07-26,3156.75
2018-09-28,3173.75
2019-03-07,3173.75
2019-10-30,3187.75
2020-01-17,3188.5
2020-06-23,3190.25
2020-04-08,3204.25
2020-06-26,3224.75
2019-11-05,3224.25
2019-03-22,3227.0
2019-01-17,3235.5
2019-08-29,3238.0
2018-11-14,3217.25
2019-07-28,3213.0
2019-06-26,3234.25
2018-09-11,3206.75
2018-07-09,3216.25
2018-08-10,3208.75
2019-04-23,3226.0
2020-01-23,3181.0
2020-06-29,3257.75
2019-11-08,3260.75
2020-01-26,3265.5
2020-04-14,3265.5
2019-11-11,3275.25
2020-01-29,3277.75
2020-04-17,3294.0
2018-07-24,3316.0
2018-09-26,3323.25
2019-05-08,3307.25
2019-03-05,3315.25
2019-02-01,3301.25
2018-12-31,3280.5
2018-11-29,3252.25
2019-08-12,3233.0
2019-07-11,3238.75
2019-09-13,3265.25
2019-11-14,3239.75
2020-04-20,3212.75
2019-11-17,3222.0
2020-02-04,3222.0
2020-04-23,3236.0
2018-12-14,3288.25
2019-08-27,3332.5
2018-08-08,3320.75
2018-10-11,3303.5
2018-11-12,3303.5
2019-07-26,3349.25
2019-06-24,3355.5
2019-05-23,3348.5
2019-03-20,3365.25
2019-01-15,3382.0
2019-11-20,3355.25
2020-02-07,3370.75
2020-04-26,3339.25
2019-09-05,3328.0
2020-02-10,3289.5
2020-04-29,3213.75
2019-09-08,3117.25
2019-11-26,3091.0
2020-02-13,2952.25
2019-01-30,2853.25
2018-08-23,2853.25
2018-09-24,2889.25
2018-10-26,2973.0
2018-11-27,2976.5
2019-07-09,2996.5
2019-06-07,2898.0
2019-05-06,2898.0
2019-04-04,2715.0
2019-09-11,2695.25
2020-02-16,2702.75
2020-05-05,2442.5
2019-12-02,2393.5
2020-02-19,2393.5
2020-05-08,2350.0
2019-05-21,2352.0
2019-03-18,2262.0
2018-09-07,2275.0
2018-08-06,2280.0
2018-10-09,2174.0
2019-02-14,2174.5
2018-12-12,2275.25
2019-08-25,2386.0
2019-07-24,2402.25
2019-09-26,2505.25
2019-12-05,2445.0
2020-05-11,2495.0
2019-12-08,2536.5
2020-02-25,2434.25
2020-05-14,2424.75
2019-09-23,2449.0
2020-02-28,2562.75
2020-05-17,2623.5
2019-08-08,2627.25
2019-07-07,2701.0
2019-06-05,2717.25
2018-07-20,2711.0
2018-08-21,2780.5
2018-10-24,2750.5
2019-04-02,2754.75
2019-03-01,2821.0
2019-01-28,2843.25
2018-12-27,2804.25
2020-03-02,2717.25
2020-05-20,2717.25
2019-09-29,2764.25
2019-12-17,2755.25
2020-03-05,2812.75
2019-02-12,2842.25
2019-01-11,2851.0
2018-12-10,2860.75
2019-08-23,2883.25
2018-11-08,2811.75
2019-07-22,2773.0
2019-06-20,2771.0
2018-09-05,2832.5
2019-04-17,2823.0
2019-09-24,2847.75
2019-12-20,2895.75
2020-03-08,2916.0
2020-05-26,2889.75
2019-04-30,2827.5
2019-12-23,2786.0
2020-03-11,2760.5
2020-05-29,2809.5
2019-12-26,2850.0
2020-06-01,2874.0
2019-05-02,2908.5
2019-02-27,2925.0
2019-08-06,2933.0
2018-07-18,2903.75
2018-09-20,2962.25
2018-10-22,2947.5
2019-07-05,2965.5
2019-06-03,3019.5
2019-10-09,2992.0
2019-11-10,3008.0
2019-10-11,3008.0
2019-12-29,3035.0
2020-03-17,3074.25
2020-06-04,3087.5
2019-10-14,3106.5
2020-03-20,3187.5
2020-06-07,3183.25
2018-11-06,3190.0
2019-06-18,3179.75
2019-05-17,2996.25
2019-04-15,2982.0
2019-03-14,2980.75
2019-01-09,2923.75
2018-08-02,3060.25
2018-10-05,3094.5
2019-08-21,3064.5
2019-09-22,3057.5
2019-10-17,3027.25
2020-03-23,3027.25
2020-06-10,3060.0
2019-02-25,3019.75
2019-10-20,3005.0
2020-01-07,2992.5
2020-03-26,2983.5
2019-10-23,2983.5
