Dates,ES=F
2018-06-20,2757.25
2018-06-21,2747.0
2018-06-25,2749.25
2018-06-22,2700.5
2018-06-26,2714.75
2018-06-27,2701.0
2018-06-28,2693.25
2018-06-29,2716.75
2018-07-02,2698.5
2018-07-05,2710.75
2018-07-06,2731.25
2018-07-16,2761.75
2018-09-18,2780.5
2019-01-24,2765.75
2018-11-21,2773.75
2019-08-04,2793.25
2020-01-13,2795.0
2020-04-01,2789.75
2020-06-19,2806.75
2019-10-29,2800.25
2020-01-16,2793.0
2020-06-22,2792.5
2018-10-03,2810.25
2018-07-31,2814.0
2019-03-12,2833.25
2019-02-08,2808.75
2019-01-07,2798.25
2018-12-06,2802.75
2019-08-19,2805.5
2019-07-18,2791.0
2019-05-15,2824.75
2019-09-20,2835.0
2019-11-01,2848.25
2020-01-19,2852.5
2020-04-07,2850.5
2020-06-25,2826.0
2020-06-16,2820.0
2019-11-04,2825.75
2020-01-22,2803.0
2020-06-28,2817.5
2019-11-07,2835.0
2020-04-13,2850.25
2019-07-01,2852.0
2019-05-30,2846.25
2018-08-15,2854.75
2018-10-18,2856.25
2019-03-27,2876.75
2019-01-22,2894.25
2018-12-21,2897.5
2018-11-19,2895.5
2019-08-02,2891.75
2019-09-03,2885.5
2020-01-28,2877.5
2020-04-16,2868.0
2019-11-13,2865.0
2020-01-31,2873.25
2020-04-19,2867.25
2018-12-04,2879.5
2018-11-02,2884.75
2019-07-16,2896.75
2018-08-30,2887.25
2018-10-01,2878.5
2019-06-14,2900.75
2019-05-13,2908.25
2019-04-11,2932.25
2019-02-06,2917.75
2019-09-18,2918.25
2020-02-03,2907.5
2020-04-22,2907.5
2019-09-01,2908.0
2019-11-19,2922.5
2020-02-06,2917.5
2019-11-22,2924.75
2020-02-09,2887.75
2019-03-25,2873.25
2019-02-21,2866.0
2018-12-19,2874.5
2018-07-12,2771.5
2018-09-14,2712.25
2018-08-13,2732.25
2018-10-16,2745.25
2019-07-31,2745.5
2019-05-28,2783.25
2019-04-26,2756.5
2020-04-28,2762.25
2019-11-25,2749.75
2020-02-12,2692.25
2020-05-01,2652.25
2020-05-04,2658.75
2019-06-12,2627.25
2019-04-09,2603.0
2019-03-08,2633.25
2019-02-04,2682.0
2018-07-27,2705.5
2018-08-28,2699.5
2019-01-03,2712.75
2019-08-15,2729.75
2018-10-31,2744.75
2019-07-14,2795.0
2019-12-01,2764.5
2020-02-18,2722.25
2020-05-07,2714.5
2018-08-17,2686.25
2019-09-16,2671.25
2019-12-04,2708.75
2020-02-21,2681.5
2020-05-10,2631.75
2018-12-17,2632.25
2019-08-30,2631.5
2018-11-15,2655.25
2019-07-29,2681.0
2019-06-27,2723.25
2019-04-24,2729.0
2018-07-10,2773.5
2018-09-12,2696.0
2019-02-19,2621.25
2019-01-18,2623.25
2020-02-24,2583.0
2020-05-13,2621.25
2019-12-10,2631.75
2020-02-27,2637.25
2019-12-13,2594.0
2020-03-01,2530.5
2020-05-19,2528.0
2019-03-06,2488.0
2018-11-30,2441.0
2019-08-13,2466.75
2019-07-12,2316.75
2019-06-10,2397.0
2019-05-09,2472.75
2018-07-25,2482.75
2018-09-27,2452.25
2018-10-29,2443.25
2019-10-16,2438.5
2019-12-16,2523.25
2020-03-04,2547.5
2020-05-22,2568.5
2019-10-01,2560.5
2019-12-19,2577.0
2018-09-10,2567.25
2019-05-24,2580.0
2018-08-09,2602.5
2019-04-22,2596.5
2019-03-21,2632.75
2019-01-16,2616.5
2019-08-28,2612.5
2018-11-13,2626.0
2018-10-12,2634.5
2019-06-25,2622.25
2019-12-22,2628.5
2020-03-10,2636.25
2020-05-28,2675.75
2019-10-07,2695.5
2020-03-13,2697.0
2020-05-31,2716.25
2019-10-10,2722.25
2020-03-16,2685.5
2020-06-03,2680.75
2018-11-28,2700.5
2019-08-11,2705.5
2018-09-25,2742.75
2018-07-23,2730.25
2018-08-24,2729.0
2019-07-10,2766.0
2019-05-07,2773.25
2019-04-05,2764.25
2019-03-04,2770.5
2019-01-31,2794.5
2019-10-13,2783.25
2019-12-31,2775.0
2020-03-19,2781.75
2020-01-03,2783.0
2020-03-22,2767.5
2020-06-09,2783.25
2019-02-15,2768.5
2019-01-14,2738.5
2018-08-07,2722.0
2018-10-10,2736.75
2018-12-13,2780.5
2019-08-26,2783.0
2019-07-25,2803.75
2019-05-22,2807.5
