Dates,ES=F
2018-06-20,1657081.0
2018-06-21,1082802.0
2018-06-25,1493235.0
2018-06-22,1108771.0
2018-06-26,2206994.0
2018-06-27,1399067.0
2018-06-28,2117686.0
2018-06-29,1678667.0
2018-07-02,1641889.0
2018-07-05,860533.0
2018-07-06,1165235.0
2018-07-16,1287758.0
2018-09-18,970337.0
2019-01-24,925706.0
2018-11-21,1369176.0
2019-08-04,1120424.0
2020-01-13,952307.0
2020-04-01,801608.0
2020-06-19,1059163.0
2019-10-29,860523.0
2020-01-16,1082645.0
2020-06-22,1013663.0
2018-10-03,812481.0
2018-07-31,1347688.0
2019-03-12,1302896.0
2019-02-08,1039552.0
2019-01-07,1492056.0
2018-12-06,1169457.0
2019-08-19,1366896.0
2019-07-18,1098291.0
2019-05-15,1238138.0
2019-09-20,922242.0
2019-11-01,797324.0
2020-01-19,780222.0
2020-04-07,745412.0
2020-06-25,696695.0
2020-06-16,1416182.0
2019-11-04,1282874.0
2020-01-22,1022577.0
2020-06-28,1871800.0
2019-11-07,1271529.0
2020-04-13,1202980.0
2019-07-01,817383.0
2019-05-30,1055051.0
2018-08-15,996434.0
2018-10-18,1050042.0
2019-03-27,1058571.0
2019-01-22,961496.0
2018-12-21,902705.0
2018-11-19,1113797.0
2019-08-02,1331841.0
2019-09-03,1323038.0
2020-01-28,1605954.0
2020-04-16,1604742.0
2019-11-13,1633946.0
2020-01-31,1692240.0
2020-04-19,1248308.0
2018-12-04,1269254.0
2018-11-02,1581597.0
2019-07-16,1641192.0
2018-08-30,1203335.0
2018-10-01,1161598.0
2019-06-14,986831.0
2019-05-13,563497.0
2019-04-11,360700.0
2019-02-06,1489417.0
2019-09-18,1162107.0
2020-02-03,1032045.0
2020-04-22,1308995.0
2019-09-01,1210835.0
2019-11-19,1429127.0
2020-02-06,1239963.0
2019-11-22,1132507.0
2020-02-09,1244514.0
2019-03-25,2165850.0
2019-02-21,2291213.0
2018-12-19,1760642.0
2018-07-12,1770753.0
2018-09-14,3460738.0
2018-08-13,4013855.0
2018-10-16,2853415.0
2019-07-31,1763922.0
2019-05-28,1780311.0
2019-04-26,1948526.0
2020-04-28,2218738.0
2019-11-25,2023613.0
2020-02-12,1665740.0
2020-05-01,2849774.0
2020-05-04,2856919.0
2019-06-12,2535913.0
2019-04-09,3509803.0
2019-03-08,2786555.0
2019-02-04,2503396.0
2018-07-27,2469662.0
2018-08-28,1820142.0
2019-01-03,2372699.0
2019-08-15,1311938.0
2018-10-31,1269341.0
2019-07-14,1894012.0
2019-12-01,1317225.0
2020-02-18,1724880.0
2020-05-07,1921301.0
2018-08-17,2101869.0
2019-09-16,2295505.0
2019-12-04,2383852.0
2020-02-21,1875116.0
2020-05-10,1988117.0
2018-12-17,2533128.0
2019-08-30,872856.0
2018-11-15,1374735.0
2019-07-29,1503048.0
2019-06-27,1866115.0
2019-04-24,1489330.0
2018-07-10,1475346.0
2018-09-12,1909240.0
2019-02-19,184904.0
2019-01-18,3308356.0
2020-02-24,2596155.0
2020-05-13,2564357.0
2019-12-10,2265284.0
2020-02-27,1900862.0
2019-12-13,2043406.0
2020-03-01,1664325.0
2020-05-19,1602680.0
2019-03-06,1215895.0
2018-11-30,823819.0
2019-08-13,630214.0
2019-07-12,1292750.0
2019-06-10,2015176.0
2019-05-09,2283892.0
2018-07-25,2011392.0
2018-09-27,1414594.0
2018-10-29,1969697.0
2019-10-16,2257341.0
2019-12-16,2350836.0
2020-03-04,1632131.0
2020-05-22,1664892.0
2019-10-01,1596941.0
2019-12-19,1534119.0
2018-09-10,1213026.0
2019-05-24,1199404.0
2018-08-09,1532494.0
2019-04-22,1330329.0
2019-03-21,1508869.0
2019-01-16,1753852.0
2019-08-28,1880446.0
2018-11-13,1576181.0
2018-10-12,1266714.0
2019-06-25,1388741.0
2019-12-22,1408636.0
2020-03-10,1261703.0
2020-05-28,1564987.0
2019-10-07,1935195.0
2020-03-13,1469597.0
2020-05-31,1024581.0
2019-10-10,1225737.0
2020-03-16,1196377.0
2020-06-03,1921663.0
2018-11-28,1579544.0
2019-08-11,1110070.0
2018-09-25,1307152.0
2018-07-23,1209879.0
2018-08-24,1679091.0
2019-07-10,1518783.0
2019-05-07,1198092.0
2019-04-05,1284923.0
2019-03-04,1426061.0
2019-01-31,1190834.0
2019-10-13,1256092.0
2019-12-31,1201641.0
2020-03-19,1138855.0
2020-01-03,1360457.0
2020-03-22,1265597.0
2020-06-09,1791972.0
2019-02-15,1203448.0
2019-01-14,1509846.0
2018-08-07,1919820.0
2018-10-10,1380324.0
2018-12-13,1300372.0
2019-08-26,958317.0
2019-07-25,583009.0
2019-05-22,330522.0
2019-03-19,1382358.0
2019-09-27,1036540.0
2020-01-06,1497577.0
2020-03-25,1693207.0
2020-06-12,1657949.0
2019-10-22,2254842.0
2020-01-09,1801326.0
2020-06-15,1461068.0
2019-10-25,1726746.0
2020-03-31,1185882.0
2020-06-18,1491974.0
2019-04-03,1256933.0
2018-08-22,859942.0
2018-10-25,1240848.0
2019-01-29,1045539.0
2018-12-28,1221029.0
2018-11-26,978909.0
2019-08-09,1182395.0
2019-07-08,972310.0
2019-06-06,968649.0
2019-09-10,1227893.0
2019-10-28,955662.0
2020-01-15,1124491.0
2020-04-03,1382265.0
2020-03-29,1335778.0
2020-06-21,706067.0
2019-10-31,1193738.0
2020-04-06,1125250.0
2020-06-24,1376185.0
2018-11-09,1246988.0
