Dates,ES=F
2019-07-23,944846.0
2019-06-21,1491268.0
2019-05-20,1502201.0
2019-04-18,1813837.0
2018-09-06,1295606.0
2018-10-08,2037157.0
2019-02-13,2813033.0
2018-12-11,2043325.0
2019-09-25,2705412.0
2019-11-03,2848095.0
2020-01-21,2790074.0
2020-04-09,1797995.0
2019-11-06,1753507.0
2020-01-24,1687728.0
2020-04-12,1926351.0
2020-01-27,1659139.0
2020-04-15,1303238.0
2018-12-26,1258767.0
2019-08-07,2013518.0
2019-06-04,1201967.0
2018-09-21,1633540.0
2018-07-19,2087458.0
2018-08-20,1282029.0
2018-10-23,2211587.0
2019-05-03,2297243.0
2019-04-01,1836910.0
2019-02-28,1743779.0
2019-11-12,1566762.0
2020-01-30,1687328.0
2019-11-15,1416247.0
2020-02-02,1397028.0
2020-04-21,1205406.0
2019-04-16,1437516.0
2019-03-15,1257750.0
2019-02-11,1157402.0
2019-01-10,1073047.0
2019-08-22,638949.0
2018-11-07,473310.0
2019-07-21,1547604.0
2018-08-03,910166.0
2018-09-04,1417191.0
2019-06-19,1232682.0
2019-11-18,1060248.0
2020-02-05,3910453.0
2020-04-24,1322759.0
2019-03-29,1457722.0
2019-11-21,805258.0
2020-04-27,657743.0
2019-11-24,1339312.0
2020-02-11,1016611.0
2020-04-30,956650.0
2019-05-01,1422362.0
2019-02-26,1181911.0
2019-01-25,417079.0
2018-07-17,969956.0
2018-09-19,829936.0
2019-08-05,939814.0
2019-09-06,1039457.0
2019-10-08,1345038.0
2019-12-11,1098849.0
2020-01-12,1482373.0
2019-09-09,1098399.0
2019-11-27,1056909.0
2020-02-14,1068766.0
2020-05-03,1333721.0
2019-09-12,538104.0
2020-05-06,961015.0
2019-01-08,823572.0
2018-12-07,1182050.0
2019-08-20,1951108.0
2018-11-05,2736926.0
2019-07-19,1074260.0
2018-10-04,2447014.0
2019-06-17,3072122.0
2019-05-16,2601037.0
2018-08-01,2680813.0
2019-03-13,1800667.0
2019-09-15,902330.0
2019-12-03,2026304.0
2020-02-20,1710875.0
2019-12-06,2184012.0
2020-02-23,2786308.0
2020-05-12,2495340.0
2019-12-09,1808239.0
2020-02-26,1631175.0
2020-05-15,1285798.0
2019-03-28,1475214.0
2018-09-17,1180368.0
2018-08-16,1470309.0
2018-10-19,6057749.0
2019-04-29,2864662.0
2019-01-23,1850231.0
2018-11-20,1528362.0
2019-07-02,1489617.0
2019-05-31,1489670.0
2019-09-04,2099663.0
2019-12-12,1642516.0
2020-05-18,1999829.0
2019-12-15,1252834.0
2020-03-03,1669999.0
2020-05-21,703090.0
2019-05-14,1182287.0
2018-08-31,1199935.0
2018-07-30,1493346.0
2018-10-02,1423833.0
2019-04-12,1745651.0
2019-03-11,2233154.0
2019-02-07,1275710.0
2019-08-18,1197095.0
2019-07-17,1096388.0
2019-09-19,637344.0
2019-09-30,372849.0
2019-12-18,2239870.0
2020-03-06,1476593.0
2020-05-24,1044218.0
2019-10-03,1936806.0
2020-03-09,1501723.0
2020-05-27,1351351.0
2019-10-06,1628438.0
2020-03-12,1673557.0
2018-12-20,1155807.0
2019-08-01,1601531.0
2019-06-30,2126769.0
2018-08-14,2037970.0
2018-07-13,1947134.0
2018-10-17,1497975.0
2019-05-29,1266872.0
2019-03-26,1865325.0
2019-02-22,1305749.0
2019-10-04,1577766.0
2019-12-27,1268636.0
2020-03-15,1743810.0
2020-06-02,833670.0
2019-12-30,1181207.0
2020-03-18,1148118.0
2020-06-05,1121748.0
2019-07-15,1093450.0
2018-12-03,1335276.0
2019-06-13,886557.0
2019-01-04,1125601.0
2018-08-29,1055958.0
2019-02-05,1061278.0
2018-11-01,855745.0
2019-08-16,1098391.0
2019-04-10,1041931.0
2019-09-17,1040149.0
2019-10-15,1179153.0
2020-01-02,1766536.0
2020-06-08,344425.0
2019-10-18,1279508.0
2020-01-05,1179714.0
2020-03-24,1124217.0
2020-06-11,1076833.0
2019-10-21,1353330.0
2020-01-08,216949.0
2019-04-25,1080147.0
2019-07-30,844597.0
2019-02-20,1101243.0
2018-07-11,1251057.0
2018-09-13,1105353.0
2018-10-15,327904.0
2019-06-28,1251167.0
2018-12-18,1034214.0
2018-11-16,1195901.0
2019-10-02,1693828.0
2020-03-27,1434552.0
2020-06-14,378247.0
2020-01-10,995416.0
2019-10-24,947831.0
2020-03-30,1068011.0
2020-06-17,321852.0
2019-10-27,902189.0
2020-01-14,1927030.0
2020-04-02,2146620.0
2019-01-02,1485940.0
2019-08-14,1318780.0
2018-10-30,208071.0
2019-06-11,1300299.0
2019-05-10,1145426.0
2019-04-08,1425723.0
2018-08-27,1225764.0
2018-07-26,2379008.0
2018-09-28,278836.0
2019-03-07,1834941.0
2019-10-30,1413219.0
2020-01-17,1032120.0
2020-06-23,582632.0
2020-04-08,433420.0
2020-06-26,215181.0
2019-11-05,1320006.0
2019-03-22,297971.0
2019-01-17,464639.0
2019-08-29,205702.0
2018-11-14,984389.0
2019-07-28,1124598.0
2019-06-26,1157924.0
2018-09-11,1416241.0
2018-07-09,1101400.0
2018-08-10,1755057.0
2019-04-23,1502748.0
2020-01-23,1293494.0
2020-06-29,2279138.0
2019-11-08,1297679.0
2020-01-26,332775.0
2020-04-14,1533121.0
2019-11-11,1008998.0
2020-01-29,1694799.0
2020-04-17,1468347.0
2018-07-24,1335246.0
2018-09-26,291095.0
2019-05-08,1312253.0
2019-03-05,1573187.0
2019-02-01,1505107.0
2018-12-31,1717046.0
2018-11-29,2768505.0
2019-08-12,2515168.0
2019-07-11,2581636.0
2019-09-13,1910878.0
2019-11-14,1665382.0
2020-04-20,2421276.0
2019-11-17,1619113.0
2020-02-04,3152069.0
2020-04-23,1919477.0
2018-12-14,1698403.0
2019-08-27,2046111.0
2018-08-08,1462323.0
2018-10-11,1033468.0
2018-11-12,1698940.0
2019-07-26,1399815.0
2019-06-24,1486164.0
2019-05-23,1229231.0
2019-03-20,1772784.0
2019-01-15,518469.0
2019-11-20,1334897.0
2020-02-07,1735931.0
2020-04-26,1163426.0
2019-09-05,2073749.0
2020-02-10,3553955.0
2020-04-29,2293728.0
2019-09-08,3636687.0
2019-11-26,4375530.0
2020-02-13,4572181.0
2019-01-30,5450283.0
2018-08-23,5499126.0
2018-09-24,3515977.0
2018-10-26,3617838.0
2018-11-27,2456513.0
2019-07-09,2649868.0
2019-06-07,2992638.0
2019-05-06,3010973.0
2019-04-04,2490454.0
2019-09-11,3273594.0
2020-02-16,2824963.0
2020-05-05,4207725.0
2019-12-02,3244207.0
2020-02-19,3295273.0
2020-05-08,3415781.0
2019-05-21,1041038635.0
2019-03-18,3085714.0
2018-09-07,3022652.0
2018-08-06,2885909.0
2018-10-09,3590572.0
2019-02-14,1042420481.0
2018-12-12,811587901.0
2019-08-25,1008036031.0
2019-07-24,773148858.0
2019-09-26,727579677.0
2019-12-05,6659472.0
2020-05-11,659157598.0
2019-12-08,642583856.0
2020-02-25,683036593.0
2020-05-14,693697507.0
2019-09-23,541247437.0
2020-02-28,657204558.0
2020-05-17,2424771.0
2019-08-08,622342295.0
2019-07-07,795403080.0
2019-06-05,5900789.0
2018-07-20,521309825.0
2018-08-21,554888738.0
2018-10-24,612070725.0
2019-04-02,607589198.0
2019-03-01,710239176.0
2019-01-28,2642540.0
2018-12-27,544973213.0
2020-03-02,687206246.0
2020-05-20,1329965.0
2019-09-29,525074385.0
2019-12-17,425629105.0
2020-03-05,2334769.0
2019-02-12,436296648.0
2019-01-11,539830796.0
2018-12-10,1653334.0
2019-08-23,1910259.0
2018-11-08,1576620.0
2019-07-22,5184704.0
2019-06-20,1463030.0
2018-09-05,479993775.0
2019-04-17,488372067.0
2019-09-24,513776851.0
2019-12-20,442676975.0
2020-03-08,2371940.0
2020-05-26,539960758.0
2019-04-30,553067975.0
2019-12-23,821690749.0
2020-03-11,847995927.0
2020-05-29,658489566.0
2019-12-26,2388133.0
2020-06-01,583529325.0
2019-05-02,533539783.0
2019-02-27,510923513.0
2019-08-06,528441446.0
2018-07-18,517293864.0
2018-09-20,738853.0
2018-10-22,1738664.0
2019-07-05,2044070.0
2019-06-03,1847194.0
2019-10-09,2188085.0
2019-11-10,3752735.0
2019-10-11,1244715.0
2019-12-29,1408491.0
2020-03-17,1569767.0
2020-06-04,1793659.0
2019-10-14,2341981.0
2020-03-20,2494301.0
2020-06-07,1553691.0
2018-11-06,1653312.0
2019-06-18,1945448.0
2019-05-17,3457643.0
2019-04-15,2790013.0
2019-03-14,2658953.0
2019-01-09,2949179.0
2018-08-02,2968612.0
2018-10-05,1816949.0
2019-08-21,1606617.0
2019-09-22,1880280.0
2019-10-17,4008510.0
2020-03-23,1350325.0
2020-06-10,1501896.0
2019-02-25,2336572.0
2019-10-20,1916495.0
2020-01-07,2134690.0
2020-03-26,3532799.0
2019-10-23,1539138.0
