Dates,ES=F
2020-05-29,2847.5
2019-12-26,2859.75
2020-06-01,2879.0
2019-05-02,2939.75
2019-02-27,2935.5
2019-08-06,2951.25
2018-07-18,2919.5
2018-09-20,2965.5
2018-10-22,2948.5
2019-07-05,2994.0
2019-06-03,3035.0
2019-10-09,3036.0
2019-11-10,3029.75
2019-10-11,3029.75
2019-12-29,3052.75
2020-03-17,3078.0
2020-06-04,3117.75
2019-10-14,3113.25
2020-03-20,3192.5
2020-06-07,3192.5
2018-11-06,3227.75
2019-06-18,3204.75
2019-05-17,3183.75
2019-04-15,3011.75
2019-03-14,2992.75
2019-01-09,2983.25
2018-08-02,3065.25
2018-10-05,3111.75
2019-08-21,3104.0
2019-09-22,3096.75
2019-10-17,3040.25
2020-03-23,3040.25
2020-06-10,3111.75
2019-02-25,3113.25
2019-10-20,3046.75
2020-01-07,3071.25
2020-03-26,2986.25
2019-10-23,2986.25
