Dates,ES=F
2018-06-20,2765.25
2018-06-21,2771.75
2018-06-25,2750.5
2018-06-22,2757.0
2018-06-26,2721.75
2018-06-27,2726.5
2018-06-28,2705.0
2018-06-29,2720.0
2018-07-02,2721.0
2018-07-05,2713.0
2018-07-06,2737.0
2018-07-16,2762.0
2018-09-18,2787.5
2019-01-24,2780.75
2018-11-21,2776.75
2019-08-04,2798.5
2020-01-13,2804.75
2020-04-01,2795.75
2020-06-19,2813.0
2019-10-29,2814.5
2020-01-16,2805.5
2020-06-22,2805.25
2018-10-03,2810.5
2018-07-31,2819.25
2019-03-12,2835.25
2019-02-08,2840.25
2019-01-07,2816.0
2018-12-06,2805.5
2019-08-19,2824.25
2019-07-18,2814.0
2019-05-15,2830.75
2019-09-20,2841.5
2019-11-01,2849.25
2020-01-19,2860.5
2020-04-07,2853.5
2020-06-25,2852.5
2020-06-16,2835.75
2019-11-04,2826.75
2020-01-22,2841.75
2020-06-28,2822.25
2019-11-07,2843.5
2020-04-13,2851.75
2019-07-01,2856.75
2019-05-30,2853.0
2018-08-15,2861.75
2018-10-18,2858.25
2019-03-27,2877.75
2019-01-22,2899.0
2018-12-21,2900.5
2018-11-19,2915.75
2019-08-02,2898.0
2019-09-03,2906.5
2020-01-28,2898.75
2020-04-16,2888.5
2019-11-13,2877.75
2020-01-31,2873.75
2020-04-19,2879.75
2018-12-04,2890.0
2018-11-02,2887.0
2019-07-16,2904.75
2018-08-30,2903.5
2018-10-01,2890.5
2019-06-14,2907.75
2019-05-13,2911.25
2019-04-11,2934.75
2019-02-06,2929.5
2019-09-18,2926.5
2020-02-03,2922.5
2020-04-22,2911.5
2019-09-01,2922.25
2019-11-19,2922.5
2020-02-06,2929.25
2019-11-22,2929.0
2020-02-09,2926.0
2019-03-25,2910.0
2019-02-21,2897.5
2018-12-19,2892.25
2018-07-12,2886.75
2018-09-14,2776.5
2018-08-13,2748.5
2018-10-16,2770.0
2019-07-31,2747.5
2019-05-28,2816.25
2019-04-26,2813.25
2020-04-28,2774.75
2019-11-25,2758.0
2020-02-12,2755.75
2020-05-01,2745.25
2020-05-04,2673.75
2019-06-12,2678.0
2019-04-09,2667.0
2019-03-08,2639.0
2019-02-04,2690.75
2018-07-27,2706.0
2018-08-28,2724.0
2019-01-03,2722.5
2019-08-15,2739.0
2018-10-31,2756.75
2019-07-14,2815.75
2019-12-01,2804.0
2020-02-18,2778.75
2020-05-07,2732.0
2018-08-17,2731.25
2019-09-16,2702.0
2019-12-04,2731.75
2020-02-21,2733.0
2020-05-10,2696.25
2018-12-17,2639.75
2019-08-30,2633.5
2018-11-15,2661.0
2019-07-29,2686.25
2019-06-27,2738.0
2019-04-24,2742.0
2018-07-10,2793.5
2018-09-12,2789.75
2019-02-19,2713.25
2019-01-18,2694.25
2020-02-24,2625.0
2020-05-13,2644.0
2019-12-10,2632.5
2020-02-27,2653.0
2019-12-13,2646.5
2020-03-01,2594.0
2020-05-19,2553.75
2019-03-06,2530.5
2018-11-30,2503.5
2019-08-13,2487.0
2019-07-12,2348.5
2019-06-10,2470.25
2019-05-09,2491.5
2018-07-25,2495.5
2018-09-27,2508.0
2018-10-29,2482.25
2019-10-16,2451.75
2019-12-16,2537.25
2020-03-04,2553.25
2020-05-22,2569.5
2019-10-01,2580.0
2019-12-19,2594.0
2018-09-10,2588.5
2019-05-24,2581.5
2018-08-09,2605.75
2019-04-22,2614.5
2019-03-21,2636.75
2019-01-16,2669.25
2019-08-28,2630.75
2018-11-13,2635.0
2018-10-12,2636.25
2019-06-25,2660.0
2019-12-22,2640.25
2020-03-10,2648.5
2020-05-28,2683.5
2019-10-07,2707.75
2020-03-13,2699.25
2020-05-31,2719.5
2019-10-10,2730.75
2020-03-16,2727.0
2020-06-03,2702.0
2018-11-28,2710.75
2019-08-11,2707.0
2018-09-25,2743.5
2018-07-23,2749.25
2018-08-24,2741.25
2019-07-10,2777.0
2019-05-07,2777.75
2019-04-05,2787.0
2019-03-04,2773.5
2019-01-31,2799.5
2019-10-13,2795.75
2019-12-31,2788.0
2020-03-19,2795.25
2020-01-03,2785.25
2020-03-22,2814.0
2020-06-09,2790.5
2019-02-15,2786.5
2019-01-14,2770.5
2018-08-07,2749.0
2018-10-10,2745.5
2018-12-13,2784.75
2019-08-26,2792.25
2019-07-25,2816.0
2019-05-22,2808.0
2019-03-19,2827.0
2019-09-27,2841.5
2020-01-06,2837.25
2020-03-25,2823.75
2020-06-12,2859.5
2019-10-22,2813.0
2020-01-09,2808.5
2020-06-15,2823.5
2019-10-25,2807.0
2020-03-31,2820.5
2020-06-18,2844.5
2019-04-03,2868.5
2018-08-22,2866.0
2018-10-25,2880.75
2019-01-29,2882.5
2018-12-28,2896.25
2018-11-26,2898.5
2019-08-09,2882.0
2019-07-08,2894.75
2019-06-06,2892.0
2019-09-10,2912.0
2019-10-28,2910.25
2020-01-15,2910.25
2020-04-03,2901.0
2020-03-29,2908.75
2020-06-21,2911.75
2019-10-31,2937.25
2020-04-06,2930.0
2020-06-24,2923.75
2018-11-09,2939.25
2019-07-23,2942.5
2019-06-21,2955.0
2019-05-20,2916.5
2019-04-18,2918.5
2018-09-06,2917.75
2018-10-08,2911.75
2019-02-13,2889.75
2018-12-11,2884.0
2019-09-25,2869.75
2019-11-03,2858.5
2020-01-21,2806.0
2020-04-09,2840.75
2019-11-06,2853.5
2020-01-24,2879.75
2020-04-12,2861.5
2020-01-27,2848.0
2020-04-15,2864.75
2018-12-26,2857.75
2019-08-07,2821.75
2019-06-04,2831.0
2018-09-21,2804.25
2018-07-19,2779.5
2018-08-20,2788.75
2018-10-23,2741.0
2019-05-03,2754.0
2019-04-01,2806.5
2019-02-28,2820.5
2019-11-12,2840.0
2020-01-30,2893.25
2019-11-15,2890.25
2020-02-02,2887.25
2020-04-21,2882.0
2019-04-16,2893.75
2019-03-15,2890.75
2019-02-11,2893.5
2019-01-10,2920.5
2019-08-22,2926.75
2018-11-07,2953.75
2019-07-21,2948.0
2018-08-03,2951.0
2018-09-04,2922.5
2019-06-19,2914.75
2019-11-18,2932.75
2020-02-05,2970.0
2020-04-24,2970.0
2019-03-29,2968.0
2019-11-21,3000.75
2020-04-27,2990.75
2019-11-24,2990.75
2020-02-11,2977.75
2020-04-30,2982.25
2019-05-01,2996.0
2019-02-26,3003.0
2019-01-25,3015.25
2018-07-17,3015.25
2018-09-19,3017.25
2019-08-05,3005.75
2019-09-06,2980.75
2019-10-08,3003.75
2019-12-11,2974.5
2020-01-12,2974.5
2019-09-09,2988.75
2019-11-27,3003.0
2020-02-14,3018.0
2020-05-03,3006.5
2019-09-12,3022.0
2020-05-06,3022.0
2019-01-08,3022.25
2018-12-07,3016.25
2019-08-20,2970.25
2018-11-05,2950.25
2019-07-19,2929.25
2018-10-04,2929.25
2019-06-17,2816.25
2019-05-16,2873.75
2018-08-01,2879.0
2019-03-13,2928.0
2019-09-15,2918.75
2019-12-03,2918.75
2020-02-20,2882.25
2019-12-06,2931.0
2020-02-23,2836.0
2020-05-12,2851.0
2019-12-09,2893.0
2020-02-26,2893.0
2020-05-15,2921.25
2019-03-28,2893.25
2018-09-17,2931.25
2018-08-16,2920.25
2018-10-19,2831.0
2019-04-29,2831.0
2019-01-23,2882.75
2018-11-20,2866.25
2019-07-02,2883.25
2019-05-31,2923.25
2019-09-04,2901.0
2019-12-12,2901.0
2020-05-18,2903.0
2019-12-15,2938.0
2020-03-03,2970.75
2020-05-21,2980.25
2019-05-14,2980.25
2018-08-31,2979.25
2018-07-30,2979.0
2018-10-02,3003.0
2019-04-12,3010.0
2019-03-11,2993.5
2019-02-07,2993.5
2019-08-18,3001.75
2019-07-17,3006.0
2019-09-19,3008.0
2019-09-30,3005.5
2019-12-18,2995.75
2020-03-06,2995.75
2020-05-24,3001.0
2019-10-03,2971.0
2020-03-09,2985.75
2020-05-27,2979.75
2019-10-06,2976.0
2020-03-12,2976.0
2018-12-20,2984.0
2019-08-01,2942.25
2019-06-30,2883.75
2018-08-14,2911.5
2018-07-13,2929.75
2018-10-17,2929.75
2019-05-29,2934.5
2019-03-26,2893.5
2019-02-22,2920.5
2019-10-04,2949.0
2019-12-27,2968.0
2020-03-15,2968.0
2020-06-02,2966.75
2019-12-30,2996.5
2020-03-18,2992.25
2020-06-05,2997.75
2019-07-15,2984.75
2018-12-03,2984.75
2019-06-13,3006.5
2019-01-04,2992.0
2018-08-29,3006.0
2019-02-05,3003.75
2018-11-01,3023.0
2019-08-16,3023.0
2019-04-10,3038.25
2019-09-17,3036.5
2019-10-15,3051.75
2020-01-02,3036.0
2020-06-08,3064.75
2019-10-18,3064.75
2020-01-05,3076.75
2020-03-24,3071.5
2020-06-11,3077.25
2019-10-21,3086.25
2020-01-08,3090.5
2019-04-25,3090.5
2019-07-30,3087.75
2019-02-20,3091.25
2018-07-11,3096.25
2018-09-13,3097.0
2018-10-15,3119.0
2019-06-28,3119.0
2018-12-18,3121.5
2018-11-16,3116.5
2019-10-02,3097.25
2020-03-27,3104.0
2020-06-14,3119.0
2020-01-10,3119.0
2019-10-24,3131.25
2020-03-30,3143.75
2020-06-17,3146.25
2019-10-27,3146.25
2020-01-14,3114.25
2020-04-02,3091.75
2019-01-02,3111.0
2019-08-14,3117.75
2018-10-30,3146.5
2019-06-11,3146.5
2019-05-10,3133.5
2019-04-08,3135.5
2018-08-27,3144.0
2018-07-26,3175.75
2018-09-28,3176.5
2019-03-07,3176.5
2019-10-30,3192.5
2020-01-17,3189.5
2020-06-23,3195.0
2020-04-08,3208.5
2020-06-26,3227.0
2019-11-05,3227.0
2019-03-22,3227.5
2019-01-17,3242.0
2019-08-29,3238.25
2018-11-14,3238.25
2019-07-28,3223.25
2019-06-26,3237.0
2018-09-11,3261.0
2018-07-09,3220.25
2018-08-10,3220.25
2019-04-23,3243.5
2020-01-23,3231.75
2020-06-29,3261.25
2019-11-08,3275.5
2020-01-26,3265.75
2020-04-14,3265.75
2019-11-11,3289.25
2020-01-29,3287.75
2020-04-17,3294.25
2018-07-24,3316.75
2018-09-26,3325.0
2019-05-08,3325.0
2019-03-05,3321.25
2019-02-01,3317.25
2018-12-31,3326.5
2018-11-29,3269.75
2019-08-12,3269.75
2019-07-11,3239.5
2019-09-13,3281.75
2019-11-14,3271.5
2020-04-20,3292.0
2019-11-17,3222.75
2020-02-04,3222.75
2020-04-23,3244.25
2018-12-14,3300.25
2019-08-27,3337.0
2018-08-08,3349.0
2018-10-11,3322.25
2018-11-12,3322.25
2019-07-26,3351.0
2019-06-24,3360.5
2019-05-23,3381.25
2019-03-20,3379.5
2019-01-15,3382.25
2019-11-20,3382.25
2020-02-07,3372.0
2020-04-26,3391.75
2019-09-05,3367.0
2020-02-10,3309.0
2020-04-29,3309.0
2019-09-08,3223.0
2019-11-26,3138.0
2020-02-13,3100.25
2019-01-30,2950.0
2018-08-23,2950.0
2018-09-24,2900.0
2018-10-26,3077.0
2018-11-27,2988.25
2019-07-09,3109.25
2019-06-07,3024.25
2019-05-06,3024.25
2019-04-04,2916.0
2019-09-11,2733.0
2020-02-16,2859.5
2020-05-05,2738.0
2019-12-02,2429.5
2020-02-19,2429.5
2020-05-08,2631.5
2019-05-21,2498.0
2019-03-18,2467.5
2018-09-07,2402.5
2018-08-06,2351.0
2018-10-09,2220.25
2019-02-14,2198.25
2018-12-12,2281.25
2019-08-25,2406.0
2019-07-24,2454.5
2019-09-26,2577.5
2019-12-05,2459.0
2020-05-11,2513.75
2019-12-08,2616.5
2020-02-25,2527.75
2020-05-14,2482.0
2019-09-23,2491.25
2020-02-28,2566.5
2020-05-17,2645.5
2019-08-08,2645.75
2019-07-07,2734.0
2019-06-05,2811.0
2018-07-20,2739.75
2018-08-21,2796.0
2018-10-24,2827.25
2019-04-02,2759.75
2019-03-01,2875.75
2019-01-28,2847.0
2018-12-27,2871.25
2020-03-02,2789.5
2020-05-20,2737.25
2019-09-29,2792.25
2019-12-17,2766.0
2020-03-05,2824.5
2019-02-12,2844.0
2019-01-11,2856.75
2018-12-10,2870.5
2019-08-23,2956.5
2018-11-08,2871.5
2019-07-22,2789.0
2019-06-20,2789.0
2018-09-05,2841.75
2019-04-17,2860.25
2019-09-24,2850.0
2019-12-20,2914.0
2020-03-08,2920.75
2020-05-26,2942.0
2019-04-30,2903.75
2019-12-23,2853.75
2020-03-11,2812.75
