Dates,JCI
2018-06-20,35.2599983215332
2018-06-21,35.22999954223633
2018-06-25,34.52000045776367
2018-06-22,34.5
2018-06-26,34.5099983215332
2018-06-27,34.349998474121094
2018-06-28,33.54999923706055
2018-06-29,33.75
2018-07-02,33.349998474121094
2018-07-03,34.209999084472656
2018-07-05,34.33000183105469
2018-07-16,34.779998779296875
2018-09-18,35.27000045776367
2019-01-24,34.9900016784668
2019-09-05,34.560001373291016
2018-11-21,34.81999969482422
2020-01-13,35.290000915527344
2020-04-01,35.220001220703125
2020-06-19,35.439998626708984
2019-10-29,35.470001220703125
2020-01-16,35.9900016784668
2020-06-22,36.34000015258789
2018-10-03,36.18000030517578
2018-07-31,35.869998931884766
2019-03-12,35.709999084472656
2019-02-08,35.9900016784668
2019-01-07,36.11000061035156
2018-12-06,36.630001068115234
2019-08-19,37.650001525878906
2019-07-18,38.15999984741211
2019-05-15,37.9900016784668
2019-09-20,38.099998474121094
2019-11-01,38.099998474121094
2020-04-07,38.36000061035156
2020-06-25,37.900001525878906
2020-06-16,37.880001068115234
2019-11-04,37.20000076293945
2020-01-22,37.04999923706055
2019-11-07,37.209999084472656
2020-04-13,37.63999938964844
2019-07-01,37.86000061035156
2019-05-30,38.470001220703125
2018-08-15,38.810001373291016
2018-10-18,40.33000183105469
2019-03-27,39.959999084472656
2019-01-22,39.59000015258789
2018-12-21,39.369998931884766
2019-09-03,40.08000183105469
2018-11-19,39.83000183105469
2019-08-02,39.04999923706055
2020-01-28,38.4900016784668
2020-04-16,38.11000061035156
2019-11-13,37.849998474121094
2020-01-31,38.29999923706055
2018-12-04,38.900001525878906
2018-11-02,38.720001220703125
2019-07-16,38.90999984741211
2018-08-30,37.880001068115234
2018-10-01,37.63999938964844
2019-06-14,38.02000045776367
2019-05-13,38.119998931884766
2019-04-11,37.95000076293945
2019-02-06,37.38999938964844
2019-09-18,37.54999923706055
2020-02-03,37.540000915527344
2020-04-22,37.08000183105469
2019-11-19,36.91999816894531
2020-02-06,36.16999816894531
2019-11-22,35.959999084472656
2019-03-25,35.86000061035156
2019-02-21,35.470001220703125
2018-12-19,35.630001068115234
2018-07-12,35.72999954223633
2018-09-14,36.06999969482422
2018-08-13,36.45000076293945
2018-10-16,36.58000183105469
2019-07-31,36.540000915527344
2019-05-28,36.4900016784668
2019-04-26,34.810001373291016
2020-04-28,34.470001220703125
2019-11-25,34.31999969482422
2020-02-12,33.47999954223633
2020-05-01,34.02000045776367
2020-05-04,34.15999984741211
2019-06-12,33.84000015258789
2019-04-09,33.380001068115234
2019-03-08,33.04999923706055
2019-02-04,32.79999923706055
2018-07-27,32.63999938964844
2018-08-28,32.380001068115234
2019-01-03,31.920000076293945
2019-08-15,32.70000076293945
2018-10-31,31.950000762939453
2019-09-16,32.279998779296875
2020-02-18,33.459999084472656
2020-05-07,33.790000915527344
2018-08-17,33.20000076293945
2019-12-04,33.43000030517578
2020-02-21,33.630001068115234
2018-12-17,35.54999923706055
2019-08-30,34.5099983215332
2018-11-15,34.689998626708984
2019-07-29,35.7400016784668
2019-06-27,35.029998779296875
2019-04-24,33.720001220703125
2018-07-10,33.970001220703125
2018-09-12,33.70000076293945
2019-02-19,33.90999984741211
2019-01-18,33.72999954223633
2020-02-24,33.7599983215332
2020-05-13,34.060001373291016
2019-12-10,33.83000183105469
2020-02-27,34.0
2019-12-13,34.4900016784668
2020-05-19,34.81999969482422
2019-03-06,35.630001068115234
2018-11-30,35.099998474121094
2019-08-13,33.529998779296875
2019-07-12,33.880001068115234
2019-06-10,32.709999084472656
2019-05-09,33.16999816894531
2018-07-25,33.22999954223633
2018-09-27,33.0099983215332
2018-10-29,32.439998626708984
2019-10-16,32.27000045776367
2019-12-16,32.029998779296875
2020-03-04,32.61000061035156
2020-05-22,31.309999465942383
2019-10-01,31.06999969482422
2019-12-19,29.690000534057617
2018-09-10,29.739999771118164
2019-05-24,29.709999084472656
2018-08-09,30.110000610351562
2019-04-22,29.90999984741211
2019-03-21,30.510000228881836
2019-01-16,30.729999542236328
2019-08-28,31.399999618530273
2018-11-13,32.040000915527344
2018-10-12,32.400001525878906
2019-06-25,32.209999084472656
2020-03-10,32.150001525878906
2020-05-28,32.349998474121094
2019-10-07,32.63999938964844
2020-03-13,32.400001525878906
2019-10-10,31.989999771118164
2020-03-16,32.349998474121094
2020-06-03,33.060001373291016
2018-11-28,32.58000183105469
2018-09-25,32.70000076293945
2018-07-23,32.41999816894531
2018-08-24,33.02000045776367
2019-07-10,32.83000183105469
2019-05-07,33.029998779296875
2019-04-05,33.29999923706055
2019-03-04,33.880001068115234
2019-01-31,34.099998474121094
2019-09-12,33.84000015258789
2019-12-31,34.119998931884766
2020-03-19,34.38999938964844
2020-01-03,34.09000015258789
2020-06-09,34.0099983215332
2019-02-15,34.380001068115234
2019-01-14,34.7400016784668
2018-07-06,35.13999938964844
2018-08-07,34.939998626708984
2018-10-10,35.2400016784668
2018-12-13,35.09000015258789
2019-08-26,35.5
2019-07-25,35.7599983215332
2019-05-22,35.970001220703125
2019-03-19,36.18000030517578
2020-01-06,35.959999084472656
2020-03-25,35.7599983215332
2020-06-12,35.5099983215332
2019-10-22,35.470001220703125
2020-01-09,35.599998474121094
2020-06-15,35.5
2019-10-25,35.459999084472656
2020-03-31,35.75
2020-06-18,35.939998626708984
2019-04-03,36.16999816894531
2018-08-22,36.33000183105469
2018-10-25,36.41999816894531
2019-01-29,36.27000045776367
2018-12-28,36.310001373291016
2018-11-26,36.52000045776367
2019-08-09,36.81999969482422
2019-07-08,36.619998931884766
2019-06-06,37.09000015258789
2019-09-10,37.02000045776367
2020-01-15,36.619998931884766
2020-04-03,36.65999984741211
2019-10-31,36.91999816894531
2020-04-06,36.90999984741211
2020-06-24,37.25
2018-11-09,37.36000061035156
2019-07-23,37.02000045776367
2019-06-21,36.75
2019-05-20,36.650001525878906
2019-04-18,36.56999969482422
2018-09-06,36.52000045776367
2018-10-08,36.2599983215332
2019-02-13,36.08000183105469
2018-12-11,35.93000030517578
2019-09-25,36.20000076293945
2020-01-21,36.599998474121094
2020-04-09,36.95000076293945
2019-11-06,37.060001373291016
2020-01-24,36.84000015258789
2020-01-27,36.68000030517578
2020-04-15,37.0
2018-12-26,37.2599983215332
2019-08-07,36.939998626708984
2019-06-04,37.189998626708984
2018-09-21,37.41999816894531
2018-07-19,37.58000183105469
2018-08-20,39.84000015258789
2018-10-23,39.33000183105469
2019-05-03,39.61000061035156
2019-04-01,39.689998626708984
2019-02-28,39.529998779296875
2019-11-12,39.599998474121094
2020-01-30,39.61000061035156
2019-11-15,39.79999923706055
2020-04-21,39.45000076293945
2019-04-16,39.59000015258789
2019-03-15,39.29999923706055
2019-02-11,39.34000015258789
2019-01-10,39.18000030517578
2019-08-22,39.119998931884766
2018-11-07,39.52000045776367
2018-08-03,39.43000030517578
2018-09-04,39.11000061035156
2019-06-19,38.939998626708984
2019-09-23,38.7400016784668
2019-11-18,38.41999816894531
2020-02-05,38.959999084472656
2020-04-24,38.810001373291016
2019-03-29,39.47999954223633
2019-11-21,39.58000183105469
2020-04-27,39.93000030517578
2020-02-11,39.4900016784668
2020-04-30,39.54999923706055
2019-05-01,39.20000076293945
2019-02-26,39.0
2019-01-25,40.040000915527344
2018-12-24,40.31999969482422
2019-09-06,40.20000076293945
2018-07-17,40.099998474121094
2018-09-19,39.9900016784668
2019-08-05,39.65999984741211
2019-10-08,39.81999969482422
2019-12-11,40.09000015258789
2019-11-27,40.880001068115234
2020-02-14,41.0099983215332
2020-05-06,40.83000183105469
2019-01-08,40.66999816894531
2018-12-07,41.400001525878906
2019-08-20,41.90999984741211
