Dates,JCI
2018-06-20,34.5099983215332
2018-06-21,34.25
2018-06-25,33.97999954223633
2018-06-22,33.52000045776367
2018-06-26,34.029998779296875
2018-06-27,33.529998779296875
2018-06-28,32.900001525878906
2018-06-29,33.29999923706055
2018-07-02,32.93000030517578
2018-07-03,33.45000076293945
2018-07-05,33.56999969482422
2018-07-16,34.20000076293945
2018-09-18,34.400001525878906
2019-01-24,34.5099983215332
2019-09-05,33.970001220703125
2018-11-21,33.93000030517578
2020-01-13,34.720001220703125
2020-04-01,34.560001373291016
2020-06-19,34.540000915527344
2019-10-29,35.02000045776367
2020-01-16,35.25
2020-06-22,35.56999969482422
2018-10-03,35.540000915527344
2018-07-31,35.40999984741211
2019-03-12,35.119998931884766
2019-02-08,35.18000030517578
2019-01-07,35.689998626708984
2018-12-06,36.04999923706055
2019-08-19,36.15999984741211
2019-07-18,36.95000076293945
2019-05-15,37.31999969482422
2019-09-20,37.150001525878906
2019-11-01,37.58000183105469
2020-04-07,37.619998931884766
2020-06-25,37.290000915527344
2020-06-16,37.2400016784668
2019-11-04,36.650001525878906
2020-01-22,36.369998931884766
2019-11-07,36.720001220703125
2020-04-13,36.40999984741211
2019-07-01,37.45000076293945
2019-05-30,37.61000061035156
2018-08-15,38.22999954223633
2018-10-18,38.79999923706055
2019-03-27,39.08000183105469
2019-01-22,39.09000015258789
2018-12-21,39.11000061035156
2019-09-03,39.36000061035156
2018-11-19,38.72999954223633
2019-08-02,38.38999938964844
2020-01-28,37.529998779296875
2020-04-16,37.52000045776367
2019-11-13,37.4900016784668
2020-01-31,37.59000015258789
2018-12-04,38.130001068115234
2018-11-02,38.209999084472656
2019-07-16,38.38999938964844
2018-08-30,37.119998931884766
2018-10-01,37.2599983215332
2019-06-14,37.58000183105469
2019-05-13,37.72999954223633
2019-04-11,37.209999084472656
2019-02-06,36.689998626708984
2019-09-18,36.959999084472656
2020-02-03,37.040000915527344
2020-04-22,36.63999938964844
2019-11-19,35.9900016784668
2020-02-06,35.63999938964844
2019-11-22,35.619998931884766
2019-03-25,35.439998626708984
2019-02-21,34.9900016784668
2018-12-19,35.06999969482422
2018-07-12,35.220001220703125
2018-09-14,35.470001220703125
2018-08-13,35.619998931884766
2018-10-16,36.15999984741211
2019-07-31,36.04999923706055
2019-05-28,34.9900016784668
2019-04-26,34.189998626708984
2020-04-28,33.59000015258789
2019-11-25,32.349998474121094
2020-02-12,32.650001525878906
2020-05-01,33.13999938964844
2020-05-04,33.349998474121094
2019-06-12,32.849998474121094
2019-04-09,32.70000076293945
2019-03-08,32.41999816894531
2019-02-04,31.65999984741211
2018-07-27,31.31999969482422
2018-08-28,31.559999465942383
2019-01-03,30.90999984741211
2019-08-15,30.600000381469727
2018-10-31,31.059999465942383
2019-09-16,31.709999084472656
2020-02-18,32.09000015258789
2020-05-07,32.439998626708984
2018-08-17,32.540000915527344
2019-12-04,32.90999984741211
2020-02-21,32.79999923706055
2018-12-17,33.59000015258789
2019-08-30,33.84000015258789
2018-11-15,33.90999984741211
2019-07-29,34.650001525878906
2019-06-27,33.150001525878906
2019-04-24,32.849998474121094
2018-07-10,33.38999938964844
2018-09-12,32.97999954223633
2019-02-19,33.029998779296875
2019-01-18,33.06999969482422
2020-02-24,32.7599983215332
2020-05-13,33.540000915527344
2019-12-10,33.34000015258789
2020-02-27,33.09000015258789
2019-12-13,33.689998626708984
2020-05-19,34.209999084472656
2019-03-06,34.439998626708984
2018-11-30,33.790000915527344
2019-08-13,32.7599983215332
2019-07-12,32.630001068115234
2019-06-10,31.729999542236328
2019-05-09,32.16999816894531
2018-07-25,32.560001373291016
2018-09-27,32.11000061035156
2018-10-29,31.649999618530273
2019-10-16,30.920000076293945
2019-12-16,31.1200008392334
2020-03-04,30.719999313354492
2020-05-22,30.309999465942383
2019-10-01,29.43000030517578
2019-12-19,28.5
2018-09-10,28.299999237060547
2019-05-24,28.639999389648438
2018-08-09,29.389999389648438
2019-04-22,29.149999618530273
2019-03-21,29.15999984741211
2019-01-16,29.950000762939453
2019-08-28,30.420000076293945
2018-11-13,31.200000762939453
2018-10-12,31.530000686645508
2019-06-25,31.440000534057617
2020-03-10,31.579999923706055
2020-05-28,31.5
2019-10-07,31.979999542236328
2020-03-13,31.479999542236328
2019-10-10,31.639999389648438
2020-03-16,31.440000534057617
2020-06-03,32.29999923706055
2018-11-28,32.060001373291016
2018-09-25,31.81999969482422
2018-07-23,31.989999771118164
2018-08-24,32.56999969482422
2019-07-10,32.11000061035156
2019-05-07,32.61000061035156
2019-04-05,32.58000183105469
2019-03-04,32.77000045776367
2019-01-31,32.900001525878906
2019-09-12,33.09000015258789
2019-12-31,33.599998474121094
2020-03-19,33.95000076293945
2020-01-03,33.45000076293945
2020-06-09,33.34000015258789
2019-02-15,33.95000076293945
2019-01-14,34.2599983215332
2018-07-06,34.720001220703125
2018-08-07,34.47999954223633
2018-10-10,34.7599983215332
2018-12-13,34.75
2019-08-26,34.869998931884766
2019-07-25,35.18000030517578
2019-05-22,35.5099983215332
2019-03-19,35.81999969482422
2020-01-06,35.54999923706055
2020-03-25,35.04999923706055
2020-06-12,35.099998474121094
2019-10-22,35.0
2020-01-09,34.95000076293945
2020-06-15,35.189998626708984
2019-10-25,35.150001525878906
2020-03-31,34.7400016784668
2020-06-18,35.119998931884766
2019-04-03,35.7599983215332
2018-08-22,36.060001373291016
2018-10-25,36.0099983215332
2019-01-29,35.849998474121094
2018-12-28,35.650001525878906
2018-11-26,36.099998474121094
2019-08-09,36.2400016784668
2019-07-08,35.90999984741211
2019-06-06,36.15999984741211
