Dates,JCI
2018-06-20,34.7400016784668
2018-06-21,35.22999954223633
2018-06-25,34.2400016784668
2018-06-22,33.93000030517578
2018-06-26,34.41999816894531
2018-06-27,34.150001525878906
2018-06-28,33.529998779296875
2018-06-29,33.47999954223633
2018-07-02,33.150001525878906
2018-07-03,33.4900016784668
2018-07-05,33.720001220703125
2018-07-16,34.22999954223633
2018-09-18,34.689998626708984
2019-01-24,34.9900016784668
2019-09-05,34.560001373291016
2018-11-21,34.290000915527344
2020-01-13,34.720001220703125
2020-04-01,35.130001068115234
2020-06-19,34.61000061035156
2019-10-29,35.2400016784668
2020-01-16,35.310001373291016
2020-06-22,35.70000076293945
2018-10-03,35.97999954223633
2018-07-31,35.689998626708984
2019-03-12,35.36000061035156
2019-02-08,35.470001220703125
2019-01-07,35.84000015258789
2018-12-06,36.11000061035156
2019-08-19,36.529998779296875
2019-07-18,36.95000076293945
2019-05-15,37.459999084472656
2019-09-20,37.9900016784668
2019-11-01,38.0099983215332
2020-04-07,37.790000915527344
2020-06-25,37.79999923706055
2020-06-16,37.310001373291016
2019-11-04,37.16999816894531
2020-01-22,36.959999084472656
2019-11-07,36.720001220703125
2020-04-13,36.40999984741211
2019-07-01,37.56999969482422
2019-05-30,37.63999938964844
2018-08-15,38.310001373291016
2018-10-18,39.0
2019-03-27,39.95000076293945
2019-01-22,39.45000076293945
2018-12-21,39.15999984741211
2019-09-03,39.36000061035156
2018-11-19,39.75
2019-08-02,38.88999938964844
2020-01-28,38.279998779296875
2020-04-16,37.560001373291016
2019-11-13,37.75
2020-01-31,37.630001068115234
2018-12-04,38.279998779296875
2018-11-02,38.5099983215332
2019-07-16,38.689998626708984
2018-08-30,37.5
2018-10-01,37.599998474121094
2019-06-14,37.880001068115234
2019-05-13,37.959999084472656
2019-04-11,37.790000915527344
2019-02-06,37.20000076293945
2019-09-18,37.13999938964844
2020-02-03,37.310001373291016
2020-04-22,36.939998626708984
2019-11-19,36.790000915527344
2020-02-06,36.11000061035156
2019-11-22,35.79999923706055
2019-03-25,35.65999984741211
2019-02-21,35.470001220703125
2018-12-19,35.279998779296875
2018-07-12,35.25
2018-09-14,35.619998931884766
2018-08-13,35.619998931884766
2018-10-16,36.43000030517578
2019-07-31,36.18000030517578
2019-05-28,36.4900016784668
2019-04-26,34.7400016784668
2020-04-28,34.25
2019-11-25,34.310001373291016
2020-02-12,32.72999954223633
2020-05-01,33.29999923706055
2020-05-04,34.0099983215332
2019-06-12,33.68000030517578
2019-04-09,33.2400016784668
2019-03-08,32.93000030517578
2019-02-04,32.22999954223633
2018-07-27,32.470001220703125
2018-08-28,31.799999237060547
2019-01-03,31.84000015258789
2019-08-15,31.799999237060547
2018-10-31,31.329999923706055
2019-09-16,32.119998931884766
2020-02-18,32.220001220703125
2020-05-07,33.58000183105469
2018-08-17,32.540000915527344
2019-12-04,32.970001220703125
2020-02-21,33.59000015258789
2018-12-17,34.0
2019-08-30,34.220001220703125
2018-11-15,34.29999923706055
2019-07-29,34.95000076293945
2019-06-27,34.810001373291016
2019-04-24,33.04999923706055
2018-07-10,33.43000030517578
2018-09-12,33.209999084472656
2019-02-19,33.029998779296875
2019-01-18,33.31999969482422
2020-02-24,33.02000045776367
2020-05-13,33.54999923706055
2019-12-10,33.470001220703125
2020-02-27,33.529998779296875
2019-12-13,33.93000030517578
2020-05-19,34.22999954223633
2019-03-06,35.0
2018-11-30,34.880001068115234
2019-08-13,33.34000015258789
2019-07-12,33.310001373291016
2019-06-10,32.70000076293945
2019-05-09,32.86000061035156
2018-07-25,32.61000061035156
2018-09-27,32.7599983215332
2018-10-29,31.700000762939453
2019-10-16,31.950000762939453
2019-12-16,31.270000457763672
2020-03-04,31.8799991607666
2020-05-22,30.790000915527344
2019-10-01,30.420000076293945
2019-12-19,29.3700008392334
2018-09-10,28.6200008392334
2019-05-24,29.329999923706055
2018-08-09,29.850000381469727
2019-04-22,29.649999618530273
2019-03-21,29.299999237060547
2019-01-16,30.31999969482422
2019-08-28,30.420000076293945
2018-11-13,31.329999923706055
2018-10-12,32.099998474121094
2019-06-25,32.040000915527344
2020-03-10,31.700000762939453
2020-05-28,31.5
2019-10-07,31.979999542236328
2020-03-13,32.25
2019-10-10,31.639999389648438
2020-03-16,31.489999771118164
2020-06-03,32.369998931884766
2018-11-28,32.54999923706055
2018-09-25,32.619998931884766
2018-07-23,32.0099983215332
2018-08-24,32.619998931884766
2019-07-10,32.40999984741211
2019-05-07,32.61000061035156
2019-04-05,32.939998626708984
2019-03-04,32.9900016784668
2019-01-31,33.720001220703125
2019-09-12,33.09000015258789
2019-12-31,33.790000915527344
2020-03-19,34.029998779296875
2020-01-03,33.95000076293945
2020-06-09,33.720001220703125
2019-02-15,34.119998931884766
2019-01-14,34.2599983215332
2018-07-06,34.75
2018-08-07,34.58000183105469
2018-10-10,34.86000061035156
2018-12-13,34.880001068115234
2019-08-26,34.95000076293945
2019-07-25,35.25
2019-05-22,35.70000076293945
2019-03-19,35.97999954223633
2020-01-06,35.630001068115234
2020-03-25,35.369998931884766
2020-06-12,35.5099983215332
2019-10-22,35.439998626708984
2020-01-09,35.43000030517578
2020-06-15,35.369998931884766
2019-10-25,35.22999954223633
2020-03-31,35.43000030517578
2020-06-18,35.220001220703125
2019-04-03,35.86000061035156
2018-08-22,36.13999938964844
2018-10-25,36.2599983215332
2019-01-29,36.13999938964844
2018-12-28,35.90999984741211
2018-11-26,36.5
2019-08-09,36.619998931884766
2019-07-08,36.380001068115234
2019-06-06,36.290000915527344
2019-09-10,36.810001373291016
2020-01-15,36.20000076293945
2020-04-03,36.31999969482422
2019-10-31,36.650001525878906
2020-04-06,36.65999984741211
2020-06-24,37.150001525878906
2018-11-09,37.2400016784668
2019-07-23,37.02000045776367
2019-06-21,36.66999816894531
2019-05-20,36.0
2019-04-18,36.119998931884766
2018-09-06,36.20000076293945
2018-10-08,36.20000076293945
2019-02-13,36.02000045776367
2018-12-11,35.849998474121094
2019-09-25,35.900001525878906
2020-01-21,36.11000061035156
2020-04-09,36.70000076293945
2019-11-06,37.0
2020-01-24,36.709999084472656
2020-01-27,36.59000015258789
2020-04-15,36.619998931884766
2018-12-26,36.90999984741211
2019-08-07,36.939998626708984
2019-06-04,36.81999969482422
2018-09-21,37.20000076293945
2018-07-19,37.400001525878906
2018-08-20,39.029998779296875
2018-10-23,39.25
2019-05-03,39.150001525878906
2019-04-01,39.189998626708984
2019-02-28,39.349998474121094
2019-11-12,39.16999816894531
2020-01-30,39.150001525878906
2019-11-15,39.33000183105469
2020-04-21,39.06999969482422
2019-04-16,39.209999084472656
2019-03-15,39.20000076293945
2019-02-11,39.06999969482422
2019-01-10,39.0
2019-08-22,38.86000061035156
2018-11-07,39.18000030517578
2018-08-03,39.290000915527344
2018-09-04,39.04999923706055
2019-06-19,38.84000015258789
2019-09-23,38.61000061035156
2019-11-18,38.349998474121094
2020-02-05,38.40999984741211
2020-04-24,38.540000915527344
2019-03-29,39.40999984741211
2019-11-21,38.90999984741211
2020-04-27,39.83000183105469
2020-02-11,39.45000076293945
2020-04-30,39.470001220703125
2019-05-01,39.08000183105469
2019-02-26,38.900001525878906
2019-01-25,38.9900016784668
2018-12-24,39.81999969482422
2019-09-06,40.08000183105469
2018-07-17,40.04999923706055
2018-09-19,39.459999084472656
2019-08-05,39.58000183105469
2019-10-08,39.310001373291016
2019-12-11,39.459999084472656
2019-11-27,39.9900016784668
2020-02-14,40.599998474121094
2020-05-06,40.54999923706055
2019-01-08,40.619998931884766
2018-12-07,40.61000061035156
2019-08-20,41.68000030517578
2018-11-05,41.88999938964844
2019-07-19,41.68000030517578
2018-10-04,41.29999923706055
2019-06-17,42.0
2019-05-16,41.65999984741211
2018-08-01,41.68000030517578
2019-03-13,41.40999984741211
2019-12-03,41.2599983215332
2020-02-20,41.540000915527344
2019-12-06,41.81999969482422
2020-05-12,42.08000183105469
2019-12-09,40.93000030517578
2020-02-26,41.38999938964844
2020-05-15,41.0
2019-03-28,41.2400016784668
2018-09-17,40.90999984741211
2018-08-16,41.439998626708984
2018-10-19,41.09000015258789
2019-04-29,41.22999954223633
2019-01-23,40.7400016784668
2019-09-04,41.45000076293945
2018-11-20,42.16999816894531
2019-07-02,41.81999969482422
2019-05-31,41.41999816894531
2019-12-12,41.2400016784668
2020-05-18,41.459999084472656
2019-09-27,42.029998779296875
2020-03-03,42.47999954223633
2020-05-21,42.16999816894531
2019-05-14,41.7599983215332
2018-08-31,42.29999923706055
2018-07-30,41.650001525878906
2018-10-02,41.849998474121094
2019-04-12,42.7599983215332
2019-03-11,42.599998474121094
2019-02-07,42.77000045776367
2019-07-17,42.9900016784668
