Dates,JCI
2018-12-03,3961600.0
2019-06-13,3846800.0
2019-01-04,5734000.0
2018-08-29,6224400.0
2019-02-05,4371800.0
2018-11-01,4597200.0
2019-08-16,4889700.0
2019-04-10,9277800.0
2019-09-17,5980000.0
2019-10-15,5266000.0
2020-01-02,2593800.0
2020-06-08,3268400.0
2019-10-18,6424800.0
2020-03-24,7635500.0
2020-06-11,6123500.0
2020-01-08,8328400.0
2019-04-25,6055000.0
2019-07-30,4961400.0
2019-02-20,4231900.0
2018-07-11,3821100.0
2018-09-13,5384500.0
2018-10-15,4769500.0
2019-06-28,3598700.0
2018-12-18,4611700.0
2018-11-16,4608900.0
2019-10-02,5980700.0
2020-03-27,6389200.0
2020-01-10,4880100.0
2019-10-24,6062100.0
2020-03-30,4933400.0
2020-06-17,3582100.0
2020-01-14,4000300.0
2020-04-02,5754800.0
2019-01-02,4268100.0
2019-08-14,4105000.0
2018-10-30,2953200.0
2019-06-11,5009500.0
2019-05-10,3449400.0
2019-04-08,4205200.0
2018-08-27,3278900.0
2018-07-26,3916200.0
2018-09-28,4520500.0
2019-03-07,3420000.0
2019-10-30,1855400.0
2020-01-17,5633600.0
2020-06-23,4376700.0
2020-04-08,3924600.0
2020-06-26,4461800.0
2019-03-22,3964600.0
2019-01-17,3669700.0
2019-08-29,3809000.0
2018-11-14,3511600.0
2019-06-26,5562300.0
2018-09-11,9084000.0
2018-07-09,9359200.0
2018-08-10,7422300.0
2019-04-23,6431500.0
2019-09-30,5532700.0
2020-01-23,13167500.0
2019-11-08,3240700.0
2020-04-14,983700.0
2019-11-11,1851600.0
2020-01-29,1800300.0
2020-04-17,2029200.0
2018-07-24,3609600.0
2018-09-26,4201500.0
2019-05-08,4206700.0
2019-03-05,4998100.0
2019-02-01,5157100.0
2018-12-31,4994300.0
2018-11-29,4643900.0
2019-08-12,3553800.0
2019-07-11,4860300.0
2019-09-13,3166300.0
2019-11-14,3517600.0
2020-04-20,5733900.0
2020-02-04,6685800.0
2020-04-23,4928600.0
2018-12-14,5673800.0
2019-08-27,4467300.0
2018-08-08,4563300.0
2018-10-11,3765500.0
2018-11-12,6266900.0
2019-07-26,3785200.0
2019-06-24,8705600.0
2019-05-23,7536800.0
2019-03-20,4574500.0
2019-01-15,5920800.0
2019-11-20,5966900.0
2020-02-07,3840700.0
2020-02-10,2991600.0
2020-04-29,5277200.0
2019-11-26,3116900.0
2020-02-13,5993700.0
2019-01-30,3835700.0
2018-08-23,4706300.0
2018-09-24,4339400.0
2018-11-27,4206100.0
2018-10-26,4741200.0
2019-07-09,12196500.0
2019-06-07,6659800.0
2019-05-06,7673500.0
2019-04-04,6226500.0
2019-09-11,8569100.0
2019-11-29,13381400.0
2020-05-05,8790700.0
2019-12-02,9620000.0
2020-02-19,8141200.0
2020-05-08,9336500.0
2019-05-21,9936100.0
2019-03-18,13133800.0
2018-09-07,11199900.0
2018-08-06,10216500.0
2018-10-09,9363000.0
2019-02-14,9801000.0
2018-12-12,9864600.0
2019-07-24,9708500.0
2019-09-26,7365400.0
2019-10-28,7761700.0
2019-12-05,12206800.0
2020-05-11,10135000.0
2019-07-03,12893300.0
2020-02-25,13131700.0
2020-05-14,11994200.0
2020-02-28,7731300.0
2019-08-08,8695900.0
2019-06-05,8473000.0
2018-07-20,7616600.0
2018-08-21,8349700.0
2018-10-24,6786900.0
2019-04-02,8617700.0
2019-03-01,5960000.0
2019-01-28,4418100.0
2018-12-27,8105500.0
2019-09-09,4041300.0
2020-03-02,6660800.0
2020-05-20,4256200.0
2019-12-17,5279400.0
2020-03-05,4144400.0
2019-02-12,4635900.0
2019-01-11,4027900.0
2018-12-10,5615300.0
2019-08-23,4893900.0
2018-11-08,7403600.0
2019-07-22,4649300.0
2019-06-20,6102700.0
2018-09-05,5273800.0
2019-04-17,5628600.0
2019-09-24,4747900.0
2019-12-20,5083800.0
2020-05-26,5869500.0
2019-04-30,4784400.0
2019-12-23,5134100.0
2020-03-11,4212700.0
2020-05-29,4188500.0
2019-12-26,5765400.0
2020-06-01,6449500.0
2019-05-02,5778500.0
2019-02-27,8629200.0
2018-11-23,5082100.0
2019-08-06,4633600.0
2018-07-18,6842500.0
2018-09-20,6588800.0
2018-10-22,3649500.0
2019-07-05,4874800.0
2019-06-03,6167600.0
2019-10-09,4835000.0
2019-10-11,6992700.0
2020-03-17,3187400.0
2020-06-04,4552900.0
2019-10-14,3561800.0
2020-03-20,5905100.0
2018-11-06,5940000.0
2019-06-18,4902700.0
2019-05-17,4352400.0
2019-04-15,6768800.0
2019-03-14,12949500.0
2019-01-09,12188100.0
2018-08-02,7030300.0
2018-10-05,6416300.0
2019-08-21,4378000.0
2019-10-17,3901900.0
2020-03-23,11215800.0
2020-06-10,4876500.0
2019-02-25,4659900.0
2020-01-07,5388300.0
2020-03-26,3908500.0
2019-10-23,13590200.0
