Dates,BAX
2019-02-05,1319300.0
2018-11-01,1205200.0
2019-08-16,2497900.0
2019-04-10,2214200.0
2019-09-17,2691400.0
2019-10-15,2283400.0
2020-01-02,1632100.0
2020-06-08,1350200.0
2019-10-18,2301700.0
2020-03-24,1529200.0
2020-06-11,1769400.0
2020-01-08,1694200.0
2019-04-25,1475400.0
2019-07-30,2784800.0
2019-02-20,12806500.0
2018-07-11,9896900.0
2018-09-13,3658800.0
2018-10-15,2965900.0
2019-06-28,5089500.0
2018-12-18,4535700.0
2018-11-16,5046700.0
2019-10-02,3026000.0
2020-03-27,2638000.0
2020-01-10,3214900.0
2019-10-24,3535500.0
2020-03-30,3037500.0
2020-06-17,3040500.0
2020-01-14,4688100.0
2020-04-02,3788300.0
2019-01-02,1995300.0
2019-08-14,2030400.0
2018-10-30,2556100.0
2019-06-11,2310700.0
2019-05-10,3250900.0
2019-04-08,2243900.0
2018-08-27,3072500.0
2018-07-26,2271100.0
2018-09-28,3778900.0
2019-03-07,1374800.0
2019-10-30,854300.0
2020-01-17,1929500.0
2020-06-23,1657600.0
2020-04-08,1928100.0
2020-06-26,1454700.0
2019-03-22,2005500.0
2019-01-17,2988400.0
2019-08-29,3200500.0
2018-11-14,2939200.0
2019-06-26,2319600.0
2018-09-11,1836600.0
2018-07-09,2870200.0
2018-08-10,3486000.0
2019-04-23,3911300.0
2019-09-30,2814900.0
2020-01-23,3904900.0
2019-11-08,2201600.0
2020-04-14,628600.0
2019-11-11,838600.0
2020-01-29,798100.0
2020-04-17,866300.0
2018-07-24,1292700.0
2018-09-26,2957800.0
2019-05-08,1871700.0
2019-03-05,3500000.0
2019-02-01,4803200.0
2018-12-31,3576600.0
2018-11-29,2098900.0
2019-08-12,3118900.0
2019-07-11,5007700.0
2019-09-13,3836300.0
2019-11-14,2561000.0
2020-04-20,2243900.0
2020-02-04,4474900.0
2020-04-23,4284900.0
2018-12-14,2815400.0
2019-08-27,2129400.0
2018-08-08,1610800.0
2018-10-11,2222400.0
2018-11-12,1952200.0
2019-07-26,1548200.0
2019-06-24,1608500.0
2019-05-23,1796500.0
2019-03-20,1498500.0
2019-01-15,2213300.0
2019-11-20,3185000.0
2020-02-07,3888400.0
2020-02-10,2306000.0
2020-04-29,2597700.0
2019-11-26,1706500.0
2020-02-13,1590900.0
2019-01-30,2146100.0
2018-08-23,1740200.0
2018-09-24,1820600.0
2018-11-27,1616300.0
2018-10-26,1778200.0
2019-07-09,1529500.0
2019-06-07,2380600.0
2019-05-06,2620400.0
2019-04-04,3126900.0
2019-09-11,3004200.0
2019-11-29,4659600.0
2020-05-05,3370100.0
2019-12-02,3240700.0
2020-02-19,4342500.0
2020-05-08,3821800.0
2019-05-21,3442800.0
2019-03-18,4109100.0
2018-09-07,3490500.0
2018-08-06,3652900.0
2018-10-09,6982400.0
2019-02-14,5774200.0
2018-12-12,4351900.0
2019-07-24,5921700.0
2019-09-26,7524300.0
2019-10-28,6492100.0
2019-12-05,6097400.0
2020-05-11,4664000.0
2019-07-03,4685100.0
2020-02-25,5993700.0
2020-05-14,4465700.0
2020-02-28,4446300.0
2019-08-08,2371200.0
2019-06-05,2767600.0
2018-07-20,3017800.0
2018-08-21,3161100.0
2018-10-24,3271000.0
2019-04-02,2874100.0
2019-03-01,2793000.0
2019-01-28,2951500.0
2018-12-27,3891200.0
2019-09-09,2498200.0
2020-03-02,3784200.0
2020-05-20,2059200.0
2019-12-17,4647200.0
2020-03-05,2503900.0
2019-02-12,4202900.0
2019-01-11,2693100.0
2018-12-10,3962500.0
2019-08-23,3147400.0
2018-11-08,2309300.0
2019-07-22,2318400.0
2019-06-20,2174300.0
2018-09-05,3023000.0
2019-04-17,3588900.0
2019-09-24,2644900.0
2019-12-20,2679800.0
2020-05-26,2571900.0
2019-04-30,1866300.0
2019-12-23,1526400.0
2020-03-11,1321700.0
2020-05-29,2401800.0
2019-12-26,2550700.0
2020-06-01,3002300.0
2019-05-02,4521900.0
2019-02-27,3430000.0
2018-11-23,4210800.0
2019-08-06,2393100.0
2018-07-18,3312100.0
2018-09-20,1534100.0
2018-10-22,1345300.0
2019-07-05,3006600.0
2019-06-03,4007700.0
2019-10-09,4514900.0
2019-10-11,5070300.0
2020-03-17,1768000.0
2020-06-04,2041600.0
2019-10-14,1759400.0
2020-03-20,1794400.0
2018-11-06,2837100.0
2019-06-18,4814000.0
2019-05-17,2666000.0
2019-04-15,3076100.0
2019-03-14,4084300.0
2019-01-09,4703800.0
2018-08-02,4328700.0
2018-10-05,3735800.0
2019-08-21,1992700.0
2019-10-17,1856800.0
2020-03-23,4432700.0
2020-06-10,1932300.0
2019-02-25,2655400.0
2020-01-07,3289500.0
2020-03-26,3941600.0
2019-10-23,3654600.0
