Dates,BAX
2018-06-20,74.12000274658203
2018-06-21,73.55999755859375
2018-06-25,74.01000213623047
2018-06-22,74.05999755859375
2018-06-26,73.61000061035156
2018-06-27,73.44999694824219
2018-06-28,72.54000091552734
2018-06-29,73.81999969482422
2018-07-02,73.38999938964844
2018-07-03,73.69999694824219
2018-07-05,73.58999633789062
2018-07-16,73.87999725341797
2018-09-18,74.5999984741211
2019-01-24,74.95999908447266
2019-09-05,74.31999969482422
2018-11-21,74.76000213623047
2020-01-13,74.80000305175781
2020-04-01,74.25
2020-06-19,73.81999969482422
2019-10-29,74.80000305175781
2020-01-16,74.5999984741211
2020-06-22,74.72000122070312
2018-10-03,75.0
2018-07-31,75.11000061035156
2019-03-12,75.3499984741211
2019-02-08,71.01000213623047
2019-01-07,73.27999877929688
2018-12-06,71.63999938964844
2019-08-19,71.77999877929688
2019-07-18,72.45999908447266
2019-05-15,72.44000244140625
2019-09-20,72.2699966430664
2019-11-01,72.25
2020-04-07,72.55999755859375
2020-06-25,72.43000030517578
2020-06-16,72.91999816894531
2019-11-04,71.94999694824219
2020-01-22,71.4000015258789
2019-11-07,70.68000030517578
2020-04-13,70.44000244140625
2019-07-01,71.7699966430664
2019-05-30,71.3499984741211
2018-08-15,72.08999633789062
2018-10-18,72.47000122070312
2019-03-27,71.44999694824219
2019-01-22,72.19999694824219
2018-12-21,72.2300033569336
2019-09-03,72.5999984741211
2018-11-19,73.1500015258789
2019-08-02,73.30000305175781
2020-01-28,73.76000213623047
2020-04-16,73.68000030517578
2019-11-13,74.80000305175781
2020-01-31,74.58999633789062
2018-12-04,73.94999694824219
2018-11-02,74.37000274658203
2019-07-16,74.83999633789062
2018-08-30,74.81999969482422
2018-10-01,75.87000274658203
2019-06-14,76.22000122070312
2019-05-13,77.16999816894531
2019-04-11,77.44999694824219
2019-02-06,77.02999877929688
2019-09-18,77.4000015258789
2020-02-03,77.9000015258789
2020-04-22,77.8499984741211
2019-11-19,77.38999938964844
2020-02-06,77.8499984741211
2019-11-22,77.45999908447266
2019-03-25,77.0999984741211
2019-02-21,76.58000183105469
2018-12-19,77.5
2018-07-12,77.62999725341797
2018-09-14,77.38999938964844
2018-08-13,75.55999755859375
2018-10-16,74.25
2019-07-31,73.88999938964844
2019-05-28,73.01000213623047
2019-04-26,72.88999938964844
2020-04-28,70.91999816894531
2019-11-25,71.27999877929688
2020-02-12,71.19999694824219
2020-05-01,70.86000061035156
2020-05-04,71.43000030517578
2019-06-12,72.27999877929688
2019-04-09,70.6500015258789
2019-03-08,69.45999908447266
2019-02-04,67.79000091552734
2018-07-27,68.83000183105469
2018-08-28,67.69999694824219
2019-01-03,67.22000122070312
2019-08-15,68.1500015258789
2018-10-31,67.22000122070312
2019-09-16,62.79999923706055
2020-02-18,62.630001068115234
2020-05-07,63.709999084472656
2018-08-17,62.41999816894531
2019-12-04,62.220001220703125
2020-02-21,63.91999816894531
2018-12-17,63.2400016784668
2019-08-30,63.7599983215332
2018-11-15,63.439998626708984
2019-07-29,62.400001525878906
2019-06-27,63.36000061035156
2019-04-24,63.40999984741211
2018-07-10,65.45999908447266
2018-09-12,66.63999938964844
2019-02-19,64.62999725341797
2019-01-18,64.56999969482422
2020-02-24,64.95999908447266
2020-05-13,65.88999938964844
2019-12-10,65.68000030517578
2020-02-27,66.5
2019-12-13,67.95999908447266
2020-05-19,67.87000274658203
