Dates,BAX
2018-06-20,74.3499984741211
2018-06-21,74.52999877929688
2018-06-25,74.86000061035156
2018-06-22,74.12999725341797
2018-06-26,73.91000366210938
2018-06-27,73.88999938964844
2018-06-28,74.12999725341797
2018-06-29,74.69000244140625
2018-07-02,73.80000305175781
2018-07-03,73.79000091552734
2018-07-05,73.95999908447266
2018-07-16,74.56999969482422
2018-09-18,74.88999938964844
2019-01-24,75.12000274658203
2019-09-05,74.9000015258789
2018-11-21,75.04000091552734
2020-01-13,74.94000244140625
2020-04-01,74.29000091552734
2020-06-19,74.80999755859375
2019-10-29,74.8499984741211
2020-01-16,74.9800033569336
2020-06-22,75.5999984741211
2018-10-03,75.33000183105469
2018-07-31,75.72000122070312
2019-03-12,76.51000213623047
2019-02-08,75.0
2019-01-07,73.70999908447266
2018-12-06,72.13999938964844
2019-08-19,72.70999908447266
2019-07-18,73.12999725341797
2019-05-15,72.58000183105469
2019-09-20,72.38999938964844
2019-11-01,72.72000122070312
2020-04-07,72.76000213623047
2020-06-25,73.08999633789062
2020-06-16,73.0
2019-11-04,71.94999694824219
2020-01-22,71.88999938964844
2019-11-07,71.27999877929688
2020-04-13,71.33999633789062
2019-07-01,71.94000244140625
2019-05-30,72.13999938964844
2018-08-15,72.44000244140625
2018-10-18,72.76000213623047
2019-03-27,72.2699966430664
2019-01-22,72.33000183105469
2018-12-21,72.51000213623047
2019-09-03,73.19000244140625
2018-11-19,73.25
2019-08-02,74.08999633789062
2020-01-28,74.19000244140625
2020-04-16,74.44999694824219
2019-11-13,75.12999725341797
2020-01-31,74.75
2018-12-04,74.7300033569336
2018-11-02,74.83999633789062
2019-07-16,75.13999938964844
2018-08-30,76.12999725341797
2018-10-01,76.22000122070312
2019-06-14,77.22000122070312
2019-05-13,77.8499984741211
2019-04-11,77.5199966430664
2019-02-06,77.5
2019-09-18,77.80999755859375
2020-02-03,78.37999725341797
2020-04-22,77.91999816894531
2019-11-19,77.83999633789062
2020-02-06,77.95999908447266
2019-11-22,77.69000244140625
2019-03-25,77.12999725341797
2019-02-21,77.54000091552734
2018-12-19,78.2300033569336
2018-07-12,77.77999877929688
2018-09-14,77.5
2018-08-13,75.55999755859375
2018-10-16,74.69999694824219
2019-07-31,74.1500015258789
2019-05-28,73.52999877929688
2019-04-26,72.88999938964844
2020-04-28,71.69000244140625
2019-11-25,71.94000244140625
2020-02-12,71.5199966430664
2020-05-01,71.83999633789062
2020-05-04,72.54000091552734
2019-06-12,72.27999877929688
2019-04-09,70.91000366210938
2019-03-08,69.7300033569336
2019-02-04,69.04000091552734
2018-07-27,69.27999877929688
2018-08-28,68.38999938964844
2019-01-03,67.66999816894531
2019-08-15,68.43000030517578
2018-10-31,68.88999938964844
2019-09-16,64.08999633789062
2020-02-18,63.560001373291016
2020-05-07,64.4000015258789
2018-08-17,62.849998474121094
2019-12-04,63.470001220703125
2020-02-21,64.11000061035156
2018-12-17,64.0999984741211
2019-08-30,63.7599983215332
2018-11-15,63.439998626708984
2019-07-29,64.19000244140625
2019-06-27,64.19999694824219
2019-04-24,65.83999633789062
2018-07-10,66.91000366210938
2018-09-12,66.72000122070312
2019-02-19,64.91999816894531
2019-01-18,65.58000183105469
2020-02-24,65.54000091552734
2020-05-13,66.0999984741211
2019-12-10,65.97000122070312
2020-02-27,68.33999633789062
2019-12-13,68.51000213623047
2020-05-19,68.63999938964844
2019-03-06,69.37000274658203
2018-11-30,69.29000091552734
2019-08-13,66.86000061035156
2019-07-12,66.91000366210938
2019-06-10,65.69999694824219
2019-05-09,66.81999969482422
2018-07-25,67.75
2018-09-27,67.51000213623047
2018-10-29,66.45999908447266
2019-10-16,65.97000122070312
2019-12-16,65.56999969482422
