Dates,OKE
2018-06-20,61.99887466430664
2018-06-21,60.85746383666992
2018-06-25,61.92808151245117
2018-06-22,60.78668212890625
2018-06-26,61.68918991088867
2018-06-27,61.71573257446289
2018-06-28,61.8750114440918
2018-06-29,61.7865104675293
2018-07-02,61.00788116455078
2018-07-03,61.34410858154297
2018-07-05,62.14044952392578
2018-07-16,63.007564544677734
2018-09-18,63.096038818359375
2019-01-24,63.01641082763672
2019-09-05,62.21123123168945
2018-11-21,62.697872161865234
2020-01-13,63.17567825317383
2020-04-01,61.94578552246094
2020-06-19,62.22891616821289
2019-10-29,62.051963806152344
2020-01-16,62.326255798339844
2020-06-22,61.8750114440918
2018-10-03,62.069664001464844
2018-07-31,62.273162841796875
2019-03-12,62.72441864013672
2019-02-08,63.07835388183594
2019-01-07,62.043121337890625
2018-12-06,62.45013427734375
2019-08-19,62.326255798339844
2019-07-18,60.27349090576172
2019-05-15,60.609703063964844
2019-09-20,60.46194076538086
2019-11-01,61.08885955810547
2020-04-07,61.11572265625
2020-06-25,61.44709777832031
2020-06-16,61.56352996826172
2019-11-04,61.70682907104492
2020-01-22,60.936614990234375
2019-11-07,61.39336395263672
2020-04-13,59.96039581298828
2019-07-01,60.1395263671875
2019-05-30,60.47089385986328
2018-08-15,60.75748062133789
2018-10-18,60.42612075805664
2019-03-27,61.097816467285156
2019-01-22,60.202213287353516
2018-12-21,60.444026947021484
2019-09-03,60.73061752319336
2018-11-19,60.291778564453125
2019-08-02,59.718589782714844
2020-01-28,59.512603759765625
2020-04-16,59.02898406982422
2019-11-13,58.84089660644531
2020-01-31,59.181236267089844
2018-12-04,59.11854553222656
2018-11-02,58.966285705566406
2019-07-16,57.819915771484375
2018-08-30,58.23189163208008
2018-10-01,58.3125
2019-06-14,59.07376480102539
2019-05-13,59.4588623046875
2019-04-11,60.87391662597656
2019-02-06,61.92176055908203
2019-09-18,62.2620964050293
2020-02-03,61.44709777832031
2020-04-22,61.8948974609375
2019-11-19,60.78435516357422
2020-02-06,61.285888671875
2019-11-22,61.26798629760742
2019-03-25,61.061988830566406
2019-02-21,60.712711334228516
2018-12-19,61.7515983581543
2018-07-12,60.79331588745117
2018-09-14,61.285888671875
2018-08-13,61.330665588378906
2018-10-16,61.44709777832031
2019-07-31,61.2590217590332
2019-05-28,61.545616149902344
2019-04-26,60.28282165527344
2020-04-28,58.41101837158203
2019-11-25,58.23189163208008
2020-02-12,58.04381561279297
2020-05-01,60.41716003417969
2020-05-04,60.02309036254883
2019-06-12,59.93354034423828
2019-04-09,60.712711334228516
2019-03-08,59.987274169921875
2019-02-04,59.020023345947266
2018-07-27,56.99596405029297
2018-08-28,57.86470031738281
2019-01-03,56.72728729248047
2019-08-15,56.6287727355957
2018-10-31,56.66459655761719
2019-09-16,58.7513427734375
2020-02-18,58.04381561279297
2020-05-07,56.75053024291992
2018-08-17,58.03927993774414
2019-12-04,57.80331039428711
2020-02-21,58.148193359375
2018-12-17,58.05743408203125
2019-08-30,57.25877380371094
2018-11-15,56.623470306396484
2019-07-29,55.37101364135742
2019-06-27,54.790164947509766
2019-04-24,55.68867111206055
2018-07-10,56.45103073120117
2018-09-12,56.52363204956055
2019-02-19,54.762943267822266
2019-01-18,55.35286331176758
2020-02-24,53.63755416870117
2020-05-13,54.027809143066406
2019-12-10,54.227474212646484
2020-02-27,54.926307678222656
2019-12-13,55.67051696777344
2020-05-19,55.752197265625
2019-03-06,56.950191497802734
2018-11-30,54.99890899658203
2019-08-13,53.88259506225586
2019-07-12,54.44529342651367
2019-06-10,53.692012786865234
2019-05-09,53.52864074707031
2018-07-25,54.19116973876953
2018-09-27,55.770355224609375
2018-10-29,54.62681198120117
2019-10-16,53.18376541137695
2019-12-16,51.25063705444336
2020-03-04,50.724246978759766
2020-05-22,49.480873107910156
2019-10-01,48.91817855834961
2019-12-19,46.09562683105469
2018-09-10,48.73666000366211
2019-05-24,48.39178466796875
2018-08-09,48.08320999145508
2019-04-22,48.96355438232422
2019-03-21,49.38103485107422
2019-01-16,49.2630500793457
2019-08-28,51.414005279541016
2018-11-13,52.312496185302734
2018-10-12,53.428810119628906
2019-06-25,54.209320068359375
2020-03-10,54.49066925048828
2020-05-28,54.27285385131836
2019-10-07,53.88259506225586
2020-03-13,55.32563781738281
2019-10-10,55.516231536865234
2020-03-16,56.17876052856445
2020-06-03,57.349525451660156
2018-11-28,56.7959098815918
2018-09-25,56.76868438720703
2018-07-23,56.859439849853516
2018-08-24,57.45756912231445
2019-07-10,57.319541931152344
2019-05-07,58.52500915527344
2019-04-05,59.077125549316406
2019-03-04,59.08633041381836
2019-01-31,59.96053695678711
2019-09-12,60.72429275512695
2019-12-31,60.92673873901367
2020-03-19,60.521846771240234
2020-01-03,59.9421272277832
2020-06-09,59.831695556640625
2019-02-15,59.85931396484375
2019-01-14,60.00653839111328
2018-07-06,60.80712127685547
2018-08-07,61.35923385620117
2018-10-10,62.307044982910156
2018-12-13,63.10762405395508
2019-08-26,62.6843376159668
2019-07-25,62.38987350463867
2019-05-22,62.45428466796875
2019-03-19,62.2518424987793
2020-01-06,59.15995407104492
2020-03-25,59.951332092285156
2020-06-12,59.132347106933594
2019-10-22,60.61387634277344
2020-01-09,60.6414794921875
2020-06-15,60.68748474121094
2019-10-25,60.208984375
2020-03-31,60.63227462768555
2020-06-18,60.34701156616211
2019-04-03,61.000362396240234
2018-08-22,61.42365646362305
2018-10-25,61.93896484375
2019-01-29,61.764129638671875
2018-12-28,61.51567459106445
2018-11-26,62.914390563964844
2019-08-09,62.85917282104492
2019-07-08,63.310081481933594
2019-06-06,64.27629089355469
2019-09-10,63.50331497192383
2020-01-15,63.751766204833984
2020-04-03,63.7609748840332
