Dates,OKE
2018-06-20,69.2300033569336
2018-06-21,69.7300033569336
2018-06-25,70.20999908447266
2018-06-22,69.81999969482422
2018-06-26,68.94999694824219
2018-06-27,70.29000091552734
2018-06-28,69.93000030517578
2018-06-29,70.29000091552734
2018-07-02,69.55999755859375
2018-07-03,69.5
2018-07-05,69.95999908447266
2018-07-16,70.16999816894531
2018-09-18,71.4800033569336
2019-01-24,71.75
2019-09-05,70.86000061035156
2018-11-21,70.5999984741211
2020-01-13,70.83000183105469
2020-04-01,70.86000061035156
2020-06-19,69.97000122070312
2019-10-29,69.76000213623047
2020-01-16,70.16000366210938
2020-06-22,70.51000213623047
2018-10-03,70.16999816894531
2018-07-31,70.37999725341797
2019-03-12,70.26000213623047
2019-02-08,70.88999938964844
2019-01-07,71.12999725341797
2018-12-06,70.55000305175781
2019-08-19,70.69999694824219
2019-07-18,71.04000091552734
2019-05-15,67.83000183105469
2019-09-20,67.69999694824219
2019-11-01,67.63999938964844
2020-04-07,68.76000213623047
2020-06-25,67.95999908447266
2020-06-16,68.7300033569336
2019-11-04,68.66000366210938
2020-01-22,68.9000015258789
2019-11-07,68.45999908447266
2020-04-13,68.08999633789062
2019-07-01,67.27999877929688
2019-05-30,67.26000213623047
2018-08-15,67.63999938964844
2018-10-18,68.31999969482422
2019-03-27,67.73999786376953
2019-01-22,68.12999725341797
2018-12-21,67.58000183105469
2019-09-03,67.47000122070312
2018-11-19,67.7699966430664
2019-08-02,67.31999969482422
2020-01-28,66.5999984741211
2020-04-16,66.20999908447266
2019-11-13,65.91000366210938
2020-01-31,65.62000274658203
2018-12-04,66.0999984741211
2018-11-02,65.69000244140625
2019-07-16,66.08999633789062
2018-08-30,64.5199966430664
2018-10-01,65.3499984741211
2019-06-14,64.9800033569336
2019-05-13,65.80999755859375
2019-04-11,66.66000366210938
2019-02-06,68.55999755859375
2019-09-18,69.31999969482422
2020-02-03,69.62999725341797
2020-04-22,68.86000061035156
2019-11-19,69.5
2020-02-06,68.19000244140625
2019-11-22,68.23999786376953
2019-03-25,68.69999694824219
2019-02-21,68.08000183105469
2018-12-19,68.08000183105469
2018-07-12,68.8499984741211
2018-09-14,68.0999984741211
2018-08-13,68.44999694824219
2018-10-16,68.41000366210938
2019-07-31,68.36000061035156
2019-05-28,68.48999786376953
2019-04-26,68.69999694824219
2020-04-28,66.88999938964844
2019-11-25,65.38999938964844
2020-02-12,65.0
2020-05-01,65.63999938964844
2020-05-04,67.44999694824219
2019-06-12,66.58999633789062
2019-04-09,67.44999694824219
