Dates,OKE
2020-05-21,2169700.0
2019-05-14,2069000.0
2018-08-31,2742300.0
2018-07-30,1300000.0
2018-10-02,2117100.0
2019-04-12,1677800.0
2019-03-11,1579000.0
2019-02-07,1971000.0
2019-07-17,1809600.0
2019-09-19,2500800.0
2019-10-21,1395800.0
2019-12-18,1481700.0
2020-03-06,1672200.0
2019-10-03,1672600.0
2020-03-09,1868100.0
2020-05-27,2154600.0
2019-12-24,1571700.0
2020-03-12,1810400.0
2018-12-20,1767200.0
2019-08-01,2353200.0
2018-08-14,2057600.0
2018-07-13,1777600.0
2018-10-17,1726800.0
2019-05-29,1797700.0
2019-03-26,2866900.0
2019-02-22,2132700.0
2019-10-04,2020000.0
2019-11-05,2716700.0
2019-12-27,3109600.0
2020-06-02,2261000.0
2019-12-30,2426400.0
2020-03-18,3102600.0
2020-06-05,3012200.0
2019-07-15,1651600.0
2018-12-03,1775300.0
2019-06-13,1618600.0
2019-01-04,1873300.0
2018-08-29,1448100.0
2019-02-05,1400900.0
2018-11-01,1398600.0
2019-08-16,2990000.0
2019-04-10,1902900.0
2019-09-17,1697600.0
2019-10-15,1960500.0
2020-01-02,1387400.0
2020-06-08,1844200.0
2019-10-18,1915300.0
2020-03-24,1324600.0
2020-06-11,1772900.0
2020-01-08,1314400.0
2019-04-25,2900600.0
2019-07-30,1687800.0
2019-02-20,1674900.0
2018-07-11,1287300.0
2018-09-13,1878000.0
2018-10-15,2352000.0
2019-06-28,2964500.0
2018-12-18,2631500.0
2018-11-16,1747300.0
2019-10-02,2153800.0
2020-03-27,1613600.0
2020-01-10,2005000.0
2019-10-24,2083100.0
2020-03-30,1755000.0
2020-06-17,1528500.0
2020-01-14,1742900.0
2020-04-02,1498200.0
2019-01-02,1667400.0
2019-08-14,1731500.0
2018-10-30,1489800.0
2019-06-11,1756200.0
2019-05-10,1738200.0
2019-04-08,1661800.0
2018-08-27,1455600.0
2018-07-26,1214300.0
2018-09-28,2062700.0
2019-03-07,1740100.0
2019-10-30,967400.0
2020-01-17,1913500.0
2020-06-23,1683200.0
2020-04-08,1840700.0
2020-06-26,1315600.0
2019-03-22,1541200.0
2019-01-17,1567900.0
2019-08-29,1952600.0
2018-11-14,1920100.0
2019-06-26,2120200.0
2018-09-11,2410800.0
2018-07-09,1690500.0
2018-08-10,2004800.0
2019-04-23,3682800.0
2019-09-30,2297600.0
2020-01-23,5168300.0
2019-11-08,1808100.0
2020-04-14,644000.0
2019-11-11,1226400.0
2020-01-29,1321400.0
2020-04-17,1151200.0
2018-07-24,1677400.0
2018-09-26,1943600.0
2019-05-08,1727600.0
2019-03-05,2109700.0
2019-02-01,1364600.0
2018-12-31,2153900.0
2018-11-29,1726800.0
2019-08-12,1445000.0
2019-07-11,1368000.0
2019-09-13,2308400.0
2019-11-14,1410300.0
2020-04-20,1637600.0
2020-02-04,1774700.0
2020-04-23,2469200.0
2018-12-14,1687300.0
2019-08-27,1585500.0
2018-08-08,1774700.0
2018-10-11,1841100.0
2018-11-12,1735900.0
2019-07-26,1496000.0
2019-06-24,2782400.0
2019-05-23,3381500.0
2019-03-20,2726200.0
2019-01-15,2495300.0
2019-11-20,1575600.0
2020-02-07,1124400.0
2020-02-10,1147200.0
2020-04-29,1471400.0
2019-11-26,1363300.0
2020-02-13,1389500.0
2019-01-30,1910300.0
2018-08-23,1397900.0
2018-09-24,1702200.0
2018-11-27,1528500.0
2018-10-26,2111600.0
2019-07-09,2509000.0
2019-06-07,2722400.0
2019-05-06,5339300.0
2019-04-04,3156500.0
2019-09-11,7202200.0
2019-11-29,7515600.0
2020-05-05,5239000.0
2019-12-02,4096900.0
2020-02-19,2808900.0
2020-05-08,3373800.0
2019-05-21,6582400.0
2019-03-18,18613800.0
2018-09-07,17038700.0
2018-08-06,8734900.0
2018-10-09,10384900.0
2019-02-14,14265000.0
2018-12-12,10466400.0
2019-07-24,11579200.0
2019-09-26,16012300.0
2019-10-28,15640400.0
2019-12-05,14406500.0
2020-05-11,8324800.0
2019-07-03,8129700.0
2020-02-25,9679600.0
2020-05-14,8073200.0
2020-02-28,7804100.0
2019-08-08,8803400.0
2019-06-05,10287800.0
2018-07-20,6732200.0
2018-08-21,9885500.0
2018-10-24,9613600.0
2019-04-02,7392800.0
2019-03-01,8775800.0
2019-01-28,6875900.0
2018-12-27,10659700.0
2019-09-09,8141600.0
2020-03-02,7603300.0
2020-05-20,7821400.0
2019-12-17,5513700.0
2020-03-05,6398500.0
2019-02-12,8428700.0
2019-01-11,8532100.0
2018-12-10,7862900.0
2019-08-23,8158900.0
2018-11-08,8931300.0
2019-07-22,6242000.0
2019-06-20,6169800.0
2018-09-05,9853700.0
2019-04-17,7154100.0
2019-09-24,4875500.0
2019-12-20,5440200.0
2020-05-26,4784200.0
2019-04-30,3614700.0
2019-12-23,4700800.0
2020-03-11,5074300.0
2020-05-29,3686100.0
2019-12-26,7975000.0
2020-06-01,8373200.0
2019-05-02,5431200.0
2019-02-27,5533800.0
2018-11-23,6032300.0
2019-08-06,5968400.0
2018-07-18,6634900.0
2018-09-20,4125700.0
2018-10-22,3766300.0
2019-07-05,4840700.0
2019-06-03,5428700.0
2019-10-09,5023500.0
2019-10-11,9144700.0
2020-03-17,4395700.0
2020-06-04,4456100.0
2019-10-14,5557800.0
2020-03-20,5622900.0
2018-11-06,8042600.0
2019-06-18,6238900.0
2019-05-17,5534400.0
2019-04-15,5524000.0
2019-03-14,14947900.0
2019-01-09,31496500.0
2018-08-02,12268600.0
2018-10-05,9837200.0
2019-08-21,5261000.0
2019-10-17,4244400.0
2020-03-23,14396300.0
2020-06-10,5648100.0
2019-02-25,5902600.0
2020-01-07,8752000.0
2020-03-26,6171300.0
2019-10-23,10206000.0
