Dates,OKE
2018-06-20,70.30999755859375
2018-06-21,69.86000061035156
2018-06-25,70.7699966430664
2018-06-22,69.91999816894531
2018-06-26,69.88999938964844
2018-06-27,70.98999786376953
2018-06-28,70.30999755859375
2018-06-29,70.48999786376953
2018-07-02,69.76000213623047
2018-07-03,70.5
2018-07-05,70.5999984741211
2018-07-16,71.33999633789062
2018-09-18,71.7699966430664
2019-01-24,71.98999786376953
2019-09-05,71.13999938964844
2018-11-21,70.9800033569336
2020-01-13,71.70999908447266
2020-04-01,70.9800033569336
2020-06-19,70.61000061035156
2019-10-29,70.80999755859375
2020-01-16,71.08000183105469
2020-06-22,70.7699966430664
2018-10-03,70.38999938964844
2018-07-31,70.76000213623047
2019-03-12,71.11000061035156
2019-02-08,71.41999816894531
2019-01-07,71.29000091552734
2018-12-06,70.77999877929688
2019-08-19,71.16999816894531
2019-07-18,71.04000091552734
2019-05-15,69.0199966430664
2019-09-20,68.1500015258789
2019-11-01,68.30000305175781
2020-04-07,68.76000213623047
2020-06-25,68.66999816894531
2020-06-16,69.26000213623047
2019-11-04,69.23999786376953
2020-01-22,69.08000183105469
2019-11-07,68.91999816894531
2020-04-13,68.08999633789062
2019-07-01,67.7699966430664
2019-05-30,67.77999877929688
2018-08-15,67.97000122070312
2018-10-18,68.41999816894531
2019-03-27,68.3499984741211
2019-01-22,68.16999816894531
2018-12-21,67.9000015258789
2019-09-03,67.9000015258789
2018-11-19,68.26000213623047
2019-08-02,67.37999725341797
2020-01-28,66.83999633789062
2020-04-16,66.38999938964844
2019-11-13,66.12000274658203
2020-01-31,66.08999633789062
2018-12-04,66.62999725341797
2018-11-02,66.30000305175781
2019-07-16,66.38999938964844
2018-08-30,65.54000091552734
2018-10-01,65.45999908447266
2019-06-14,65.9800033569336
2019-05-13,66.54000091552734
2019-04-11,68.5999984741211
2019-02-06,70.01000213623047
2019-09-18,69.66999816894531
2020-02-03,69.62999725341797
2020-04-22,69.31999969482422
2019-11-19,69.5
2020-02-06,68.48999786376953
2019-11-22,69.81999969482422
2019-03-25,68.69999694824219
2019-02-21,68.47000122070312
2018-12-19,69.16999816894531
2018-07-12,69.0999984741211
2018-09-14,68.55999755859375
2018-08-13,68.83000183105469
2018-10-16,68.94999694824219
2019-07-31,68.94000244140625
2019-05-28,68.88999938964844
2019-04-26,68.98999786376953
2020-04-28,66.88999938964844
2019-11-25,66.01000213623047
2020-02-12,65.41000366210938
2020-05-01,67.98999786376953
2020-05-04,67.4800033569336
2019-06-12,67.95999908447266
2019-04-09,68.48999786376953
2019-03-08,67.87999725341797
2019-02-04,66.37999725341797
2018-07-27,66.0
2018-08-28,65.38999938964844
2019-01-03,64.44000244140625
2019-08-15,64.25
2018-10-31,63.81999969482422
2019-09-16,66.9000015258789
2020-02-18,65.91999816894531
2020-05-07,64.80999755859375
2018-08-17,63.97999954223633
2019-12-04,63.97999954223633
2020-02-21,64.91999816894531
2018-12-17,64.94000244140625
2019-08-30,63.54999923706055
2018-11-15,63.7400016784668
2019-07-29,62.849998474121094
2019-06-27,62.25
2019-04-24,61.369998931884766
2018-07-10,62.41999816894531
2018-09-12,62.59000015258789
2019-02-19,61.689998626708984
2019-01-18,61.619998931884766
2020-02-24,59.90999984741211
2020-05-13,60.130001068115234
2019-12-10,60.18000030517578
2020-02-27,60.70000076293945
2019-12-13,61.86000061035156
2020-05-19,61.709999084472656
2019-03-06,63.11000061035156
2018-11-30,62.970001220703125
2019-08-13,59.65999984741211
2019-07-12,61.79999923706055
2019-06-10,59.849998474121094
2019-05-09,60.220001220703125
2018-07-25,60.2599983215332
2018-09-27,61.59000015258789
2018-10-29,61.58000183105469
2019-10-16,60.470001220703125
2019-12-16,58.72999954223633
2020-03-04,58.130001068115234
2020-05-22,56.040000915527344
2019-10-01,55.56999969482422
2019-12-19,53.439998626708984
2018-09-10,53.720001220703125
2019-05-24,53.369998931884766
2018-08-09,53.95000076293945
2019-04-22,54.0
2019-03-21,55.04999923706055
2019-01-16,55.0
2019-08-28,56.83000183105469
2018-11-13,58.119998931884766
2018-10-12,59.18000030517578
2019-06-25,60.279998779296875
2020-03-10,60.11000061035156
2020-05-28,60.47999954223633
2019-10-07,59.91999816894531
2020-03-13,61.08000183105469
2019-10-10,61.619998931884766
2020-03-16,62.08000183105469
2020-06-03,63.689998626708984
2018-11-28,63.2599983215332
2018-09-25,63.15999984741211
2018-07-23,63.099998474121094
2018-08-24,62.5
2019-07-10,62.31999969482422
2019-05-07,64.2300033569336
2019-04-05,64.48999786376953
2019-03-04,64.62000274658203
2019-01-31,65.16999816894531
2019-09-12,66.0
2019-12-31,66.30000305175781
2020-03-19,66.02999877929688
2020-01-03,65.61000061035156
2020-06-09,65.19000244140625
2019-02-15,65.1500015258789
2019-01-14,66.16999816894531
2018-07-06,66.27999877929688
2018-08-07,67.94999694824219
2018-10-10,67.9800033569336
2018-12-13,69.16000366210938
2019-08-26,68.7699966430664
2019-07-25,68.27999877929688
2019-05-22,68.31999969482422
2019-03-19,68.13999938964844
2020-01-06,66.83999633789062
2020-03-25,65.43000030517578
2020-06-12,65.2300033569336
2019-10-22,65.94999694824219
2020-01-09,66.44000244140625
2020-06-15,66.12000274658203
2019-10-25,65.81999969482422
2020-03-31,66.33000183105469
2020-06-18,65.66999816894531
2019-04-03,66.43000030517578
2018-08-22,67.41999816894531
2018-10-25,67.44999694824219
2019-01-29,67.4000015258789
2018-12-28,67.23999786376953
2018-11-26,68.58000183105469
2019-08-09,68.83999633789062
2019-07-08,69.54000091552734
2019-06-06,69.86000061035156
2019-09-10,69.79000091552734
2020-01-15,69.37000274658203
2020-04-03,70.43000030517578
2019-10-31,69.4000015258789
2020-04-06,69.41000366210938
2020-06-24,70.04000091552734
2018-11-09,70.4000015258789
2019-07-23,70.61000061035156
2019-06-21,70.38999938964844
2019-05-20,69.48999786376953
2019-04-18,70.83000183105469
2018-09-06,70.80000305175781
2018-10-08,70.33999633789062
2019-02-13,70.5199966430664
2018-12-11,70.08000183105469
2019-09-25,70.76000213623047
2020-01-21,70.72000122070312
2020-04-09,70.5199966430664
2019-11-06,70.5
2020-01-24,69.83999633789062
2020-01-27,70.01000213623047
2020-04-15,70.08999633789062
2018-12-26,70.13999938964844
2019-08-07,70.52999877929688
2019-06-04,68.98999786376953
2018-09-21,68.97000122070312
2018-07-19,69.01000213623047
2018-08-20,68.58000183105469
2018-10-23,67.52999877929688
2019-05-03,67.58000183105469
2019-04-01,66.87999725341797
2019-02-28,66.33000183105469
2019-11-12,66.72000122070312
2020-01-30,66.0999984741211
2019-11-15,67.4000015258789
2020-04-21,67.12999725341797
2019-04-16,67.58999633789062
2019-03-15,67.5999984741211
2019-02-11,68.37999725341797
2019-01-10,68.79000091552734
2019-08-22,68.29000091552734
2018-11-07,68.3499984741211
2018-08-03,67.86000061035156
2018-09-04,66.05999755859375
2019-06-19,65.98999786376953
2019-09-23,65.8499984741211
2019-11-18,63.9900016784668
2020-02-05,64.38999938964844
2020-04-24,64.31999969482422
2019-03-29,64.44000244140625
2019-11-21,65.12000274658203
2020-04-27,65.37000274658203
2020-02-11,66.70999908447266
2020-04-30,66.87000274658203
2019-05-01,66.30999755859375
2019-02-26,66.25
2019-01-25,65.88999938964844
2018-12-24,65.1500015258789
2019-09-06,65.13999938964844
2018-07-17,65.06999969482422
2018-09-19,65.83000183105469
2019-08-05,66.45999908447266
2019-10-08,67.87999725341797
2019-12-11,68.95999908447266
2019-11-27,69.30999755859375
2020-02-14,67.29000091552734
2020-05-06,67.83999633789062
2019-01-08,67.55000305175781
2018-12-07,68.83999633789062
2019-08-20,69.98999786376953
2018-11-05,69.58999633789062
2019-07-19,70.2300033569336
2018-10-04,70.29000091552734
2019-06-17,70.31999969482422
