Dates,NCLH
2018-06-20,52.93000030517578
2018-06-21,51.869998931884766
2018-06-25,51.65999984741211
2018-06-22,47.33000183105469
2018-06-26,47.65999984741211
2018-06-27,48.02000045776367
2018-06-28,47.060001373291016
2018-06-29,47.18000030517578
2018-07-02,46.400001525878906
2018-07-03,46.54999923706055
2018-07-05,46.15999984741211
2018-07-16,46.45000076293945
2018-09-18,47.16999816894531
2019-01-24,47.4900016784668
2019-09-05,46.959999084472656
2018-11-21,47.790000915527344
2020-01-13,47.02000045776367
2020-04-01,46.91999816894531
2020-06-19,46.93000030517578
2019-10-29,49.0
2020-01-16,49.2599983215332
2020-06-22,49.33000183105469
2018-10-03,49.65999984741211
2018-07-31,49.25
2019-03-12,49.15999984741211
2019-02-08,49.900001525878906
2019-01-07,49.63999938964844
2018-12-06,49.45000076293945
2019-08-19,49.52000045776367
2019-07-18,49.220001220703125
2019-05-15,47.779998779296875
2019-09-20,49.5
2019-11-01,49.27000045776367
2020-04-07,49.540000915527344
2020-06-25,48.880001068115234
2020-06-16,49.869998931884766
2019-11-04,49.880001068115234
2020-01-22,50.43000030517578
2019-11-07,50.81999969482422
2020-04-13,51.209999084472656
2019-07-01,51.83000183105469
2019-05-30,51.56999969482422
2018-08-15,52.369998931884766
2018-10-18,53.02000045776367
2019-03-27,52.56999969482422
2019-01-22,52.15999984741211
2018-12-21,52.29999923706055
2019-09-03,53.31999969482422
2018-11-19,53.08000183105469
2019-08-02,53.810001373291016
2020-01-28,53.279998779296875
2020-04-16,53.09000015258789
2019-11-13,52.68000030517578
2020-01-31,52.689998626708984
2018-12-04,53.150001525878906
2018-11-02,52.529998779296875
2019-07-16,53.22999954223633
2018-08-30,52.79999923706055
2018-10-01,52.619998931884766
2019-06-14,53.43000030517578
2019-05-13,54.130001068115234
2019-04-11,55.27000045776367
2019-02-06,55.54999923706055
2019-09-18,56.7400016784668
2020-02-03,57.150001525878906
2020-04-22,57.279998779296875
2019-11-19,56.40999984741211
2020-02-06,56.349998474121094
2019-11-22,56.720001220703125
2019-03-25,53.56999969482422
2019-02-21,56.79999923706055
2018-12-19,56.689998626708984
2018-07-12,56.380001068115234
2018-09-14,56.130001068115234
2018-08-13,54.7400016784668
2018-10-16,53.90999984741211
2019-07-31,53.43000030517578
2019-05-28,53.83000183105469
2019-04-26,52.02000045776367
2020-04-28,50.38999938964844
2019-11-25,49.9900016784668
2020-02-12,50.56999969482422
2020-05-01,50.900001525878906
2020-05-04,51.0099983215332
2019-06-12,49.720001220703125
2019-04-09,48.88999938964844
2019-03-08,48.060001373291016
2019-02-04,46.54999923706055
2018-07-27,45.02000045776367
2018-08-28,44.279998779296875
2019-01-03,43.459999084472656
2019-08-15,41.72999954223633
2018-10-31,41.61000061035156
2019-09-16,42.880001068115234
2020-02-18,44.279998779296875
2020-05-07,45.34000015258789
2018-08-17,45.54999923706055
2019-12-04,45.59000015258789
2020-02-21,46.81999969482422
2018-12-17,48.36000061035156
2019-08-30,48.33000183105469
2018-11-15,48.400001525878906
2019-07-29,48.7599983215332
2019-06-27,49.380001068115234
2019-04-24,48.7599983215332
2018-07-10,49.84000015258789
2018-09-12,49.13999938964844
2019-02-19,47.9900016784668
2019-01-18,49.65999984741211
2020-02-24,49.849998474121094
2020-05-13,50.720001220703125
2019-12-10,50.65999984741211
2020-02-27,50.75
