Dates,NCLH
2018-06-20,53.439998626708984
2018-06-21,53.060001373291016
2018-06-25,51.970001220703125
2018-06-22,50.95000076293945
2018-06-26,48.72999954223633
2018-06-27,49.72999954223633
2018-06-28,48.15999984741211
2018-06-29,47.650001525878906
2018-07-02,46.790000915527344
2018-07-03,47.2599983215332
2018-07-05,46.97999954223633
2018-07-16,46.45000076293945
2018-09-18,47.41999816894531
2019-01-24,47.709999084472656
2019-09-05,47.130001068115234
2018-11-21,47.9900016784668
2020-01-13,47.88999938964844
2020-04-01,47.310001373291016
2020-06-19,47.150001525878906
2019-10-29,49.220001220703125
2020-01-16,50.040000915527344
2020-06-22,49.72999954223633
2018-10-03,49.900001525878906
2018-07-31,50.22999954223633
2019-03-12,49.61000061035156
2019-02-08,50.040000915527344
2019-01-07,50.63999938964844
2018-12-06,49.59000015258789
2019-08-19,49.95000076293945
2019-07-18,50.029998779296875
2019-05-15,48.75
2019-09-20,49.83000183105469
2019-11-01,49.599998474121094
2020-04-07,49.599998474121094
2020-06-25,49.7599983215332
2020-06-16,51.459999084472656
2019-11-04,51.36000061035156
2020-01-22,50.59000015258789
2019-11-07,51.119998931884766
2020-04-13,51.470001220703125
2019-07-01,52.20000076293945
2019-05-30,51.939998626708984
2018-08-15,52.369998931884766
2018-10-18,53.02000045776367
2019-03-27,53.2400016784668
2019-01-22,52.34000015258789
2018-12-21,52.68000030517578
2019-09-03,53.400001525878906
2018-11-19,53.459999084472656
2019-08-02,53.869998931884766
2020-01-28,54.150001525878906
2020-04-16,53.290000915527344
2019-11-13,53.529998779296875
2020-01-31,52.970001220703125
2018-12-04,53.52000045776367
2018-11-02,52.95000076293945
2019-07-16,53.720001220703125
2018-08-30,53.25
2018-10-01,53.0
2019-06-14,53.599998474121094
2019-05-13,54.15999984741211
2019-04-11,55.470001220703125
2019-02-06,55.65999984741211
2019-09-18,57.15999984741211
2020-02-03,57.380001068115234
2020-04-22,57.459999084472656
2019-11-19,57.599998474121094
2020-02-06,56.849998474121094
2019-11-22,56.869998931884766
2019-03-25,54.54999923706055
2019-02-21,57.20000076293945
2018-12-19,57.599998474121094
2018-07-12,56.83000183105469
2018-09-14,56.65999984741211
2018-08-13,55.90999984741211
2018-10-16,55.04999923706055
2019-07-31,54.15999984741211
2019-05-28,54.15999984741211
2019-04-26,53.779998779296875
2020-04-28,52.0
2019-11-25,51.43000030517578
2020-02-12,50.68000030517578
2020-05-01,51.29999923706055
2020-05-04,51.79999923706055
2019-06-12,51.220001220703125
2019-04-09,49.959999084472656
2019-03-08,49.2400016784668
2019-02-04,47.31999969482422
2018-07-27,47.880001068115234
2018-08-28,45.66999816894531
2019-01-03,44.84000015258789
2019-08-15,44.45000076293945
2018-10-31,42.52000045776367
2019-09-16,43.209999084472656
2020-02-18,44.560001373291016
2020-05-07,46.52000045776367
2018-08-17,45.79999923706055
2019-12-04,45.970001220703125
2020-02-21,47.029998779296875
2018-12-17,49.0099983215332
2019-08-30,49.040000915527344
2018-11-15,48.599998474121094
2019-07-29,48.93000030517578
2019-06-27,49.91999816894531
2019-04-24,49.150001525878906
2018-07-10,50.119998931884766
2018-09-12,50.45000076293945
2019-02-19,48.40999984741211
2019-01-18,49.900001525878906
2020-02-24,49.849998474121094
2020-05-13,51.15999984741211
2019-12-10,51.209999084472656
2020-02-27,51.150001525878906
2019-12-13,52.15999984741211
2020-05-19,51.349998474121094
2019-03-06,52.0
2018-11-30,50.97999954223633
2019-08-13,48.630001068115234
2019-07-12,49.04999923706055
2019-06-10,47.65999984741211
2019-05-09,48.529998779296875
2018-07-25,47.95000076293945
2018-09-27,47.720001220703125
2018-10-29,46.75
2019-10-16,47.560001373291016
2019-12-16,47.650001525878906
2020-03-04,46.95000076293945
2020-05-22,43.720001220703125
2019-10-01,42.220001220703125
2019-12-19,40.36000061035156
2018-09-10,39.75
2019-05-24,41.099998474121094
2018-08-09,41.81999969482422
2019-04-22,42.290000915527344
2019-03-21,41.880001068115234
2019-01-16,41.869998931884766
2019-08-28,41.52000045776367
2018-11-13,43.0
2018-10-12,44.97999954223633
2019-06-25,45.630001068115234
2020-03-10,45.349998474121094
2020-05-28,45.9900016784668
2019-10-07,45.70000076293945
2020-03-13,45.540000915527344
2019-10-10,45.93000030517578
2020-03-16,45.66999816894531
2020-06-03,47.04999923706055
2018-11-28,47.18000030517578
2018-09-25,46.779998779296875
2018-07-23,46.86000061035156
2018-08-24,47.689998626708984
2019-07-10,47.290000915527344
2019-05-07,48.439998626708984
2019-04-05,49.72999954223633
2019-03-04,50.56999969482422
2019-01-31,51.400001525878906
2019-09-12,51.33000183105469
2019-12-31,52.20000076293945
2020-03-19,53.040000915527344
2020-01-03,52.09000015258789
2020-06-09,50.84000015258789
2019-02-15,51.54999923706055
2019-01-14,52.22999954223633
2018-07-06,52.5
2018-08-07,52.13999938964844
2018-10-10,52.599998474121094
2018-12-13,53.77000045776367
2019-08-26,53.22999954223633
2019-07-25,54.75
2019-05-22,55.70000076293945
2019-03-19,56.2599983215332
2020-01-06,55.970001220703125
2020-03-25,55.369998931884766
2020-06-12,54.779998779296875
2019-10-22,55.959999084472656
2020-01-09,55.290000915527344
2020-06-15,54.63999938964844
2019-10-25,55.540000915527344
2020-03-31,54.869998931884766
2020-06-18,54.22999954223633
2019-04-03,55.060001373291016
2018-08-22,55.52000045776367
2018-10-25,55.599998474121094
2019-01-29,54.970001220703125
2018-12-28,55.13999938964844
2018-11-26,55.7400016784668
2019-08-09,56.209999084472656
2019-07-08,55.970001220703125
2019-06-06,55.58000183105469
2019-09-10,56.349998474121094
2020-01-15,55.529998779296875
2020-04-03,53.310001373291016
2019-10-31,54.650001525878906
2020-04-06,53.970001220703125
2020-06-24,54.65999984741211
2018-11-09,55.470001220703125
2019-07-23,56.029998779296875
2019-06-21,56.810001373291016
2019-05-20,56.84000015258789
2019-04-18,56.88999938964844
2018-09-06,57.099998474121094
2018-10-08,56.9900016784668
2019-02-13,55.959999084472656
2018-12-11,56.77000045776367
2019-09-25,57.959999084472656
2020-01-21,58.689998626708984
2020-04-09,58.91999816894531
2019-11-06,59.4900016784668
2020-01-24,57.7599983215332
2020-01-27,56.56999969482422
2020-04-15,56.7400016784668
2018-12-26,57.220001220703125
2019-08-07,57.0
2019-06-04,56.970001220703125
2018-09-21,57.29999923706055
2018-07-19,57.13999938964844
2018-08-20,58.709999084472656
2018-10-23,57.66999816894531
2019-05-03,57.11000061035156
2019-04-01,57.040000915527344
2019-02-28,57.689998626708984
2019-11-12,57.040000915527344
2020-01-30,58.0
2019-11-15,57.630001068115234
2020-04-21,57.02000045776367
2019-04-16,55.5
2019-03-15,55.77000045776367
2019-02-11,57.0
2019-01-10,56.790000915527344
2019-08-22,56.0
2018-11-07,56.380001068115234
2018-08-03,56.40999984741211
2018-09-04,56.060001373291016
2019-06-19,56.0
2019-09-23,55.47999954223633
2019-11-18,55.0
2020-02-05,54.880001068115234
2020-04-24,54.5
2019-03-29,54.63999938964844
2019-11-21,53.959999084472656
2020-04-27,53.36000061035156
2020-02-11,52.04999923706055
2020-04-30,51.70000076293945
2019-05-01,52.59000015258789
2019-02-26,54.130001068115234
2019-01-25,53.43000030517578
2018-12-24,53.81999969482422
2019-09-06,53.779998779296875
2018-07-17,54.22999954223633
2018-09-19,53.459999084472656
2019-08-05,54.0
2019-10-08,52.0
2019-12-11,52.040000915527344
2019-11-27,50.90999984741211
2020-02-14,50.70000076293945
2020-05-06,51.16999816894531
2019-01-08,50.4900016784668
2018-12-07,51.900001525878906
2019-08-20,54.29999923706055
2018-11-05,52.970001220703125
2019-07-19,53.560001373291016
2018-10-04,52.72999954223633
2019-06-17,51.650001525878906
2019-05-16,50.0099983215332
2018-08-01,50.970001220703125
2019-03-13,49.650001525878906
2019-12-03,49.63999938964844
2020-02-20,49.900001525878906
2019-12-06,50.27000045776367
2020-05-12,50.869998931884766
2019-12-09,49.150001525878906
2020-02-26,49.540000915527344
2020-05-15,48.5099983215332
2019-03-28,48.13999938964844
2018-09-17,48.40999984741211
2018-08-16,48.68000030517578
2018-10-19,49.20000076293945
2019-04-29,48.9900016784668
2019-01-23,48.63999938964844
2019-09-04,48.540000915527344
2018-11-20,49.47999954223633
2019-07-02,48.29999923706055
2019-05-31,46.400001525878906
2019-12-12,46.349998474121094
2020-05-18,46.45000076293945
2019-09-27,47.349998474121094
2020-03-03,49.380001068115234
2020-05-21,49.310001373291016
2019-05-14,48.68000030517578
2018-08-31,49.720001220703125
2018-07-30,49.060001373291016
2018-10-02,49.61000061035156
2019-04-12,51.31999969482422
2019-03-11,51.209999084472656
2019-02-07,51.470001220703125
2019-07-17,50.79999923706055
2019-09-19,50.36000061035156
2019-10-21,50.150001525878906
2019-12-18,49.86000061035156
2020-03-06,48.93000030517578
2019-10-03,50.0
2020-03-09,50.52000045776367
2020-05-27,50.27000045776367
2019-12-24,51.0
2020-03-12,51.529998779296875
2018-12-20,52.38999938964844
2019-08-01,52.439998626708984
2018-08-14,53.02000045776367
2018-07-13,54.61000061035156
2018-10-17,54.869998931884766
2019-05-29,54.83000183105469
2019-03-26,53.619998931884766
2019-02-22,53.0
2019-10-04,53.81999969482422
2019-11-05,54.209999084472656
2019-12-27,54.060001373291016
2020-06-02,53.36000061035156
2019-12-30,53.72999954223633
2020-03-18,52.84000015258789
2020-06-05,51.869998931884766
2019-07-15,51.47999954223633
2018-12-03,51.34000015258789
2019-06-13,52.0
2019-01-04,50.470001220703125
2018-08-29,48.84000015258789
2019-02-05,48.119998931884766
2018-11-01,48.439998626708984
2019-08-16,48.130001068115234
2019-04-10,47.5
2019-09-17,47.349998474121094
2019-10-15,48.900001525878906
2020-01-02,48.88999938964844
2020-06-08,49.5
2019-10-18,49.68000030517578
2020-03-24,49.43000030517578
2020-06-11,49.56999969482422
2020-01-08,50.97999954223633
2019-04-25,51.06999969482422
2019-07-30,49.97999954223633
2019-02-20,50.790000915527344
2018-07-11,50.7400016784668
2018-09-13,51.529998779296875
2018-10-15,52.04999923706055
