Dates,NCLH
2018-06-20,53.84000015258789
2018-06-21,53.099998474121094
2018-06-25,52.20000076293945
2018-06-22,50.95000076293945
2018-06-26,49.70000076293945
2018-06-27,49.9900016784668
2018-06-28,48.15999984741211
2018-06-29,47.970001220703125
2018-07-02,47.22999954223633
2018-07-03,47.38999938964844
2018-07-05,46.97999954223633
2018-07-16,47.209999084472656
2018-09-18,48.060001373291016
2019-01-24,48.18000030517578
2019-09-05,47.79999923706055
2018-11-21,48.380001068115234
2020-01-13,48.09000015258789
2020-04-01,47.66999816894531
2020-06-19,47.900001525878906
2019-10-29,51.70000076293945
2020-01-16,50.150001525878906
2020-06-22,49.790000915527344
2018-10-03,50.150001525878906
2018-07-31,50.380001068115234
2019-03-12,50.20000076293945
2019-02-08,50.61000061035156
2019-01-07,50.68000030517578
2018-12-06,50.16999816894531
2019-08-19,50.27000045776367
2019-07-18,50.36000061035156
2019-05-15,49.720001220703125
2019-09-20,50.2599983215332
2019-11-01,49.86000061035156
2020-04-07,50.04999923706055
2020-06-25,49.90999984741211
2020-06-16,51.599998474121094
2019-11-04,51.36000061035156
2020-01-22,51.5099983215332
2019-11-07,52.189998626708984
2020-04-13,52.029998779296875
2019-07-01,52.599998474121094
2019-05-30,52.599998474121094
2018-08-15,53.34000015258789
2018-10-18,53.779998779296875
2019-03-27,53.2400016784668
2019-01-22,52.68000030517578
2018-12-21,53.27000045776367
2019-09-03,53.84000015258789
2018-11-19,53.65999984741211
2019-08-02,54.54999923706055
2020-01-28,54.2400016784668
2020-04-16,53.709999084472656
2019-11-13,53.689998626708984
2020-01-31,53.38999938964844
2018-12-04,53.83000183105469
2018-11-02,53.459999084472656
2019-07-16,53.88999938964844
2018-08-30,53.380001068115234
2018-10-01,53.66999816894531
2019-06-14,54.22999954223633
2019-05-13,55.689998626708984
2019-04-11,56.529998779296875
2019-02-06,57.040000915527344
2019-09-18,57.40999984741211
2020-02-03,57.599998474121094
2020-04-22,58.09000015258789
2019-11-19,57.599998474121094
2020-02-06,56.849998474121094
2019-11-22,57.459999084472656
2019-03-25,57.04999923706055
2019-02-21,57.90999984741211
2018-12-19,57.86000061035156
2018-07-12,57.06999969482422
2018-09-14,56.869998931884766
2018-08-13,56.189998626708984
2018-10-16,55.560001373291016
2019-07-31,54.369998931884766
2019-05-28,54.40999984741211
2019-04-26,53.84000015258789
2020-04-28,52.18000030517578
2019-11-25,51.61000061035156
2020-02-12,51.38999938964844
2020-05-01,52.06999969482422
2020-05-04,52.08000183105469
2019-06-12,51.349998474121094
2019-04-09,50.31999969482422
2019-03-08,49.54999923706055
2019-02-04,48.380001068115234
2018-07-27,48.040000915527344
2018-08-28,45.7400016784668
2019-01-03,44.869998931884766
2019-08-15,44.81999969482422
2018-10-31,42.65999984741211
2019-09-16,44.5099983215332
2020-02-18,46.41999816894531
2020-05-07,46.84000015258789
2018-08-17,46.45000076293945
2019-12-04,46.939998626708984
2020-02-21,48.09000015258789
2018-12-17,50.400001525878906
2019-08-30,49.4900016784668
2018-11-15,49.33000183105469
2019-07-29,50.099998474121094
2019-06-27,50.65999984741211
2019-04-24,50.52000045776367
2018-07-10,51.060001373291016
2018-09-12,50.709999084472656
2019-02-19,49.720001220703125
2019-01-18,50.54999923706055
2020-02-24,51.33000183105469
2020-05-13,51.630001068115234
2019-12-10,51.56999969482422
2020-02-27,51.97999954223633
2019-12-13,52.72999954223633
2020-05-19,51.650001525878906
2019-03-06,52.880001068115234
2018-11-30,51.08000183105469
2019-08-13,49.380001068115234
2019-07-12,49.68000030517578
2019-06-10,48.18000030517578
2019-05-09,48.88999938964844
2018-07-25,48.4900016784668
2018-09-27,48.040000915527344
2018-10-29,48.290000915527344
2019-10-16,47.97999954223633
2019-12-16,48.0
2020-03-04,47.779998779296875
