Dates,NCLH
2018-06-20,52.9900016784668
2018-06-21,51.900001525878906
2018-06-25,51.959999084472656
2018-06-22,48.77000045776367
2018-06-26,49.47999954223633
2018-06-27,48.099998474121094
2018-06-28,47.650001525878906
2018-06-29,47.25
2018-07-02,47.060001373291016
2018-07-03,46.650001525878906
2018-07-05,46.619998931884766
2018-07-16,47.04999923706055
2018-09-18,47.77000045776367
2019-01-24,47.599998474121094
2019-09-05,47.61000061035156
2018-11-21,47.959999084472656
2020-01-13,47.08000183105469
2020-04-01,47.189998626708984
2020-06-19,47.56999969482422
2019-10-29,50.13999938964844
2020-01-16,49.849998474121094
2020-06-22,49.540000915527344
2018-10-03,49.849998474121094
2018-07-31,49.849998474121094
2019-03-12,50.15999984741211
2019-02-08,50.04999923706055
2019-01-07,49.7599983215332
2018-12-06,49.7599983215332
2019-08-19,50.029998779296875
2019-07-18,49.220001220703125
2019-05-15,49.68000030517578
2019-09-20,49.810001373291016
2019-11-01,49.75
2020-04-07,49.61000061035156
2020-06-25,48.93000030517578
2020-06-16,50.95000076293945
2019-11-04,50.61000061035156
2020-01-22,51.15999984741211
2019-11-07,52.02000045776367
2020-04-13,51.970001220703125
2019-07-01,51.88999938964844
2019-05-30,52.4900016784668
2018-08-15,53.08000183105469
2018-10-18,53.36000061035156
2019-03-27,52.59000015258789
2019-01-22,52.380001068115234
2018-12-21,53.06999969482422
2019-09-03,53.43000030517578
2018-11-19,53.61000061035156
2019-08-02,54.25
2020-01-28,53.31999969482422
2020-04-16,53.61000061035156
2019-11-13,53.02000045776367
2020-01-31,52.97999954223633
2018-12-04,53.20000076293945
2018-11-02,53.369998931884766
2019-07-16,53.41999816894531
2018-08-30,53.15999984741211
2018-10-01,53.52000045776367
2019-06-14,53.9900016784668
2019-05-13,55.470001220703125
2019-04-11,55.83000183105469
2019-02-06,56.91999816894531
2019-09-18,57.04999923706055
2020-02-03,57.459999084472656
2020-04-22,57.880001068115234
2019-11-19,56.939998626708984
2020-02-06,56.41999816894531
2019-11-22,57.18000030517578
2019-03-25,56.88999938964844
2019-02-21,57.43000030517578
2018-12-19,56.7599983215332
2018-07-12,56.47999954223633
2018-09-14,56.15999984741211
2018-08-13,55.04999923706055
2018-10-16,54.2400016784668
2019-07-31,54.279998779296875
2019-05-28,53.970001220703125
2019-04-26,52.11000061035156
2020-04-28,50.619998931884766
2019-11-25,50.70000076293945
2020-02-12,50.709999084472656
2020-05-01,51.900001525878906
2020-05-04,51.41999816894531
2019-06-12,49.88999938964844
2019-04-09,49.0
2019-03-08,48.209999084472656
2019-02-04,48.09000015258789
2018-07-27,45.08000183105469
2018-08-28,45.43000030517578
2019-01-03,43.880001068115234
2019-08-15,42.33000183105469
2018-10-31,42.400001525878906
2019-09-16,44.06999969482422
2020-02-18,46.400001525878906
2020-05-07,45.79999923706055
2018-08-17,46.09000015258789
2019-12-04,46.56999969482422
2020-02-21,48.0
2018-12-17,49.27000045776367
2019-08-30,48.75
2018-11-15,48.56999969482422
2019-07-29,49.4900016784668
2019-06-27,49.709999084472656
2019-04-24,50.439998626708984
2018-07-10,50.43000030517578
2018-09-12,49.27000045776367
2019-02-19,49.4900016784668
2019-01-18,50.150001525878906
2020-02-24,50.7400016784668
2020-05-13,51.560001373291016
2019-12-10,50.959999084472656
2020-02-27,51.59000015258789
2019-12-13,51.560001373291016
2020-05-19,51.31999969482422
2019-03-06,51.540000915527344
2018-11-30,48.77000045776367
2019-08-13,49.36000061035156
2019-07-12,47.59000015258789
