Dates,CMCSA
2020-04-14,43.77334213256836
2019-11-11,44.20587158203125
2020-01-29,44.33366012573242
2020-04-17,44.41230010986328
2018-07-24,44.20587158203125
2018-09-26,44.59907150268555
2019-05-08,44.24518966674805
2019-03-05,43.91096496582031
2019-02-01,44.37516403198242
2018-12-31,44.8294792175293
2018-11-29,44.947998046875
2019-08-12,44.42454528808594
2019-07-11,45.23442077636719
2019-09-13,45.461578369140625
2019-11-14,45.70848846435547
2020-04-20,46.29120635986328
2020-02-04,46.91342544555664
2020-04-23,46.71589279174805
2018-12-14,46.854164123535156
2019-08-27,45.08626937866211
2018-08-08,44.03936004638672
2018-10-11,43.45664978027344
2018-11-12,43.49615478515625
2019-07-26,42.7850456237793
2019-06-24,43.59491729736328
2019-05-23,42.65665054321289
2019-03-20,42.13319396972656
2019-01-15,43.73318862915039
2019-11-20,44.03936004638672
2020-02-07,44.04923629760742
2020-02-10,44.18750762939453
2020-04-29,44.10849380493164
2019-11-26,44.23688888549805
2020-02-13,45.45170211791992
2019-01-30,45.50108337402344
2018-08-23,45.52083969116211
2018-09-24,45.58009719848633
2018-11-27,45.402320861816406
2018-10-26,45.45170211791992
2019-07-09,45.254173278808594
2019-06-07,44.04923629760742
2019-05-06,42.636898040771484
2019-04-04,41.69862747192383
2019-09-11,40.54307556152344
2019-11-29,39.93073272705078
2020-05-05,41.99492263793945
2019-12-02,40.928260803222656
2020-02-19,41.97517013549805
2020-05-08,40.26653289794922
2019-05-21,39.8714714050293
2019-03-18,37.41222381591797
2018-09-07,38.61715316772461
2018-08-06,37.44185256958008
2018-10-09,34.50852584838867
2019-02-14,38.84431838989258
2018-12-12,35.594947814941406
2019-07-24,37.748023986816406
2019-09-26,35.2393913269043
2019-10-28,35.496177673339844
2019-12-05,32.957916259765625
2020-05-11,33.74803161621094
2019-07-03,34.21223068237305
2020-02-25,33.15544509887695
2020-05-14,36.28630065917969
2020-02-28,34.143096923828125
2019-08-08,35.05173873901367
2019-06-05,34.17693328857422
2018-07-20,32.22850799560547
2018-08-21,34.1669921875
2018-10-24,33.749473571777344
2019-04-02,36.01600646972656
2019-03-01,36.7218132019043
2019-01-28,37.45744323730469
2018-12-27,37.775550842285156
2019-09-09,36.9703369140625
2020-03-02,38.29248046875
2020-05-20,36.940513610839844
2019-12-17,37.60655975341797
2020-03-05,37.855079650878906
2019-02-12,36.99021911621094
2019-01-11,35.49907684326172
2018-12-10,35.518959045410156
2019-08-23,35.876834869384766
2018-11-08,36.940513610839844
2019-07-22,37.984310150146484
2019-06-20,37.855079650878906
2018-09-05,38.76964569091797
2019-04-17,37.407737731933594
2019-09-24,36.76157760620117
2019-12-20,36.006065368652344
2020-05-26,35.83707046508789
2019-04-30,34.93244552612305
2019-12-23,35.36984634399414
2020-03-11,36.314231872558594
2020-05-29,35.94641876220703
2019-12-26,35.14120101928711
2020-06-01,34.763450622558594
2019-05-02,35.54878234863281
2019-02-27,35.70783615112305
2018-11-23,37.865020751953125
2019-08-06,37.984310150146484
2018-07-18,38.93864059448242
2018-09-20,38.719940185546875
2018-10-22,38.51118469238281
2019-07-05,39.28657531738281
2019-06-03,39.69415283203125
2019-10-09,39.3163948059082
2019-10-11,39.3661003112793
2020-03-17,39.94267654418945
2020-06-04,40.53913116455078
2019-10-14,41.056060791015625
2020-03-20,41.046119689941406
2018-11-06,41.84139633178711
2019-06-18,42.86531066894531
2019-05-17,41.90104293823242
2019-04-15,41.11570739746094
2019-03-14,39.01816940307617
2019-01-09,39.2269287109375
2018-08-02,39.59474563598633
2018-10-05,39.51521682739258
2019-08-21,38.988346099853516
2019-10-17,39.20704650878906
2020-03-23,38.86905288696289
2020-06-10,38.21295166015625
2019-02-25,38.96846389770508
2020-01-07,38.332244873046875
2020-03-26,38.342185974121094
2019-10-23,38.421714782714844
