Dates,AIZ
2018-06-20,101.29000091552734
2018-06-21,102.19999694824219
2018-06-25,102.37000274658203
2018-06-22,102.58999633789062
2018-06-26,101.33999633789062
2018-06-27,102.33999633789062
2018-06-28,104.93000030517578
2018-06-29,103.48999786376953
2018-07-02,103.80999755859375
2018-07-03,105.51000213623047
2018-07-05,105.04000091552734
2018-07-16,104.72000122070312
2018-09-18,106.37000274658203
2019-01-24,107.27999877929688
2019-09-05,108.13999938964844
2018-11-21,107.47000122070312
2020-01-13,108.0199966430664
2020-04-01,107.9800033569336
2020-06-19,107.6500015258789
2019-10-29,108.8499984741211
2020-01-16,107.13999938964844
2020-06-22,107.47000122070312
2018-10-03,107.44999694824219
2018-07-31,107.51000213623047
2019-03-12,108.05999755859375
2019-02-08,110.1500015258789
2019-01-07,109.18000030517578
2018-12-06,109.70999908447266
2019-08-19,110.30000305175781
2019-07-18,109.30000305175781
2019-05-15,109.01000213623047
2019-09-20,108.13999938964844
2019-11-01,106.02999877929688
2020-04-07,106.45999908447266
2020-06-25,107.75
2020-06-16,105.94999694824219
2019-11-04,106.27999877929688
2020-01-22,106.81999969482422
2019-11-07,108.91000366210938
2020-04-13,107.70999908447266
2019-07-01,106.05000305175781
2019-05-30,105.2699966430664
2018-08-15,105.18000030517578
2018-10-18,105.44000244140625
2019-03-27,105.01000213623047
2019-01-22,104.5199966430664
2018-12-21,104.62999725341797
2019-09-03,105.25
2018-11-19,104.2699966430664
2019-08-02,103.43000030517578
2020-01-28,101.98999786376953
2020-04-16,102.81999969482422
2019-11-13,102.16000366210938
2020-01-31,102.69999694824219
2018-12-04,103.3499984741211
2018-11-02,103.95999908447266
2019-07-16,101.66999816894531
2018-08-30,101.4000015258789
2018-10-01,100.61000061035156
2019-06-14,102.55999755859375
2019-05-13,103.8499984741211
2019-04-11,103.94999694824219
2019-02-06,105.13999938964844
2019-09-18,105.08999633789062
2020-02-03,105.61000061035156
2020-04-22,105.20999908447266
2019-11-19,103.9000015258789
2020-02-06,103.88999938964844
2019-11-22,107.0999984741211
2019-03-25,106.29000091552734
2019-02-21,107.94999694824219
2018-12-19,106.94000244140625
2018-07-12,107.3499984741211
2018-09-14,107.62000274658203
2018-08-13,107.70999908447266
2018-10-16,108.12999725341797
2019-07-31,108.44000244140625
2019-05-28,108.4000015258789
2019-04-26,105.5
2020-04-28,103.1500015258789
2019-11-25,102.37000274658203
2020-02-12,102.30000305175781
2020-05-01,104.19000244140625
2020-05-04,105.88999938964844
2019-06-12,106.45999908447266
2019-04-09,106.16999816894531
2019-03-08,104.2300033569336
2019-02-04,99.80999755859375
2018-07-27,96.31999969482422
2018-08-28,96.2300033569336
2019-01-03,95.8499984741211
2019-08-15,95.23999786376953
2018-10-31,96.7699966430664
2019-09-16,97.20999908447266
2020-02-18,97.0999984741211
2020-05-07,96.6500015258789
2018-08-17,96.97000122070312
2019-12-04,98.13999938964844
2020-02-21,102.37000274658203
2018-12-17,103.30000305175781
2019-08-30,104.77999877929688
2018-11-15,103.7300033569336
2019-07-29,103.20999908447266
2019-06-27,99.93000030517578
2019-04-24,99.9800033569336
2018-07-10,99.9000015258789
2018-09-12,99.37000274658203
2019-02-19,97.02999877929688
2019-01-18,98.12999725341797
2020-02-24,97.33999633789062
2020-05-13,99.19999694824219
2019-12-10,97.9800033569336
2020-02-27,98.19000244140625
2019-12-13,97.80000305175781
2020-05-19,97.23999786376953
2019-03-06,97.30000305175781
2018-11-30,95.41000366210938
2019-08-13,92.2300033569336
2019-07-12,91.02999877929688
2019-06-10,90.6500015258789
2019-05-09,90.01000213623047
2018-07-25,90.38999938964844
2018-09-27,89.97000122070312
2018-10-29,90.26000213623047
2019-10-16,90.0
2019-12-16,88.83000183105469
2020-03-04,88.4000015258789
2020-05-22,86.70999908447266
2019-10-01,85.29000091552734
2019-12-19,82.6500015258789
2018-09-10,87.06999969482422
2019-05-24,87.91999816894531
2018-08-09,88.16000366210938
2019-04-22,89.44000244140625
2019-03-21,90.0999984741211
2019-01-16,88.66000366210938
2019-08-28,90.44999694824219
2018-11-13,90.80999755859375
2018-10-12,90.91999816894531
2019-06-25,91.4800033569336
2020-03-10,92.5
2020-05-28,92.58000183105469
2019-10-07,93.5999984741211
2020-03-13,94.5
2019-10-10,94.41000366210938
2020-03-16,95.44999694824219
2020-06-03,96.37999725341797
2018-11-28,95.01000213623047
2018-09-25,95.58000183105469
2018-07-23,96.3499984741211
2018-08-24,95.23999786376953
2019-07-10,94.44999694824219
2019-05-07,94.94000244140625
2019-04-05,95.58000183105469
2019-03-04,96.38999938964844
2019-01-31,97.16999816894531
2019-09-12,98.0
2019-12-31,98.08000183105469
2020-03-19,97.91000366210938
2020-01-03,97.30999755859375
2020-06-09,97.12999725341797
2019-02-15,97.51000213623047
2019-01-14,98.73999786376953
2018-07-06,97.91000366210938
2018-08-07,97.12999725341797
2018-10-10,98.20999908447266
2018-12-13,98.23999786376953
2019-08-26,98.83000183105469
2019-07-25,98.16999816894531
2019-05-22,98.33999633789062
2019-03-19,99.05999755859375
2020-01-06,99.43000030517578
2020-03-25,100.87000274658203
2020-06-12,102.98999786376953
2019-10-22,104.13999938964844
2020-01-09,103.77999877929688
2020-06-15,103.20999908447266
2019-10-25,101.16999816894531
2020-03-31,100.3499984741211
2020-06-18,99.95999908447266
2019-04-03,100.81999969482422
2018-08-22,101.01000213623047
2018-10-25,101.27999877929688
2019-01-29,98.19999694824219
2018-12-28,98.7300033569336
2018-11-26,99.69999694824219
2019-08-09,97.0
2019-07-08,94.58000183105469
2019-06-06,95.87999725341797
2019-09-10,94.55999755859375
2020-01-15,94.55999755859375
2020-04-03,95.37000274658203
2019-10-31,94.98999786376953
2020-04-06,94.7699966430664
2020-06-24,94.91000366210938
2018-11-09,96.1500015258789
2019-07-23,95.44999694824219
2019-06-21,95.44999694824219
2019-05-20,95.91000366210938
2019-04-18,95.87000274658203
2018-09-06,95.43000030517578
2018-10-08,94.30999755859375
2019-02-13,94.47000122070312
2018-12-11,95.44000244140625
2019-09-25,95.83999633789062
2020-01-21,94.94000244140625
2020-04-09,95.22000122070312
2019-11-06,94.05999755859375
2020-01-24,93.2300033569336
2020-01-27,91.98999786376953
2020-04-15,93.05999755859375
2018-12-26,92.8499984741211
2019-08-07,92.30999755859375
2019-06-04,93.51000213623047
2018-09-21,94.3499984741211
2018-07-19,95.0
2018-08-20,94.12999725341797
2018-10-23,94.41999816894531
2019-05-03,94.58000183105469
2019-04-01,93.95999908447266
2019-02-28,96.18000030517578
2019-11-12,96.20999908447266
2020-01-30,95.62000274658203
2019-11-15,97.19999694824219
2020-04-21,94.66999816894531
2019-04-16,95.7699966430664
2019-03-15,95.6500015258789
2019-02-11,96.20999908447266
2019-01-10,94.73999786376953
2019-08-22,96.08000183105469
2018-11-07,99.6500015258789
2018-08-03,100.26000213623047
2018-09-04,100.20999908447266
2019-06-19,100.8499984741211
2019-09-23,100.66999816894531
2019-11-18,100.88999938964844
2020-02-05,100.80000305175781
2020-04-24,99.95999908447266
2019-03-29,101.56999969482422
2019-11-21,103.70999908447266
2020-04-27,104.0199966430664
2020-02-11,104.37999725341797
2020-04-30,104.33999633789062
2019-05-01,103.47000122070312
2019-02-26,104.0
2019-01-25,103.98999786376953
2018-12-24,105.05000305175781
2019-09-06,106.12000274658203
2018-07-17,106.7699966430664
2018-09-19,107.38999938964844
2019-08-05,107.61000061035156
2019-10-08,107.70999908447266
2019-12-11,106.88999938964844
2019-11-27,105.88999938964844
2020-02-14,106.01000213623047
2020-05-06,102.75
2019-01-08,104.36000061035156
2018-12-07,106.37999725341797
2019-08-20,108.98999786376953
2018-11-05,108.81999969482422
2019-07-19,109.94000244140625
2018-10-04,110.12000274658203
2019-06-17,110.4800033569336
2019-05-16,110.68000030517578
2018-08-01,110.01000213623047
2019-03-13,110.0999984741211
2019-12-03,111.58999633789062
2020-02-20,112.22000122070312
2019-12-06,112.05999755859375
2020-05-12,111.69999694824219
2019-12-09,111.9800033569336
2020-02-26,111.16000366210938
2020-05-15,111.54000091552734
2019-03-28,112.5
2018-09-17,113.80000305175781
2018-08-16,113.36000061035156
2018-10-19,114.41999816894531
2019-04-29,113.41999816894531
2019-01-23,114.61000061035156
2019-09-04,113.36000061035156
2018-11-20,111.75
2019-07-02,111.08000183105469
2019-05-31,108.13999938964844
2019-12-12,109.62999725341797
2020-05-18,117.88999938964844
2019-09-27,119.45999908447266
2020-03-03,119.83999633789062
2020-05-21,120.76000213623047
2019-05-14,122.52999877929688
2018-08-31,120.41999816894531
2018-07-30,121.0199966430664
2018-10-02,124.52999877929688
2019-04-12,123.79000091552734
2019-03-11,122.72000122070312
2019-02-07,123.66999816894531
2019-07-17,123.76000213623047
2019-09-19,119.43000030517578
2019-10-21,121.87000274658203
2019-12-18,120.86000061035156
2020-03-06,121.05000305175781
2019-10-03,121.94000244140625
2020-03-09,123.0
2020-05-27,123.20999908447266
2019-12-24,123.80000305175781
2020-03-12,123.8499984741211
2018-12-20,124.41000366210938
2019-08-01,124.63999938964844
2018-08-14,123.75
2018-07-13,124.44000244140625
2018-10-17,125.5999984741211
2019-05-29,125.0
2019-03-26,125.5999984741211
2019-02-22,127.02999877929688
2019-10-04,127.5
2019-11-05,126.2300033569336
2019-12-27,126.63999938964844
2020-06-02,125.83999633789062
2019-12-30,126.61000061035156
2020-03-18,126.69999694824219
2020-06-05,126.80000305175781
2019-07-15,125.47000122070312
2018-12-03,125.81999969482422
2019-06-13,123.80999755859375
2019-01-04,122.02999877929688
2018-08-29,123.69999694824219
2019-02-05,126.79000091552734
2018-11-01,125.36000061035156
2019-08-16,123.31999969482422
2019-04-10,124.80000305175781
2019-09-17,125.54000091552734
2019-10-15,125.77999877929688
2020-01-02,125.70999908447266
2020-06-08,125.45999908447266
2019-10-18,125.44999694824219
2020-03-24,125.94000244140625
2020-06-11,125.66999816894531
2020-01-08,127.55999755859375
2019-04-25,126.23999786376953
2019-07-30,126.52999877929688
2019-02-20,126.36000061035156
2018-07-11,125.56999969482422
2018-09-13,125.30999755859375
2018-10-15,126.37999725341797
2019-06-28,125.87000274658203
2018-12-18,126.06999969482422
2018-11-16,127.69999694824219
2019-10-02,126.62999725341797
2020-03-27,126.18000030517578
2020-01-10,127.55000305175781
2019-10-24,127.4800033569336
2020-03-30,130.07000732421875
2020-06-17,129.0800018310547
2020-01-14,130.61000061035156
2020-04-02,131.3000030517578
2019-01-02,132.02000427246094
2019-08-14,132.08999633789062
2018-10-30,132.6699981689453
2019-06-11,132.27999877929688
2019-05-10,132.4600067138672
2019-04-08,132.2899932861328
2018-08-27,131.82000732421875
2018-07-26,132.25
2018-09-28,133.5500030517578
2019-03-07,133.3000030517578
2019-10-30,132.8699951171875
2020-01-17,131.7100067138672
2020-06-23,128.5
2020-04-08,129.10000610351562
2020-06-26,130.41000366210938
2019-03-22,131.5800018310547
