Dates,AIZ
2018-06-20,102.12999725341797
2018-06-21,103.58000183105469
2018-06-25,104.33000183105469
2018-06-22,104.0
2018-06-26,102.83000183105469
2018-06-27,103.62999725341797
2018-06-28,105.98999786376953
2018-06-29,105.4800033569336
2018-07-02,104.23999786376953
2018-07-03,105.81999969482422
2018-07-05,105.93000030517578
2018-07-16,106.0
2018-09-18,106.44999694824219
2019-01-24,108.27999877929688
2019-09-05,108.58000183105469
2018-11-21,109.01000213623047
2020-01-13,108.5
2020-04-01,108.81999969482422
2020-06-19,108.37000274658203
2019-10-29,108.97000122070312
2020-01-16,108.37999725341797
2020-06-22,107.94000244140625
2018-10-03,107.7699966430664
2018-07-31,108.01000213623047
2019-03-12,108.1500015258789
2019-02-08,110.29000091552734
2019-01-07,111.43000030517578
2018-12-06,110.8499984741211
2019-08-19,110.9000015258789
2019-07-18,111.12000274658203
2019-05-15,109.51000213623047
2019-09-20,109.66999816894531
2019-11-01,108.0
2020-04-07,107.58999633789062
2020-06-25,110.54000091552734
2020-06-16,107.68000030517578
2019-11-04,107.18000030517578
2020-01-22,107.62999725341797
2019-11-07,109.94000244140625
2020-04-13,109.2300033569336
2019-07-01,108.37000274658203
2019-05-30,107.12000274658203
2018-08-15,105.55999755859375
2018-10-18,106.66999816894531
2019-03-27,105.66000366210938
2019-01-22,105.98999786376953
2018-12-21,104.80000305175781
2019-09-03,106.13999938964844
2018-11-19,106.0
2019-08-02,104.33000183105469
2020-01-28,103.5
2020-04-16,103.0
2019-11-13,103.05999755859375
2020-01-31,103.5
2018-12-04,104.2699966430664
2018-11-02,104.41999816894531
2019-07-16,104.33999633789062
2018-08-30,101.83000183105469
2018-10-01,101.36000061035156
2019-06-14,103.16999816894531
2019-05-13,104.0999984741211
2019-04-11,105.0
2019-02-06,105.2699966430664
2019-09-18,105.87000274658203
2020-02-03,106.36000061035156
2020-04-22,106.19000244140625
2019-11-19,105.30000305175781
2020-02-06,104.5
2019-11-22,108.43000030517578
2019-03-25,108.44000244140625
2019-02-21,108.02999877929688
2018-12-19,108.9000015258789
2018-07-12,107.41999816894531
2018-09-14,108.38999938964844
2018-08-13,108.4800033569336
2018-10-16,108.30999755859375
2019-07-31,108.8499984741211
2019-05-28,108.61000061035156
2019-04-26,108.06999969482422
2020-04-28,105.62999725341797
2019-11-25,104.26000213623047
2020-02-12,103.36000061035156
2020-05-01,104.2300033569336
2020-05-04,106.08999633789062
2019-06-12,107.01000213623047
2019-04-09,107.91999816894531
2019-03-08,106.37000274658203
2019-02-04,102.7699966430664
2018-07-27,100.05999755859375
2018-08-28,98.0999984741211
2019-01-03,96.91000366210938
2019-08-15,97.33000183105469
2018-10-31,96.91000366210938
2019-09-16,99.2300033569336
2020-02-18,98.23999786376953
2020-05-07,99.02999877929688
2018-08-17,98.66000366210938
2019-12-04,98.72000122070312
2020-02-21,102.80000305175781
2018-12-17,104.08000183105469
2019-08-30,105.19000244140625
2018-11-15,105.37000274658203
2019-07-29,104.5
2019-06-27,104.0999984741211
2019-04-24,100.43000030517578
2018-07-10,100.23999786376953
2018-09-12,100.63999938964844
2019-02-19,99.16000366210938
2019-01-18,99.19000244140625
2020-02-24,98.0999984741211
2020-05-13,99.36000061035156
2019-12-10,99.37000274658203
2020-02-27,99.29000091552734
2019-12-13,98.56999969482422
2020-05-19,98.12000274658203
2019-03-06,98.20999908447266
2018-11-30,97.4800033569336
2019-08-13,94.04000091552734
2019-07-12,93.86000061035156
2019-06-10,91.11000061035156
2019-05-09,92.94000244140625
2018-07-25,91.5
2018-09-27,91.12999725341797
2018-10-29,90.37000274658203
2019-10-16,91.2699966430664
2019-12-16,91.29000091552734
2020-03-04,90.76000213623047
2020-05-22,88.04000091552734
2019-10-01,88.62999725341797
2019-12-19,84.81999969482422
2018-09-10,87.16999816894531
2019-05-24,88.02999877929688
2018-08-09,89.23999786376953
2019-04-22,89.54000091552734
2019-03-21,90.52999877929688
2019-01-16,90.29000091552734
2019-08-28,90.5999984741211
2018-11-13,91.79000091552734
2018-10-12,91.81999969482422
2019-06-25,92.20999908447266
2020-03-10,92.63999938964844
2020-05-28,93.26000213623047
2019-10-07,93.76000213623047
2020-03-13,94.55000305175781
2019-10-10,95.5
2020-03-16,95.48999786376953
2020-06-03,96.80000305175781
2018-11-28,96.81999969482422
2018-09-25,96.0199966430664
2018-07-23,96.52999877929688
2018-08-24,97.5199966430664
2019-07-10,94.88999938964844
2019-05-07,95.0999984741211
2019-04-05,96.16000366210938
2019-03-04,96.6500015258789
2019-01-31,97.48999786376953
2019-09-12,98.12999725341797
2019-12-31,98.16000366210938
2020-03-19,98.30000305175781
2020-01-03,97.79000091552734
2020-06-09,97.63999938964844
2019-02-15,97.62999725341797
2019-01-14,99.2300033569336
2018-07-06,102.80999755859375
2018-08-07,97.83999633789062
2018-10-10,99.08000183105469
2018-12-13,98.43000030517578
2019-08-26,99.55000305175781
2019-07-25,99.19999694824219
2019-05-22,98.62999725341797
2019-03-19,99.95999908447266
2020-01-06,100.29000091552734
2020-03-25,100.87999725341797
2020-06-12,103.27999877929688
2019-10-22,104.30999755859375
2020-01-09,104.93000030517578
2020-06-15,104.12999725341797
2019-10-25,103.20999908447266
2020-03-31,101.19000244140625
2020-06-18,100.33000183105469
2019-04-03,101.19999694824219
2018-08-22,101.36000061035156
2018-10-25,102.04000091552734
2019-01-29,99.72000122070312
2018-12-28,99.1500015258789
2018-11-26,100.6500015258789
2019-08-09,98.94000244140625
2019-07-08,97.37999725341797
2019-06-06,96.52999877929688
2019-09-10,95.83999633789062
2020-01-15,95.86000061035156
2020-04-03,96.0
2019-10-31,96.36000061035156
2020-04-06,95.58000183105469
2020-06-24,95.41000366210938
2018-11-09,96.36000061035156
2019-07-23,96.29000091552734
2019-06-21,96.43000030517578
2019-05-20,96.04000091552734
2019-04-18,96.4000015258789
2018-09-06,96.08999633789062
2018-10-08,95.04000091552734
2019-02-13,94.72000122070312
2018-12-11,95.68000030517578
2019-09-25,96.98999786376953
2020-01-21,96.44999694824219
2020-04-09,96.02999877929688
2019-11-06,95.48999786376953
2020-01-24,94.69999694824219
2020-01-27,93.12999725341797
2020-04-15,93.19000244140625
2018-12-26,93.5999984741211
2019-08-07,92.91000366210938
2019-06-04,93.55000305175781
2018-09-21,94.7699966430664
2018-07-19,95.08000183105469
2018-08-20,95.37999725341797
2018-10-23,95.04000091552734
2019-05-03,95.0
2019-04-01,94.20999908447266
2019-02-28,98.9800033569336
2019-11-12,97.62999725341797
2020-01-30,96.01000213623047
2019-11-15,97.2699966430664
2020-04-21,96.27999877929688
2019-04-16,96.51000213623047
2019-03-15,95.9800033569336
2019-02-11,96.95999908447266
2019-01-10,96.2300033569336
2019-08-22,96.1500015258789
2018-11-07,100.95999908447266
2018-08-03,100.31999969482422
2018-09-04,100.22000122070312
2019-06-19,101.18000030517578
2019-09-23,101.51000213623047
2019-11-18,101.02999877929688
2020-02-05,102.0
2020-04-24,100.44000244140625
2019-03-29,101.66999816894531
2019-11-21,103.73999786376953
2020-04-27,104.41999816894531
2020-02-11,105.0
2020-04-30,105.0
2019-05-01,104.52999877929688
2019-02-26,104.47000122070312
2019-01-25,104.19999694824219
2018-12-24,105.23999786376953
2019-09-06,106.75
2018-07-17,107.45999908447266
2018-09-19,108.0
2019-08-05,108.4000015258789
2019-10-08,108.0999984741211
2019-12-11,107.83999633789062
2019-11-27,107.12000274658203
2020-02-14,106.48999786376953
2020-05-06,106.19999694824219
2019-01-08,104.54000091552734
2018-12-07,106.44000244140625
2019-08-20,109.05000305175781
2018-11-05,109.62999725341797
2019-07-19,110.0
2018-10-04,110.12000274658203
2019-06-17,110.58000183105469
2019-05-16,110.76000213623047
2018-08-01,111.0
2019-03-13,110.62000274658203
2019-12-03,111.62000274658203
2020-02-20,112.2699966430664
2019-12-06,112.76000213623047
2020-05-12,112.08000183105469
2019-12-09,112.41999816894531
2020-02-26,112.5
2020-05-15,111.83999633789062
2019-03-28,112.68000030517578
2018-09-17,113.91999816894531
2018-08-16,114.33000183105469
2018-10-19,114.7300033569336
2019-04-29,114.70999908447266
2019-01-23,114.91999816894531
2019-09-04,115.3499984741211
2018-11-20,113.58999633789062
2019-07-02,112.16000366210938
2019-05-31,110.0
2019-12-12,110.08000183105469
2020-05-18,118.37999725341797
2019-09-27,119.76000213623047
2020-03-03,120.58999633789062
2020-05-21,122.37999725341797
2019-05-14,122.91000366210938
2018-08-31,122.41000366210938
2018-07-30,121.73999786376953
2018-10-02,125.08999633789062
2019-04-12,125.87000274658203
2019-03-11,123.80000305175781
2019-02-07,123.81999969482422
2019-07-17,124.41000366210938
2019-09-19,123.37000274658203
2019-10-21,121.9000015258789
2019-12-18,122.86000061035156
2020-03-06,121.9800033569336
2019-10-03,122.48999786376953
2020-03-09,123.22000122070312
2020-05-27,123.4000015258789
2019-12-24,124.33000183105469
2020-03-12,125.06999969482422
