Dates,AIZ
2018-06-20,96.93110656738281
2018-06-21,97.80196380615234
2018-06-25,97.96464538574219
2018-06-22,98.17516326904297
2018-06-26,96.97895050048828
2018-06-27,97.93592071533203
2018-06-28,100.41447448730469
2018-06-29,99.03643798828125
2018-07-02,99.34266662597656
2018-07-03,100.96951293945312
2018-07-05,100.51973724365234
2018-07-16,100.2135009765625
2018-09-18,101.7925033569336
2019-01-24,102.663330078125
2019-09-05,103.48633575439453
2018-11-21,102.84515380859375
2020-01-13,103.3714828491211
2020-04-01,103.3332290649414
2020-06-19,103.01741790771484
2019-10-29,104.16577911376953
2020-01-16,102.52936553955078
2020-06-22,102.84515380859375
2018-10-03,102.82601928710938
2018-07-31,102.88345336914062
2019-03-12,103.4097671508789
2019-02-08,105.40984344482422
2019-01-07,104.48158264160156
2018-12-06,104.98876953125
2019-08-19,105.55339050292969
2019-07-18,104.59640502929688
2019-05-15,104.31890106201172
2019-09-20,103.48633575439453
2019-11-01,101.46712493896484
2020-04-07,101.87863159179688
2020-06-25,103.11310577392578
2020-06-16,101.39057159423828
2019-11-04,101.70636749267578
2020-01-22,102.22313690185547
2019-11-07,104.22320556640625
2020-04-13,103.0748519897461
2019-07-01,101.48628234863281
2019-05-30,100.73983764648438
2018-08-15,100.65371704101562
2018-10-18,100.90252685546875
2019-03-27,100.49103546142578
2019-01-22,100.02210998535156
2018-12-21,100.66673278808594
2019-09-03,101.26324462890625
2018-11-19,100.32035827636719
2019-08-02,99.51219177246094
2020-01-28,98.12671661376953
2020-04-16,98.92530059814453
2019-11-13,98.29029846191406
2020-01-31,98.80985260009766
2018-12-04,99.43521118164062
2018-11-02,100.02210998535156
2019-07-16,97.81885528564453
2018-08-30,97.55908203125
2018-10-01,96.79900360107422
2019-06-14,98.67514038085938
2019-05-13,99.91627502441406
2019-04-11,100.01248168945312
2019-02-06,101.15741729736328
2019-09-18,101.10929107666016
2020-02-03,101.60961151123047
2020-04-22,101.22476196289062
2019-11-19,99.96437072753906
2020-02-06,99.95475769042969
2019-11-22,103.04318237304688
2019-03-25,102.26385498046875
2019-02-21,103.86097717285156
2018-12-19,102.88923645019531
2018-07-12,103.28370666503906
2018-09-14,103.54348754882812
2018-08-13,103.63006591796875
2018-10-16,104.03414916992188
2019-07-31,104.33242797851562
2019-05-28,104.2939224243164
2019-04-26,101.5037841796875
2020-04-28,99.24280548095703
2019-11-25,98.4923324584961
2020-02-12,98.42499542236328
2020-05-01,100.243408203125
2020-05-04,101.8790054321289
2019-06-12,102.42741394042969
2019-04-09,102.14839935302734
2019-03-08,100.28189849853516
2019-02-04,96.02930450439453
2018-07-27,92.67151641845703
2018-08-28,92.58492279052734
2019-01-03,92.21929931640625
2019-08-15,91.63240814208984
2018-10-31,93.10445404052734
2019-09-16,93.52778625488281
2020-02-18,93.42196655273438
2020-05-07,92.98900604248047
2018-08-17,93.29689025878906
2019-12-04,94.42257690429688
2020-02-21,98.4923324584961
2018-12-17,99.38711547851562
2019-08-30,100.81104278564453
2018-11-15,99.80082702636719
2019-07-29,99.30052185058594
2019-06-27,96.14476013183594
2019-04-24,96.19287872314453
2018-07-10,96.11590576171875
2018-09-12,95.60597229003906
2019-02-19,93.3546142578125
2019-01-18,94.4129409790039
2020-02-24,94.22901916503906
2020-05-13,96.02957153320312
2019-12-10,94.84857177734375
2020-02-27,95.0518569946289
2019-12-13,94.67432403564453
2020-05-19,94.13221740722656
2019-03-06,94.1903076171875
2018-11-30,92.36071014404297
2019-08-13,89.28233337402344
2019-07-12,88.12068176269531
2019-06-10,87.7528305053711
2019-05-09,87.13329315185547
2018-07-25,87.50113677978516
2018-09-27,87.09456634521484
2018-10-29,87.37528991699219
2019-10-16,87.12361145019531
2019-12-16,85.99099731445312
2020-03-04,85.57474517822266
2020-05-22,83.93875885009766
2019-10-01,82.56414031982422
2019-12-19,80.00852966308594
2018-09-10,84.2872543334961
2019-05-24,85.1100845336914
2018-08-09,85.34242248535156
2019-04-22,86.58150482177734
2019-03-21,87.22041320800781
2019-01-16,85.82643127441406
2019-08-28,87.55921936035156
2018-11-13,87.90772247314453
2018-10-12,88.01420593261719
2019-06-25,88.55630493164062
2020-03-10,89.543701171875
2020-05-28,89.62115478515625
2019-10-07,90.60855102539062
2020-03-13,91.47979736328125
2019-10-10,91.3926773071289
2020-03-16,92.39942932128906
2020-06-03,93.2997055053711
2018-11-28,91.9734878540039
2018-09-25,92.52527618408203
2018-07-23,93.27066040039062
2018-08-24,92.19613647460938
2019-07-10,91.43138122558594
2019-05-07,91.90573120117188
2019-04-05,92.52527618408203
2019-03-04,93.30938720703125
2019-01-31,94.064453125
2019-09-12,94.86792755126953
2019-12-31,94.94538116455078
2020-03-19,94.78080749511719
2020-01-03,94.19998168945312
2020-06-09,94.02574157714844
2019-02-15,94.39358520507812
2019-01-14,95.58427429199219
2018-07-06,94.78080749511719
2018-08-07,94.02574157714844
2018-10-10,95.07121276855469
2018-12-13,95.10026550292969
2019-08-26,95.6714096069336
2019-07-25,95.0324935913086
2019-05-22,95.78246307373047
2019-03-19,96.4837417602539
2020-01-06,96.8441162109375
2020-03-25,98.24667358398438
2020-06-12,100.31153869628906
2019-10-22,101.43163299560547
2020-01-09,101.08099365234375
2020-06-15,100.52581024169922
2019-10-25,98.53887176513672
2020-03-31,97.74018859863281
2020-06-18,97.36033630371094
2019-04-03,98.1979751586914
2018-08-22,98.3830337524414
2018-10-25,98.64600372314453
2019-01-29,95.6461181640625
2018-12-28,96.1623306274414
2018-11-26,97.10709381103516
2019-08-09,94.4773178100586
2019-07-08,92.1202621459961
2019-06-06,93.3864517211914
2019-09-10,92.10078430175781
2020-01-15,92.10078430175781
2020-04-03,92.88970947265625
2019-10-31,92.51958465576172
2020-04-06,92.30531311035156
2020-06-24,92.44168090820312
2018-11-09,93.64942169189453
2019-07-23,92.9676284790039
2019-06-21,92.9676284790039
2019-05-20,93.4156723022461
2019-04-18,93.376708984375
2018-09-06,92.94815826416016
2018-10-08,91.8572769165039
2019-02-13,92.01312255859375
2018-12-11,92.95789337158203
2019-09-25,93.34747314453125
2020-01-21,92.47088623046875
2020-04-09,92.74361419677734
2019-11-06,91.61376953125
2020-01-24,90.80537414550781
2020-01-27,89.59761810302734
2020-04-15,90.63977813720703
2018-12-26,90.43524932861328
2019-08-07,89.90928649902344
2019-06-04,91.07808685302734
2018-09-21,91.896240234375
2018-07-19,92.52933502197266
2018-08-20,91.68196105957031
2018-10-23,91.96441650390625
2019-05-03,92.1202621459961
2019-04-01,91.5163803100586
2019-02-28,93.67864227294922
2019-11-12,93.70787048339844
2020-01-30,93.13321685791016
2019-11-15,94.67212677001953
2020-04-21,92.20791625976562
2019-04-16,93.27931213378906
2019-03-15,93.16242218017578
2019-02-11,93.70787048339844
2019-01-10,92.27609252929688
2019-08-22,93.58125305175781
2018-11-07,97.05840301513672
2018-08-03,97.65254211425781
2018-09-04,97.60383605957031
2019-06-19,98.81886291503906
2019-09-23,98.64248657226562
2019-11-18,98.85804748535156
2020-02-05,98.76986694335938
2020-04-24,97.94678497314453
2019-03-29,99.52436065673828
2019-11-21,101.62125396728516
2020-04-27,101.92501068115234
2020-02-11,102.27776336669922
2020-04-30,102.23857116699219
2019-05-01,101.38610076904297
2019-02-26,101.90542602539062
2019-01-25,101.89562225341797
2018-12-24,102.93427276611328
2019-09-06,103.98273468017578
2018-07-17,104.61963653564453
2018-09-19,105.2271499633789
2019-08-05,105.44271087646484
2019-10-08,105.54069519042969
2019-12-11,104.73721313476562
2019-11-27,103.75736236572266
2020-02-14,103.87494659423828
2020-05-06,100.68058776855469
2019-01-08,102.25817108154297
2018-12-07,104.23747253417969
2019-08-20,106.79491424560547
2018-11-05,106.62834930419922
2019-07-19,107.72579193115234
2018-10-04,107.90216064453125
2019-06-17,108.25491333007812
2019-05-16,108.45088195800781
2018-08-01,107.79438018798828
2019-03-13,107.88256072998047
2019-12-03,109.3425521850586
2020-02-20,109.95986938476562
2019-12-06,109.80309295654297
2020-05-12,109.4503402709961
2019-12-09,109.7247085571289
2020-02-26,108.92121887207031
2020-05-15,109.29356384277344
2019-03-28,110.23423767089844
2018-09-17,111.50804901123047
2018-08-16,111.076904296875
2018-10-19,112.11555480957031
2019-04-29,111.13569641113281
2019-01-23,112.3017349243164
2019-09-04,111.076904296875
2018-11-20,109.49932861328125
2019-07-02,108.84282684326172
2019-05-31,105.9620361328125
2019-12-12,107.42202758789062
2020-05-18,115.51566314697266
2019-09-27,117.05404663085938
2020-03-03,117.4263916015625
2020-05-21,118.32787322998047
2019-05-14,120.06221771240234
2018-08-31,117.99471282958984
2018-07-30,118.58262634277344
2018-10-02,122.02194213867188
2019-04-12,121.2968521118164
2019-03-11,120.24839782714844
2019-02-07,121.17926025390625
2019-07-17,121.26744842529297
2019-09-19,117.59477233886719
2019-10-21,119.99727630615234
2019-12-18,119.00279998779297
2020-03-06,119.18988037109375
2019-10-03,120.06620788574219
2020-03-09,121.10990905761719
2020-05-27,121.31668090820312
2019-12-24,121.89762878417969
2020-03-12,121.94684600830078
2018-12-20,122.49825286865234
2019-08-01,122.7247085571289
2018-08-14,121.84838104248047
2018-07-13,122.52777862548828
2018-10-17,123.66995239257812
2019-05-29,123.07917785644531
2019-03-26,123.66995239257812
2019-02-22,125.0779800415039
2019-10-04,125.54075622558594
2019-11-05,124.290283203125
2019-12-27,124.69397735595703
2020-06-02,123.90626525878906
2019-12-30,124.66444396972656
2020-03-18,124.7530517578125
2020-06-05,124.85152435302734
2019-07-15,123.54195404052734
2018-12-03,123.8865737915039
2019-06-13,121.90746307373047
2019-01-04,120.15481567382812
2018-08-29,121.79914855957031
2019-02-05,124.8416748046875
2018-11-01,123.43364715576172
2019-08-16,121.42498779296875
2019-04-10,122.88225555419922
2019-09-17,123.61088562011719
2019-10-15,123.8471908569336
2020-01-02,123.77826690673828
2020-06-08,123.5321044921875
2019-10-18,123.52226257324219
2020-03-24,124.0047378540039
2020-06-11,123.73887634277344
2020-01-08,125.59983825683594
2019-04-25,124.30012512207031
2019-07-30,124.5856704711914
2019-02-20,124.41828155517578
2018-07-11,123.64041900634766
2018-09-13,123.38440704345703
2018-10-15,124.4379653930664
2019-06-28,123.9358139038086
2018-12-18,124.13273620605469
2018-11-16,125.73768615722656
2019-10-02,124.68412780761719
2020-03-27,124.24105072021484
2020-01-10,125.58999633789062
2019-10-24,125.52108001708984
2020-03-30,128.07127380371094
2020-06-17,127.09648895263672
2020-01-14,128.60296630859375
2020-04-02,129.28236389160156
2019-01-02,129.99130249023438
2019-08-14,130.06024169921875
2018-10-30,130.6313018798828
2019-06-11,130.247314453125
2019-05-10,130.42454528808594
2019-04-08,130.2571563720703
2018-08-27,130.41546630859375
2018-07-26,130.84088134765625
2018-09-28,132.1270294189453
2019-03-07,131.87969970703125
2019-10-30,131.45425415039062
2020-01-17,130.30662536621094
2020-06-23,127.1308364868164
2020-04-08,127.72444152832031
2020-06-26,129.02047729492188
2019-03-22,130.17800903320312
2019-01-17,129.53492736816406
2019-08-29,128.65440368652344
2018-11-14,128.88197326660156
2019-06-26,129.05015563964844
2018-09-11,128.76324462890625
2018-07-09,129.03036499023438
2018-08-10,130.2769317626953
2019-04-23,130.2670440673828
2019-09-30,130.1977996826172
2020-01-23,129.86141967773438
2019-11-08,126.57679748535156
2020-04-14,127.65518188476562
2019-11-11,127.69475555419922
2020-01-29,128.27847290039062
2020-04-17,129.4063262939453
2018-07-24,129.68333435058594
2018-09-26,130.94970703125
2019-05-08,131.57298278808594
2019-03-05,131.69171142578125
2019-02-01,130.8013153076172
2018-12-31,131.29598999023438
2018-11-29,133.2053985595703
2019-08-12,131.0288543701172
2019-07-11,131.05853271484375
2019-09-13,128.61485290527344
2019-11-14,129.33705139160156
2020-04-20,130.16812133789062
2020-02-04,132.3446807861328
2020-04-23,130.12855529785156
2018-12-14,129.89109802246094
2019-08-27,128.9413299560547
2018-08-08,127.80358123779297
2018-10-11,126.63615417480469
2018-11-12,128.11029052734375
2019-07-26,128.7830352783203
2019-06-24,130.10874938964844
2019-05-23,129.16888427734375
2019-03-20,131.33554077148438
2019-01-15,132.88882446289062
2019-11-20,135.37208557128906
2020-02-07,134.8378143310547
2020-02-10,134.90708923339844
2020-04-29,135.64907836914062
2019-11-26,138.12245178222656
2020-02-13,135.2335662841797
2019-01-30,138.84466552734375
2018-08-23,141.00144958496094
2018-09-24,140.28912353515625
2018-11-27,139.18104553222656
2018-10-26,140.06158447265625
2019-07-09,139.226806640625
2019-06-07,136.38462829589844
2019-05-06,133.02569580078125
2019-04-04,131.68409729003906
2019-09-11,126.09913635253906
2019-11-29,119.83839416503906
2020-05-05,127.09290313720703
2019-12-02,122.48181915283203
2020-02-19,126.05937957763672
2020-05-08,120.0470962524414
2019-05-21,118.94401550292969
2019-03-18,108.37033081054688
2018-09-07,113.18016052246094
2018-08-06,107.70449829101562
2018-10-09,96.00785827636719
2019-02-14,103.87849426269531
2018-12-12,83.37708282470703
2019-07-24,91.92347717285156
2019-09-26,79.9088363647461
2019-10-28,82.9199447631836
2019-12-05,90.4825210571289
2020-05-11,92.59923553466797
2019-07-03,97.50845336914062
2020-02-25,99.01897430419922
2020-05-14,104.6933822631836
2020-02-28,104.04743194580078
2019-08-08,106.66104888916016
2019-06-05,103.44123840332031
2018-07-20,101.4835205078125
2018-08-21,99.43635559082031
2018-10-24,98.134521484375
2019-04-02,103.28223419189453
2019-03-01,103.44123840332031
2019-01-28,106.05484771728516
2018-12-27,111.68950653076172
2019-09-09,107.89331817626953
2020-03-02,107.01880645751953
2020-05-20,100.77794647216797
2019-12-17,99.95311737060547
2020-03-05,105.15052032470703
2019-02-12,102.3779067993164
2019-01-11,100.51956939697266
2018-12-10,102.3580322265625
2019-08-23,100.61894226074219
2018-11-08,103.99774932861328
2019-07-22,107.69456481933594
2019-06-20,108.89702606201172
2018-09-05,109.04608917236328
2019-04-17,105.57783508300781
2019-09-24,101.6822738647461
2019-12-20,99.3767318725586
2020-05-26,101.45370483398438
2019-04-30,97.3096923828125
2019-12-23,97.97551727294922
2020-03-11,98.18421173095703
2020-05-29,97.78670501708984
2019-12-26,92.51973724365234
2020-06-01,87.21302032470703
2019-05-02,88.49497985839844
2019-02-27,90.54214477539062
2018-11-23,97.6773910522461
2019-08-06,97.36932373046875
2018-07-18,100.30093383789062
2018-09-20,100.45000457763672
2018-10-22,101.37000274658203
2019-07-05,102.83000183105469
2019-06-03,104.37000274658203
2019-10-09,103.48999786376953
2019-10-11,102.58000183105469
2020-03-17,103.05999755859375
2020-06-04,104.13999938964844
2019-10-14,108.33999633789062
2020-03-20,110.38999938964844
2018-11-06,114.87999725341797
2019-06-18,117.41000366210938
2019-05-17,116.69999694824219
2019-04-15,114.44000244140625
2019-03-14,104.80999755859375
2019-01-09,107.02999877929688
2018-08-02,107.12000274658203
2018-10-05,108.5199966430664
2019-08-21,106.04000091552734
2019-10-17,107.02999877929688
2020-03-23,106.27999877929688
2020-06-10,105.18000030517578
2019-02-25,104.86000061035156
2020-01-07,100.68000030517578
2020-03-26,100.30000305175781
2019-10-23,99.20999908447266
