Dates,AIZ
2019-08-26,550300.0
2019-07-25,567500.0
2019-05-22,240700.0
2019-03-19,444100.0
2020-01-06,564300.0
2020-03-25,503200.0
2020-06-12,602600.0
2019-10-22,461500.0
2020-01-09,470100.0
2020-06-15,665200.0
2019-10-25,557400.0
2020-03-31,428000.0
2020-06-18,374800.0
2019-04-03,337300.0
2018-08-22,420800.0
2018-10-25,508700.0
2019-01-29,1114900.0
2018-12-28,1838000.0
2018-11-26,778900.0
2019-08-09,6017000.0
2019-07-08,1833900.0
2019-06-06,1693200.0
2019-09-10,776200.0
2020-01-15,1149100.0
2020-04-03,672000.0
2019-10-31,624100.0
2020-04-06,694700.0
2020-06-24,709100.0
2018-11-09,537100.0
2019-07-23,471900.0
2019-06-21,444700.0
2019-05-20,465200.0
2019-04-18,428100.0
2018-09-06,335700.0
2018-10-08,507000.0
2019-02-13,524800.0
2018-12-11,360000.0
2019-09-25,460900.0
2020-01-21,340200.0
2020-04-09,499100.0
2019-11-06,584200.0
2020-01-24,383400.0
2020-01-27,646400.0
2020-04-15,993900.0
2018-12-26,965500.0
2019-08-07,368800.0
2019-06-04,300900.0
2018-09-21,415500.0
2018-07-19,559600.0
2018-08-20,384200.0
2018-10-23,393100.0
2019-05-03,330500.0
2019-04-01,474200.0
2019-02-28,1331000.0
2019-11-12,522900.0
2020-01-30,604500.0
2019-11-15,450600.0
2020-04-21,798100.0
2019-04-16,451600.0
2019-03-15,344100.0
2019-02-11,321300.0
2019-01-10,462400.0
2019-08-22,771500.0
2018-11-07,1004500.0
2018-08-03,697700.0
2018-09-04,1167000.0
2019-06-19,915700.0
2019-09-23,818100.0
2019-11-18,1032200.0
2020-02-05,404900.0
2020-04-24,697000.0
2019-03-29,484800.0
2019-11-21,822600.0
2020-04-27,596600.0
2020-02-11,445800.0
2020-04-30,298400.0
2019-05-01,471700.0
2019-02-26,679900.0
2019-01-25,432700.0
2018-12-24,643300.0
2019-09-06,975600.0
2018-07-17,573200.0
2018-09-19,540200.0
2019-08-05,534600.0
2019-10-08,387900.0
2019-12-11,874600.0
2019-11-27,393600.0
2020-02-14,662300.0
2020-05-06,781700.0
2019-01-08,856000.0
2018-12-07,639200.0
2019-08-20,628300.0
2018-11-05,678900.0
2019-07-19,283700.0
2018-10-04,410000.0
2019-06-17,436700.0
2019-05-16,411600.0
2018-08-01,308400.0
2019-03-13,247200.0
2019-12-03,329500.0
2020-02-20,283800.0
2019-12-06,367200.0
2020-05-12,375500.0
2019-12-09,351100.0
2020-02-26,274300.0
2020-05-15,256300.0
2019-03-28,544200.0
2018-09-17,422200.0
2018-08-16,333700.0
2018-10-19,389100.0
2019-04-29,395700.0
2019-01-23,446300.0
2019-09-04,519700.0
2018-11-20,506400.0
2019-07-02,374900.0
2019-05-31,534200.0
2019-12-12,562300.0
2020-05-18,1041100.0
2019-09-27,694900.0
2020-03-03,807400.0
2020-05-21,511000.0
2019-05-14,714100.0
2018-08-31,675300.0
2018-07-30,722500.0
2018-10-02,2189400.0
2019-04-12,574000.0
2019-03-11,529400.0
2019-02-07,388700.0
2019-07-17,442900.0
2019-09-19,584500.0
2019-10-21,464700.0
2019-12-18,466400.0
2020-03-06,529400.0
2019-10-03,387500.0
2020-03-09,507100.0
2020-05-27,406300.0
2019-12-24,421500.0
2020-03-12,447800.0
2018-12-20,472400.0
2019-08-01,629500.0
2018-08-14,689100.0
2018-07-13,890000.0
2018-10-17,433900.0
2019-05-29,433100.0
2019-03-26,580200.0
2019-02-22,529400.0
2019-10-04,491400.0
2019-11-05,580600.0
2019-12-27,641400.0
2020-06-02,361200.0
2019-12-30,491700.0
2020-03-18,451600.0
2020-06-05,316600.0
2019-07-15,312400.0
2018-12-03,377100.0
2019-06-13,393700.0
2019-01-04,333000.0
2018-08-29,412600.0
2019-02-05,370300.0
2018-11-01,282100.0
2019-08-16,358900.0
2019-04-10,415400.0
2019-09-17,292300.0
2019-10-15,328300.0
2020-01-02,265100.0
2020-06-08,351700.0
2019-10-18,301900.0
2020-03-24,255500.0
2020-06-11,291000.0
2020-01-08,345500.0
2019-04-25,330500.0
2019-07-30,338500.0
2019-02-20,435200.0
2018-07-11,260000.0
2018-09-13,470500.0
2018-10-15,264300.0
2019-06-28,246500.0
2018-12-18,397100.0
2018-11-16,279400.0
2019-10-02,364200.0
2020-03-27,680800.0
2020-01-10,630200.0
2019-10-24,413900.0
2020-03-30,659700.0
2020-06-17,411500.0
2020-01-14,485300.0
2020-04-02,422900.0
2019-01-02,346800.0
2019-08-14,586100.0
2018-10-30,366200.0
2019-06-11,419400.0
2019-05-10,372800.0
2019-04-08,500500.0
2018-08-27,506800.0
2018-07-26,251200.0
2018-09-28,593400.0
2019-03-07,377100.0
2019-10-30,202900.0
2020-01-17,407800.0
2020-06-23,538600.0
2020-04-08,350900.0
2020-06-26,341100.0
2019-03-22,391800.0
2019-01-17,242300.0
2019-08-29,276900.0
2018-11-14,287500.0
2019-06-26,385800.0
2018-09-11,399500.0
2018-07-09,441900.0
2018-08-10,418900.0
2019-04-23,375500.0
2019-09-30,445100.0
2020-01-23,715400.0
2019-11-08,531500.0
2020-04-14,96800.0
2019-11-11,199800.0
2020-01-29,248300.0
2020-04-17,222400.0
2018-07-24,264500.0
2018-09-26,332800.0
2019-05-08,280300.0
2019-03-05,234700.0
2019-02-01,254700.0
2018-12-31,265100.0
2018-11-29,281600.0
2019-08-12,324000.0
2019-07-11,326500.0
2019-09-13,496300.0
2019-11-14,484200.0
2020-04-20,466500.0
2020-02-04,458000.0
2020-04-23,376200.0
2018-12-14,260600.0
2019-08-27,410100.0
2018-08-08,338000.0
2018-10-11,433900.0
2018-11-12,296300.0
2019-07-26,278500.0
2019-06-24,282700.0
2019-05-23,383500.0
2019-03-20,487700.0
2019-01-15,319900.0
2019-11-20,335900.0
2020-02-07,276500.0
2020-02-10,234200.0
2020-04-29,318000.0
2019-11-26,507700.0
2020-02-13,748500.0
2019-01-30,384700.0
2018-08-23,298200.0
2018-09-24,361800.0
2018-11-27,372400.0
2018-10-26,499000.0
2019-07-09,431100.0
2019-06-07,508000.0
2019-05-06,639500.0
2019-04-04,520500.0
2019-09-11,955200.0
2019-11-29,1207400.0
2020-05-05,553200.0
2019-12-02,553100.0
2020-02-19,533400.0
2020-05-08,445500.0
2019-05-21,468300.0
2019-03-18,723300.0
2018-09-07,499000.0
2018-08-06,449500.0
2018-10-09,716500.0
2019-02-14,573700.0
2018-12-12,968800.0
2019-07-24,1063700.0
2019-09-26,868600.0
2019-10-28,883900.0
2019-12-05,1082600.0
2020-05-11,793500.0
2019-07-03,695700.0
2020-02-25,597400.0
2020-05-14,477500.0
2020-02-28,409400.0
2019-08-08,358700.0
2019-06-05,754200.0
2018-07-20,578600.0
2018-08-21,609500.0
2018-10-24,288300.0
2019-04-02,527200.0
2019-03-01,420800.0
2019-01-28,310900.0
2018-12-27,353700.0
2019-09-09,320900.0
2020-03-02,377900.0
2020-05-20,365200.0
2019-12-17,471900.0
2020-03-05,468200.0
2019-02-12,468800.0
2019-01-11,405600.0
2018-12-10,684800.0
2019-08-23,416800.0
2018-11-08,445000.0
2019-07-22,528900.0
2019-06-20,429700.0
2018-09-05,300200.0
2019-04-17,375600.0
2019-09-24,440500.0
2019-12-20,450800.0
2020-05-26,721400.0
2019-04-30,850900.0
2019-12-23,520900.0
2020-03-11,521900.0
2020-05-29,477900.0
2019-12-26,536700.0
2020-06-01,1018700.0
2019-05-02,669700.0
2019-02-27,1931200.0
2018-11-23,719200.0
2019-08-06,781200.0
2018-07-18,560500.0
2018-09-20,559900.0
2018-10-22,453500.0
2019-07-05,397800.0
2019-06-03,370500.0
2019-10-09,398900.0
2019-10-11,451500.0
2020-03-17,324400.0
2020-06-04,370100.0
2019-10-14,539000.0
2020-03-20,473600.0
2018-11-06,608400.0
2019-06-18,491100.0
2019-05-17,408400.0
2019-04-15,638900.0
2019-03-14,527900.0
2019-01-09,331600.0
2018-08-02,499000.0
2018-10-05,360100.0
2019-08-21,341400.0
2019-10-17,332600.0
2020-03-23,891600.0
2020-06-10,695200.0
2019-02-25,395100.0
2020-01-07,672400.0
2020-03-26,648200.0
2019-10-23,868000.0
