Dates,AIZ
2018-06-20,99.83999633789062
2018-06-21,101.36000061035156
2018-06-25,102.6500015258789
2018-06-22,102.5
2018-06-26,102.73999786376953
2018-06-27,101.05999755859375
2018-06-28,102.1500015258789
2018-06-29,105.0
2018-07-02,103.2300033569336
2018-07-03,104.37999725341797
2018-07-05,105.9000015258789
2018-07-16,104.6500015258789
2018-09-18,105.4000015258789
2019-01-24,108.0
2019-09-05,107.43000030517578
2018-11-21,108.83000183105469
2020-01-13,107.30000305175781
2020-04-01,108.63999938964844
2020-06-19,108.08000183105469
2019-10-29,107.94999694824219
2020-01-16,108.33999633789062
2020-06-22,106.61000061035156
2018-10-03,106.87000274658203
2018-07-31,107.77999877929688
2019-03-12,107.19000244140625
2019-02-08,108.63999938964844
2019-01-07,110.0199966430664
2018-12-06,109.22000122070312
2019-08-19,110.13999938964844
2019-07-18,110.30000305175781
2019-05-15,108.69999694824219
2019-09-20,108.37000274658203
2019-11-01,107.88999938964844
2020-04-07,106.72000122070312
2020-06-25,105.62999725341797
2020-06-16,107.61000061035156
2019-11-04,104.91999816894531
2020-01-22,106.16999816894531
2019-11-07,106.87000274658203
2020-04-13,108.62000274658203
2019-07-01,107.97000122070312
2019-05-30,106.02999877929688
2018-08-15,105.19000244140625
2018-10-18,105.25
2019-03-27,105.06999969482422
2019-01-22,105.30000305175781
2018-12-21,104.12000274658203
2019-09-03,105.20999908447266
2018-11-19,105.69000244140625
2019-08-02,104.33000183105469
2020-01-28,103.5
2020-04-16,101.6500015258789
2019-11-13,102.61000061035156
2020-01-31,102.0
2018-12-04,103.08000183105469
2018-11-02,103.63999938964844
2019-07-16,103.98999786376953
2018-08-30,100.9000015258789
2018-10-01,101.25
2019-06-14,101.05000305175781
2019-05-13,102.47000122070312
2019-04-11,104.12000274658203
2019-02-06,104.11000061035156
2019-09-18,105.30999755859375
2020-02-03,105.48999786376953
2020-04-22,105.8499984741211
2019-11-19,105.2300033569336
2020-02-06,104.2699966430664
2019-11-22,104.41000366210938
2019-03-25,107.13999938964844
2019-02-21,105.56999969482422
2018-12-19,108.08999633789062
2018-07-12,106.80999755859375
2018-09-14,108.08000183105469
2018-08-13,107.56999969482422
2018-10-16,107.68000030517578
2019-07-31,108.08999633789062
2019-05-28,108.33000183105469
2019-04-26,108.06999969482422
2020-04-28,105.30999755859375
