Dates,CCI
2018-06-20,102.88999938964844
2018-06-21,103.55000305175781
2018-06-25,104.05999755859375
2018-06-22,104.43000030517578
2018-06-26,106.5
2018-06-27,107.48999786376953
2018-06-28,107.80999755859375
2018-06-29,108.33999633789062
2018-07-02,108.55999755859375
2018-07-03,109.87999725341797
2018-07-05,111.11000061035156
2018-07-16,112.04000091552734
2018-09-18,111.79000091552734
2019-01-24,110.80999755859375
2019-09-05,111.45999908447266
2018-11-21,111.56999969482422
2020-01-13,111.48999786376953
2020-04-01,111.05999755859375
2020-06-19,110.95999908447266
2019-10-29,110.76000213623047
2020-01-16,112.25
2020-06-22,111.61000061035156
2018-10-03,110.62999725341797
2018-07-31,108.94000244140625
2019-03-12,109.43000030517578
2019-02-08,109.87000274658203
2019-01-07,110.3499984741211
2018-12-06,109.75
2019-08-19,111.4000015258789
2019-07-18,111.69000244140625
2019-05-15,111.9800033569336
2019-09-20,112.58999633789062
2019-11-01,113.27999877929688
2020-04-07,111.38999938964844
2020-06-25,111.66000366210938
2020-06-16,111.5
2019-11-04,112.33000183105469
2020-01-22,110.94000244140625
2019-11-07,111.36000061035156
2020-04-13,112.3499984741211
2019-07-01,113.01000213623047
2019-05-30,113.88999938964844
2018-08-15,114.5199966430664
2018-10-18,114.29000091552734
2019-03-27,112.91000366210938
2019-01-22,112.13999938964844
2018-12-21,112.86000061035156
2019-09-03,112.81999969482422
2018-11-19,113.61000061035156
2019-08-02,114.5
2020-01-28,114.44000244140625
2020-04-16,114.80999755859375
2019-11-13,114.27999877929688
2020-01-31,113.91999816894531
2018-12-04,114.44999694824219
2018-11-02,114.01000213623047
2019-07-16,113.7699966430664
2018-08-30,112.62999725341797
2018-10-01,112.55000305175781
2019-06-14,113.01000213623047
2019-05-13,112.44000244140625
2019-04-11,113.05000305175781
2019-02-06,113.08999633789062
2019-09-18,112.55000305175781
2020-02-03,112.76000213623047
2020-04-22,112.86000061035156
2019-11-19,111.8499984741211
2020-02-06,111.0199966430664
2019-11-22,110.3499984741211
2019-03-25,109.62999725341797
2019-02-21,111.38999938964844
2018-12-19,111.95999908447266
2018-07-12,110.7300033569336
2018-09-14,110.1500015258789
2018-08-13,108.87999725341797
2018-10-16,109.41999816894531
2019-07-31,111.06999969482422
2019-05-28,112.06999969482422
2019-04-26,111.5
2020-04-28,108.9800033569336
2019-11-25,106.91000366210938
2020-02-12,106.62999725341797
2020-05-01,107.13999938964844
2020-05-04,107.5
2019-06-12,108.6500015258789
2019-04-09,107.88999938964844
2019-03-08,107.83000183105469
2019-02-04,106.33999633789062
2018-07-27,108.44000244140625
2018-08-28,108.30000305175781
2019-01-03,106.88999938964844
2019-08-15,106.76000213623047
2018-10-31,110.12000274658203
2019-09-16,110.02999877929688
2020-02-18,110.25
2020-05-07,109.62999725341797
2018-08-17,111.69999694824219
2019-12-04,111.83999633789062
2020-02-21,112.44999694824219
2018-12-17,111.88999938964844
2019-08-30,111.91999816894531
2018-11-15,111.88999938964844
2019-07-29,111.06999969482422
2019-06-27,111.26000213623047
2019-04-24,110.98999786376953
2018-07-10,112.36000061035156
2018-09-12,113.77999877929688
2019-02-19,112.93000030517578
2019-01-18,110.18000030517578
2020-02-24,109.43000030517578
