Dates,CCI
2019-03-21,2127700.0
2019-01-16,2288000.0
2019-08-28,1591300.0
2018-11-13,1431300.0
2018-10-12,3250600.0
2019-06-25,3213600.0
2020-03-10,2277000.0
2020-05-28,1482700.0
2019-10-07,1989200.0
2020-03-13,1271800.0
2019-10-10,1483500.0
2020-03-16,1488500.0
2020-06-03,1907600.0
2018-11-28,2322300.0
2018-09-25,2558000.0
2018-07-23,2990300.0
2018-08-24,2449500.0
2019-07-10,2026900.0
2019-05-07,1788000.0
2019-04-05,2357800.0
2019-03-04,3463200.0
2019-01-31,1982000.0
2019-09-12,1915100.0
2019-12-31,2352900.0
2020-03-19,2007700.0
2020-01-03,1521400.0
2020-06-09,2113500.0
2019-02-15,1233400.0
2019-01-14,2072700.0
2018-07-06,1538900.0
2018-08-07,1168100.0
2018-10-10,1861000.0
2018-12-13,1602600.0
2019-08-26,2355300.0
2019-07-25,1782700.0
2019-05-22,1290000.0
2019-03-19,2104000.0
2020-01-06,1251900.0
2020-03-25,1097000.0
2020-06-12,2215100.0
2019-10-22,1462100.0
2020-01-09,1647700.0
2020-06-15,1272700.0
2019-10-25,1884200.0
2020-03-31,1615000.0
2020-06-18,1133800.0
2019-04-03,1564800.0
2018-08-22,1766200.0
2018-10-25,2509400.0
2019-01-29,1660400.0
2018-12-28,3155000.0
2018-11-26,1865200.0
2019-08-09,2166900.0
2019-07-08,2154500.0
2019-06-06,2587900.0
2019-09-10,1917600.0
2020-01-15,2186500.0
2020-04-03,1496400.0
2019-10-31,1673100.0
2020-04-06,2477500.0
2020-06-24,2609500.0
2018-11-09,1810600.0
2019-07-23,1203100.0
2019-06-21,1466500.0
2019-05-20,966000.0
2019-04-18,962800.0
2018-09-06,1625700.0
2018-10-08,1608000.0
2019-02-13,1534100.0
2018-12-11,1873500.0
2019-09-25,1799600.0
2020-01-21,2395900.0
2020-04-09,3001700.0
2019-11-06,3250000.0
2020-01-24,2748500.0
2020-01-27,2050400.0
2020-04-15,1879800.0
2018-12-26,2045700.0
2019-08-07,1405100.0
2019-06-04,1644500.0
2018-09-21,1330200.0
2018-07-19,2061500.0
2018-08-20,1481400.0
2018-10-23,1223300.0
2019-05-03,772300.0
2019-04-01,1172800.0
2019-02-28,1171900.0
2019-11-12,1273300.0
2020-01-30,1191500.0
2019-11-15,1352000.0
2020-04-21,1710000.0
2019-04-16,1717100.0
2019-03-15,1083700.0
2019-02-11,1396200.0
2019-01-10,1817400.0
2019-08-22,3521200.0
2018-11-07,1541700.0
2018-08-03,1224800.0
2018-09-04,1472300.0
2019-06-19,2023600.0
2019-09-23,1492100.0
2019-11-18,1423900.0
2020-02-05,2377300.0
2020-04-24,3175500.0
2019-03-29,2616300.0
2019-11-21,2141200.0
2020-04-27,1943300.0
2020-02-11,1266600.0
2020-04-30,1348200.0
2019-05-01,1467200.0
2019-02-26,2524400.0
2019-01-25,1756600.0
2018-12-24,1925300.0
2019-09-06,1417600.0
2018-07-17,1541300.0
2018-09-19,1889200.0
2019-08-05,1599500.0
2019-10-08,1659400.0
2019-12-11,2477800.0
2019-11-27,1444300.0
2020-02-14,1936800.0
2020-05-06,2049100.0
2019-01-08,2153300.0
2018-12-07,3630700.0
2019-08-20,2247100.0
2018-11-05,1915400.0
2019-07-19,946800.0
2018-10-04,849200.0
2019-06-17,1105800.0
2019-05-16,1393100.0
2018-08-01,1058500.0
2019-03-13,1404500.0
2019-12-03,2130300.0
2020-02-20,1660500.0
2019-12-06,1202000.0
2020-05-12,1640700.0
2019-12-09,5462200.0
2020-02-26,4059100.0
2020-05-15,1912000.0
2019-03-28,1951000.0
2018-09-17,2105800.0
2018-08-16,1746500.0
2018-10-19,2143500.0
2019-04-29,2386800.0
2019-01-23,1785600.0
2019-09-04,3278100.0
2018-11-20,2102200.0
2019-07-02,1449900.0
2019-05-31,1835500.0
2019-12-12,1834900.0
2020-05-18,2498300.0
2019-09-27,1713800.0
2020-03-03,1632500.0
2020-05-21,904900.0
2019-05-14,1762800.0
2018-08-31,1693400.0
2018-07-30,1222500.0
2018-10-02,1637000.0
2019-04-12,1090800.0
2019-03-11,1434500.0
2019-02-07,1201300.0
2019-07-17,893300.0
2019-09-19,1751200.0
2019-10-21,980800.0
2019-12-18,1690700.0
2020-03-06,1447600.0
2019-10-03,1396400.0
2020-03-09,2003500.0
2020-05-27,1361400.0
2019-12-24,1361400.0
2020-03-12,1273000.0
2018-12-20,977700.0
2019-08-01,1631600.0
2018-08-14,2363800.0
2018-07-13,2205900.0
2018-10-17,1699100.0
2019-05-29,2276800.0
2019-03-26,1693800.0
2019-02-22,2057600.0
2019-10-04,2550800.0
2019-11-05,1599800.0
2019-12-27,2333900.0
2020-06-02,1295700.0
2019-12-30,1289700.0
2020-03-18,1512000.0
2020-06-05,1158400.0
2019-07-15,2696500.0
2018-12-03,2530100.0
2019-06-13,2234000.0
2019-01-04,1981100.0
2018-08-29,2433300.0
2019-02-05,2126700.0
2018-11-01,1673500.0
2019-08-16,2297600.0
2019-04-10,1475300.0
2019-09-17,2212600.0
2019-10-15,1851800.0
2020-01-02,938000.0
2020-06-08,1894100.0
2019-10-18,2266500.0
2020-03-24,2355400.0
2020-06-11,3120000.0
2020-01-08,1570600.0
2019-04-25,1323500.0
2019-07-30,1301500.0
2019-02-20,1657700.0
2018-07-11,2028100.0
2018-09-13,2219900.0
2018-10-15,1345000.0
2019-06-28,1959200.0
2018-12-18,2397800.0
2018-11-16,2545300.0
2019-10-02,1626900.0
2020-03-27,3104000.0
2020-01-10,2315300.0
2019-10-24,2122900.0
2020-03-30,2279700.0
2020-06-17,1878400.0
2020-01-14,2657400.0
2020-04-02,1799100.0
2019-01-02,2384200.0
2019-08-14,1732900.0
2018-10-30,1795400.0
2019-06-11,2681400.0
2019-05-10,1620900.0
2019-04-08,2378400.0
2018-08-27,1996300.0
2018-07-26,3021000.0
2018-09-28,4903300.0
2019-03-07,2048600.0
2019-10-30,859100.0
2020-01-17,2026700.0
2020-06-23,1953900.0
2020-04-08,1908600.0
2020-06-26,1945300.0
2019-03-22,1532200.0
2019-01-17,1579800.0
2019-08-29,1314500.0
2018-11-14,1916600.0
2019-06-26,2335700.0
2018-09-11,2966400.0
2018-07-09,2026600.0
2018-08-10,1990500.0
2019-04-23,2958100.0
2019-09-30,2640400.0
2020-01-23,3225900.0
2019-11-08,1035200.0
2020-04-14,561300.0
2019-11-11,692500.0
2020-01-29,863700.0
2020-04-17,1125000.0
2018-07-24,1591300.0
2018-09-26,1795500.0
2019-05-08,1254500.0
2019-03-05,1631100.0
2019-02-01,1667200.0
2018-12-31,2644600.0
2018-11-29,1534400.0
2019-08-12,2760400.0
2019-07-11,1743200.0
2019-09-13,1667100.0
2019-11-14,1431600.0
2020-04-20,1505500.0
2020-02-04,2070000.0
2020-04-23,1650500.0
2018-12-14,1920100.0
2019-08-27,1246800.0
2018-08-08,868100.0
2018-10-11,1363900.0
2018-11-12,1539100.0
2019-07-26,1519400.0
2019-06-24,968300.0
2019-05-23,1293900.0
2019-03-20,1225000.0
2019-01-15,1264700.0
2019-11-20,1257900.0
2020-02-07,1005100.0
2020-02-10,1119300.0
2020-04-29,1583600.0
2019-11-26,3488200.0
2020-02-13,1969900.0
2019-01-30,1202800.0
2018-08-23,1424600.0
2018-09-24,1275300.0
2018-11-27,1211500.0
2018-10-26,2180300.0
2019-07-09,3006000.0
2019-06-07,2092400.0
2019-05-06,2038500.0
2019-04-04,2293700.0
2019-09-11,5822200.0
2019-11-29,6204100.0
2020-05-05,4077800.0
2019-12-02,4248500.0
2020-02-19,2384700.0
2020-05-08,2513900.0
2019-05-21,3109400.0
2019-03-18,3291300.0
2018-09-07,2944400.0
2018-08-06,3287100.0
2018-10-09,3854100.0
2019-02-14,3769000.0
2018-12-12,3833900.0
2019-07-24,4441300.0
2019-09-26,4357000.0
2019-10-28,4548200.0
2019-12-05,5346100.0
2020-05-11,4029300.0
2019-07-03,4397100.0
2020-02-25,3121700.0
2020-05-14,4092400.0
2020-02-28,3220000.0
2019-08-08,2934600.0
2019-06-05,3078400.0
2018-07-20,2519000.0
2018-08-21,3240000.0
2018-10-24,2117600.0
2019-04-02,3275700.0
2019-03-01,2645600.0
2019-01-28,2153800.0
2018-12-27,4349900.0
2019-09-09,1725500.0
2020-03-02,2460700.0
2020-05-20,2697900.0
2019-12-17,2038600.0
2020-03-05,2058900.0
2019-02-12,1883500.0
2019-01-11,2103500.0
2018-12-10,1649400.0
2019-08-23,1537200.0
2018-11-08,1475000.0
2019-07-22,1626500.0
2019-06-20,2059900.0
2018-09-05,3280000.0
2019-04-17,3669500.0
2019-09-24,1553200.0
2019-12-20,1803800.0
2020-05-26,1174900.0
2019-04-30,1581600.0
2019-12-23,2337300.0
2020-03-11,1438600.0
2020-05-29,2017700.0
2019-12-26,1961200.0
2020-06-01,2143700.0
2019-05-02,1718500.0
2019-02-27,2593900.0
2018-11-23,2565900.0
2019-08-06,1349800.0
2018-07-18,1816900.0
2018-09-20,2254200.0
2018-10-22,1874000.0
2019-07-05,2657200.0
2019-06-03,1690800.0
2019-10-09,2437000.0
2019-10-11,3286300.0
2020-03-17,2907100.0
2020-06-04,3183300.0
2019-10-14,1917600.0
2020-03-20,1941800.0
2018-11-06,3265800.0
2019-06-18,1958300.0
2019-05-17,1717800.0
2019-04-15,1858300.0
2019-03-14,3072000.0
2019-01-09,1941300.0
2018-08-02,3733600.0
2018-10-05,2053000.0
2019-08-21,2422700.0
2019-10-17,1982300.0
2020-03-23,5207000.0
2020-06-10,2747500.0
2019-02-25,1727400.0
2020-01-07,2054600.0
2020-03-26,1302600.0
2019-10-23,2750500.0
