Dates,CCI
2018-06-20,95.8034896850586
2018-06-21,96.1023178100586
2018-06-25,96.74666595458984
2018-06-22,97.3816909790039
2018-06-26,99.32408905029297
2018-06-27,99.29608154296875
2018-06-28,100.48207092285156
2018-06-29,100.6875228881836
2018-07-02,101.02368927001953
2018-07-03,101.79878997802734
2018-07-05,103.65715026855469
2018-07-16,103.90927124023438
2018-09-18,102.35910034179688
2019-01-24,103.28359985351562
2019-09-05,103.52640533447266
2018-11-21,103.42369079589844
2020-01-13,103.71318054199219
2020-04-01,103.2555923461914
2020-06-19,103.53575134277344
2019-10-29,103.13419342041016
2020-01-16,103.68516540527344
2020-06-22,103.0314712524414
2018-10-03,101.55598449707031
2018-07-31,100.84626007080078
2019-03-12,101.7147445678711
2019-02-08,102.30307006835938
2019-01-07,101.8454818725586
2018-12-06,102.35910034179688
2019-08-19,103.49838256835938
2019-07-18,104.16143035888672
2019-05-15,103.89060974121094
2019-09-20,105.048583984375
2019-11-01,103.65715026855469
2020-04-07,103.89060974121094
2020-06-25,102.68594360351562
2020-06-16,104.04936218261719
2019-11-04,103.04080963134766
2020-01-22,103.30228424072266
2019-11-07,103.89060974121094
2020-04-13,104.82445526123047
2019-07-01,105.23534393310547
2019-05-30,106.32795715332031
2018-08-15,106.70149993896484
2018-10-18,105.38475799560547
2019-03-27,104.27349090576172
2019-01-22,104.19878387451172
2018-12-21,104.99256134033203
2019-09-03,104.24546813964844
2018-11-19,106.05713653564453
2019-08-02,106.4306869506836
2020-01-28,106.23458862304688
2020-04-16,106.48670959472656
2019-11-13,106.12250518798828
2020-01-31,106.36531066894531
2018-12-04,106.76686096191406
2018-11-02,105.54352569580078
2019-07-16,105.1793212890625
2018-08-30,104.69371032714844
2018-10-01,104.79645538330078
2019-06-14,106.0501937866211
2019-05-13,105.15467071533203
2019-04-11,106.23871612548828
2019-02-06,105.73910522460938
2019-09-18,105.4091796875
2020-02-03,105.9559326171875
2020-04-22,105.30548095703125
2019-11-19,103.91034698486328
2020-02-06,103.40129852294922
2019-11-22,102.30780792236328
2019-03-25,102.6754379272461
2019-02-21,104.94727325439453
2018-12-19,104.08001708984375
2018-07-12,102.8262710571289
2018-09-14,102.60002899169922
2018-08-13,102.1098403930664
2018-10-16,102.5057601928711
2019-07-31,103.94804382324219
2019-05-28,104.70217895507812
2019-04-26,102.47748565673828
2020-04-28,99.24412536621094
2019-11-25,98.93303680419922
2020-02-12,99.46094512939453
2020-05-01,100.77124786376953
2020-05-04,100.66755676269531
2019-06-12,100.5073013305664
2019-04-09,100.79953002929688
2019-03-08,99.7154541015625
2019-02-04,100.07367706298828
2018-07-27,100.65812683105469
2018-08-28,101.1954574584961
2019-01-03,97.60389709472656
2019-08-15,99.96998596191406
2018-10-31,103.24102783203125
2019-09-16,102.5057601928711
2020-02-18,103.0525131225586
2020-05-07,103.07135772705078
2018-08-17,104.66446685791016
2019-12-04,104.83414459228516
2020-02-21,105.3243408203125
2018-12-17,105.07923889160156
2019-08-30,104.5136489868164
2018-11-15,103.43900299072266
2019-07-29,104.33454895019531
2019-06-27,103.97632598876953
2019-04-24,104.24969482421875
2018-07-10,105.69198608398438
2018-09-12,105.83338165283203
2019-02-19,103.34473419189453
2019-01-18,103.19390869140625
2020-02-24,101.77046966552734
2020-05-13,102.17581939697266
2019-12-10,104.14601135253906
2020-02-27,105.69198608398438
2019-12-13,106.52153015136719
2020-05-19,108.3125991821289
2019-03-06,107.18138885498047
2018-11-30,108.4068603515625
2019-08-13,110.7352523803711
2019-07-12,109.123291015625
2019-06-10,109.44379425048828
2019-05-09,109.48150634765625
2018-07-25,108.85934448242188
2018-09-27,109.52095794677734
2018-10-29,109.04498291015625
2019-10-16,105.57991027832031
2019-12-16,105.30384063720703
2020-03-04,104.96114349365234
2020-05-22,104.71363830566406
2019-10-01,101.09625244140625
2019-12-19,98.87823486328125
2018-09-10,102.4575424194336
2019-05-24,102.69551086425781
2018-08-09,102.92398834228516
2019-04-22,103.40946960449219
2019-03-21,100.85826873779297
2019-01-16,101.36280822753906
2019-08-28,102.87638854980469
2018-11-13,103.38090515136719
2018-10-12,102.37186431884766
2019-06-25,100.59172821044922
2020-03-10,101.71501922607422
2020-05-28,102.21955108642578
2019-10-07,101.30567169189453
2020-03-13,102.23859405517578
2019-10-10,102.17195892333984
2020-03-16,102.44801330566406
2020-06-03,102.4384994506836
2018-11-28,103.94255828857422
2018-09-25,104.97065734863281
2018-07-23,106.53184509277344
2018-08-24,108.2358169555664
2019-07-10,108.88314819335938
2019-05-07,109.52095794677734
2019-04-05,109.92076873779297
2019-03-04,111.4343490600586
2019-01-31,111.35818481445312
2019-09-12,111.9864730834961
2019-12-31,113.49053955078125
2020-03-19,111.71992492675781
2020-01-03,112.595703125
2020-06-09,112.681396484375
2019-02-15,112.74803161621094
2019-01-14,111.73896789550781
2018-07-06,112.74803161621094
2018-08-07,113.04312896728516
2018-10-10,114.3568115234375
2018-12-13,114.37584686279297
2019-08-26,113.83323669433594
2019-07-25,113.62380981445312
2019-05-22,114.10931396484375
2019-03-19,112.49099731445312
2020-01-06,112.49099731445312
