Dates,CCI
2018-06-20,101.29000091552734
2018-06-21,102.5199966430664
2018-06-25,102.3499984741211
2018-06-22,103.02999877929688
2018-06-26,104.20999908447266
2018-06-27,105.94999694824219
2018-06-28,106.4000015258789
2018-06-29,106.19000244140625
2018-07-02,106.91000366210938
2018-07-03,107.66999816894531
2018-07-05,109.05000305175781
2018-07-16,110.83000183105469
2018-09-18,108.98999786376953
2019-01-24,108.0
2019-09-05,110.31999969482422
2018-11-21,110.2699966430664
2020-01-13,110.33999633789062
2020-04-01,109.8499984741211
2020-06-19,110.05999755859375
2019-10-29,109.80999755859375
2020-01-16,109.6500015258789
2020-06-22,109.95999908447266
2018-10-03,108.16999816894531
2018-07-31,106.94999694824219
2019-03-12,107.77999877929688
2019-02-08,109.16000366210938
2019-01-07,108.98999786376953
2018-12-06,108.16000366210938
2019-08-19,109.55000305175781
2019-07-18,109.55000305175781
2019-05-15,110.88999938964844
2019-09-20,110.94999694824219
2019-11-01,110.8499984741211
2020-04-07,109.41999816894531
2020-06-25,109.80999755859375
2020-06-16,109.91999816894531
2019-11-04,110.29000091552734
2020-01-22,109.73999786376953
2019-11-07,110.4000015258789
2020-04-13,110.8499984741211
2019-07-01,112.02999877929688
2019-05-30,112.44000244140625
2018-08-15,112.98999786376953
2018-10-18,112.56999969482422
2019-03-27,111.08999633789062
2019-01-22,111.33000183105469
2018-12-21,111.48999786376953
2019-09-03,111.41000366210938
2018-11-19,111.51000213623047
2019-08-02,113.37000274658203
2020-01-28,113.4000015258789
2020-04-16,113.68000030517578
2019-11-13,113.26000213623047
2020-01-31,112.63999938964844
2018-12-04,113.33999633789062
2018-11-02,112.97000122070312
2019-07-16,112.56999969482422
2018-08-30,111.93000030517578
2018-10-01,111.5
2019-06-14,111.05999755859375
2019-05-13,111.1500015258789
2019-04-11,111.36000061035156
2019-02-06,112.08999633789062
2019-09-18,111.5
2020-02-03,111.29000091552734
2020-04-22,111.66999816894531
2019-11-19,110.02999877929688
2020-02-06,109.56999969482422
2019-11-22,108.30999755859375
2019-03-25,108.63999938964844
2019-02-21,109.2300033569336
2018-12-19,110.37000274658203
2018-07-12,109.0199966430664
2018-09-14,107.79000091552734
2018-08-13,107.19000244140625
2018-10-16,108.12999725341797
2019-07-31,108.94999694824219
2019-05-28,110.19000244140625
2019-04-26,108.69999694824219
2020-04-28,104.5999984741211
2019-11-25,104.05999755859375
2020-02-12,104.73999786376953
2020-05-01,105.0999984741211
2020-05-04,105.6500015258789
2019-06-12,105.0199966430664
2019-04-09,106.05999755859375
2019-03-08,105.77999877929688
2019-02-04,104.52999877929688
2018-07-27,106.20999908447266
2018-08-28,106.02999877929688
2019-01-03,103.29000091552734
2019-08-15,104.13999938964844
2018-10-31,105.9800033569336
2019-09-16,107.93000030517578
2020-02-18,108.66000366210938
2020-05-07,107.87999725341797
2018-08-17,109.75
2019-12-04,110.52999877929688
2020-02-21,111.05000305175781
2018-12-17,110.4800033569336
2019-08-30,110.54000091552734
2018-11-15,109.66000366210938
2019-07-29,109.52999877929688
2019-06-27,109.25
2019-04-24,108.80999755859375
2018-07-10,110.05999755859375
2018-09-12,111.54000091552734
2019-02-19,109.62999725341797
2019-01-18,108.62999725341797
2020-02-24,107.91999816894531
2020-05-13,107.9000015258789
2019-12-10,108.29000091552734
2020-02-27,110.19000244140625
2019-12-13,111.5
2020-05-19,112.70999908447266
2019-03-06,111.33999633789062
2018-11-30,113.66000366210938
