Dates,CCI
2018-06-20,102.58999633789062
2018-06-21,102.91000366210938
2018-06-25,103.5999984741211
2018-06-22,104.27999877929688
2018-06-26,106.36000061035156
2018-06-27,106.33000183105469
2018-06-28,107.5999984741211
2018-06-29,107.81999969482422
2018-07-02,108.18000030517578
2018-07-03,109.01000213623047
2018-07-05,111.0
2018-07-16,111.2699966430664
2018-09-18,109.61000061035156
2019-01-24,110.5999984741211
2019-09-05,110.86000061035156
2018-11-21,110.75
2020-01-13,111.05999755859375
2020-04-01,110.56999969482422
2020-06-19,110.87000274658203
2019-10-29,110.44000244140625
2020-01-16,111.02999877929688
2020-06-22,110.33000183105469
2018-10-03,108.75
2018-07-31,107.98999786376953
2019-03-12,108.91999816894531
2019-02-08,109.55000305175781
2019-01-07,109.05999755859375
2018-12-06,109.61000061035156
2019-08-19,110.83000183105469
2019-07-18,111.54000091552734
2019-05-15,111.25
2019-09-20,112.48999786376953
2019-11-01,111.0
2020-04-07,111.25
2020-06-25,109.95999908447266
2020-06-16,111.41999816894531
2019-11-04,110.33999633789062
2020-01-22,110.62000274658203
2019-11-07,111.25
2020-04-13,112.25
2019-07-01,112.69000244140625
2019-05-30,113.86000061035156
2018-08-15,114.26000213623047
2018-10-18,112.8499984741211
2019-03-27,111.66000366210938
2019-01-22,111.58000183105469
2018-12-21,112.43000030517578
2019-09-03,111.62999725341797
2018-11-19,113.56999969482422
2019-08-02,113.97000122070312
2020-01-28,113.76000213623047
2020-04-16,114.02999877929688
2019-11-13,113.63999938964844
2020-01-31,113.9000015258789
2018-12-04,114.33000183105469
2018-11-02,113.0199966430664
2019-07-16,112.62999725341797
2018-08-30,112.11000061035156
2018-10-01,112.22000122070312
2019-06-14,112.5
2019-05-13,111.55000305175781
2019-04-11,112.69999694824219
2019-02-06,112.16999816894531
2019-09-18,111.81999969482422
2020-02-03,112.4000015258789
2020-04-22,111.70999908447266
2019-11-19,110.2300033569336
2020-02-06,109.69000244140625
2019-11-22,108.52999877929688
2019-03-25,108.91999816894531
2019-02-21,111.33000183105469
2018-12-19,110.41000366210938
2018-07-12,109.08000183105469
2018-09-14,108.83999633789062
2018-08-13,108.31999969482422
2018-10-16,108.73999786376953
2019-07-31,110.2699966430664
2019-05-28,111.06999969482422
2019-04-26,108.70999908447266
2020-04-28,105.27999877929688
2019-11-25,104.94999694824219
2020-02-12,105.51000213623047
2020-05-01,106.9000015258789
2020-05-04,106.79000091552734
2019-06-12,106.62000274658203
2019-04-09,106.93000030517578
2019-03-08,105.77999877929688
2019-02-04,106.16000366210938
2018-07-27,106.77999877929688
2018-08-28,107.3499984741211
2019-01-03,103.54000091552734
2019-08-15,106.05000305175781
2018-10-31,109.5199966430664
2019-09-16,108.73999786376953
2020-02-18,109.31999969482422
2020-05-07,109.33999633789062
2018-08-17,111.02999877929688
2019-12-04,111.20999908447266
2020-02-21,111.7300033569336
2018-12-17,111.47000122070312
2019-08-30,110.87000274658203
2018-11-15,109.7300033569336
2019-07-29,110.68000030517578
2019-06-27,110.30000305175781
2019-04-24,110.58999633789062
2018-07-10,112.12000274658203
2018-09-12,112.2699966430664
2019-02-19,109.62999725341797
2019-01-18,109.47000122070312
2020-02-24,107.95999908447266
2020-05-13,108.38999938964844
2019-12-10,110.4800033569336
2020-02-27,112.12000274658203
2019-12-13,113.0
2020-05-19,114.9000015258789
2019-03-06,113.69999694824219
2018-11-30,115.0
2019-08-13,117.47000122070312
2019-07-12,115.76000213623047
2019-06-10,116.0999984741211
2019-05-09,116.13999938964844
2018-07-25,115.4800033569336
2018-09-27,115.05000305175781
2018-10-29,114.55000305175781
2019-10-16,110.91000366210938
2019-12-16,110.62000274658203
2020-03-04,110.26000213623047
2020-05-22,110.0
2019-10-01,106.19999694824219
2019-12-19,103.87000274658203
2018-09-10,107.62999725341797
2019-05-24,107.87999725341797
2018-08-09,108.12000274658203
2019-04-22,108.62999725341797
2019-03-21,105.94999694824219
2019-01-16,106.4800033569336
2019-08-28,108.06999969482422
