Dates,CAG
2018-06-20,38.45000076293945
2018-06-21,38.279998779296875
2018-06-25,38.54999923706055
2018-06-22,38.939998626708984
2018-06-26,38.22999954223633
2018-06-27,35.45000076293945
2018-06-28,35.83000183105469
2018-06-29,35.72999954223633
2018-07-02,35.029998779296875
2018-07-03,34.63999938964844
2018-07-05,35.91999816894531
2018-07-16,35.72999954223633
2018-09-18,36.439998626708984
2019-01-24,36.619998931884766
2019-09-05,36.540000915527344
2018-11-21,36.060001373291016
2020-01-13,36.06999969482422
2020-04-01,35.689998626708984
2020-06-19,36.11000061035156
2019-10-29,35.689998626708984
2020-01-16,36.279998779296875
2020-06-22,36.150001525878906
2018-10-03,35.900001525878906
2018-07-31,35.599998474121094
2019-03-12,36.220001220703125
2019-02-08,37.09000015258789
2019-01-07,37.290000915527344
2018-12-06,36.5099983215332
2019-08-19,36.709999084472656
2019-07-18,36.36000061035156
2019-05-15,36.86000061035156
2019-09-20,37.599998474121094
2019-11-01,37.459999084472656
2020-04-07,36.90999984741211
2020-06-25,36.630001068115234
2020-06-16,36.779998779296875
2019-11-04,36.650001525878906
2020-01-22,36.560001373291016
2019-11-07,36.869998931884766
2020-04-13,37.060001373291016
2019-07-01,37.18000030517578
2019-05-30,37.47999954223633
2018-08-15,37.5099983215332
2018-10-18,37.52000045776367
2019-03-27,37.220001220703125
2019-01-22,36.709999084472656
2018-12-21,36.849998474121094
2019-09-03,36.47999954223633
2018-11-19,36.33000183105469
2019-08-02,36.65999984741211
2020-01-28,36.5
2020-04-16,36.75
2019-11-13,36.119998931884766
2020-01-31,36.099998474121094
2018-12-04,36.25
2018-11-02,36.33000183105469
2019-07-16,36.619998931884766
2018-08-30,36.95000076293945
2018-10-01,37.59000015258789
2019-06-14,37.97999954223633
2019-05-13,38.25
2019-04-11,38.189998626708984
2019-02-06,37.75
2019-09-18,37.02000045776367
2020-02-03,37.18000030517578
2020-04-22,37.45000076293945
2019-11-19,36.77000045776367
2020-02-06,36.20000076293945
2019-11-22,36.060001373291016
2019-03-25,32.97999954223633
2019-02-21,33.970001220703125
2018-12-19,33.45000076293945
2018-07-12,33.40999984741211
2018-09-14,33.43000030517578
2018-08-13,33.540000915527344
2018-10-16,33.59000015258789
2019-07-31,34.650001525878906
2019-05-28,35.56999969482422
2019-04-26,35.27000045776367
2020-04-28,34.869998931884766
2019-11-25,35.34000015258789
2020-02-12,36.04999923706055
2020-05-01,35.65999984741211
2020-05-04,35.29999923706055
2019-06-12,35.43000030517578
2019-04-09,35.84000015258789
2019-03-08,36.22999954223633
2019-02-04,36.40999984741211
2018-07-27,37.150001525878906
2018-08-28,36.369998931884766
2019-01-03,35.41999816894531
2019-08-15,35.959999084472656
2018-10-31,36.380001068115234
2019-09-16,35.599998474121094
2020-02-18,35.619998931884766
2020-05-07,35.0
2018-08-17,35.0
2019-12-04,35.060001373291016
2020-02-21,34.779998779296875
2018-12-17,34.459999084472656
2019-08-30,34.38999938964844
2018-11-15,35.25
2019-07-29,35.189998626708984
2019-06-27,32.63999938964844
2019-04-24,32.41999816894531
2018-07-10,33.06999969482422
2018-09-12,33.41999816894531
2019-02-19,33.22999954223633
2019-01-18,32.88999938964844
2020-02-24,33.189998626708984
2020-05-13,32.599998474121094
2019-12-10,32.27000045776367
2020-02-27,32.43000030517578
2019-12-13,32.27000045776367
2020-05-19,32.34000015258789
2019-03-06,32.43000030517578
2018-11-30,32.08000183105469
2019-08-13,31.6200008392334
2019-07-12,30.84000015258789
2019-06-10,30.40999984741211
2019-05-09,30.610000610351562
2018-07-25,30.59000015258789
2018-09-27,30.3799991607666
2018-10-29,29.889999389648438
2019-10-16,29.010000228881836
2019-12-16,28.559999465942383
2020-03-04,29.09000015258789
2020-05-22,24.280000686645508
2019-10-01,22.149999618530273
2019-12-19,20.959999084472656
2018-09-10,21.43000030517578
2019-05-24,21.219999313354492
2018-08-09,21.18000030517578
2019-04-22,21.360000610351562
2019-03-21,21.329999923706055
2019-01-16,21.559999465942383
2019-08-28,21.860000610351562
2018-11-13,22.309999465942383
2018-10-12,21.440000534057617
2019-06-25,21.3799991607666
2020-03-10,21.469999313354492
2020-05-28,21.610000610351562
2019-10-07,20.850000381469727
2020-03-13,21.1200008392334
2019-10-10,21.170000076293945
2020-03-16,21.239999771118164
2020-06-03,21.56999969482422
2018-11-28,21.450000762939453
2018-09-25,21.469999313354492
2018-07-23,21.149999618530273
2018-08-24,21.010000228881836
2019-07-10,21.290000915527344
2019-05-07,21.389999389648438
2019-04-05,21.440000534057617
2019-03-04,21.639999389648438
2019-01-31,21.399999618530273
2019-09-12,21.670000076293945
2019-12-31,22.09000015258789
2020-03-19,21.920000076293945
2020-01-03,22.219999313354492
2020-06-09,22.190000534057617
2019-02-15,22.809999465942383
2019-01-14,23.729999542236328
2018-07-06,23.549999237060547
2018-08-07,23.719999313354492
2018-10-10,24.5
2018-12-13,24.010000228881836
2019-08-26,24.030000686645508
2019-07-25,24.06999969482422
2019-05-22,23.3799991607666
2019-03-19,23.309999465942383
2020-01-06,23.360000610351562
2020-03-25,23.09000015258789
2020-06-12,23.3700008392334
2019-10-22,23.260000228881836
2020-01-09,23.170000076293945
2020-06-15,22.8700008392334
2019-10-25,22.889999389648438
2020-03-31,22.3700008392334
2020-06-18,22.469999313354492
2019-04-03,22.899999618530273
2018-08-22,22.790000915527344
2018-10-25,23.040000915527344
2019-01-29,23.09000015258789
2018-12-28,23.09000015258789
2018-11-26,23.06999969482422
2019-08-09,22.809999465942383
2019-07-08,22.899999618530273
2019-06-06,25.81999969482422
2019-09-10,26.450000762939453
2020-01-15,27.360000610351562
2020-04-03,27.1200008392334
2019-10-31,27.1200008392334
2020-04-06,27.739999771118164
2020-06-24,27.739999771118164
2018-11-09,27.6299991607666
2019-07-23,27.389999389648438
2019-06-21,27.469999313354492
2019-05-20,27.790000915527344
2019-04-18,28.290000915527344
2018-09-06,28.299999237060547
2018-10-08,27.540000915527344
2019-02-13,29.389999389648438
2018-12-11,29.780000686645508
2019-09-25,29.75
2020-01-21,30.079999923706055
2020-04-09,30.09000015258789
2019-11-06,30.1200008392334
2020-01-24,30.520000457763672
2020-01-27,30.8799991607666
2020-04-15,30.889999389648438
2018-12-26,31.280000686645508
2019-08-07,30.950000762939453
2019-06-04,30.989999771118164
2018-09-21,30.360000610351562
2018-07-19,30.780000686645508
2018-08-20,30.139999389648438
2018-10-23,29.950000762939453
2019-05-03,30.010000228881836
2019-04-01,29.799999237060547
2019-02-28,29.200000762939453
2019-11-12,29.59000015258789
2020-01-30,29.229999542236328
2019-11-15,28.719999313354492
2020-04-21,28.110000610351562
2019-04-16,28.600000381469727
2019-03-15,29.0
2019-02-11,29.100000381469727
2019-01-10,29.079999923706055
2019-08-22,28.479999542236328
2018-11-07,28.559999465942383
2018-08-03,28.450000762939453
2018-09-04,28.889999389648438
2019-06-19,28.829999923706055
2019-09-23,28.459999084472656
2019-11-18,27.25
2020-02-05,26.860000610351562
2020-04-24,26.770000457763672
2019-03-29,27.520000457763672
2019-11-21,28.6200008392334
2020-04-27,29.25
2020-02-11,29.649999618530273
2020-04-30,29.6299991607666
2019-05-01,29.350000381469727
2019-02-26,29.799999237060547
2019-01-25,29.549999237060547
2018-12-24,29.799999237060547
2019-09-06,29.8799991607666
2018-07-17,29.34000015258789
2018-09-19,28.979999542236328
2019-08-05,29.239999771118164
2019-10-08,29.200000762939453
2019-12-11,28.719999313354492
2019-11-27,28.100000381469727
2020-02-14,28.889999389648438
2020-05-06,28.93000030517578
2019-01-08,25.43000030517578
2018-12-07,26.520000457763672
2019-08-20,26.899999618530273
2018-11-05,26.670000076293945
2019-07-19,28.260000228881836
2018-10-04,28.059999465942383
2019-06-17,28.469999313354492
2019-05-16,28.0
2018-08-01,28.34000015258789
2019-03-13,27.479999542236328
2019-12-03,27.610000610351562
2020-02-20,27.520000457763672
2019-12-06,28.139999389648438
2020-05-12,28.959999084472656
2019-12-09,29.110000610351562
2020-02-26,28.899999618530273
2020-05-15,28.25
2019-03-28,29.200000762939453
2018-09-17,28.6299991607666
2018-08-16,28.540000915527344
2018-10-19,29.15999984741211
2019-04-29,29.020000457763672
2019-01-23,29.100000381469727
2019-09-04,28.8700008392334
2018-11-20,29.139999389648438
2019-07-02,28.270000457763672
2019-05-31,28.0
2019-12-12,27.639999389648438
2020-05-18,27.969999313354492
2019-09-27,28.200000762939453
2020-03-03,28.649999618530273
2020-05-21,28.690000534057617
2019-05-14,28.90999984741211
2018-08-31,28.100000381469727
2018-07-30,28.850000381469727
2018-10-02,29.469999313354492
2019-04-12,30.040000915527344
2019-03-11,28.68000030517578
2019-02-07,28.399999618530273
2019-07-17,28.799999237060547
2019-09-19,27.93000030517578
2019-10-21,28.610000610351562
2019-12-18,27.90999984741211
2020-03-06,28.450000762939453
2019-10-03,28.59000015258789
2020-03-09,28.360000610351562
2020-05-27,28.5
2019-12-24,28.889999389648438
2020-03-12,28.450000762939453
2018-12-20,28.65999984741211
2019-08-01,29.110000610351562
2018-08-14,29.450000762939453
2018-07-13,29.5
2018-10-17,29.760000228881836
