Dates,CAG
2018-06-20,38.38999938964844
2018-06-21,38.459999084472656
2018-06-25,38.5099983215332
2018-06-22,38.63999938964844
2018-06-26,38.959999084472656
2018-06-27,37.040000915527344
2018-06-28,35.380001068115234
2018-06-29,35.720001220703125
2018-07-02,35.40999984741211
2018-07-03,35.04999923706055
2018-07-05,34.790000915527344
2018-07-16,35.95000076293945
2018-09-18,35.900001525878906
2019-01-24,36.5099983215332
2019-09-05,36.619998931884766
2018-11-21,36.630001068115234
2020-01-13,35.900001525878906
2020-04-01,36.0099983215332
2020-06-19,35.630001068115234
2019-10-29,36.0
2020-01-16,35.650001525878906
2020-06-22,36.290000915527344
2018-10-03,36.130001068115234
2018-07-31,35.869998931884766
2019-03-12,35.70000076293945
2019-02-08,36.540000915527344
2019-01-07,37.380001068115234
2018-12-06,36.90999984741211
2019-08-19,36.689998626708984
2019-07-18,36.68000030517578
2019-05-15,36.18000030517578
2019-09-20,37.08000183105469
2019-11-01,37.63999938964844
2020-04-07,37.439998626708984
2020-06-25,36.93000030517578
2020-06-16,36.720001220703125
2019-11-04,36.63999938964844
2020-01-22,36.56999969482422
2019-11-07,36.720001220703125
2020-04-13,36.7599983215332
2019-07-01,37.20000076293945
2019-05-30,37.13999938964844
2018-08-15,37.58000183105469
2018-10-18,37.59000015258789
2019-03-27,37.529998779296875
2019-01-22,36.959999084472656
2018-12-21,36.7400016784668
2019-09-03,37.029998779296875
2018-11-19,36.36000061035156
2019-08-02,36.54999923706055
2020-01-28,36.540000915527344
2020-04-16,36.58000183105469
2019-11-13,36.86000061035156
2020-01-31,36.0
2018-12-04,36.13999938964844
2018-11-02,36.11000061035156
2019-07-16,36.47999954223633
2018-08-30,36.66999816894531
2018-10-01,37.02000045776367
2019-06-14,37.72999954223633
2019-05-13,37.939998626708984
2019-04-11,38.25
2019-02-06,38.04999923706055
2019-09-18,37.7599983215332
2020-02-03,37.029998779296875
2020-04-22,37.25
2019-11-19,37.380001068115234
2020-02-06,36.81999969482422
2019-11-22,36.119998931884766
2019-03-25,34.209999084472656
2019-02-21,33.0
2018-12-19,34.02000045776367
2018-07-12,33.470001220703125
2018-09-14,33.45000076293945
2018-08-13,33.31999969482422
2018-10-16,33.52000045776367
2019-07-31,34.0
2019-05-28,34.540000915527344
2019-04-26,36.41999816894531
2020-04-28,35.47999954223633
2019-11-25,35.060001373291016
2020-02-12,35.380001068115234
2020-05-01,35.93000030517578
2020-05-04,35.59000015258789
2019-06-12,35.31999969482422
2019-04-09,35.709999084472656
2019-03-08,35.83000183105469
2019-02-04,36.119998931884766
