Dates,CAG
2018-06-20,1856500.0
2018-06-21,3814000.0
2018-06-25,2629900.0
2018-06-22,3015100.0
2018-06-26,7604800.0
2018-06-27,34361900.0
2018-06-28,17102300.0
2018-06-29,9268400.0
2018-07-02,7153900.0
2018-07-03,2955200.0
2018-07-05,7841300.0
2018-07-16,3932500.0
2018-09-18,7667500.0
2019-01-24,7177400.0
2019-09-05,4752300.0
2018-11-21,4279100.0
2020-01-13,3961300.0
2020-04-01,2924700.0
2020-06-19,5291400.0
2019-10-29,7056600.0
2020-01-16,6629000.0
2020-06-22,3776300.0
2018-10-03,3806700.0
2018-07-31,5240200.0
2019-03-12,6732600.0
2019-02-08,6931200.0
2019-01-07,4954600.0
2018-12-06,4349600.0
2019-08-19,5498700.0
2019-07-18,3168800.0
2019-05-15,4818300.0
2019-09-20,5486500.0
2019-11-01,3134900.0
2020-04-07,3177400.0
2020-06-25,2083000.0
2020-06-16,3289100.0
2019-11-04,3251400.0
2020-01-22,4890500.0
2019-11-07,5820600.0
2020-04-13,5116700.0
2019-07-01,3703000.0
2019-05-30,6334200.0
2018-08-15,3751300.0
2018-10-18,6310300.0
2019-03-27,3395500.0
2019-01-22,7479100.0
2018-12-21,4245900.0
2019-09-03,4200400.0
2018-11-19,3237000.0
2019-08-02,3435000.0
2020-01-28,4296800.0
2020-04-16,3790200.0
2019-11-13,4090600.0
2020-01-31,4106100.0
2018-12-04,4324700.0
2018-11-02,3747400.0
2019-07-16,3887600.0
2018-08-30,4218900.0
2018-10-01,4910800.0
2019-06-14,3927300.0
2019-05-13,5224900.0
2019-04-11,4347900.0
2019-02-06,2983200.0
2019-09-18,4067300.0
2020-02-03,3511800.0
2020-04-22,4096500.0
2019-11-19,3896500.0
2020-02-06,4386000.0
2019-11-22,4952700.0
2019-03-25,16568700.0
2019-02-21,13826600.0
2018-12-19,7756400.0
2018-07-12,5520300.0
2018-09-14,6174000.0
2018-08-13,4768500.0
2018-10-16,3973000.0
2019-07-31,5677000.0
2019-05-28,10054700.0
2019-04-26,16497400.0
2020-04-28,11093800.0
2019-11-25,5949000.0
2020-02-12,6536000.0
2020-05-01,6460400.0
2020-05-04,5516000.0
2019-06-12,5127400.0
2019-04-09,4622500.0
2019-03-08,6276500.0
2019-02-04,9469900.0
2018-07-27,13515700.0
2018-08-28,27312700.0
2019-01-03,8167100.0
2019-08-15,9683500.0
2018-10-31,6308200.0
2019-09-16,9547900.0
2020-02-18,5823400.0
2020-05-07,6092000.0
2018-08-17,7032400.0
2019-12-04,7396400.0
2020-02-21,6687700.0
2018-12-17,8341600.0
2019-08-30,9127900.0
2018-11-15,7478900.0
2019-07-29,5035900.0
2019-06-27,12637300.0
2019-04-24,8657700.0
2018-07-10,8504700.0
2018-09-12,7747000.0
2019-02-19,5645700.0
2019-01-18,4432400.0
2020-02-24,1249500.0
2020-05-13,6500800.0
2019-12-10,5251300.0
2020-02-27,6397100.0
2019-12-13,5102600.0
2020-05-19,7868800.0
2019-03-06,4895900.0
2018-11-30,4446500.0
2019-08-13,6191500.0
2019-07-12,4024100.0
2019-06-10,5037300.0
2019-05-09,4963500.0
2018-07-25,4994800.0
2018-09-27,6038100.0
2018-10-29,7053800.0
2019-10-16,6555400.0
2019-12-16,6887900.0
2020-03-04,9617800.0
2020-05-22,19383000.0
2019-10-01,23438500.0
2019-12-19,8865700.0
2018-09-10,11635200.0
2019-05-24,14097700.0
2018-08-09,10816700.0
2019-04-22,8727800.0
2019-03-21,9529800.0
2019-01-16,8526000.0
2019-08-28,10307800.0
2018-11-13,7688400.0
2018-10-12,12699700.0
2019-06-25,10174700.0
2020-03-10,11400300.0
2020-05-28,8480000.0
2019-10-07,8246300.0
2020-03-13,5798200.0
2019-10-10,5288300.0
2020-03-16,7652800.0
2020-06-03,6417500.0
2018-11-28,6970400.0
2018-09-25,8025900.0
2018-07-23,7378100.0
2018-08-24,6089700.0
2019-07-10,6775700.0
2019-05-07,8259800.0
2019-04-05,8133400.0
2019-03-04,7400600.0
2019-01-31,6701400.0
2019-09-12,6404700.0
2019-12-31,10671500.0
2020-03-19,9447700.0
2020-01-03,7583300.0
2020-06-09,7840200.0
2019-02-15,12908000.0
2019-01-14,16844400.0
2018-07-06,9898000.0
2018-08-07,11769000.0
2018-10-10,10882800.0
2018-12-13,6907800.0
2019-08-26,7126200.0
2019-07-25,5935700.0
2019-05-22,11301900.0
2019-03-19,7721700.0
2020-01-06,6677300.0
2020-03-25,7012500.0
2020-06-12,6075200.0
2019-10-22,5776600.0
2020-01-09,5502500.0
2020-06-15,10212200.0
2019-10-25,6152300.0
2020-03-31,10242100.0
2020-06-18,5307100.0
2019-04-03,7431900.0
2018-08-22,5661600.0
2018-10-25,5339000.0
2019-01-29,8039300.0
2018-12-28,9787300.0
2018-11-26,6065400.0
2019-08-09,8441400.0
2019-07-08,11679600.0
2019-06-06,28442700.0
2019-09-10,16791900.0
2020-01-15,13784800.0
2020-04-03,7975500.0
2019-10-31,5617700.0
2020-04-06,6510400.0
2020-06-24,4420400.0
2018-11-09,5139800.0
2019-07-23,4813600.0
2019-06-21,5783000.0
2019-05-20,4942600.0
2019-04-18,4497300.0
2018-09-06,5460900.0
2018-10-08,7265800.0
2019-02-13,15149000.0
2018-12-11,6692700.0
2019-09-25,7247800.0
2020-01-21,3481000.0
2020-04-09,3433100.0
2019-11-06,4629400.0
2020-01-24,4119400.0
2020-01-27,3846000.0
2020-04-15,4353000.0
2018-12-26,5849300.0
2019-08-07,5123300.0
2019-06-04,5433300.0
2018-09-21,4936500.0
2018-07-19,3831400.0
2018-08-20,3777800.0
2018-10-23,2922500.0
2019-05-03,2142800.0
