Dates,CAG
2018-06-20,36.350830078125
2018-06-21,36.19011306762695
2018-06-25,36.445369720458984
2018-06-22,36.81407928466797
2018-06-26,36.142845153808594
2018-06-27,33.514617919921875
2018-06-28,33.87387466430664
2018-06-29,33.779335021972656
2018-07-02,33.1175422668457
2018-07-03,32.748836517333984
2018-07-05,33.95895004272461
2018-07-16,33.779335021972656
2018-09-18,34.450565338134766
2019-01-24,34.62074279785156
2019-09-05,34.54510498046875
2018-11-21,34.09131622314453
2020-01-13,34.100772857666016
2020-04-01,33.741512298583984
2020-06-19,34.13858413696289
2019-10-29,33.741512298583984
2020-01-16,34.29930114746094
2020-06-22,34.17639923095703
2018-10-03,33.94004821777344
2018-07-31,33.656429290771484
2019-03-12,34.242576599121094
2019-02-08,35.06507873535156
2019-01-07,35.2541618347168
2018-12-06,34.714569091796875
2019-08-19,34.90473175048828
2019-07-18,34.57194137573242
2019-05-15,35.047359466552734
2019-09-20,35.7509651184082
2019-11-01,35.617855072021484
2020-04-07,35.09490203857422
2020-06-25,34.82866287231445
2020-06-16,34.97128677368164
2019-11-04,34.847686767578125
2020-01-22,34.762115478515625
2019-11-07,35.05686569213867
2020-04-13,35.237525939941406
2019-07-01,35.351619720458984
2019-05-30,35.636871337890625
2018-08-15,35.66539001464844
2018-10-18,35.67490005493164
2019-03-27,35.3896484375
2019-01-22,34.90473175048828
2018-12-21,35.03784942626953
2019-09-03,34.686038970947266
2018-11-19,34.543426513671875
2019-08-02,34.85719299316406
2020-01-28,34.70506286621094
2020-04-16,34.94276809692383
2019-11-13,34.34374237060547
2020-01-31,34.324729919433594
2018-12-04,34.46735382080078
2018-11-02,34.543426513671875
2019-07-16,34.819156646728516
2018-08-30,35.132930755615234
2018-10-01,35.74146270751953
2019-06-14,36.112281799316406
2019-05-13,36.36900329589844
2019-04-11,36.31195068359375
2019-02-06,35.89358901977539
2019-09-18,35.19948959350586
2020-02-03,35.351619720458984
2020-04-22,35.60834503173828
2019-11-19,34.961788177490234
2020-02-06,34.41981506347656
2019-11-22,34.28670120239258
2019-03-25,31.358163833618164
2019-02-21,32.29948043823242
2018-12-19,31.80504608154297
2018-07-12,31.767011642456055
2018-09-14,31.78603172302246
2018-08-13,31.890626907348633
2018-10-16,31.938161849975586
2019-07-31,32.94603729248047
2019-05-28,33.82079315185547
2019-04-26,33.53554916381836
2020-04-28,33.155216217041016
2019-11-25,33.60210418701172
2020-02-12,34.27719497680664
2020-05-01,34.10741424560547
2020-05-04,33.763092041015625
2019-06-12,33.887428283691406
2019-04-09,34.279579162597656
2019-03-08,34.6525993347168
2019-02-04,34.824764251708984
2018-07-27,35.53255081176758
2018-08-28,34.786502838134766
2019-01-03,33.877864837646484
2019-08-15,34.39435958862305
2018-10-31,34.79607009887695
2019-09-16,34.05002975463867
2020-02-18,34.06915283203125
2020-05-07,33.47615432739258
2018-08-17,33.47615432739258
2019-12-04,33.533546447753906
2020-02-21,33.26573181152344
2018-12-17,32.95966339111328
2019-08-30,32.8927116394043
2018-11-15,33.715274810791016
2019-07-29,33.65788269042969
2019-06-27,31.218904495239258
2019-04-24,31.008481979370117
2018-07-10,31.630186080932617
2018-09-12,31.964942932128906
2019-02-19,31.783212661743164
2019-01-18,31.458019256591797
2020-02-24,31.74495506286621
2020-05-13,31.18064308166504
2019-12-10,30.865013122558594
2020-02-27,31.018051147460938
2019-12-13,30.865013122558594
2020-05-19,30.931968688964844
2019-03-06,31.018051147460938
2018-11-30,30.68328857421875
2019-08-13,30.243314743041992
2019-07-12,29.49727439880371
2019-06-10,29.085996627807617
2019-05-09,29.27728843688965
2018-07-25,29.258159637451172
2018-09-27,29.057300567626953
2018-10-29,28.58863639831543
2019-10-16,27.746950149536133
2019-12-16,27.31654167175293
2020-03-04,27.823467254638672
2020-05-22,23.222885131835938
2019-10-01,21.185623168945312
2019-12-19,20.04743194580078
2018-09-10,20.49696922302246
2019-05-24,20.29611587524414
2018-08-09,20.257856369018555
2019-04-22,20.430017471313477
2019-03-21,20.401325225830078
2019-01-16,20.62131118774414
2019-08-28,20.908248901367188
2018-11-13,21.33865737915039
2018-10-12,20.506534576416016
2019-06-25,20.449146270751953
2020-03-10,20.535228729248047
2020-05-28,20.669132232666016
2019-10-07,19.942222595214844
2020-03-13,20.200468063354492
2019-10-10,20.248291015625
2020-03-16,20.315242767333984
2020-06-03,20.630876541137695
2018-11-28,20.516101837158203
2018-09-25,20.535228729248047
2018-07-23,20.22916030883789
2018-08-24,20.095258712768555
2019-07-10,20.363065719604492
2019-05-07,20.66497230529785
2019-04-05,20.71327781677246
2019-03-04,20.9064998626709
2019-01-31,20.67463493347168
2019-09-12,20.935483932495117
2019-12-31,21.341245651245117
2020-03-19,21.177011489868164
2020-01-03,21.466838836669922
2020-06-09,21.43785858154297
2019-02-15,22.036840438842773
2019-01-14,22.925657272338867
2018-07-06,22.751758575439453
2018-08-07,22.915996551513672
2018-10-10,23.669557571411133
2018-12-13,23.196165084838867
2019-08-26,23.215486526489258
2019-07-25,23.254135131835938
2019-05-22,22.587522506713867
2019-03-19,22.519893646240234
2020-01-06,22.568199157714844
2020-03-25,22.307350158691406
2020-06-12,22.577861785888672
2019-10-22,22.471590042114258
2020-01-09,22.384639739990234
2020-06-15,22.09480857849121
2019-10-25,22.1141300201416
2020-03-31,21.611757278442383
2020-06-18,21.708364486694336
2019-04-03,22.123790740966797
2018-08-22,22.017520904541016
2018-10-25,22.259048461914062
2019-01-29,22.307350158691406
2018-12-28,22.307350158691406
2018-11-26,22.288028717041016
2019-08-09,22.036840438842773
2019-07-08,22.123790740966797
2019-06-06,24.9448184967041
2019-09-10,25.5534610748291
2020-01-15,26.432619094848633
2020-04-03,26.20075225830078
2019-10-31,26.20075225830078
2020-04-06,26.79973602294922
2020-06-24,26.79973602294922
2018-11-09,26.693466186523438
2019-07-23,26.46160125732422
2019-06-21,26.538888931274414
2019-05-20,26.848045349121094
2019-04-18,27.33109474182129
2018-09-06,27.34075355529785
2018-10-08,26.606517791748047
2019-02-13,28.393810272216797
2018-12-11,28.770591735839844
2019-09-25,28.741605758666992
2020-01-21,29.060420989990234
2020-04-09,29.07008171081543
2019-11-06,29.09906578063965
2020-01-24,29.48550796508789
2020-01-27,29.833303451538086
2020-04-15,29.842966079711914
2018-12-26,30.21974754333496
2019-08-07,29.90093231201172
2019-06-04,29.939577102661133
2018-09-21,29.533443450927734
2018-07-19,29.94200897216797
2018-08-20,29.319433212280273
2018-10-23,29.13460350036621
2019-05-03,29.19297218322754
2019-04-01,28.98868751525879
2019-02-28,28.405025482177734
2019-11-12,28.784404754638672
2020-01-30,28.434206008911133
2019-11-15,27.938091278076172
2020-04-21,27.344701766967773
2019-04-16,27.821359634399414
2019-03-15,28.210468292236328
2019-02-11,28.30774688720703
2019-01-10,28.288291931152344
2019-08-22,27.704626083374023
2018-11-07,27.782447814941406
2018-08-03,27.675443649291992
2018-09-04,28.10346221923828
2019-06-19,28.04509735107422
2019-09-23,27.68516731262207
2019-11-18,26.508115768432617
2020-02-05,26.128732681274414
2020-04-24,26.041183471679688
2019-03-29,26.770763397216797
2019-11-21,27.840816497802734
2020-04-27,28.45366096496582
2020-02-11,28.842771530151367
2020-04-30,28.82331657409668
2019-05-01,28.550941467285156
2019-02-26,28.98868751525879
2019-01-25,28.745494842529297
2018-12-24,28.98868751525879
2019-09-06,29.066511154174805
2018-07-17,28.54121208190918
2018-09-19,28.191011428833008
2019-08-05,28.44393539428711
2019-10-08,28.405025482177734
2019-12-11,27.938091278076172
2019-11-27,27.334970474243164
2020-02-14,28.10346221923828
2020-05-06,28.142375946044922
2019-01-08,24.73766326904297
2018-12-07,25.797988891601562
2019-08-20,26.167640686035156
2018-11-05,25.94390106201172
2019-07-19,27.490617752075195
2018-10-04,27.296058654785156
2019-06-17,27.69489860534668
2019-05-16,27.237693786621094
2018-08-01,27.568437576293945
2019-03-13,26.731849670410156
2019-12-03,26.858312606811523
2020-02-20,26.770763397216797
2019-12-06,27.373882293701172
2020-05-12,28.17155647277832
2019-12-09,28.317474365234375
2020-02-26,28.11319351196289
2020-05-15,27.480886459350586
2019-03-28,28.405025482177734
2018-09-17,27.850542068481445
2018-08-16,27.76299476623535
2018-10-19,28.36610984802246
2019-04-29,28.437156677246094
2019-01-23,28.51555061340332
2019-09-04,28.29016876220703
2018-11-20,28.554744720458984
2019-07-02,27.702220916748047
2019-05-31,27.43764305114746
2019-12-12,27.084871292114258
2020-05-18,27.408245086669922
2019-09-27,27.63362693786621
2020-03-03,28.074588775634766
2020-05-21,28.113786697387695
2019-05-14,28.32936668395996
2018-08-31,27.535634994506836
2018-07-30,28.270572662353516
2018-10-02,28.87811851501465
2019-04-12,29.43667221069336
2019-03-11,28.103984832763672
2019-02-07,27.829608917236328
2019-07-17,28.221574783325195
2019-09-19,27.369049072265625
2019-10-21,28.035390853881836
2019-12-18,27.349449157714844
2020-03-06,27.878604888916016
2019-10-03,28.015792846679688
2020-03-09,27.79041290283203
2020-05-27,27.927600860595703
2019-12-24,28.30976676940918
2020-03-12,27.878604888916016
2018-12-20,28.084386825561523
2019-08-01,28.525348663330078
2018-08-14,28.858522415161133
2018-07-13,28.907516479492188
2018-10-17,29.162296295166016
2019-05-29,29.27008819580078
2019-03-26,29.828638076782227
2019-02-22,29.368074417114258
2019-10-04,28.907516479492188
2019-11-05,29.064302444458008
2019-12-27,29.211288452148438
2020-06-02,28.319568634033203
2019-12-30,28.966310501098633
2020-03-18,29.299482345581055
2020-06-05,30.377391815185547
2019-07-15,29.671852111816406
2018-12-03,30.063817977905273
2019-06-13,28.887916564941406
2019-01-04,27.741416931152344
2018-08-29,27.408245086669922
2019-02-05,28.280370712280273
2018-11-01,28.054990768432617
2019-08-16,27.329851150512695
2019-04-10,27.525835037231445
2019-09-17,27.78061294555664
2019-10-15,27.839406967163086
2020-01-02,27.222061157226562
2020-06-08,26.53611946105957
2019-10-18,26.37933349609375
2020-03-24,26.839893341064453
2020-06-11,26.604713439941406
2020-01-08,26.90848731994629
2019-04-25,26.820295333862305
2019-07-30,27.055477142333984
2019-02-20,26.54591941833496
2018-07-11,26.37933349609375
2018-09-13,26.75170135498047
2018-10-15,26.937883377075195
2019-06-28,27.231863021850586
2018-12-18,26.711454391479492
2018-11-16,27.12619972229004
2019-10-02,27.412569046020508
2020-03-27,27.264448165893555
2020-01-10,27.49156951904297
2019-10-24,27.452068328857422
2020-03-30,27.096574783325195
2020-06-17,27.205196380615234
