Dates,CAG
2018-06-20,38.13999938964844
2018-06-21,38.189998626708984
2018-06-25,38.38999938964844
2018-06-22,38.619998931884766
2018-06-26,38.20000076293945
2018-06-27,35.349998474121094
2018-06-28,35.13999938964844
2018-06-29,35.40999984741211
2018-07-02,34.540000915527344
2018-07-03,34.52000045776367
2018-07-05,34.70000076293945
2018-07-16,35.65999984741211
2018-09-18,35.869998931884766
2019-01-24,36.36000061035156
2019-09-05,36.4900016784668
2018-11-21,36.02000045776367
2020-01-13,35.7400016784668
2020-04-01,35.59000015258789
2020-06-19,35.58000183105469
2019-10-29,35.61000061035156
2020-01-16,35.58000183105469
2020-06-22,35.97999954223633
2018-10-03,35.59000015258789
2018-07-31,35.40999984741211
2019-03-12,35.61000061035156
2019-02-08,36.52000045776367
2019-01-07,37.02000045776367
2018-12-06,36.380001068115234
2019-08-19,36.400001525878906
2019-07-18,36.36000061035156
2019-05-15,36.11000061035156
2019-09-20,36.849998474121094
2019-11-01,37.43000030517578
2020-04-07,36.790000915527344
2020-06-25,36.560001373291016
2020-06-16,36.41999816894531
2019-11-04,36.41999816894531
2020-01-22,36.279998779296875
2019-11-07,36.61000061035156
2020-04-13,36.689998626708984
2019-07-01,37.09000015258789
2019-05-30,36.970001220703125
2018-08-15,37.45000076293945
2018-10-18,36.900001525878906
2019-03-27,36.959999084472656
2019-01-22,36.68000030517578
2018-12-21,36.59000015258789
2019-09-03,36.41999816894531
2018-11-19,36.20000076293945
2019-08-02,36.45000076293945
2020-01-28,36.31999969482422
2020-04-16,36.47999954223633
2019-11-13,36.040000915527344
2020-01-31,35.75
2018-12-04,36.02000045776367
2018-11-02,35.810001373291016
2019-07-16,36.470001220703125
2018-08-30,36.43000030517578
2018-10-01,36.86000061035156
2019-06-14,37.54999923706055
2019-05-13,37.849998474121094
2019-04-11,37.779998779296875
2019-02-06,37.439998626708984
2019-09-18,36.91999816894531
2020-02-03,36.790000915527344
2020-04-22,37.20000076293945
2019-11-19,36.630001068115234
2020-02-06,36.029998779296875
2019-11-22,36.04999923706055
2019-03-25,32.81999969482422
2019-02-21,32.95000076293945
2018-12-19,33.119998931884766
2018-07-12,33.310001373291016
2018-09-14,33.29999923706055
2018-08-13,33.209999084472656
2018-10-16,33.40999984741211
2019-07-31,33.86000061035156
2019-05-28,34.5099983215332
2019-04-26,35.25
2020-04-28,34.77000045776367
2019-11-25,34.81999969482422
2020-02-12,35.34000015258789
2020-05-01,35.4900016784668
2020-05-04,35.20000076293945
2019-06-12,35.31999969482422
2019-04-09,35.709999084472656
2019-03-08,35.720001220703125
2019-02-04,36.0
2018-07-27,36.5099983215332
2018-08-28,36.2599983215332
2019-01-03,35.060001373291016
2019-08-15,35.650001525878906
2018-10-31,36.02000045776367
2019-09-16,35.25
2020-02-18,35.25
2020-05-07,34.540000915527344
2018-08-17,34.81999969482422
2019-12-04,34.5
2020-02-21,34.369998931884766
2018-12-17,34.09000015258789
2019-08-30,34.060001373291016
2018-11-15,34.40999984741211
2019-07-29,34.95000076293945
2019-06-27,32.54999923706055
2019-04-24,31.860000610351562
2018-07-10,32.27000045776367
2018-09-12,32.9900016784668
2019-02-19,32.86000061035156
2019-01-18,32.61000061035156
2020-02-24,32.810001373291016
2020-05-13,32.459999084472656
2019-12-10,32.060001373291016
2020-02-27,32.0099983215332
2019-12-13,32.220001220703125
2020-05-19,32.150001525878906
2019-03-06,32.09000015258789
2018-11-30,32.029998779296875
2019-08-13,30.899999618530273
2019-07-12,30.549999237060547
2019-06-10,30.049999237060547
2019-05-09,30.3799991607666
2018-07-25,30.579999923706055
2018-09-27,30.079999923706055
2018-10-29,29.579999923706055
2019-10-16,28.850000381469727
2019-12-16,28.40999984741211
2020-03-04,28.84000015258789
2020-05-22,23.979999542236328
2019-10-01,22.030000686645508
