Dates,LLY
2018-06-20,4675500.0
2018-06-21,2856400.0
2018-06-25,3769500.0
2018-06-22,3414100.0
2018-06-26,2840600.0
2018-06-27,3005400.0
2018-06-28,2564600.0
2018-06-29,2964000.0
2018-07-02,2347000.0
2018-07-03,2163500.0
2018-07-05,2675500.0
2018-07-16,2290500.0
2018-09-18,2718300.0
2019-01-24,2227200.0
2019-09-05,2449500.0
2018-11-21,2604500.0
2020-01-13,3335000.0
2020-04-01,3175200.0
2020-06-19,2179400.0
2019-10-29,3021400.0
2020-01-16,3171000.0
2020-06-22,3829800.0
2018-10-03,3145300.0
2018-07-31,9910000.0
2019-03-12,8476800.0
2019-02-08,4826100.0
2019-01-07,3975500.0
2018-12-06,5356000.0
2019-08-19,4957800.0
2019-07-18,4971800.0
2019-05-15,4321000.0
2019-09-20,4572100.0
2019-11-01,5090900.0
2020-04-07,5095100.0
2020-06-25,3901600.0
2020-06-16,3298100.0
2019-11-04,2783800.0
2020-01-22,2816400.0
2019-11-07,3283900.0
2020-04-13,3143200.0
2019-07-01,4427200.0
2019-05-30,3824300.0
2018-08-15,2765500.0
2018-10-18,2775500.0
2019-03-27,1964400.0
2019-01-22,2043400.0
2018-12-21,3089900.0
2019-09-03,2452500.0
2018-11-19,2516800.0
2019-08-02,2949500.0
2020-01-28,2928600.0
2020-04-16,3278900.0
2019-11-13,3107000.0
2020-01-31,3366600.0
2018-12-04,3180700.0
2018-11-02,3822900.0
2019-07-16,2950800.0
2018-08-30,3516400.0
2018-10-01,3926000.0
2019-06-14,5167400.0
2019-05-13,3103100.0
2019-04-11,4972200.0
2019-02-06,3668800.0
2019-09-18,3270400.0
2020-02-03,3762000.0
2020-04-22,5333700.0
2019-11-19,3095500.0
2020-02-06,3775700.0
2019-11-22,3707300.0
2019-03-25,2093700.0
2019-02-21,2812300.0
2018-12-19,2707500.0
2018-07-12,3787900.0
2018-09-14,5097200.0
2018-08-13,10940700.0
2018-10-16,8330300.0
2019-07-31,6002300.0
2019-05-28,4716000.0
2019-04-26,5602900.0
2020-04-28,7226300.0
2019-11-25,4519100.0
2020-02-12,3884700.0
2020-05-01,4192800.0
2020-05-04,4402100.0
2019-06-12,3619600.0
2019-04-09,4224000.0
2019-03-08,2938300.0
2019-02-04,3757000.0
2018-07-27,6739400.0
2018-08-28,4114800.0
2019-01-03,4464500.0
2019-08-15,3587800.0
