Dates,LLY
2018-06-20,87.16000366210938
2018-06-21,86.27999877929688
2018-06-25,86.4000015258789
2018-06-22,86.61000061035156
2018-06-26,86.0
2018-06-27,85.5999984741211
2018-06-28,85.95999908447266
2018-06-29,86.0999984741211
2018-07-02,85.93000030517578
2018-07-03,87.0199966430664
2018-07-05,87.19000244140625
2018-07-16,87.70999908447266
2018-09-18,88.33000183105469
2019-01-24,88.2300033569336
2019-09-05,88.06999969482422
2018-11-21,88.98999786376953
2020-01-13,89.87000274658203
2020-04-01,89.83999633789062
2020-06-19,89.97000122070312
2019-10-29,90.12999725341797
2020-01-16,89.9800033569336
2020-06-22,89.37000274658203
2018-10-03,89.16000366210938
2018-07-31,93.76000213623047
2019-03-12,96.6500015258789
2019-02-08,96.95999908447266
2019-01-07,96.95999908447266
2018-12-06,98.12000274658203
2019-08-19,99.19999694824219
2019-07-18,99.3499984741211
2019-05-15,100.38999938964844
2019-09-20,100.69000244140625
2019-11-01,102.58999633789062
2020-04-07,103.80999755859375
2020-06-25,102.66999816894531
2020-06-16,102.72000122070312
2019-11-04,103.19000244140625
2020-01-22,102.68000030517578
2019-11-07,102.83999633789062
2020-04-13,103.44000244140625
2019-07-01,104.94000244140625
2019-05-30,105.91999816894531
2018-08-15,106.37999725341797
2018-10-18,106.12999725341797
2019-03-27,105.62999725341797
2019-01-22,105.25
2018-12-21,106.04000091552734
2019-09-03,106.48999786376953
2018-11-19,105.58999633789062
2019-08-02,105.58999633789062
2020-01-28,105.73999786376953
2020-04-16,105.86000061035156
2019-11-13,105.69999694824219
2020-01-31,106.11000061035156
2018-12-04,105.75
2018-11-02,107.23999786376953
2019-07-16,107.83999633789062
2018-08-30,106.62000274658203
2018-10-01,106.48999786376953
2019-06-14,106.70999908447266
2019-05-13,106.69000244140625
2019-04-11,106.7699966430664
2019-02-06,107.19000244140625
2019-09-18,107.06999969482422
2020-02-03,106.11000061035156
2020-04-22,106.87000274658203
2019-11-19,106.66999816894531
2020-02-06,106.76000213623047
2019-11-22,107.37000274658203
2019-03-25,107.16999816894531
2019-02-21,107.73999786376953
2018-12-19,107.70999908447266
2018-07-12,108.13999938964844
2018-09-14,109.61000061035156
2018-08-13,115.68000030517578
2018-10-16,115.44999694824219
2019-07-31,116.61000061035156
2019-05-28,116.0
2019-04-26,115.37000274658203
2020-04-28,113.31999969482422
2019-11-25,111.0199966430664
2020-02-12,111.80999755859375
2020-05-01,111.22000122070312
2020-05-04,113.7699966430664
2019-06-12,114.25
2019-04-09,113.36000061035156
2019-03-08,112.72000122070312
2019-02-04,111.45999908447266
2018-07-27,111.1500015258789
2018-08-28,108.81999969482422
2019-01-03,107.47000122070312
2019-08-15,109.08000183105469
2018-10-31,108.51000213623047
2019-09-16,110.43000030517578
2020-02-18,109.2300033569336
2020-05-07,108.38999938964844
2018-08-17,112.08000183105469
2019-12-04,109.30000305175781
2020-02-21,110.77999877929688
2018-12-17,110.94000244140625
2019-08-30,112.54000091552734
2018-11-15,114.70999908447266
2019-07-29,114.25
2019-06-27,112.6500015258789
2019-04-24,112.2300033569336
2018-07-10,114.30000305175781
2018-09-12,116.0999984741211
2019-02-19,116.19999694824219
2019-01-18,114.27999877929688
2020-02-24,113.80999755859375
2020-05-13,113.5999984741211
2019-12-10,114.25
2020-02-27,115.83000183105469
2019-12-13,117.93000030517578
2020-05-19,118.70999908447266
2019-03-06,118.69000244140625
2018-11-30,119.83999633789062
2019-08-13,115.98999786376953
2019-07-12,115.77999877929688
2019-06-10,114.6500015258789
2019-05-09,115.62000274658203
2018-07-25,115.73999786376953
2018-09-27,115.1500015258789
2018-10-29,114.58000183105469
2019-10-16,111.30000305175781
2019-12-16,109.66000366210938
2020-03-04,111.54000091552734
2020-05-22,110.16000366210938
2019-10-01,111.51000213623047
2019-12-19,109.41000366210938
2018-09-10,111.08999633789062
2019-05-24,112.9000015258789
2018-08-09,115.08999633789062
2019-04-22,115.8499984741211
2019-03-21,115.43000030517578
2019-01-16,114.73999786376953
2019-08-28,114.83999633789062
2018-11-13,116.44000244140625
2018-10-12,116.41999816894531
2019-06-25,118.22000122070312
2020-03-10,117.22000122070312
2020-05-28,116.20999908447266
2019-10-07,115.25
2020-03-13,118.22000122070312
2019-10-10,118.06999969482422
2020-03-16,119.19999694824219
2020-06-03,116.9000015258789
2018-11-28,117.11000061035156
2018-09-25,118.9000015258789
2018-07-23,118.22000122070312
2018-08-24,115.3499984741211
2019-07-10,115.11000061035156
2019-05-07,115.94999694824219
2019-04-05,117.08000183105469
2019-03-04,120.13999938964844
2019-01-31,120.98999786376953
2019-09-12,121.83999633789062
2019-12-31,121.73999786376953
2020-03-19,120.81999969482422
2020-01-03,119.33000183105469
2020-06-09,121.43000030517578
2019-02-15,119.94000244140625
2019-01-14,119.9000015258789
2018-07-06,120.27999877929688
2018-08-07,121.25
2018-10-10,122.4800033569336
2018-12-13,123.33000183105469
2019-08-26,123.05000305175781
2019-07-25,123.76000213623047
2019-05-22,124.73999786376953
2019-03-19,124.66999816894531
2020-01-06,125.16000366210938
2020-03-25,126.4800033569336
2020-06-12,127.7699966430664
2019-10-22,129.4199981689453
2020-01-09,130.50999450683594
2020-06-15,128.8699951171875
2019-10-25,128.7899932861328
2020-03-31,127.19000244140625
2020-06-18,126.9800033569336
2019-04-03,124.91000366210938
2018-08-22,124.0199966430664
2018-10-25,130.75
2019-01-29,124.9800033569336
2018-12-28,124.16000366210938
2018-11-26,125.3499984741211
2019-08-09,126.6500015258789
2019-07-08,129.10000610351562
2019-06-06,128.97999572753906
2019-09-10,129.47999572753906
2020-01-15,130.5800018310547
2020-04-03,132.1300048828125
2019-10-31,131.55999755859375
2020-04-06,129.89999389648438
2020-06-24,129.94000244140625
2018-11-09,131.35000610351562
2019-07-23,129.57000732421875
2019-06-21,129.25
2019-05-20,127.3499984741211
2019-04-18,127.01000213623047
2018-09-06,127.27999877929688
2018-10-08,128.1199951171875
2019-02-13,127.97000122070312
2018-12-11,127.31999969482422
2019-09-25,125.23999786376953
2020-01-21,124.3499984741211
2020-04-09,124.93000030517578
2019-11-06,120.05999755859375
2020-01-24,116.6500015258789
2020-01-27,115.56999969482422
2020-04-15,117.88999938964844
2018-12-26,118.43000030517578
2019-08-07,118.68000030517578
2019-06-04,119.91999816894531
2018-09-21,120.01000213623047
2018-07-19,117.13999938964844
2018-08-20,119.52999877929688
2018-10-23,118.56999969482422
2019-05-03,118.44000244140625
2019-04-01,117.08000183105469
2019-02-28,116.48999786376953
2019-11-12,116.88999938964844
2020-01-30,116.1500015258789
2019-11-15,116.31999969482422
2020-04-21,115.19000244140625
2019-04-16,115.52999877929688
2019-03-15,115.83999633789062
2019-02-11,117.68000030517578
2019-01-10,116.6500015258789
2019-08-22,116.30000305175781
2018-11-07,117.79000091552734
2018-08-03,118.38999938964844
2018-09-04,117.95999908447266
2019-06-19,117.55000305175781
2019-09-23,118.41000366210938
2019-11-18,115.80000305175781
2020-02-05,116.30000305175781
2020-04-24,117.58000183105469
2019-03-29,117.72000122070312
2019-11-21,118.93000030517578
2020-04-27,118.37999725341797
2020-02-11,118.94000244140625
2020-04-30,118.94000244140625
2019-05-01,116.0
2019-02-26,115.58999633789062
2019-01-25,115.5
2018-12-24,115.4000015258789
2019-09-06,112.25
2018-07-17,113.41999816894531
2018-09-19,114.83000183105469
2019-08-05,115.98999786376953
2019-10-08,117.06999969482422
2019-12-11,115.93000030517578
2019-11-27,116.1500015258789
2020-02-14,116.83000183105469
2020-05-06,114.94999694824219
2019-01-08,112.20999908447266
2018-12-07,111.83000183105469
2019-08-20,112.83999633789062
2018-11-05,114.20999908447266
2019-07-19,115.47000122070312
2018-10-04,114.37000274658203
2019-06-17,112.79000091552734
2019-05-16,113.36000061035156
2018-08-01,114.6500015258789
2019-03-13,112.23999786376953
2019-12-03,109.47000122070312
2020-02-20,109.16000366210938
2019-12-06,109.19000244140625
2020-05-12,109.6500015258789
2019-12-09,108.4800033569336
2020-02-26,108.5199966430664
2020-05-15,107.36000061035156
2019-03-28,109.4000015258789
2018-09-17,109.66000366210938
2018-08-16,110.37999725341797
2018-10-19,109.2300033569336
2019-04-29,110.23999786376953
2019-01-23,110.0199966430664
2019-09-04,110.70999908447266
2018-11-20,110.73999786376953
2019-07-02,113.2699966430664
2019-05-31,112.48999786376953
2019-12-12,112.12000274658203
2020-05-18,111.37999725341797
2019-09-27,114.54000091552734
2020-03-03,114.55000305175781
2020-05-21,114.05999755859375
2019-05-14,116.13999938964844
2018-08-31,114.87000274658203
2018-07-30,111.30999755859375
2018-10-02,111.33000183105469
2019-04-12,112.94000244140625
2019-03-11,112.87999725341797
2019-02-07,112.44000244140625
2019-07-17,112.2699966430664
2019-09-19,112.55999755859375
2019-10-21,111.81999969482422
2019-12-18,112.87999725341797
2020-03-06,111.54000091552734
2019-10-03,112.37999725341797
2020-03-09,114.16999816894531
2020-05-27,114.0199966430664
2019-12-24,114.5
2020-03-12,115.44000244140625
2018-12-20,114.98999786376953
2019-08-01,114.5199966430664
2018-08-14,111.12999725341797
2018-07-13,112.0
2018-10-17,112.41999816894531
2019-05-29,112.1500015258789
2019-03-26,110.52999877929688
2019-02-22,111.19000244140625
2019-10-04,112.91000366210938
2019-11-05,115.11000061035156
2019-12-27,117.2300033569336
2020-06-02,116.54000091552734
2019-12-30,114.55000305175781
2020-03-18,113.8499984741211
2020-06-05,112.66000366210938
2019-07-15,113.37000274658203
2018-12-03,113.44999694824219
2019-06-13,112.44999694824219
2019-01-04,110.63999938964844
2018-08-29,108.0999984741211
2019-02-05,108.26000213623047
2018-11-01,108.6500015258789
2019-08-16,108.33000183105469
2019-04-10,108.1500015258789
2019-09-17,107.48999786376953
2019-10-15,109.13999938964844
2020-01-02,109.12999725341797
2020-06-08,110.0999984741211
2019-10-18,109.4800033569336
2020-03-24,109.45999908447266
2020-06-11,108.94000244140625
2020-01-08,109.0
2019-04-25,111.45999908447266
2019-07-30,107.75
2019-02-20,108.20999908447266
2018-07-11,110.58999633789062
2018-09-13,113.19000244140625
2018-10-15,112.80999755859375
2019-06-28,113.20999908447266
2018-12-18,114.66999816894531
2018-11-16,114.51000213623047
2019-10-02,114.33000183105469
2020-03-27,113.08000183105469
2020-01-10,114.29000091552734
2019-10-24,114.62999725341797
2020-03-30,113.56999969482422
2020-06-17,114.20999908447266
2020-01-14,114.04000091552734
2020-04-02,113.52999877929688
2019-01-02,112.36000061035156
2019-08-14,113.81999969482422
2018-10-30,114.12999725341797
2019-06-11,116.12000274658203
2019-05-10,115.91999816894531
2019-04-08,115.5199966430664
2018-08-27,116.68000030517578
2018-07-26,118.45999908447266
2018-09-28,118.11000061035156
2019-03-07,117.9000015258789
2019-10-30,118.04000091552734
2020-01-17,118.25
2020-06-23,117.91999816894531
2020-04-08,118.83999633789062
2020-06-26,119.91999816894531
2019-03-22,120.70999908447266
2019-01-17,120.83999633789062
2019-08-29,121.1500015258789
2018-11-14,121.19999694824219
2019-06-26,121.93000030517578
2018-09-11,122.19000244140625
2018-07-09,124.26000213623047
2018-08-10,127.02999877929688
2019-04-23,129.97999572753906
2019-09-30,130.99000549316406
2020-01-23,137.0
2019-11-08,132.5800018310547
2020-04-14,131.2100067138672
2019-11-11,131.6999969482422
2020-01-29,131.77000427246094
2020-04-17,131.92999267578125
2018-07-24,131.52000427246094
2018-09-26,132.25999450683594
2019-05-08,132.47000122070312
2019-03-05,132.55999755859375
2019-02-01,132.92999267578125
2018-12-31,134.2100067138672
2018-11-29,136.36000061035156
2019-08-12,138.27000427246094
2019-07-11,139.99000549316406
2019-09-13,140.89999389648438
2019-11-14,141.69000244140625
2020-04-20,141.97000122070312
2020-02-04,141.74000549316406
2020-04-23,141.57000732421875
2018-12-14,142.25
2019-08-27,141.74000549316406
2018-08-08,141.99000549316406
2018-10-11,139.10000610351562
2018-11-12,139.8800048828125
2019-07-26,141.13999938964844
2019-06-24,143.72000122070312
2019-05-23,142.85000610351562
2019-03-20,141.57000732421875
2019-01-15,144.07000732421875
2019-11-20,147.36000061035156
2020-02-07,147.8699951171875
2020-02-10,147.22000122070312
2020-04-29,145.5500030517578
2019-11-26,145.86000061035156
2020-02-13,144.89999389648438
2019-01-30,143.74000549316406
2018-08-23,142.32000732421875
2018-09-24,141.9600067138672
2018-11-27,141.83999633789062
2018-10-26,142.80999755859375
2019-07-09,142.64999389648438
2019-06-07,141.58999633789062
2019-05-06,139.22999572753906
2019-04-04,137.02000427246094
2019-09-11,134.6699981689453
2019-11-29,126.80000305175781
2020-05-05,133.0
2019-12-02,135.64999389648438
2020-02-19,140.86000061035156
2020-05-08,141.91000366210938
2019-05-21,142.36000061035156
2019-03-18,140.92999267578125
2018-09-07,141.92999267578125
2018-08-06,141.83999633789062
2018-10-09,136.5
2019-02-14,139.3699951171875
2018-12-12,138.67999267578125
2019-07-24,143.58999633789062
2019-09-26,144.0
2019-10-28,142.97999572753906
2019-12-05,132.25
2020-05-11,126.87999725341797
2019-07-03,124.5999984741211
2020-02-25,126.13999938964844
2020-05-14,135.74000549316406
2020-02-28,137.61000061035156
2019-08-08,141.77000427246094
2019-06-05,142.02000427246094
2018-07-20,137.19000244140625
2018-08-21,142.8000030517578
2018-10-24,144.60000610351562
2019-04-02,143.5
2019-03-01,144.8000030517578
2019-01-28,147.25
2018-12-27,146.39999389648438
2019-09-09,146.58999633789062
2020-03-02,151.5500030517578
2020-05-20,153.39999389648438
2019-12-17,155.58999633789062
2020-03-05,157.6699981689453
2019-02-12,160.1999969482422
2019-01-11,155.8000030517578
2018-12-10,157.27999877929688
2019-08-23,162.55999755859375
2018-11-08,164.89999389648438
2019-07-22,164.5
2019-06-20,161.97999572753906
2018-09-05,158.02999877929688
2019-04-17,156.97999572753906
2019-09-24,154.60000610351562
2019-12-20,156.0
2020-05-26,159.22000122070312
2019-04-30,158.94000244140625
2019-12-23,157.69000244140625
2020-03-11,154.4199981689453
2020-05-29,159.47000122070312
2019-12-26,161.39999389648438
2020-06-01,159.35000610351562
2019-05-02,158.9499969482422
2019-02-27,159.50999450683594
2018-11-23,162.3699951171875
2019-08-06,159.1300048828125
2018-07-18,157.42999267578125
2018-09-20,153.14999389648438
2018-10-22,152.55999755859375
2019-07-05,151.75999450683594
2019-06-03,148.1699981689453
2019-10-09,152.10000610351562
2019-10-11,153.63999938964844
2020-03-17,154.99000549316406
2020-06-04,154.0800018310547
2019-10-14,154.38999938964844
2020-03-20,153.5399932861328
2018-11-06,151.75999450683594
2019-06-18,149.25
2019-05-17,151.75
2019-04-15,152.39999389648438
2019-03-14,152.24000549316406
2019-01-09,146.3800048828125
2018-08-02,142.89999389648438
2018-10-05,167.42999267578125
2019-08-21,164.36000061035156
2019-10-17,162.97000122070312
2020-03-23,162.47999572753906
2020-06-10,161.47999572753906
2019-02-25,162.8699951171875
2020-01-07,159.7899932861328
2020-03-26,163.38999938964844
2019-10-23,163.7899932861328
