Dates,BSD
2018-06-20,12.470000267028809
2018-06-21,12.5600004196167
2018-06-25,12.619999885559082
2018-06-22,12.5600004196167
2018-06-26,12.579999923706055
2018-06-27,12.619999885559082
2018-06-28,12.579999923706055
2018-06-29,12.619999885559082
2018-07-02,12.729999542236328
2018-07-03,12.729999542236328
2018-07-05,12.800000190734863
2018-07-16,12.710000038146973
2018-09-18,12.75
2019-01-24,12.619999885559082
2019-09-05,12.65999984741211
2018-11-21,12.720000267028809
2020-01-13,12.649999618530273
2020-04-01,12.6899995803833
2020-06-19,12.65999984741211
2019-10-29,12.640000343322754
2020-01-16,12.619999885559082
2020-06-22,12.630000114440918
2018-10-03,12.6899995803833
2018-07-31,12.699999809265137
2019-03-12,12.699999809265137
2019-02-08,12.75
2019-01-07,12.75
2018-12-06,12.739999771118164
2019-08-19,12.729999542236328
2019-07-18,12.619999885559082
2019-05-15,12.729999542236328
2019-09-20,12.569999694824219
2019-11-01,12.579999923706055
2020-04-07,12.59000015258789
2020-06-25,12.600000381469727
2020-06-16,12.59000015258789
2019-11-04,12.579999923706055
2020-01-22,12.619999885559082
2019-11-07,12.609999656677246
2020-04-13,12.649999618530273
2019-07-01,12.619999885559082
2019-05-30,12.59000015258789
2018-08-15,12.649999618530273
2018-10-18,12.579999923706055
2019-03-27,12.609999656677246
2019-01-22,12.630000114440918
2018-12-21,12.579999923706055
2019-09-03,12.630000114440918
2018-11-19,12.569999694824219
2019-08-02,12.630000114440918
2020-01-28,12.609999656677246
2020-04-16,12.600000381469727
2019-11-13,12.640000343322754
2020-01-31,12.609999656677246
2018-12-04,12.609999656677246
2018-11-02,12.529999732971191
2019-07-16,12.539999961853027
2018-08-30,12.600000381469727
2018-10-01,12.520000457763672
2019-06-14,12.550000190734863
2019-05-13,12.420000076293945
2019-04-11,12.369999885559082
2019-02-06,12.34000015258789
2019-09-18,12.229999542236328
2020-02-03,12.289999961853027
2020-04-22,12.199999809265137
2019-11-19,12.140000343322754
2020-02-06,12.199999809265137
2019-11-22,12.109999656677246
2019-03-25,12.09000015258789
2019-02-21,12.210000038146973
2018-12-19,12.329999923706055
2018-07-12,12.319999694824219
2018-09-14,12.210000038146973
2018-08-13,12.199999809265137
2018-10-16,12.180000305175781
2019-07-31,12.100000381469727
2019-05-28,12.100000381469727
2019-04-26,12.010000228881836
2020-04-28,11.9399995803833
2019-11-25,11.899999618530273
2020-02-12,11.899999618530273
2020-05-01,11.920000076293945
2020-05-04,11.899999618530273
2019-06-12,11.890000343322754
2019-04-09,11.850000381469727
2019-03-08,11.819999694824219
2019-02-04,11.829999923706055
2018-07-27,11.800000190734863
2018-08-28,11.770000457763672
2019-01-03,11.729999542236328
2019-08-15,11.779999732971191
2018-10-31,11.65999984741211
2019-09-16,11.609999656677246
2020-02-18,11.609999656677246
2020-05-07,11.59000015258789
2018-08-17,11.59000015258789
2019-12-04,11.65999984741211
2020-02-21,11.710000038146973
2018-12-17,11.760000228881836
2019-08-30,11.859999656677246
2018-11-15,11.920000076293945
2019-07-29,12.050000190734863
2019-06-27,12.029999732971191
2019-04-24,12.029999732971191
2018-07-10,11.970000267028809
2018-09-12,11.890000343322754
2019-02-19,11.890000343322754
2019-01-18,11.859999656677246
2020-02-24,11.84000015258789
2020-05-13,11.899999618530273
2019-12-10,11.899999618530273
2020-02-27,11.859999656677246
2019-12-13,11.979999542236328
2020-05-19,12.020000457763672
2019-03-06,12.100000381469727
2018-11-30,12.1899995803833
2019-08-13,12.149999618530273
2019-07-12,12.119999885559082
2019-06-10,12.180000305175781
