Dates,BSD
2018-06-20,11.30394458770752
2018-06-21,11.339916229248047
2018-06-25,11.29495620727539
2018-06-22,11.339916229248047
2018-06-26,11.34891128540039
2018-06-27,11.312939643859863
2018-06-28,11.357902526855469
2018-06-29,11.34891128540039
2018-07-02,11.429848670959473
2018-07-03,11.438840866088867
2018-07-05,11.429848670959473
2018-07-16,11.37588882446289
2018-09-18,11.384883880615234
2019-01-24,11.393875122070312
2019-09-05,11.429848670959473
2018-11-21,11.438840866088867
2020-01-13,11.436128616333008
2020-04-01,11.38193130493164
2020-06-19,11.390961647033691
2019-10-29,11.390961647033691
2020-01-16,11.427094459533691
2020-06-22,11.436128616333008
2018-10-03,11.46323013305664
2018-07-31,11.508393287658691
2019-03-12,11.490330696105957
2019-02-08,11.508393287658691
2019-01-07,11.481293678283691
2018-12-06,11.499360084533691
2019-08-19,11.409029006958008
2019-07-18,11.445160865783691
2019-05-15,11.345796585083008
2019-09-20,11.372897148132324
2019-11-01,11.345796585083008
2020-04-07,11.363862991333008
2020-06-25,11.372897148132324
2020-06-16,11.354828834533691
2019-11-04,11.390961647033691
2020-01-22,11.409029006958008
2019-11-07,11.4335298538208
2020-04-13,11.469828605651855
2019-07-01,11.442605018615723
2019-05-30,11.451679229736328
2018-08-15,11.460752487182617
2018-10-18,11.478901863098145
2019-03-27,11.478901863098145
2019-01-22,11.424457550048828
2018-12-21,11.442605018615723
2019-09-03,11.451679229736328
2018-11-19,11.397232055664062
2019-08-02,11.424457550048828
2020-01-28,11.424457550048828
2020-04-16,11.424457550048828
2019-11-13,11.379085540771484
2020-01-31,11.424457550048828
2018-12-04,11.41538143157959
2018-11-02,11.37000846862793
2019-07-16,11.4335298538208
2018-08-30,11.41538143157959
2018-10-01,11.360933303833008
2019-06-14,11.321739196777344
2019-05-13,11.27616024017334
2019-04-11,11.248811721801758
2019-02-06,11.148538589477539
2019-09-18,11.148538589477539
2020-02-03,11.148538589477539
2020-04-22,11.075613975524902
2019-11-19,11.048266410827637
2020-02-06,11.066498756408691
2019-11-22,11.020919799804688
2019-03-25,11.093843460083008
2019-02-21,11.1576566696167
2018-12-19,11.239694595336914
2018-07-12,11.194119453430176
2018-09-14,11.139423370361328
2018-08-13,11.084731101989746
2018-10-16,11.057381629943848
2019-07-31,11.030035972595215
2019-05-28,10.957109451293945
2019-04-26,10.89330005645752
2020-04-28,10.91153335571289
2019-11-25,10.945419311523438
2020-02-12,10.872142791748047
2020-05-01,10.881306648254395
2020-05-04,10.890463829040527
2019-06-12,10.826346397399902
2019-04-09,10.8446683883667
2019-03-08,10.826346397399902
2019-02-04,10.808029174804688
2018-07-27,10.798871040344238
2018-08-28,10.771392822265625
2019-01-03,10.798871040344238
2019-08-15,10.734755516052246
2018-10-31,10.670639038085938
2019-09-16,10.634003639221191
2020-02-18,10.661479949951172
2020-05-07,10.661479949951172
2018-08-17,10.716436386108398
2019-12-04,10.72559642791748
2020-02-21,10.789712905883789
2018-12-17,10.85383129119873
2019-08-30,10.917943000793457
2018-11-15,11.03701400756836
2019-07-29,11.055330276489258
2019-06-27,11.070978164672852
2019-04-24,11.034163475036621
2018-07-10,10.988153457641602
2018-09-12,10.96054458618164
2019-02-19,10.905329704284668
2019-01-18,10.905329704284668
2020-02-24,10.95134162902832
2020-05-13,10.988153457641602
2019-12-10,10.905329704284668
2020-02-27,10.969747543334961
2019-12-13,11.080178260803223
2020-05-19,11.116991996765137
2019-03-06,11.126193046569824
2018-11-30,11.227425575256348
2019-08-13,11.255033493041992
2019-07-12,11.218220710754395
2019-06-10,11.227425575256348
2019-05-09,11.199817657470703
2018-07-25,11.197969436645508
2018-09-27,11.123993873596191
2018-10-29,11.059261322021484
2019-10-16,11.050018310546875
2019-12-16,11.040770530700684
2020-03-04,11.02227783203125
2020-05-22,10.9298095703125
2019-10-01,10.985289573669434
2019-12-19,11.003783226013184
2018-09-10,10.985289573669434
2019-05-24,10.9298095703125
2018-08-09,10.966796875
2019-04-22,11.013030052185059
2019-03-21,11.225708961486816
2019-01-16,11.382906913757324
2019-08-28,11.401400566101074
2018-11-13,11.484621047973633
2018-10-12,11.484621047973633
2019-06-25,11.512360572814941
2020-03-10,11.503116607666016
2020-05-28,11.641817092895508
2019-10-07,11.639028549194336
2020-03-13,11.648321151733398
2019-10-10,11.620453834533691
2020-03-16,11.648321151733398
2020-06-03,11.601876258850098
2018-11-28,11.620453834533691
2018-09-25,11.676185607910156
2018-07-23,11.722633361816406
2018-08-24,11.713340759277344
2019-07-10,11.70405387878418
2019-05-07,11.694765090942383
2019-04-05,11.666900634765625
2019-03-04,11.769076347351074
2019-01-31,11.806231498718262
2019-09-12,11.741209983825684
2019-12-31,11.824810981750488
2020-03-19,11.73192024230957
2020-01-03,11.815521240234375
2020-06-09,11.806231498718262
2019-02-15,11.834096908569336
2019-01-14,11.84338665008545
2018-07-06,11.871253967285156
2018-08-07,11.9244384765625
2018-10-10,11.915108680725098
2018-12-13,11.905778884887695
2019-08-26,11.95242977142334
2019-07-25,11.915108680725098
2019-05-22,11.98042106628418
2019-03-19,12.017745018005371
2020-01-06,12.017745018005371
2020-03-25,11.999083518981934
2020-06-12,12.045734405517578
2019-10-22,12.036405563354492
2020-01-09,12.08305835723877
2020-06-15,12.167034149169922
2019-10-25,12.13904094696045
2020-03-31,12.204354286193848
2020-06-18,12.11104965209961
2019-04-03,12.129709243774414
2018-08-22,12.129709243774414
2018-10-25,12.195023536682129
2019-01-29,12.07038688659668
2018-12-28,12.04227066040039
2018-11-26,12.014155387878418
2019-08-09,12.098498344421387
2019-07-08,12.201586723327637
2019-06-06,12.22969913482666
2019-09-10,12.332782745361328
2020-01-15,12.370268821716309
2020-04-03,12.38901424407959
2019-10-31,12.445240020751953
2020-04-06,12.492098808288574
2020-06-24,12.492098808288574
2018-11-09,12.510841369628906
2019-07-23,12.595182418823242
2019-06-21,12.567069053649902
2019-05-20,12.520211219787598
2019-04-18,12.445240020751953
2018-09-06,12.417126655578613
2018-10-08,12.501470565795898
2019-02-13,12.482728004455566
2018-12-11,12.492098808288574
2019-09-25,12.413982391357422
2020-01-21,12.461039543151855
2020-04-09,12.395157814025879
2019-11-06,12.35750961303711
2020-01-24,12.395157814025879
2020-01-27,12.301040649414062
2020-04-15,12.338688850402832
2018-12-26,12.35750961303711
2019-08-07,12.376335144042969
2019-06-04,12.432805061340332
2018-09-21,12.413982391357422
2018-07-19,12.432805061340332
2018-08-20,12.470451354980469
2018-10-23,12.470451354980469
2019-05-03,12.461039543151855
2019-04-01,12.517511367797852
2019-02-28,12.583391189575195
2019-11-12,12.649272918701172
2020-01-30,12.743389129638672
2019-11-15,12.668098449707031
2020-04-21,12.686919212341309
2019-04-16,12.655730247497559
2019-03-15,12.61792278289795
2019-02-11,12.589567184448242
2019-01-10,12.61792278289795
2019-08-22,12.61792278289795
2018-11-07,12.627373695373535
2018-08-03,12.636829376220703
2018-09-04,12.589567184448242
2019-06-19,12.61792278289795
2019-09-23,12.702985763549805
2019-11-18,12.67463207244873
2020-02-05,12.67463207244873
2020-04-24,12.693536758422852
2019-03-29,12.731344223022461
2019-11-21,12.71243953704834
2020-04-27,12.655730247497559
2020-02-11,12.665180206298828
2020-04-30,12.797502517700195
2019-05-01,12.835309982299805
2019-02-26,12.85421371459961
2019-01-25,12.901473045349121
2018-12-24,13.00302791595459
2019-09-06,13.050485610961914
2018-07-17,13.259293556213379
2018-09-19,13.230817794799805
2019-08-05,13.183363914489746
2019-10-08,13.24030876159668
2019-12-11,13.268783569335938
2019-11-27,13.382678031921387
2020-02-14,13.506065368652344
2020-05-06,13.515557289123535
2019-01-08,13.581995964050293
2018-12-07,13.56301212310791
2019-08-20,13.477590560913086
2018-11-05,13.430136680603027
2019-07-19,13.420644760131836
2018-10-04,13.373188972473145
2019-06-17,13.392169952392578
2019-05-16,13.411154747009277
2018-08-01,13.657926559448242
2019-03-13,13.676908493041992
2019-12-03,13.719781875610352
2020-02-20,13.662617683410645
2019-12-06,13.614978790283203
2020-05-12,13.53875732421875
2019-12-09,13.548283576965332
2020-02-26,13.519702911376953
2020-05-15,13.519702911376953
2019-03-28,13.414897918701172
2018-09-17,13.376787185668945
2018-08-16,13.367259979248047
2018-10-19,13.329148292541504
2019-04-29,13.395842552185059
2019-01-23,13.414897918701172
2019-09-04,13.50064754486084
2018-11-20,13.53875732421875
2019-07-02,13.548283576965332
2019-05-31,13.567338943481445
2019-12-12,13.586395263671875
2020-05-18,13.567338943481445
2019-09-27,13.634034156799316
2020-03-03,13.624505043029785
2020-05-21,13.653088569641113
2019-05-14,13.681673049926758
2018-08-31,13.667325019836426
2018-07-30,13.629067420959473
